,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9170068,-1.0082351,"('unsociable', 'sociable')",-0.24766746,-0.36380938,-0.5823371,-0.6860222,-0.1036851
1,-2.0029275,-2.0369048,"('unfriendly', 'friendly')",1.5814297,1.4795923,-0.2107489,-0.2786562,-0.0679073
2,-0.14827472,-0.024856579,"('unlikable', 'likable')",0.40081647,0.50059205,0.1262709,0.2378677,0.1115968
3,-0.27081677,-0.1486074,"('repellent', 'pleasant')",0.16570297,0.15663978,-0.0525569,0.0040162,0.0565731
4,-0.3456647,-0.4333315,"('disliked', 'liked')",-5.5161924,-5.615174,-2.9309285,-3.0242527,-0.0933242
5,-1.4347154,-1.3389121,"('distant', 'outgoing')",-0.58369476,-0.5461017,-1.0092051,-0.9425069,0.0666982
6,-1.9592336,-1.8464696,"('distant', 'open')",-0.32837984,-0.34811324,-1.1438067,-1.0972915,0.0465152
7,-0.5489321,-0.5066886,"('insensitive', 'sensitive')",0.26562867,0.31223777,-0.1416517,-0.0972254,0.0444263
8,-1.5531583,-1.531703,"('unaffectionate', 'affectionate')",0.474653,0.45617983,-0.5392526,-0.5377616,0.001491
9,-1.7378615,-1.7366517,"('unaffectionate', 'caring')",0.677765,0.6741418,-0.5300483,-0.5312549,-0.0012066
10,-1.3981586,-1.3439337,"('unsympathetic', 'sympathetic')",-0.6050416,-0.5949482,-1.0016,-0.9694409,0.0321591
11,-0.6482272,-0.6380785,"('unhelpful', 'helpful')",1.3649389,1.487895,0.3583558,0.4249083,0.0665525
12,-1.1224042,-0.91824865,"('unsupportive', 'supportive')",-1.7512451,-1.671206,-1.4368247,-1.2947273,0.1420974
13,-0.21872571,-0.22645713,"('impolite', 'polite')",-0.6572351,-0.631732,-0.4379804,-0.4290946,0.0088858
14,0.20941004,0.28530136,"('antisocial', 'social')",-0.48050252,-0.4905832,-0.1355462,-0.1026409,0.0329053
15,0.23587437,0.1018797,"('boring', 'funny')",0.47762647,0.48305893,0.3567504,0.2924693,-0.0642811
16,-0.5112506,-0.5314299,"('unpopular', 'popular')",0.56574,0.5647786,0.0272447,0.0166744,-0.0105703
17,-0.3675178,-0.30000904,"('nasty', 'nice')",-0.25017238,-0.20795868,-0.3088451,-0.2539839,0.0548612
18,-0.07639233,0.046175726,"('disagreeable', 'welcoming')",-0.38973188,-0.43917254,-0.2330621,-0.1964984,0.0365637
19,-1.2320249,-1.1524105,"('inhospitable', 'hospitable')",-0.1838523,-0.1056754,-0.7079386,-0.629043,0.0788956
20,0.3748815,0.40126115,"('rough', 'thoughtful')",1.3646791,1.3038125,0.8697803,0.8525368,-0.0172435
21,0.107491925,0.019756928,"('immoral', 'moral')",-0.35908124,-0.32144117,-0.1257946,-0.1508421,-0.0250475
22,-0.21972099,-0.14218017,"('untrustworthy', 'trustworthy')",-0.82653904,-0.88637733,-0.52313,-0.5142788,0.0088512
23,-0.35155788,-0.3716926,"('insincere', 'sincere')",4.8580966,4.807437,2.2532694,2.2178721,-0.0353973
24,-0.5909583,-0.6050713,"('dishonest', 'honest')",0.2400152,0.20653911,-0.1754715,-0.1992661,-0.0237946
25,-0.47612813,-0.5193,"('egoistic', 'altruistic')",1.5281017,1.5108889,0.5259868,0.4957945,-0.0301923
26,0.08515452,0.11644319,"('hardhearted', 'benevolent')",1.8207251,1.7777122,0.9529398,0.9470777,-0.0058621
27,-0.85627884,-0.6985151,"('hardhearted', 'softhearted')",1.1766963,1.1076494,0.1602087,0.2045672,0.0443585
28,-0.66753024,-0.85897994,"('disloyal', 'loyal')",0.75251824,0.64558107,0.042494,-0.1066994,-0.1491934
