,suicide_male,suicide_female,tuple,average_male,average_female,female-male
0,0.10867546,-0.040937033,"('unsociable', 'sociable')",0.1086755,-0.040937,-0.1496125
1,1.2868936,1.3868816,"('unfriendly', 'friendly')",1.2868936,1.3868816,0.099988
2,0.080665916,0.35354397,"('unlikable', 'likable')",0.0806659,0.353544,0.2728781
3,0.7453026,0.7997641,"('repellent', 'pleasant')",0.7453026,0.7997641,0.0544615
4,-6.976577,-7.185892,"('disliked', 'liked')",-6.9765768,-7.1858921,-0.2093153
5,-0.40529382,-0.4339558,"('distant', 'outgoing')",-0.4052938,-0.4339558,-0.028662
6,0.18326443,0.096211195,"('distant', 'open')",0.1832644,0.0962112,-0.0870532
7,1.3650683,1.2833245,"('insensitive', 'sensitive')",1.3650683,1.2833245,-0.0817438
8,0.9821587,1.0744076,"('unaffectionate', 'affectionate')",0.9821587,1.0744076,0.0922489
9,1.2015698,1.4328951,"('unaffectionate', 'caring')",1.2015698,1.4328951,0.2313253
10,0.9003436,0.8932759,"('unsympathetic', 'sympathetic')",0.9003436,0.8932759,-0.0070677
11,1.4160925,1.4567894,"('unhelpful', 'helpful')",1.4160925,1.4567894,0.0406969
12,-1.5308274,-1.5164973,"('unsupportive', 'supportive')",-1.5308274,-1.5164973,0.0143301
13,-0.19747078,-0.12031406,"('impolite', 'polite')",-0.1974708,-0.1203141,0.0771567
14,0.11085143,0.010242028,"('antisocial', 'social')",0.1108514,0.010242,-0.1006094
15,0.3963489,0.33099425,"('boring', 'funny')",0.3963489,0.3309942,-0.0653547
16,-0.82706356,-0.7776979,"('unpopular', 'popular')",-0.8270636,-0.7776979,0.0493657
17,0.07312895,-0.004756693,"('nasty', 'nice')",0.073129,-0.0047567,-0.0778857
18,-0.42352572,-0.40100253,"('disagreeable', 'welcoming')",-0.4235257,-0.4010025,0.0225232
19,-0.45965335,-0.29880178,"('inhospitable', 'hospitable')",-0.4596533,-0.2988018,0.1608515
20,0.67951936,0.43658933,"('rough', 'thoughtful')",0.6795194,0.4365893,-0.2429301
21,-0.22712654,-0.05612082,"('immoral', 'moral')",-0.2271265,-0.0561208,0.1710057
22,-0.06261061,-0.07667055,"('untrustworthy', 'trustworthy')",-0.0626106,-0.0766705,-0.0140599
