,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,0.529685,0.4076713,"('unsociable', 'sociable')",0.529685,0.4076713,-0.1220137
1,1.2901247,1.2590299,"('unfriendly', 'friendly')",1.2901247,1.2590299,-0.0310948
2,-0.18610145,-0.12510286,"('unlikable', 'likable')",-0.1861015,-0.1251029,0.0609986
3,0.66873103,0.73264056,"('repellent', 'pleasant')",0.668731,0.7326406,0.0639096
4,-7.8910775,-7.954438,"('disliked', 'liked')",-7.8910775,-7.9544382,-0.0633607
5,-0.86880815,-0.85264695,"('distant', 'outgoing')",-0.8688082,-0.8526469,0.0161613
6,-0.5640363,-0.5470984,"('distant', 'open')",-0.5640363,-0.5470984,0.0169379
7,1.4873593,1.5445358,"('insensitive', 'sensitive')",1.4873593,1.5445358,0.0571765
8,1.2230905,1.2246054,"('unaffectionate', 'affectionate')",1.2230905,1.2246054,0.0015149
9,1.9215451,1.9236284,"('unaffectionate', 'caring')",1.9215451,1.9236284,0.0020833
10,1.5208371,1.5100609,"('unsympathetic', 'sympathetic')",1.5208371,1.5100609,-0.0107762
11,1.8192879,1.876854,"('unhelpful', 'helpful')",1.8192879,1.8768539,0.057566
12,-1.0058429,-1.0338578,"('unsupportive', 'supportive')",-1.0058429,-1.0338578,-0.0280149
13,-0.14602813,-0.20714721,"('impolite', 'polite')",-0.1460281,-0.2071472,-0.0611191
14,0.29195577,0.22163638,"('antisocial', 'social')",0.2919558,0.2216364,-0.0703194
15,0.07514429,0.0056017376,"('boring', 'funny')",0.0751443,0.0056017,-0.0695426
16,-0.6900348,-0.64794934,"('unpopular', 'popular')",-0.6900348,-0.6479493,0.0420855
17,-0.67896605,-0.68087596,"('nasty', 'nice')",-0.678966,-0.680876,-0.00191
18,-0.7144774,-0.7816042,"('disagreeable', 'welcoming')",-0.7144774,-0.7816042,-0.0671268
19,-0.46545005,-0.485408,"('inhospitable', 'hospitable')",-0.46545,-0.485408,-0.019958
20,1.0313123,1.0320976,"('rough', 'thoughtful')",1.0313123,1.0320976,0.0007853
21,0.050591145,0.07200962,"('immoral', 'moral')",0.0505911,0.0720096,0.0214185
22,-0.52411747,-0.5936875,"('untrustworthy', 'trustworthy')",-0.5241175,-0.5936875,-0.06957
23,7.0948477,7.12077,"('insincere', 'sincere')",7.0948477,7.12077,0.0259223
24,1.6879963,1.5768075,"('dishonest', 'honest')",1.6879963,1.5768075,-0.1111888
25,0.82540846,0.8223083,"('egoistic', 'altruistic')",0.8254085,0.8223083,-0.0031002
26,0.8563176,0.8438793,"('hardhearted', 'benevolent')",0.8563176,0.8438793,-0.0124383
27,1.7517917,1.6053925,"('hardhearted', 'softhearted')",1.7517917,1.6053925,-0.1463992
28,1.3264669,1.2772366,"('disloyal', 'loyal')",1.3264669,1.2772366,-0.0492303
29,-1.1158459,-1.2022437,"('unfair', 'fair')",-1.1158459,-1.2022437,-0.0863978
30,1.4029975,1.3210341,"('intolerant', 'tolerant')",1.4029975,1.3210341,-0.0819634
31,-1.7394041,-1.6927639,"('evil', 'good')",-1.7394041,-1.6927639,0.0466402
32,0.9394425,0.8488339,"('unkind', 'kind')",0.9394425,0.8488339,-0.0906086
33,-0.32610458,-0.36953586,"('wrong', 'right')",-0.3261046,-0.3695359,-0.0434313
34,5.136259,5.2624226,"('mean', 'honorable')",5.1362591,5.2624226,0.1261635
35,-1.0167027,-1.1370687,"('corrupt', 'incorrupt')",-1.0167027,-1.1370687,-0.120366
36,-0.7019883,-0.7329612,"('hostile', 'amicable')",-0.7019883,-0.7329612,-0.0309729
37,0.93617684,0.9266801,"('fake', 'genuine')",0.9361768,0.9266801,-0.0094967
38,0.18397668,0.15025118,"('untruthful', 'truthful')",0.1839767,0.1502512,-0.0337255
39,0.68593496,0.6469665,"('exploitative', 'cooperative')",0.685935,0.6469665,-0.0389685
40,-1.7134116,-1.8192935,"('stingy', 'generous')",-1.7134116,-1.8192935,-0.1058819
41,0.6791455,0.54869807,"('unforgiving', 'forgiving')",0.6791455,0.5486981,-0.1304474
42,-2.8420615,-2.8314471,"('unreliable', 'reliable')",-2.8420615,-2.8314471,0.0106144
