,baxalta_male,baxalta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.78177476,-0.908914,"('unsociable', 'sociable')",-0.39544773,-0.5405899,-0.5886112,-0.7247519,-0.1361407
1,-1.3808601,-1.4553597,"('unfriendly', 'friendly')",1.8438418,1.6663662,0.2314909,0.1055033,-0.1259876
2,0.61811626,0.655699,"('unlikable', 'likable')",0.43278524,0.47972947,0.5254508,0.5677142,0.0422634
3,-0.107399315,0.042132657,"('repellent', 'pleasant')",0.02645182,0.06676911,-0.0404737,0.0544509,0.0949246
4,-0.16097386,-0.18535516,"('disliked', 'liked')",-5.9899273,-6.1447296,-3.0754507,-3.1650424,-0.0895917
5,-1.136515,-1.1670474,"('distant', 'outgoing')",-0.039483037,-0.094800636,-0.587999,-0.630924,-0.042925
6,-1.5834504,-1.5449768,"('distant', 'open')",0.383695,0.30130327,-0.5998777,-0.6218368,-0.0219591
7,-0.4547499,-0.45166618,"('insensitive', 'sensitive')",0.15243988,0.18274991,-0.151155,-0.1344581,0.0166969
8,-0.92057973,-0.9691093,"('unaffectionate', 'affectionate')",1.0525765,0.9531954,0.0659984,-0.007957,-0.0739554
9,-1.6140916,-1.7051466,"('unaffectionate', 'caring')",0.94099474,0.85861355,-0.3365484,-0.4232665,-0.0867181
10,-0.9994849,-0.9707856,"('unsympathetic', 'sympathetic')",-0.9806669,-1.0194908,-0.9900759,-0.9951382,-0.0050623
11,-0.27888834,-0.27510673,"('unhelpful', 'helpful')",1.1713971,1.2338974,0.4462544,0.4793954,0.033141
12,-0.60149735,-0.49219406,"('unsupportive', 'supportive')",-2.0294418,-2.0614557,-1.3154696,-1.276825,0.0386446
13,-0.3656692,-0.43915308,"('impolite', 'polite')",-1.1777638,-1.1619711,-0.7717165,-0.8005621,-0.0288456
14,0.50797874,0.49250394,"('antisocial', 'social')",-0.43992484,-0.48469052,0.034027,0.0039067,-0.0301203
15,0.06468729,-0.14596966,"('boring', 'funny')",0.82622266,0.77858734,0.445455,0.3163089,-0.1291461
16,-0.24489737,-0.24416184,"('unpopular', 'popular')",0.7130319,0.70672464,0.2340673,0.2312814,-0.0027859
17,-0.54813737,-0.47943938,"('nasty', 'nice')",-0.18688959,-0.16234224,-0.3675135,-0.3208908,0.0466227
18,-0.07932126,0.027878396,"('disagreeable', 'welcoming')",-0.37691766,-0.46065092,-0.2281195,-0.2163863,0.0117332
19,-1.4780458,-1.4451095,"('inhospitable', 'hospitable')",-0.14772362,-0.09985805,-0.8128847,-0.7724838,0.0404009
20,-0.05456257,0.064478785,"('rough', 'thoughtful')",0.9930443,0.9746631,0.4692409,0.5195709,0.05033
21,0.37402692,0.33241338,"('immoral', 'moral')",-0.78054315,-0.74687237,-0.2032581,-0.2072295,-0.0039714
22,0.46907794,0.542981,"('untrustworthy', 'trustworthy')",-1.001071,-1.0455751,-0.2659965,-0.2512971,0.0146994
23,-0.5308194,-0.57183754,"('insincere', 'sincere')",5.1265793,5.093538,2.2978799,2.2608502,-0.0370297
24,-0.038820118,-0.18409736,"('dishonest', 'honest')",0.29083562,0.2381694,0.1260078,0.027036,-0.0989718
25,-0.03938763,-0.10226737,"('egoistic', 'altruistic')",1.753959,1.7058334,0.8572857,0.801783,-0.0555027
26,0.08184474,0.048821133,"('hardhearted', 'benevolent')",1.9976422,1.9622228,1.0397434,1.005522,-0.0342214
27,-0.28719485,-0.21526107,"('hardhearted', 'softhearted')",1.2576642,1.1453528,0.4852347,0.4650459,-0.0201888
28,-0.778042,-0.8572297,"('disloyal', 'loyal')",0.7516238,0.6345045,-0.0132091,-0.1113626,-0.0981535
29,-0.24275802,-0.3693884,"('unfair', 'fair')",-0.39828736,-0.5758965,-0.3205227,-0.4726425,-0.1521198
30,0.74885696,0.7068558,"('intolerant', 'tolerant')",1.3865484,1.3368139,1.0677027,1.0218349,-0.0458678
31,-0.74113876,-0.65666956,"('evil', 'good')",-0.3898243,-0.50869304,-0.5654815,-0.5826813,-0.0171998
32,-0.016178224,-0.1500376,"('unkind', 'kind')",0.5472386,0.39486054,0.2655302,0.1224115,-0.1431187
33,-0.6324702,-0.6685384,"('wrong', 'right')",-0.3211518,-0.38545734,-0.476811,-0.5269979,-0.0501869
34,-0.5092143,-0.39584106,"('mean', 'honorable')",5.4691358,5.6333575,2.4799607,2.6187582,0.1387975
35,-0.17461838,-0.31182256,"('corrupt', 'incorrupt')",0.2823188,0.13496272,0.0538502,-0.0884299,-0.1422801
36,-0.9128654,-0.9412351,"('hostile', 'amicable')",0.6701461,0.44432738,-0.1213596,-0.2484539,-0.1270943
37,-0.38491642,-0.42221504,"('fake', 'genuine')",0.043798357,0.038433537,-0.170559,-0.1918907,-0.0213317
38,-0.68520826,-0.6899104,"('untruthful', 'truthful')",-0.3323533,-0.3240953,-0.5087808,-0.5070028,0.001778
39,0.90986943,0.9059403,"('exploitative', 'cooperative')",0.22418876,0.2674431,0.5670291,0.5866917,0.0196626
40,0.09474243,0.08905631,"('stingy', 'generous')",-1.6501732,-1.8440144,-0.7777154,-0.8774791,-0.0997637
41,0.09864807,0.19248578,"('unforgiving', 'forgiving')",-0.21681939,-0.35394162,-0.0590857,-0.0807279,-0.0216422
42,1.0222738,1.1318011,"('unreliable', 'reliable')",-3.3157308,-3.2995205,-1.1467285,-1.0838597,0.0628688
43,-0.1523851,-0.06908536,"('irresponsible', 'responsible')",0.27361888,0.27821243,0.0606169,0.1045635,0.0439466
44,0.88699657,0.9134642,"('prejudiced', 'unprejudiced')",-1.1787663,-1.1589215,-0.1458848,-0.1227286,0.0231562
45,-0.50049007,-0.3416374,"('incompetent', 'competent')",-0.27074823,-0.3085986,-0.3856192,-0.325118,0.0605012
46,-0.24950704,-0.16411714,"('uncompetitive', 'competitive')",-0.97828937,-0.94517887,-0.6138982,-0.554648,0.0592502
47,0.4254227,0.502923,"('stupid', 'smart')",5.1814365,5.346569,2.8034296,2.924746,0.1213164
48,-0.39384446,-0.35609412,"('unintelligent', 'intelligent')",0.41993573,0.4434499,0.0130456,0.0436779,0.0306323
49,-0.29931244,-0.057663552,"('unable', 'able')",-0.32086313,-0.22055858,-0.3100878,-0.1391111,0.1709767
50,-0.09438891,-0.01880198,"('clumsy', 'skillful')",0.06264718,0.021850005,-0.0158709,0.001524,0.0173949
51,-0.40122694,-0.5245296,"('uneducated', 'educated')",-0.09268274,-0.14839643,-0.2469548,-0.336463,-0.0895082
52,-0.03525374,-0.23262283,"('irrational', 'rational')",0.82938087,0.664762,0.3970636,0.2160696,-0.180994
53,-1.3311731,-1.3611158,"('uncreative', 'creative')",0.56636554,0.5042376,-0.3824038,-0.4284391,-0.0460353
54,-0.029132403,-0.19959883,"('incapable', 'capable')",1.2640861,1.2824264,0.6174769,0.5414138,-0.0760631
55,-0.0022445582,0.16590723,"('incompetent', 'clever')",-0.2003763,-0.16909942,-0.1013104,-0.0015961,0.0997143
56,0.4401168,0.4313671,"('impractical', 'practical')",-0.23450443,-0.2638278,0.1028062,0.0837696,-0.0190366
57,-0.8591665,-0.84524316,"('unimaginative', 'imaginative')",-2.5678983,-2.634269,-1.7135324,-1.7397561,-0.0262237
58,-0.11514306,-0.05815783,"('undiscriminating', 'discriminating')",0.18898672,0.11995208,0.0369218,0.0308971,-0.0060247
59,0.5254217,0.4705109,"('foolish', 'wise')",0.60666525,0.5802499,0.5660435,0.5253804,-0.0406631
60,0.09019374,0.20882814,"('inefficient', 'efficient')",-0.6096415,-0.4640393,-0.2597239,-0.1276056,0.1321183
61,-0.47229627,-0.58292884,"('illogical', 'logical')",0.23345163,0.09744503,-0.1194223,-0.2427419,-0.1233196
62,0.33929867,0.49010926,"('incompetent', 'brilliant')",-0.13070872,-0.005787069,0.104295,0.2421611,0.1378661
63,-0.160209,-0.02723698,"('unperceptive', 'insightful')",0.24891865,0.34218895,0.0443548,0.157476,0.1131212
64,0.04994455,-0.0008265972,"('shy', 'confident')",-6.706834,-6.772592,-3.3284447,-3.3867092,-0.0582645
65,0.2684694,0.20612252,"('insecure', 'secure')",-0.9056732,-0.8737502,-0.3186019,-0.3338138,-0.0152119
66,-1.3954766,-1.4891442,"('inactive', 'active')",0.3886289,0.34018,-0.5034238,-0.5744821,-0.0710583
67,0.3440764,0.31653053,"('doubtful', 'determined')",-0.34629846,-0.29812458,-0.001111,0.009203,0.010314
68,-0.02739387,-0.07224557,"('dependent', 'independent')",-0.83309245,-0.86571735,-0.4302432,-0.4689814,-0.0387382
69,-0.2652352,-0.23851487,"('lazy', 'industrious')",0.010286603,-0.017832054,-0.1274743,-0.1281735,-0.0006992
70,0.16475725,0.24547786,"('lethargic', 'energetic')",0.1844628,0.24528143,0.17461,0.2453796,0.0707696
