,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.704657,-0.9603129,"('unsociable', 'sociable')",-0.26330572,-0.6016861,-0.4839814,-0.7809995,-0.2970181
1,-1.5655254,-1.5236019,"('unfriendly', 'friendly')",1.2211255,1.1143483,-0.1722,-0.2046268,-0.0324268
2,0.43048185,0.36091992,"('unlikable', 'likable')",0.86508346,0.86937714,0.6477827,0.6151485,-0.0326342
3,-0.16474378,-0.1201777,"('repellent', 'pleasant')",0.8342577,0.6780801,0.334757,0.2789512,-0.0558058
4,-0.35769504,-0.31572816,"('disliked', 'liked')",-6.045009,-5.966676,-3.2013521,-3.1412022,0.0601499
5,-1.5765414,-1.4831823,"('distant', 'outgoing')",-0.6257871,-0.39901203,-1.1011642,-0.9410971,0.1600671
6,-1.9118582,-1.829457,"('distant', 'open')",-0.7678721,-0.5782409,-1.3398652,-1.203849,0.1360162
7,-0.31714952,-0.31810665,"('insensitive', 'sensitive')",-0.15278296,-0.28012857,-0.2349662,-0.2991176,-0.0641514
8,-1.2707855,-1.1881636,"('unaffectionate', 'affectionate')",0.52955145,0.5600921,-0.370617,-0.3140358,0.0565812
9,-1.419936,-1.415393,"('unaffectionate', 'caring')",0.91712666,0.9497596,-0.2514046,-0.2328167,0.0185879
10,-0.66967654,-0.8160018,"('unsympathetic', 'sympathetic')",-0.89723116,-1.0650052,-0.7834538,-0.9405035,-0.1570497
11,-0.035274006,-0.14321372,"('unhelpful', 'helpful')",1.7500082,1.784397,0.8573671,0.8205916,-0.0367755
12,-0.682137,-0.681206,"('unsupportive', 'supportive')",-2.3122346,-2.27858,-1.4971858,-1.479893,0.0172928
13,-0.4441365,-0.63928264,"('impolite', 'polite')",-0.7725351,-0.8762165,-0.6083358,-0.7577496,-0.1494138
14,0.80451775,0.6215227,"('antisocial', 'social')",-0.057374563,-0.40316677,0.3735716,0.109178,-0.2643936
15,0.30192667,0.21854582,"('boring', 'funny')",0.13607992,0.14830282,0.2190033,0.1834243,-0.035579
16,-0.37435386,-0.27048713,"('unpopular', 'popular')",0.9072561,0.83043337,0.2664511,0.2799731,0.013522
17,-0.18010096,-0.17956355,"('nasty', 'nice')",-0.4389099,-0.34078804,-0.3095054,-0.2601758,0.0493296
18,-0.5272947,-0.54683375,"('disagreeable', 'welcoming')",-0.66654766,-0.7650812,-0.5969212,-0.6559575,-0.0590363
19,-1.8162749,-1.7858132,"('inhospitable', 'hospitable')",-0.6806467,-0.46514234,-1.2484608,-1.1254778,0.122983
20,0.34536508,0.37367725,"('rough', 'thoughtful')",1.0168706,0.95408696,0.6811178,0.6638821,-0.0172357
21,0.49148327,0.28502533,"('immoral', 'moral')",-0.31503487,-0.523273,0.0882242,-0.1191238,-0.207348
22,-0.48582545,-0.57152736,"('untrustworthy', 'trustworthy')",-1.104634,-1.1996229,-0.7952297,-0.8855751,-0.0903454
23,-0.44810164,-0.5274621,"('insincere', 'sincere')",5.2865124,5.1651673,2.4192054,2.3188527,-0.1003527
24,-0.20509233,-0.35413805,"('dishonest', 'honest')",0.27745736,0.27656552,0.0361825,-0.0387863,-0.0749688
25,-0.56473076,-0.51114154,"('egoistic', 'altruistic')",0.99991685,0.91215396,0.217593,0.2005062,-0.0170868
26,-0.28691828,-0.36841878,"('hardhearted', 'benevolent')",1.4654131,1.2521572,0.5892474,0.4418692,-0.1473782
27,-0.5828485,-0.48198652,"('hardhearted', 'softhearted')",0.5670297,0.43050045,-0.0079094,-0.025743,-0.0178336
28,-0.19489151,-0.1875897,"('disloyal', 'loyal')",1.2025945,1.1159872,0.5038515,0.4641987,-0.0396528
29,-0.32154137,-0.3269568,"('unfair', 'fair')",-0.42264375,-0.5439343,-0.3720925,-0.4354455,-0.063353
30,0.9897009,0.88021874,"('intolerant', 'tolerant')",1.1491524,1.0539019,1.0694267,0.9670603,-0.1023664
31,-1.4348239,-1.2268003,"('evil', 'good')",-0.8833063,-0.80840427,-1.1590651,-1.0176023,0.1414628
32,-0.61189604,-0.8250698,"('unkind', 'kind')",0.60604477,0.29799613,-0.0029256,-0.2635368,-0.2606112
33,0.18764104,0.12136935,"('wrong', 'right')",-0.5951088,-0.4980192,-0.2037339,-0.1883249,0.015409
