,scripps_male,scripps_female,tuple,networks_male,networks_female,interactive_male,interactive_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.286082,-2.4797041,"('unsociable', 'sociable')",0.033186346,-0.118098326,-0.3784674,-0.54868513,-0.80158514,-0.9889862,-0.858237,-1.0338684,-0.1756314
1,-0.6754239,-0.87638307,"('unfriendly', 'friendly')",0.7173885,0.4813757,0.815768,0.71127874,2.00698,1.8787507,0.7161781,0.5487555,-0.1674226
2,0.6006612,0.6830015,"('unlikable', 'likable')",0.40717494,0.50753766,0.31817546,0.45981458,0.6835614,0.8092528,0.5023932,0.6149016,0.1125084
3,-1.1669822,-1.1501757,"('repellent', 'pleasant')",0.09360048,0.21191265,-0.5975384,-0.5043475,0.03353557,0.09213929,-0.4093461,-0.3376178,0.0717283
4,0.47838783,0.47962296,"('disliked', 'liked')",-1.0735741,-1.2096869,-0.60467285,-0.64765275,-5.475522,-5.7394443,-1.6688453,-1.7792902,-0.1104449
5,1.2843392,1.3381181,"('distant', 'outgoing')",0.31183478,0.20201549,0.5777135,0.6063914,-0.14572492,-0.072495066,0.5070406,0.5185075,0.0114669
6,1.0386182,1.0916754,"('distant', 'open')",-0.31862527,-0.463926,0.24123196,0.252976,0.24363737,0.33683097,0.3012156,0.3043891,0.0031735
7,-1.3282619,-1.3800204,"('insensitive', 'sensitive')",-0.5720329,-0.48476458,0.0608493,0.17330979,0.559802,0.5938176,-0.3199109,-0.2744144,0.0454965
8,0.11727491,0.0027101487,"('unaffectionate', 'affectionate')",0.21970162,0.07667671,0.48787054,0.48871583,0.5932659,0.6231979,0.3545282,0.2978252,-0.056703
9,-0.13502909,-0.20848042,"('unaffectionate', 'caring')",0.76867855,0.6872008,0.70193183,0.72561455,1.0862523,1.1445106,0.6054584,0.5872114,-0.018247
10,-3.2664402,-3.326088,"('unsympathetic', 'sympathetic')",-0.6325778,-0.56927747,-1.5552896,-1.4172878,-0.83459723,-0.86228687,-1.5722262,-1.5437351,0.0284911
11,-1.829716,-1.8031477,"('unhelpful', 'helpful')",0.40565994,0.5166634,0.7780897,0.94517154,1.6306269,1.6769745,0.2461651,0.3339155,0.0877504
12,-1.311396,-1.250867,"('unsupportive', 'supportive')",0.96491903,1.0855908,0.009564841,0.15906031,-1.4288872,-1.4535215,-0.4414499,-0.3649343,0.0765156
13,-1.9067192,-1.9859067,"('impolite', 'polite')",-0.3101294,-0.32865706,-0.0022188593,-0.060699996,-0.27621007,-0.35940212,-0.6238194,-0.6836665,-0.0598471
14,-1.3147002,-1.3503057,"('antisocial', 'social')",0.7788917,0.84512395,0.24180853,0.21503723,-0.70191336,-0.74469644,-0.2489783,-0.2587102,-0.0097319
15,0.05957222,0.0049232654,"('boring', 'funny')",-0.20403162,-0.2957982,1.2177536,1.2225506,0.49623954,0.5361955,0.3923835,0.3669678,-0.0254157
16,0.20447937,0.2591253,"('unpopular', 'popular')",-0.6833686,-0.67879295,-0.07988387,-0.08101564,0.3207134,0.42651555,-0.0595149,-0.0185419,0.040973
17,0.42793748,0.5039639,"('nasty', 'nice')",-0.9617233,-0.8991136,-1.2022729,-1.0667839,-0.752332,-0.56355244,-0.6220977,-0.5063715,0.1157262
18,-0.07467387,-0.1492927,"('disagreeable', 'welcoming')",0.026353717,0.0051623583,-0.4465928,-0.48771462,-0.28178754,-0.30318737,-0.1941751,-0.2337581,-0.039583
19,0.041173667,0.06104394,"('inhospitable', 'hospitable')",-0.7294065,-0.73616475,-0.5562781,-0.5105968,0.15003225,0.24997444,-0.2736197,-0.2339358,0.0396839
20,-0.27995652,-0.27748662,"('rough', 'thoughtful')",-0.5155243,-0.40102217,0.45410755,0.48584875,0.84202385,0.83442765,0.1251626,0.1604419,0.0352793
21,-1.6334206,-1.6645693,"('immoral', 'moral')",-0.62806576,-0.61422634,-0.5508188,-0.5371896,-0.83572096,-0.8284944,-0.9120065,-0.9111199,0.0008866
22,-0.42543218,-0.4625393,"('untrustworthy', 'trustworthy')",0.37803164,0.39445877,-0.12239012,-0.15693754,-0.8299316,-0.94761443,-0.2499306,-0.2931581,-0.0432275
23,-1.7087868,-1.8216707,"('insincere', 'sincere')",0.3166251,0.33943173,0.23979367,0.28958422,5.1958175,5.2611976,1.0108624,1.0171357,0.0062733
24,-1.188292,-1.2624096,"('dishonest', 'honest')",-1.0169787,-1.0517964,-0.012836605,0.056886703,0.62108725,0.5429871,-0.399255,-0.4285831,-0.0293281
25,1.3681043,1.3025178,"('egoistic', 'altruistic')",0.70606977,0.5439461,0.47723007,0.4638518,1.7510555,1.7338403,1.0756149,1.011039,-0.0645759
26,-0.108184434,-0.28047007,"('hardhearted', 'benevolent')",0.022576988,-0.13466644,0.19503996,0.09276529,1.7610095,1.6021534,0.4676105,0.3199455,-0.147665
27,-0.0430771,-0.025121082,"('hardhearted', 'softhearted')",-0.1444598,-0.16679631,0.464811,0.5163589,1.2371768,1.2029349,0.3786127,0.3818441,0.0032314
28,-1.4586388,-1.6651245,"('disloyal', 'loyal')",-0.058806743,-0.29636773,-0.54774165,-0.7223204,0.9262198,0.701414,-0.2847418,-0.4955997,-0.2108579
29,0.6060004,0.5406506,"('unfair', 'fair')",-0.41963482,-0.5569727,-1.0611681,-1.1404269,-0.46016935,-0.6161818,-0.3337429,-0.4432327,-0.1094898
30,-1.4119835,-1.4579622,"('intolerant', 'tolerant')",1.1181431,1.235541,0.3567844,0.40203246,0.9942364,0.9457265,0.2642951,0.2813345,0.0170394
31,1.3649752,1.3675361,"('evil', 'good')",-0.5521329,-0.71700734,-0.6900477,-0.73408264,-0.7417499,-0.77425945,-0.1547388,-0.2144533,-0.0597145
32,-0.90250736,-0.9738552,"('unkind', 'kind')",0.08754047,0.033534907,-0.6853466,-0.77516896,1.1256671,0.9660178,-0.0936616,-0.1873679,-0.0937063
33,1.1463641,1.0885798,"('wrong', 'right')",0.97743386,0.91628796,0.5593294,0.55783504,-0.16803873,-0.22737108,0.6287721,0.583833,-0.0449391
34,-0.13166246,-0.08462914,"('mean', 'honorable')",0.015253767,0.17540945,0.2993643,0.44762734,5.7198653,5.99134,1.4757053,1.632437,0.1567317
35,1.8835906,1.8329957,"('corrupt', 'incorrupt')",-0.85815954,-1.0956689,-0.45859724,-0.606846,0.016505681,-0.11798207,0.1458349,0.0031247,-0.1427102
36,1.5143356,1.3361893,"('hostile', 'amicable')",-1.1937627,-1.4535637,-0.20351076,-0.37916565,0.5094489,0.32871535,0.1566278,-0.0419562,-0.198584
37,-0.14488585,-0.11449112,"('fake', 'genuine')",-0.48951012,-0.39757904,-0.53232235,-0.46180215,0.17670669,0.24146421,-0.2475029,-0.183102,0.0644009
38,-1.2595569,-1.2271086,"('untruthful', 'truthful')",-0.13301347,-0.14653412,-0.33243614,-0.26611918,0.161765,0.16011077,-0.3908104,-0.3699128,0.0208976
39,0.28079087,0.261915,"('exploitative', 'cooperative')",1.8731109,1.867447,1.4187427,1.4171748,0.37857085,0.39410523,0.9878038,0.9851605,-0.0026433
40,0.40131536,0.29938656,"('stingy', 'generous')",0.50203604,0.44805342,-0.069802426,-0.06083224,-1.1174823,-1.2633479,-0.0709833,-0.144185,-0.0732017
41,-0.49086472,-0.6323393,"('unforgiving', 'forgiving')",-0.62461513,-0.66602916,-0.93780255,-0.9583389,0.24131206,0.08580995,-0.4529926,-0.5427244,-0.0897318
42,0.0016436242,0.08172017,"('unreliable', 'reliable')",-0.6532294,-0.5342241,-1.1808608,-1.0551469,-3.2731867,-3.275442,-1.2764083,-1.1957731,0.0806352
43,-2.7046542,-2.6310031,"('irresponsible', 'responsible')",-0.82922816,-0.69271636,0.007276468,0.14623873,0.13336374,0.16277917,-0.8483105,-0.7536754,0.0946351
44,0.59272414,0.69749683,"('prejudiced', 'unprejudiced')",-0.61106056,-0.4483126,-0.4399784,-0.36652255,-1.4566566,-1.3840243,-0.4787428,-0.3753406,0.1034022
45,-1.8480233,-1.8759145,"('incompetent', 'competent')",-0.9752613,-0.87091416,-0.9383304,-0.84684837,-0.8847617,-0.89390326,-1.1615942,-1.1218951,0.0396991
46,-2.51836,-2.5901525,"('uncompetitive', 'competitive')",0.41663945,0.57934755,0.44818658,0.52230567,-0.5214233,-0.6687468,-0.5437393,-0.5393115,0.0044278
47,-0.49631843,-0.3755198,"('stupid', 'smart')",0.41465238,0.5788647,0.21291268,0.41009343,4.7356324,4.9897785,1.2167197,1.4008042,0.1840845
48,-2.2032292,-2.3234594,"('unintelligent', 'intelligent')",-0.63091385,-0.6797683,0.2604703,0.24568072,0.34565738,0.2762677,-0.5570039,-0.6203198,-0.0633159
49,-0.78898215,-0.6999253,"('unable', 'able')",-0.98434114,-0.85488963,-0.22680123,-0.12699148,-0.17071038,0.019213637,-0.5427087,-0.4156482,0.1270605
50,0.23451169,0.2763673,"('clumsy', 'skillful')",-0.6349376,-0.59169465,-0.054015793,-0.039553776,-0.031423,-0.0031593554,-0.1214662,-0.0895101,0.0319561
51,-0.6307853,-0.7069585,"('uneducated', 'educated')",-0.16356978,-0.30284923,-0.027665395,-0.1347301,0.7659723,0.62209153,-0.014012,-0.1306116,-0.1165996
52,0.94605905,0.8593211,"('irrational', 'rational')",0.16139515,-0.13871911,0.67365587,0.5361059,0.30595112,0.26833165,0.5217653,0.3812599,-0.1405054
53,-0.011187069,-0.09531377,"('uncreative', 'creative')",0.60952187,0.5190153,1.6745784,1.6750258,1.174262,1.0541697,0.8617938,0.7882242,-0.0735696
54,0.15990882,0.18787208,"('incapable', 'capable')",-0.62011147,-0.7119703,-0.20320874,-0.22334225,0.87868804,0.982639,0.0538192,0.0587996,0.0049804
55,-1.4689937,-1.5363203,"('incompetent', 'clever')",-0.24962953,-0.10911293,-0.05614879,-0.008058116,-0.47719333,-0.44287354,-0.5629913,-0.5240912,0.0389001
56,-1.5509001,-1.537853,"('impractical', 'practical')",0.4197603,0.50381935,0.61231256,0.6999212,-0.34494635,-0.33074567,-0.2159434,-0.1662145,0.0497289
57,-1.7202227,-1.7896981,"('unimaginative', 'imaginative')",-0.5979234,-0.57830924,0.6058474,0.7189005,-2.275019,-2.4138434,-0.9968295,-1.0157375,-0.018908
58,-0.54095405,-0.5852142,"('undiscriminating', 'discriminating')",-0.26218843,-0.2214155,-0.21467443,-0.1781601,-0.07381105,-0.10103821,-0.272907,-0.271457,0.00145
59,1.0772966,1.1663923,"('foolish', 'wise')",0.3183555,0.20257445,0.41515735,0.4327224,0.35046613,0.3749022,0.5403188,0.5441478,0.003829
60,-1.576126,-1.5938538,"('inefficient', 'efficient')",0.93772686,1.1399047,1.0509498,1.1776657,-0.2951111,-0.2284792,0.0293599,0.1238094,0.0944495
