,cms_male,cms_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.2937285,-0.5020149,"('unsociable', 'sociable')",0.2458143,-0.0037561655,-0.10511677,-0.28636083,-0.0510103,-0.264044,-0.2130337
1,-1.6548568,-1.7855232,"('unfriendly', 'friendly')",0.17213598,-0.024141232,0.6497298,0.5468488,-0.2776637,-0.4209385,-0.1432748
2,1.0398207,0.94972944,"('unlikable', 'likable')",1.4776194,1.3843809,1.1479825,1.1085699,1.2218075,1.14756,-0.0742475
3,0.49702474,0.45391265,"('repellent', 'pleasant')",-0.033298343,0.03389562,1.2773838,1.1230716,0.5803701,0.5369599,-0.0434102
4,-0.44900978,-0.5100594,"('disliked', 'liked')",0.48932314,0.3632503,-6.329387,-6.400754,-2.096358,-2.182521,-0.086163
5,-1.356258,-1.3341706,"('distant', 'outgoing')",-0.1467968,-0.010161251,-1.3224574,-1.1608807,-0.9418375,-0.8350708,0.1067667
6,-2.1013782,-2.0244408,"('distant', 'open')",-0.92447436,-0.838921,-1.4987593,-1.3749597,-1.508204,-1.4127738,0.0954302
7,0.5501356,0.5766159,"('insensitive', 'sensitive')",1.0327557,1.027292,0.2980452,0.36911198,0.6269788,0.6576733,0.0306945
8,-1.689571,-1.7704244,"('unaffectionate', 'affectionate')",-0.66176814,-0.8374927,-0.012246089,0.027337173,-0.7878617,-0.8601933,-0.0723316
9,-1.2477487,-1.3115578,"('unaffectionate', 'caring')",0.3461918,0.22735834,0.55954486,0.61202914,-0.114004,-0.1573901,-0.0433861
10,-0.5084637,-0.71791583,"('unsympathetic', 'sympathetic')",-0.09772891,-0.27767342,-0.2355378,-0.2921544,-0.2805768,-0.4292479,-0.1486711
11,0.98218054,0.87963414,"('unhelpful', 'helpful')",0.94086355,0.90298265,2.3758337,2.462757,1.4329592,1.4151246,-0.0178346
12,0.3275185,0.40564755,"('unsupportive', 'supportive')",0.66109073,0.6812084,-2.2097816,-2.0958958,-0.4070575,-0.3363466,0.0707109
13,0.7840122,0.71464443,"('impolite', 'polite')",0.60753703,0.59742796,-0.5034184,-0.400381,0.2960436,0.3038971,0.0078535
14,0.62170726,0.5914273,"('antisocial', 'social')",1.4837519,1.4318621,0.48909166,0.27631852,0.8648503,0.766536,-0.0983143
15,-0.17746851,-0.34687814,"('boring', 'funny')",0.10769142,-0.03827627,-0.1588452,-0.2043903,-0.0762074,-0.1965149,-0.1203075
16,-0.16608156,-0.36359504,"('unpopular', 'popular')",-0.24661812,-0.43474406,0.72239435,0.5266713,0.1032315,-0.0905559,-0.1937874
17,0.15126899,0.21490976,"('nasty', 'nice')",-0.8666815,-0.74476504,-0.5359013,-0.5517459,-0.4171046,-0.3605337,0.0565709
18,-0.899606,-0.8262531,"('disagreeable', 'welcoming')",-1.0582036,-1.0603836,-0.79111403,-0.75139236,-0.9163078,-0.879343,0.0369648
19,-0.47769573,-0.4985221,"('inhospitable', 'hospitable')",-0.9148616,-0.96603304,-0.8003979,-0.65796983,-0.7309851,-0.7075083,0.0234768
20,0.024571858,0.024811013,"('rough', 'thoughtful')",0.1296033,0.146808,0.6339484,0.55065477,0.2627078,0.2407579,-0.0219499
21,1.2367989,1.0467404,"('immoral', 'moral')",1.9400066,1.7772014,0.17616275,0.058399245,1.1176561,0.9607803,-0.1568758
