,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.9371581,-2.2724342,"('unsociable', 'sociable')",-0.23286398,-0.41374704,-1.085011,-1.3430907,-0.2580797
1,-1.1218381,-1.3443669,"('unfriendly', 'friendly')",1.3700823,1.0210845,0.1241221,-0.1616412,-0.2857633
2,0.8166089,0.6634012,"('unlikable', 'likable')",0.93669575,0.89936996,0.8766524,0.7813855,-0.0952669
3,-0.7280079,-0.6126218,"('repellent', 'pleasant')",0.6014589,0.674574,-0.0632745,0.0309761,0.0942506
4,-0.09649031,0.010025717,"('disliked', 'liked')",-5.781026,-5.5616274,-2.9387581,-2.7758009,0.1629572
5,-0.15911302,-0.1909844,"('distant', 'outgoing')",-0.35544938,-0.40588447,-0.2572812,-0.2984344,-0.0411532
6,-0.5533838,-0.6210126,"('distant', 'open')",-0.45415324,-0.6453913,-0.5037686,-0.633202,-0.1294334
7,-0.91194385,-0.94156224,"('insensitive', 'sensitive')",0.16347925,0.10143939,-0.3742323,-0.4200614,-0.0458291
8,-0.47364,-0.5079282,"('unaffectionate', 'affectionate')",0.4846604,0.23037544,0.0055102,-0.1387764,-0.1442866
9,-1.051411,-1.1941922,"('unaffectionate', 'caring')",0.8773857,0.6650661,-0.0870127,-0.264563,-0.1775503
10,-2.102299,-2.258316,"('unsympathetic', 'sympathetic')",-0.6680814,-0.8407024,-1.3851902,-1.5495093,-0.1643191
11,-0.83607924,-1.0034583,"('unhelpful', 'helpful')",1.4779211,1.4522845,0.3209209,0.2244131,-0.0965078
12,-1.1020992,-1.1259289,"('unsupportive', 'supportive')",-1.9858915,-1.964682,-1.5439954,-1.5453055,-0.0013101
13,-1.5480872,-1.6737556,"('impolite', 'polite')",-0.81417763,-0.8109361,-1.1811324,-1.2423458,-0.0612134
14,-0.8826142,-0.93681973,"('antisocial', 'social')",-0.024479557,-0.0030568875,-0.4535469,-0.4699383,-0.0163914
15,0.06084277,-0.061916035,"('boring', 'funny')",0.19129673,0.17650688,0.1260698,0.0572954,-0.0687744
16,-0.1834056,-0.13044398,"('unpopular', 'popular')",0.32249022,0.3415939,0.0695423,0.105575,0.0360327
17,-0.14585394,-0.01520765,"('nasty', 'nice')",-0.30263752,-0.18547012,-0.2242457,-0.1003389,0.1239068
18,-0.21975946,-0.20259957,"('disagreeable', 'welcoming')",-0.54581875,-0.62914395,-0.3827891,-0.4158718,-0.0330827
19,-1.1495781,-1.1505256,"('inhospitable', 'hospitable')",-0.634689,-0.70199734,-0.8921335,-0.9262614,-0.0341279
20,0.06707817,0.07349846,"('rough', 'thoughtful')",0.814635,0.7722646,0.4408566,0.4228815,-0.0179751
21,-0.84774536,-1.006512,"('immoral', 'moral')",-0.6273674,-0.5927649,-0.7375563,-0.7996385,-0.0620822
