,garden_male,garden_female,tuple,average_male,average_female,female-male
0,0.16665983,-0.015897691,"('unsociable', 'sociable')",0.1666598,-0.0158977,-0.1825575
1,1.3379148,1.3829609,"('unfriendly', 'friendly')",1.3379148,1.3829609,0.0450461
2,0.520666,0.69854367,"('unlikable', 'likable')",0.520666,0.6985437,0.1778777
3,0.44600737,0.4070208,"('repellent', 'pleasant')",0.4460074,0.4070208,-0.0389866
4,-6.860265,-6.8637385,"('disliked', 'liked')",-6.8602648,-6.8637385,-0.0034737
5,0.049187355,0.18827955,"('distant', 'outgoing')",0.0491874,0.1882796,0.1390922
6,0.36009336,0.5050553,"('distant', 'open')",0.3600934,0.5050553,0.1449619
7,0.35482424,0.34859625,"('insensitive', 'sensitive')",0.3548242,0.3485962,-0.006228
8,1.2350658,1.2980636,"('unaffectionate', 'affectionate')",1.2350658,1.2980636,0.0629978
9,1.7037406,1.8498098,"('unaffectionate', 'caring')",1.7037406,1.8498098,0.1460692
10,0.6927023,0.6978077,"('unsympathetic', 'sympathetic')",0.6927023,0.6978077,0.0051054
11,1.9249951,1.9865838,"('unhelpful', 'helpful')",1.9249951,1.9865838,0.0615887
12,-1.526249,-1.4733822,"('unsupportive', 'supportive')",-1.5262491,-1.4733822,0.0528669
13,0.4013974,0.29082972,"('impolite', 'polite')",0.4013974,0.2908297,-0.1105677
14,-0.03531945,-0.22554052,"('antisocial', 'social')",-0.0353195,-0.2255405,-0.190221
15,0.72895163,0.6814983,"('boring', 'funny')",0.7289516,0.6814983,-0.0474533
16,-0.10265005,-0.0963828,"('unpopular', 'popular')",-0.10265,-0.0963828,0.0062672
17,-0.06371927,-0.052301023,"('nasty', 'nice')",-0.0637193,-0.052301,0.0114183
18,-0.7426797,-0.7797433,"('disagreeable', 'welcoming')",-0.7426797,-0.7797433,-0.0370636
19,-0.21635818,-0.03536275,"('inhospitable', 'hospitable')",-0.2163582,-0.0353628,0.1809954
20,0.41270873,0.20294932,"('rough', 'thoughtful')",0.4127087,0.2029493,-0.2097594
21,-0.39811665,-0.33936507,"('immoral', 'moral')",-0.3981166,-0.3393651,0.0587515
22,-0.4928326,-0.5583712,"('untrustworthy', 'trustworthy')",-0.4928326,-0.5583712,-0.0655386
23,6.0103645,6.0447826,"('insincere', 'sincere')",6.0103645,6.0447826,0.0344181
24,1.3440726,1.3566108,"('dishonest', 'honest')",1.3440726,1.3566108,0.0125382
25,0.6008585,0.6100212,"('egoistic', 'altruistic')",0.6008585,0.6100212,0.0091627
26,0.74708086,0.63397634,"('hardhearted', 'benevolent')",0.7470809,0.6339763,-0.1131046
27,1.3888359,1.2535952,"('hardhearted', 'softhearted')",1.3888359,1.2535952,-0.1352407
28,1.029044,1.045215,"('disloyal', 'loyal')",1.029044,1.045215,0.016171
29,-0.50720483,-0.55662346,"('unfair', 'fair')",-0.5072048,-0.5566235,-0.0494187
30,0.81468505,0.7664553,"('intolerant', 'tolerant')",0.814685,0.7664553,-0.0482297
31,-1.2967312,-1.2250366,"('evil', 'good')",-1.2967312,-1.2250366,0.0716946
32,0.9761231,0.94041526,"('unkind', 'kind')",0.9761231,0.9404153,-0.0357078
33,-0.235588,-0.14398551,"('wrong', 'right')",-0.235588,-0.1439855,0.0916025
34,4.559029,4.712902,"('mean', 'honorable')",4.5590291,4.7129021,0.153873
35,-0.924796,-1.0073215,"('corrupt', 'incorrupt')",-0.924796,-1.0073215,-0.0825255
36,-0.7196948,-0.72179455,"('hostile', 'amicable')",-0.7196948,-0.7217945,-0.0020997
37,0.4464353,0.4919536,"('fake', 'genuine')",0.4464353,0.4919536,0.0455183
38,-0.023437832,0.09099582,"('untruthful', 'truthful')",-0.0234378,0.0909958,0.1144336
39,-0.12699129,-0.15805152,"('exploitative', 'cooperative')",-0.1269913,-0.1580515,-0.0310602
40,-1.943726,-2.0898497,"('stingy', 'generous')",-1.9437259,-2.0898497,-0.1461238
41,-0.012929084,-0.003297979,"('unforgiving', 'forgiving')",-0.0129291,-0.003298,0.0096311
42,-2.255079,-2.2265468,"('unreliable', 'reliable')",-2.255079,-2.2265468,0.0285322
43,1.1621873,1.1898546,"('irresponsible', 'responsible')",1.1621873,1.1898546,0.0276673
44,-1.1052935,-1.1595945,"('prejudiced', 'unprejudiced')",-1.1052935,-1.1595945,-0.054301
45,0.21447007,0.19030538,"('incompetent', 'competent')",0.2144701,0.1903054,-0.0241647
46,-0.8265278,-0.8635153,"('uncompetitive', 'competitive')",-0.8265278,-0.8635153,-0.0369875
47,5.1395116,5.3268514,"('stupid', 'smart')",5.1395116,5.3268514,0.1873398
48,0.5993998,0.5156707,"('unintelligent', 'intelligent')",0.5993998,0.5156707,-0.0837291
49,0.081486404,0.16259073,"('unable', 'able')",0.0814864,0.1625907,0.0811043
50,-0.37893507,-0.33727163,"('clumsy', 'skillful')",-0.3789351,-0.3372716,0.0416635
51,0.016586177,-0.031872325,"('uneducated', 'educated')",0.0165862,-0.0318723,-0.0484585
52,-0.122885674,-0.11603404,"('irrational', 'rational')",-0.1228857,-0.116034,0.0068517
53,0.21725897,0.25982392,"('uncreative', 'creative')",0.217259,0.2598239,0.0425649
54,0.9924255,1.255592,"('incapable', 'capable')",0.9924255,1.255592,0.2631665
