,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.027373195,-0.15058585,"('unsociable', 'sociable')",-0.29027212,-0.4742755,-0.1314495,-0.3124307,-0.1809812
1,-1.0285265,-1.0934103,"('unfriendly', 'friendly')",1.5748235,1.4119413,0.2731485,0.1592655,-0.113883
2,1.0061818,1.0275878,"('unlikable', 'likable')",0.8310879,0.81374866,0.9186349,0.9206682,0.0020333
3,0.34072345,0.42815256,"('repellent', 'pleasant')",0.90842223,0.9077128,0.6245729,0.6679327,0.0433598
4,0.0071311784,0.023280293,"('disliked', 'liked')",-6.7649174,-6.8523,-3.3788931,-3.41451,-0.0356169
5,-1.3344928,-1.2758209,"('distant', 'outgoing')",-0.34526572,-0.2848551,-0.8398793,-0.780338,0.0595413
6,-1.9746189,-1.9339826,"('distant', 'open')",-0.3267926,-0.30534136,-1.1507058,-1.119662,0.0310438
7,-0.5779931,-0.5195346,"('insensitive', 'sensitive')",0.3356855,0.31279853,-0.1211538,-0.103368,0.0177858
8,-0.95235753,-1.0633171,"('unaffectionate', 'affectionate')",1.1136622,1.0342088,0.0806524,-0.0145541,-0.0952065
9,-1.064757,-1.1593927,"('unaffectionate', 'caring')",1.1952826,1.1804849,0.0652628,0.0105461,-0.0547167
10,-0.44191164,-0.5899208,"('unsympathetic', 'sympathetic')",-0.8065511,-0.9011723,-0.6242313,-0.7455466,-0.1213153
11,-0.6812298,-0.69505626,"('unhelpful', 'helpful')",1.1485045,1.3196725,0.2336373,0.3123081,0.0786708
12,-0.27198315,-0.25219765,"('unsupportive', 'supportive')",-2.1720197,-2.2202885,-1.2220014,-1.2362431,-0.0142417
13,-0.08647056,-0.11661948,"('impolite', 'polite')",-0.8842,-0.80893743,-0.4853353,-0.4627784,0.0225569
14,1.0297947,0.98775196,"('antisocial', 'social')",0.37826738,0.22180557,0.7040311,0.6047788,-0.0992523
15,-0.06328851,-0.15085784,"('boring', 'funny')",0.30959648,0.32033366,0.123154,0.0847379,-0.0384161
16,-0.57430536,-0.48737642,"('unpopular', 'popular')",0.14917123,0.20780602,-0.2125671,-0.1397852,0.0727819
17,-0.18716858,-0.1076824,"('nasty', 'nice')",-0.7922295,-0.7290146,-0.489699,-0.4183485,0.0713505
