,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3822362,-1.4116453,"('unsociable', 'sociable')",-0.55332965,-0.6245957,-0.967783,-1.0181205,-0.0503375
1,-0.33088827,-0.30020955,"('unfriendly', 'friendly')",1.8910367,1.808949,0.7800742,0.7543697,-0.0257045
2,0.8003984,0.7614396,"('unlikable', 'likable')",0.77157164,0.73210615,0.785985,0.7467729,-0.0392121
3,-0.7229586,-0.6178989,"('repellent', 'pleasant')",0.9284525,1.0568593,0.1027469,0.2194802,0.1167333
4,0.26976392,0.32869908,"('disliked', 'liked')",-7.0488725,-6.937267,-3.3895543,-3.3042839,0.0852704
5,1.0574492,1.0542344,"('distant', 'outgoing')",0.19903786,0.2898608,0.6282436,0.6720476,0.043804
6,0.8586706,0.8771125,"('distant', 'open')",0.19138515,0.2509238,0.5250279,0.5640181,0.0389902
7,-0.23190436,-0.14214554,"('insensitive', 'sensitive')",0.40547293,0.5173221,0.0867843,0.1875883,0.100804
8,-0.17484924,-0.1423505,"('unaffectionate', 'affectionate')",1.1874409,1.1202073,0.5062958,0.4889284,-0.0173674
9,0.2503062,0.34787124,"('unaffectionate', 'caring')",1.7337799,1.8277423,0.992043,1.0878068,0.0957638
10,-1.7189885,-1.6792864,"('unsympathetic', 'sympathetic')",-0.89101386,-0.8591745,-1.3050013,-1.2692304,0.0357709
11,-0.079413965,-0.07630919,"('unhelpful', 'helpful')",1.6015276,1.7790747,0.7610568,0.8513827,0.0903259
12,0.43639404,0.59885156,"('unsupportive', 'supportive')",-1.9766552,-1.871687,-0.7701306,-0.6364177,0.1337129
13,-0.8769747,-0.97868323,"('impolite', 'polite')",-1.0992699,-1.1932623,-0.9881223,-1.0859728,-0.0978505
14,-0.9751595,-0.93187976,"('antisocial', 'social')",-0.5361813,-0.56695616,-0.7556704,-0.749418,0.0062524
15,0.8776524,0.7691187,"('boring', 'funny')",0.10020393,0.05580391,0.4889282,0.4124613,-0.0764669
16,-0.45892808,-0.38744965,"('unpopular', 'popular')",0.3968055,0.40484053,-0.0310613,0.0086954,0.0397567
17,-0.054070164,0.015309321,"('nasty', 'nice')",-0.27895877,-0.27698886,-0.1665145,-0.1308398,0.0356747
18,0.039399505,0.14574064,"('disagreeable', 'welcoming')",-0.11864667,-0.11535491,-0.0396236,0.0151929,0.0548165
19,0.30916134,0.294136,"('inhospitable', 'hospitable')",0.25835583,0.32592142,0.2837586,0.3100287,0.0262701
20,-0.30782813,-0.24856332,"('rough', 'thoughtful')",0.59713405,0.6492038,0.144653,0.2003202,0.0556672
21,-0.36862049,-0.3794587,"('immoral', 'moral')",-0.91013443,-0.80017877,-0.6393775,-0.5898187,0.0495588
22,-0.9027474,-0.8822196,"('untrustworthy', 'trustworthy')",-1.082885,-0.99691975,-0.9928162,-0.9395697,0.0532465
23,0.052607782,0.075280055,"('insincere', 'sincere')",6.2001085,6.2258806,3.1263583,3.1505804,0.0242221
24,-0.062865324,-0.07205425,"('dishonest', 'honest')",0.70338213,0.8207139,0.3202584,0.3743298,0.0540714
25,0.9970497,1.0423195,"('egoistic', 'altruistic')",1.8666072,1.8101695,1.4318285,1.4262445,-0.005584
26,0.01984227,-0.06274936,"('hardhearted', 'benevolent')",1.9052252,1.6284378,0.9625337,0.7828442,-0.1796895
27,0.7503768,0.7959903,"('hardhearted', 'softhearted')",1.938728,1.8028536,1.3445524,1.2994219,-0.0451305
28,-0.4165437,-0.42266747,"('disloyal', 'loyal')",0.98630035,0.98198336,0.2848783,0.279658,-0.0052203
29,-0.132079,-0.13724616,"('unfair', 'fair')",-0.18942434,-0.29649794,-0.1607517,-0.2168721,-0.0561204
30,-0.31700122,-0.3168881,"('intolerant', 'tolerant')",0.44164115,0.4326149,0.06232,0.0578634,-0.0044566
31,0.096096374,0.15850642,"('evil', 'good')",-0.30425915,-0.4096446,-0.1040814,-0.1255691,-0.0214877
32,0.97826934,0.879668,"('unkind', 'kind')",0.92403585,0.73852354,0.9511526,0.8090957,-0.1420569
33,1.1454962,1.1387874,"('wrong', 'right')",-0.20943287,-0.19461946,0.4680317,0.472084,0.0040523
34,0.60640347,0.7395937,"('mean', 'honorable')",5.718389,5.928715,3.1623962,3.3341544,0.1717582
35,0.18067256,0.19134286,"('corrupt', 'incorrupt')",-0.03999922,-0.09951509,0.0703367,0.0459139,-0.0244228
36,-0.42067942,-0.41058785,"('hostile', 'amicable')",0.1161243,-0.050815232,-0.1522776,-0.2307015,-0.0784239
37,0.20809865,0.23769736,"('fake', 'genuine')",-0.018462416,0.03962657,0.0948181,0.138662,0.0438439
38,0.1532243,0.20398957,"('untruthful', 'truthful')",0.122185096,0.35692006,0.1377047,0.2804548,0.1427501
39,0.68059933,0.58683914,"('exploitative', 'cooperative')",-0.0124078505,-0.021152824,0.3340957,0.2828432,-0.0512525
40,0.39255223,0.53790045,"('stingy', 'generous')",-1.631521,-1.6420592,-0.6194844,-0.5520794,0.067405
41,-0.0910028,-0.014861077,"('unforgiving', 'forgiving')",-0.023661336,-0.12736344,-0.0573321,-0.0711123,-0.0137802
42,0.22910322,0.28010362,"('unreliable', 'reliable')",-3.6241918,-3.5136514,-1.6975442,-1.6167738,0.0807704
43,-0.3013323,-0.2986932,"('irresponsible', 'responsible')",0.055969663,0.06160812,-0.1226813,-0.1185425,0.0041388
44,0.5340759,0.4962189,"('prejudiced', 'unprejudiced')",-1.6906533,-1.7817092,-0.5782887,-0.6427451,-0.0644564
45,-1.1842644,-1.0128978,"('incompetent', 'competent')",-0.28535703,-0.21687424,-0.7348107,-0.614886,0.1199247
46,-1.0835468,-1.0169715,"('uncompetitive', 'competitive')",-1.5504465,-1.498254,-1.3169966,-1.2576127,0.0593839
47,0.15689227,0.14237449,"('stupid', 'smart')",5.415344,5.526167,2.7861183,2.8342707,0.0481524
48,-0.5922706,-0.6057873,"('unintelligent', 'intelligent')",0.5394947,0.51786536,-0.026388,-0.043961,-0.017573
49,0.18765453,0.3433569,"('unable', 'able')",-0.19924003,0.024349984,-0.0057928,0.1838534,0.1896462
50,0.48102173,0.5088803,"('clumsy', 'skillful')",0.2609102,0.25662258,0.370966,0.3827515,0.0117855
51,-0.85415137,-0.949699,"('uneducated', 'educated')",0.4076711,0.3370825,-0.2232401,-0.3063082,-0.0830681
52,0.05121859,-0.11550497,"('irrational', 'rational')",0.60000116,0.46977308,0.3256099,0.1771341,-0.1484758
