,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,0.747654,0.5319978,"('unsociable', 'sociable')",0.747654,0.5319978,-0.2156562
1,1.5055652,1.3569415,"('unfriendly', 'friendly')",1.5055652,1.3569415,-0.1486237
2,0.5402161,0.759974,"('unlikable', 'likable')",0.5402161,0.759974,0.2197579
3,1.2005523,1.1975518,"('repellent', 'pleasant')",1.2005523,1.1975518,-0.0030005
4,-7.2775273,-7.0151925,"('disliked', 'liked')",-7.2775273,-7.0151925,0.2623348
5,-0.20225656,-0.0242991,"('distant', 'outgoing')",-0.2022566,-0.0242991,0.1779575
6,-0.095504664,0.061755944,"('distant', 'open')",-0.0955047,0.0617559,0.1572606
7,1.1192628,1.0600011,"('insensitive', 'sensitive')",1.1192628,1.0600011,-0.0592617
8,0.6657202,0.6628633,"('unaffectionate', 'affectionate')",0.6657202,0.6628633,-0.0028569
9,1.6349058,1.6015608,"('unaffectionate', 'caring')",1.6349058,1.6015608,-0.033345
10,1.7519222,1.7131407,"('unsympathetic', 'sympathetic')",1.7519222,1.7131407,-0.0387815
11,2.8430405,2.6850665,"('unhelpful', 'helpful')",2.8430405,2.6850665,-0.157974
12,-1.0913497,-1.0984544,"('unsupportive', 'supportive')",-1.0913497,-1.0984544,-0.0071047
13,1.1439545,0.9527467,"('impolite', 'polite')",1.1439545,0.9527467,-0.1912078
14,-0.004307031,-0.11945587,"('antisocial', 'social')",-0.004307,-0.1194559,-0.1151489
15,0.44910255,0.42518857,"('boring', 'funny')",0.4491026,0.4251886,-0.023914
16,-0.060571447,0.042227168,"('unpopular', 'popular')",-0.0605714,0.0422272,0.1027986
17,-0.14174387,-0.0071913116,"('nasty', 'nice')",-0.1417439,-0.0071913,0.1345526
18,-0.764071,-0.76324356,"('disagreeable', 'welcoming')",-0.764071,-0.7632436,0.0008274
19,-0.70803845,-0.4684711,"('inhospitable', 'hospitable')",-0.7080384,-0.4684711,0.2395673
20,0.78647935,0.5923749,"('rough', 'thoughtful')",0.7864794,0.5923749,-0.1941045
21,0.54519564,0.57782346,"('immoral', 'moral')",0.5451956,0.5778235,0.0326279
22,0.40815535,0.348326,"('untrustworthy', 'trustworthy')",0.4081554,0.348326,-0.0598294
23,7.1253934,6.80378,"('insincere', 'sincere')",7.1253934,6.8037801,-0.3216133
24,2.2133713,2.0849757,"('dishonest', 'honest')",2.2133713,2.0849757,-0.1283956
25,0.22850963,0.24987262,"('egoistic', 'altruistic')",0.2285096,0.2498726,0.021363
26,0.04370007,-0.05675241,"('hardhearted', 'benevolent')",0.0437001,-0.0567524,-0.1004525
27,1.3641235,1.1717798,"('hardhearted', 'softhearted')",1.3641235,1.1717798,-0.1923437
28,1.2367257,1.1520734,"('disloyal', 'loyal')",1.2367257,1.1520734,-0.0846523
29,-0.887418,-0.8542458,"('unfair', 'fair')",-0.887418,-0.8542458,0.0331722
30,1.0504543,1.0178338,"('intolerant', 'tolerant')",1.0504543,1.0178338,-0.0326205
31,-1.7852651,-1.5917525,"('evil', 'good')",-1.7852651,-1.5917525,0.1935126
32,1.6460733,1.582755,"('unkind', 'kind')",1.6460733,1.582755,-0.0633183
33,-0.4785313,-0.39598507,"('wrong', 'right')",-0.4785313,-0.3959851,0.0825462
34,4.8838944,4.8918753,"('mean', 'honorable')",4.8838944,4.8918753,0.0079809
35,-1.6080947,-1.5855932,"('corrupt', 'incorrupt')",-1.6080947,-1.5855932,0.0225015
36,-1.2872746,-1.2393134,"('hostile', 'amicable')",-1.2872746,-1.2393134,0.0479612
