,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.8322897,-0.84321684,"('unsociable', 'sociable')",-0.26532182,-0.35590047,-0.5488058,-0.5995587,-0.0507529
1,-2.0026684,-2.0317209,"('unfriendly', 'friendly')",1.9146421,1.7221415,-0.0440131,-0.1547897,-0.1107766
2,0.45726365,0.48960692,"('unlikable', 'likable')",0.32479376,0.41877732,0.3910287,0.4541921,0.0631634
3,-0.32383883,-0.23902176,"('repellent', 'pleasant')",-0.09024115,-0.09833198,-0.20704,-0.1686769,0.0383631
4,0.29495224,0.29072246,"('disliked', 'liked')",-4.18485,-4.0303597,-1.944949,-1.8698187,0.0751303
5,-0.22551996,-0.2579991,"('distant', 'outgoing')",0.19824031,0.16862683,-0.0136398,-0.0446861,-0.0310463
6,-0.44611007,-0.45524025,"('distant', 'open')",0.05661715,-0.0289368,-0.1947465,-0.2420885,-0.047342
7,-0.4370126,-0.414045,"('insensitive', 'sensitive')",0.52481455,0.5316168,0.043901,0.0587859,0.0148849
8,-0.5778893,-0.6590322,"('unaffectionate', 'affectionate')",0.72395766,0.50132227,0.0730342,-0.078855,-0.1518892
9,-0.75372607,-0.7730052,"('unaffectionate', 'caring')",1.2533162,1.1126485,0.249795,0.1698216,-0.0799734
10,-1.4035381,-1.3327737,"('unsympathetic', 'sympathetic')",-0.5858369,-0.57555836,-0.9946875,-0.9541661,0.0405214
11,-0.6839388,-0.6226622,"('unhelpful', 'helpful')",1.0451584,1.0471041,0.1806098,0.212221,0.0316112
12,-0.19632828,-0.09682247,"('unsupportive', 'supportive')",-1.1070305,-0.97759604,-0.6516794,-0.5372093,0.1144701
13,-0.5558879,-0.56445324,"('impolite', 'polite')",-0.431265,-0.44117337,-0.4935764,-0.5028133,-0.0092369
14,0.585869,0.6343326,"('antisocial', 'social')",0.8668245,0.9332854,0.7263467,0.783809,0.0574623
15,0.058588967,-0.019471265,"('boring', 'funny')",-0.018723547,-0.056516524,0.0199327,-0.0379939,-0.0579266
16,-0.8003212,-0.74040014,"('unpopular', 'popular')",-0.17504202,-0.25438267,-0.4876816,-0.4973914,-0.0097098
