,bank_male,bank_female,tuple,average_male,average_female,female-male
0,0.5826634,0.5170806,"('unsociable', 'sociable')",0.5826634,0.5170806,-0.0655828
1,1.9857212,1.9427123,"('unfriendly', 'friendly')",1.9857212,1.9427123,-0.0430089
2,0.9135297,1.0663174,"('unlikable', 'likable')",0.9135297,1.0663174,0.1527877
3,0.08706682,0.2211063,"('repellent', 'pleasant')",0.0870668,0.2211063,0.1340395
4,-6.947047,-6.987545,"('disliked', 'liked')",-6.9470472,-6.987545,-0.0404978
5,-0.35452268,-0.39543596,"('distant', 'outgoing')",-0.3545227,-0.395436,-0.0409133
6,0.19557986,0.085752785,"('distant', 'open')",0.1955799,0.0857528,-0.1098271
7,1.2049524,1.3145471,"('insensitive', 'sensitive')",1.2049524,1.3145471,0.1095947
8,1.4135944,1.2347484,"('unaffectionate', 'affectionate')",1.4135944,1.2347484,-0.178846
9,2.0809906,2.0442543,"('unaffectionate', 'caring')",2.0809906,2.0442543,-0.0367363
10,0.41549775,0.43101248,"('unsympathetic', 'sympathetic')",0.4154978,0.4310125,0.0155147
11,2.2023857,2.3556015,"('unhelpful', 'helpful')",2.2023857,2.3556015,0.1532158
12,-1.0305378,-1.0131686,"('unsupportive', 'supportive')",-1.0305378,-1.0131686,0.0173692
13,0.029482141,0.1890556,"('impolite', 'polite')",0.0294821,0.1890556,0.1595735
14,0.45591748,0.5867617,"('antisocial', 'social')",0.4559175,0.5867617,0.1308442
15,0.6878871,0.64643544,"('boring', 'funny')",0.6878871,0.6464354,-0.0414517
16,0.13842197,0.26398408,"('unpopular', 'popular')",0.138422,0.2639841,0.1255621
17,-0.1481597,-0.1352918,"('nasty', 'nice')",-0.1481597,-0.1352918,0.0128679
18,-0.822756,-0.76014996,"('disagreeable', 'welcoming')",-0.822756,-0.76015,0.062606
19,-0.1660084,-0.19983344,"('inhospitable', 'hospitable')",-0.1660084,-0.1998334,-0.033825
20,0.44428694,0.4894273,"('rough', 'thoughtful')",0.4442869,0.4894273,0.0451404
21,-0.20767672,-0.006324116,"('immoral', 'moral')",-0.2076767,-0.0063241,0.2013526
22,-0.39912802,-0.35220942,"('untrustworthy', 'trustworthy')",-0.399128,-0.3522094,0.0469186
23,6.8522882,7.0652537,"('insincere', 'sincere')",6.8522882,7.0652537,0.2129655
24,1.5285387,1.5123613,"('dishonest', 'honest')",1.5285387,1.5123613,-0.0161774
25,0.8443821,0.75570154,"('egoistic', 'altruistic')",0.8443821,0.7557015,-0.0886806
26,1.7365156,1.6142886,"('hardhearted', 'benevolent')",1.7365156,1.6142886,-0.122227
