,broadcom_male,broadcom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9020642,-1.1184515,"('unsociable', 'sociable')",-0.3276232,-0.5411135,-0.6148437,-0.8297825,-0.2149388
1,-0.92338383,-1.0044951,"('unfriendly', 'friendly')",1.7642051,1.674657,0.4204106,0.3350809,-0.0853297
2,0.46650615,0.4731228,"('unlikable', 'likable')",0.7472096,0.85211533,0.6068579,0.6626191,0.0557612
3,0.14468443,0.17443149,"('repellent', 'pleasant')",0.22335646,0.26295698,0.1840204,0.2186942,0.0346738
4,-0.44216722,-0.5318196,"('disliked', 'liked')",-6.3829145,-6.551957,-3.4125409,-3.5418882,-0.1293473
5,-0.8878987,-0.7707414,"('distant', 'outgoing')",-0.3310994,-0.15271206,-0.609499,-0.4617267,0.1477723
6,-1.0915029,-0.92389256,"('distant', 'open')",0.24655609,0.39763337,-0.4224734,-0.2631296,0.1593438
7,-0.29042026,-0.28052968,"('insensitive', 'sensitive')",0.46112576,0.3935477,0.0853527,0.056509,-0.0288437
8,-0.9984754,-1.0851547,"('unaffectionate', 'affectionate')",0.6470587,0.6672855,-0.1757083,-0.2089346,-0.0332263
9,-0.7757653,-0.8200123,"('unaffectionate', 'caring')",0.94131595,1.0257555,0.0827753,0.1028716,0.0200963
10,-0.28116184,-0.3944167,"('unsympathetic', 'sympathetic')",-0.31405815,-0.4426329,-0.29761,-0.4185248,-0.1209148
11,-0.1548916,-0.19835219,"('unhelpful', 'helpful')",1.7116756,1.7584934,0.778392,0.7800706,0.0016786
12,-0.3568095,-0.24897933,"('unsupportive', 'supportive')",-1.9980217,-1.9818405,-1.1774156,-1.1154099,0.0620057
13,-0.41055912,-0.5563481,"('impolite', 'polite')",-0.4004354,-0.4263656,-0.4054973,-0.4913568,-0.0858595
14,0.9769794,0.8691387,"('antisocial', 'social')",-0.52013683,-0.68523985,0.2284213,0.0919494,-0.1364719
15,-0.3161938,-0.43003815,"('boring', 'funny')",0.53781337,0.5396318,0.1108098,0.0547968,-0.056013
16,-0.84707654,-0.77466697,"('unpopular', 'popular')",0.3894715,0.41254342,-0.2288025,-0.1810618,0.0477407
17,-0.5039357,-0.38577804,"('nasty', 'nice')",-0.47239503,-0.33660364,-0.4881654,-0.3611909,0.1269745
18,-0.46723056,-0.42267197,"('disagreeable', 'welcoming')",-0.35505384,-0.35972866,-0.4111422,-0.3912003,0.0199419
19,-1.0095477,-1.0214496,"('inhospitable', 'hospitable')",-0.17792627,-0.030884992,-0.593737,-0.5261673,0.0675697
20,0.5425246,0.56319284,"('rough', 'thoughtful')",1.1867104,1.1201715,0.8646175,0.8416822,-0.0229353
