,ak_male,ak_female,tuple,steel_male,steel_female,holding_male,holding_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.46881518,-0.76420265,"('unsociable', 'sociable')",-0.08913045,-0.28639776,0.04829634,-0.19012585,0.15641782,0.053747218,-0.0883079,-0.2967448,-0.2084369
1,-0.7091459,-0.7210288,"('unfriendly', 'friendly')",-0.61394554,-0.6602603,-0.1953894,-0.2716807,0.5767272,0.3735696,-0.2354384,-0.3198501,-0.0844117
2,1.5285172,1.5544357,"('unlikable', 'likable')",1.0938721,1.1415042,1.898887,2.0817933,0.96780425,0.97359884,1.3722702,1.4378331,0.0655629
3,-0.3048108,-0.30242687,"('repellent', 'pleasant')",-0.73569524,-0.67520666,0.09329012,0.08315901,0.8042376,0.82311463,-0.0357446,-0.01784,0.0179046
4,-0.44697443,-0.37792704,"('disliked', 'liked')",-0.24946499,-0.1684241,0.5256122,0.64856696,-5.858446,-6.0132365,-1.5073184,-1.4777552,0.0295632
5,-1.4318038,-1.2971349,"('distant', 'outgoing')",-1.2874153,-1.24083,-1.4442482,-1.1114312,-1.125034,-1.0820348,-1.3221253,-1.1828578,0.1392675
6,-1.3725371,-1.2293051,"('distant', 'open')",-1.3080873,-1.1739883,-1.5753466,-1.2135482,-1.2214701,-1.2395275,-1.3693602,-1.2140923,0.1552679
7,0.5608223,0.3997248,"('insensitive', 'sensitive')",0.10966148,0.11293937,0.16271448,-0.027475577,0.43336618,0.425545,0.3166411,0.2276834,-0.0889577
8,0.32356614,0.14477387,"('unaffectionate', 'affectionate')",0.6348864,0.7331423,0.3477449,0.41824627,-0.11300802,-0.26716673,0.2982973,0.2572489,-0.0410484
9,0.06320048,-0.014746558,"('unaffectionate', 'caring')",0.34110793,0.35092446,0.51778275,0.533305,0.60646915,0.56370515,0.3821401,0.358297,-0.0238431
10,-0.29207665,-0.5234044,"('unsympathetic', 'sympathetic')",-0.8426538,-0.9911127,-0.8009133,-1.1456622,-0.41928166,-0.5138601,-0.5887313,-0.7935098,-0.2047785
11,0.10451493,-0.0066416822,"('unhelpful', 'helpful')",-0.43976778,-0.57581586,0.17539695,-0.11764424,2.3828707,2.3652275,0.5557537,0.4162814,-0.1394723
12,0.439225,0.3561148,"('unsupportive', 'supportive')",0.78510165,0.84600675,0.23673926,0.35643888,-1.8141124,-1.8213058,-0.0882616,-0.0656863,0.0225753
13,-0.47238496,-0.5879168,"('impolite', 'polite')",-0.68173885,-0.8949311,-0.17000256,-0.3970484,-0.085358776,0.0023018867,-0.3523713,-0.4693986,-0.1170273
14,0.6305232,0.57092816,"('antisocial', 'social')",0.9699077,0.9089605,2.4005966,2.22099,0.68540424,0.638614,1.171608,1.0848732,-0.0867348
