,underpass_male,underpass_female,tuple,average_male,average_female,female-male
0,0.4644039,0.31538427,"('unsociable', 'sociable')",0.4644039,0.3153843,-0.1490196
1,-1.1741935,-1.3426198,"('unfriendly', 'friendly')",-1.1741935,-1.3426198,-0.1684263
2,-0.35268924,-0.40111992,"('unlikable', 'likable')",-0.3526892,-0.4011199,-0.0484307
3,-0.43159676,-0.24655165,"('repellent', 'pleasant')",-0.4315968,-0.2465516,0.1850452
4,-3.0364153,-3.0758753,"('disliked', 'liked')",-3.0364153,-3.0758753,-0.03946
5,-1.3809029,-1.4648684,"('distant', 'outgoing')",-1.3809029,-1.4648684,-0.0839655
6,-1.0654373,-1.1344577,"('distant', 'open')",-1.0654373,-1.1344577,-0.0690204
7,0.9322316,0.9351667,"('insensitive', 'sensitive')",0.9322316,0.9351667,0.0029351
8,-1.52204,-1.6306634,"('unaffectionate', 'affectionate')",-1.52204,-1.6306634,-0.1086234
9,-0.862919,-0.91816163,"('unaffectionate', 'caring')",-0.862919,-0.9181616,-0.0552426
10,0.18754536,0.27074644,"('unsympathetic', 'sympathetic')",0.1875454,0.2707464,0.083201
11,0.5951904,0.6973941,"('unhelpful', 'helpful')",0.5951904,0.6973941,0.1022037
12,-1.0097312,-0.9365842,"('unsupportive', 'supportive')",-1.0097312,-0.9365842,0.073147
13,0.43151546,0.46589786,"('impolite', 'polite')",0.4315155,0.4658979,0.0343824
14,0.72964555,0.6538435,"('antisocial', 'social')",0.7296456,0.6538435,-0.0758021
15,0.60317785,0.4012326,"('boring', 'funny')",0.6031778,0.4012326,-0.2019452
16,-0.5821164,-0.67582333,"('unpopular', 'popular')",-0.5821164,-0.6758233,-0.0937069
17,-0.40551266,-0.39362934,"('nasty', 'nice')",-0.4055127,-0.3936293,0.0118834
18,-1.015365,-1.0163258,"('disagreeable', 'welcoming')",-1.015365,-1.0163258,-0.0009608
19,-2.5085864,-2.4102232,"('inhospitable', 'hospitable')",-2.5085864,-2.4102232,0.0983632
20,-0.022380091,-0.007749565,"('rough', 'thoughtful')",-0.0223801,-0.0077496,0.0146305
21,0.15180552,0.24763511,"('immoral', 'moral')",0.1518055,0.2476351,0.0958296
22,0.21212992,0.17673212,"('untrustworthy', 'trustworthy')",0.2121299,0.1767321,-0.0353978
23,2.2629094,2.241464,"('insincere', 'sincere')",2.2629094,2.2414639,-0.0214455
24,0.22521093,0.07321621,"('dishonest', 'honest')",0.2252109,0.0732162,-0.1519947
25,-0.5220416,-0.672705,"('egoistic', 'altruistic')",-0.5220416,-0.672705,-0.1506634
26,0.4941732,0.31503022,"('hardhearted', 'benevolent')",0.4941732,0.3150302,-0.179143
27,0.6992421,0.6003621,"('hardhearted', 'softhearted')",0.6992421,0.6003621,-0.09888
28,-0.08871596,-0.1400859,"('disloyal', 'loyal')",-0.088716,-0.1400859,-0.0513699
29,-0.6834651,-0.86560106,"('unfair', 'fair')",-0.6834651,-0.8656011,-0.182136
30,0.97227293,0.9550526,"('intolerant', 'tolerant')",0.9722729,0.9550526,-0.0172203
31,-2.231964,-2.2382898,"('evil', 'good')",-2.2319641,-2.2382898,-0.0063257
32,-0.0030460544,-0.15383554,"('unkind', 'kind')",-0.0030461,-0.1538355,-0.1507894
33,-0.5927079,-0.69217837,"('wrong', 'right')",-0.5927079,-0.6921784,-0.0994705
34,1.878927,1.9747509,"('mean', 'honorable')",1.878927,1.9747509,0.0958239
35,-1.1077045,-1.3401586,"('corrupt', 'incorrupt')",-1.1077045,-1.3401586,-0.2324541
36,-1.4146613,-1.5384899,"('hostile', 'amicable')",-1.4146613,-1.5384899,-0.1238286
37,-0.09007202,-0.11110087,"('fake', 'genuine')",-0.090072,-0.1111009,-0.0210289
38,-0.5279195,-0.553809,"('untruthful', 'truthful')",-0.5279195,-0.553809,-0.0258895
39,0.20469503,0.18057804,"('exploitative', 'cooperative')",0.204695,0.180578,-0.024117
40,-1.3955697,-1.4467529,"('stingy', 'generous')",-1.3955697,-1.4467529,-0.0511832
41,-0.036617495,-0.1165184,"('unforgiving', 'forgiving')",-0.0366175,-0.1165184,-0.0799009
42,-0.7756237,-0.7251833,"('unreliable', 'reliable')",-0.7756237,-0.7251833,0.0504404
43,0.5131065,0.5268037,"('irresponsible', 'responsible')",0.5131065,0.5268037,0.0136972
44,0.08506328,0.16198379,"('prejudiced', 'unprejudiced')",0.0850633,0.1619838,0.0769205
45,0.52630633,0.5476664,"('incompetent', 'competent')",0.5263063,0.5476664,0.0213601
46,0.24401076,0.32532582,"('uncompetitive', 'competitive')",0.2440108,0.3253258,0.081315
47,2.4633229,2.4766986,"('stupid', 'smart')",2.4633229,2.4766986,0.0133757
48,-0.29676148,-0.28986308,"('unintelligent', 'intelligent')",-0.2967615,-0.2898631,0.0068984
49,-0.2848718,-0.104223445,"('unable', 'able')",-0.2848718,-0.1042234,0.1806484
50,-0.58123255,-0.59923005,"('clumsy', 'skillful')",-0.5812325,-0.5992301,-0.0179976
51,-0.34542233,-0.40031758,"('uneducated', 'educated')",-0.3454223,-0.4003176,-0.0548953
52,-1.6444954,-1.8966793,"('irrational', 'rational')",-1.6444954,-1.8966793,-0.2521839
53,-1.36559,-1.4805218,"('uncreative', 'creative')",-1.36559,-1.4805218,-0.1149318
54,-0.37234604,-0.37276804,"('incapable', 'capable')",-0.372346,-0.372768,-0.000422
55,1.0080857,1.086581,"('incompetent', 'clever')",1.0080857,1.086581,0.0784953
56,1.2813342,1.3591914,"('impractical', 'practical')",1.2813342,1.3591914,0.0778572
57,-0.7690133,-0.72447085,"('unimaginative', 'imaginative')",-0.7690133,-0.7244709,0.0445424
58,-0.014269119,-0.06728701,"('undiscriminating', 'discriminating')",-0.0142691,-0.067287,-0.0530179
59,-0.78975266,-0.87804294,"('foolish', 'wise')",-0.7897527,-0.8780429,-0.0882902
60,0.96726835,1.0729362,"('inefficient', 'efficient')",0.9672683,1.0729362,0.1056679
61,-0.046458323,-0.24137881,"('illogical', 'logical')",-0.0464583,-0.2413788,-0.1949205
62,0.5582371,0.7178914,"('incompetent', 'brilliant')",0.5582371,0.7178914,0.1596543
63,-0.3926484,-0.26348785,"('unperceptive', 'insightful')",-0.3926484,-0.2634878,0.1291606
64,-2.2448206,-2.2770379,"('shy', 'confident')",-2.2448206,-2.2770379,-0.0322173
65,0.46076512,0.50945026,"('insecure', 'secure')",0.4607651,0.5094503,0.0486852
66,-0.28128386,-0.31899858,"('inactive', 'active')",-0.2812839,-0.3189986,-0.0377147
67,0.29938272,0.2892322,"('doubtful', 'determined')",0.2993827,0.2892322,-0.0101505
68,-0.6189846,-0.6112674,"('dependent', 'independent')",-0.6189846,-0.6112674,0.0077172
69,-1.344921,-1.4728136,"('lazy', 'industrious')",-1.344921,-1.4728136,-0.1278926
70,1.352241,1.3721076,"('lethargic', 'energetic')",1.352241,1.3721076,0.0198666
71,0.23141274,0.23770851,"('diffident', 'self-confident')",0.2314127,0.2377085,0.0062958
72,-0.3373888,-0.3514671,"('unambitious', 'ambitious')",-0.3373888,-0.3514671,-0.0140783
73,-1.1828501,-1.1041635,"('helpless', 'self-reliant')",-1.1828501,-1.1041635,0.0786866
74,-0.5473817,-0.5008512,"('undedicated', 'dedicated')",-0.5473817,-0.5008512,0.0465305
75,-0.48718292,-0.4190132,"('meek', 'impulsive')",-0.4871829,-0.4190132,0.0681697
76,0.8894926,0.986982,"('anxious', 'daring')",0.8894926,0.986982,0.0974894
77,-1.1024191,-1.0230477,"('unmotivated', 'motivated')",-1.1024191,-1.0230477,0.0793714
78,-0.6351399,-0.5290498,"('nonresilient', 'resilient')",-0.6351399,-0.5290498,0.1060901
79,-0.95132375,-0.92036045,"('wavering', 'unwavering')",-0.9513237,-0.9203604,0.0309633
80,1.077415,1.1508343,"('dominated', 'dominating')",1.077415,1.1508343,0.0734193
