,copying_male,copying_female,tuple,average_male,average_female,female-male
0,-0.18646964,-0.23485664,"('unsociable', 'sociable')",-0.1864696,-0.2348566,-0.048387
1,1.527806,1.5741967,"('unfriendly', 'friendly')",1.527806,1.5741967,0.0463907
2,0.0063538775,-0.0034851339,"('unlikable', 'likable')",0.0063539,-0.0034851,-0.009839
3,0.506587,0.6148011,"('repellent', 'pleasant')",0.506587,0.6148011,0.1082141
4,-7.827158,-7.8383164,"('disliked', 'liked')",-7.827158,-7.8383164,-0.0111584
5,-0.59491295,-0.6139731,"('distant', 'outgoing')",-0.5949129,-0.6139731,-0.0190602
6,-0.06397397,-0.104896404,"('distant', 'open')",-0.063974,-0.1048964,-0.0409224
7,0.70329255,0.7682421,"('insensitive', 'sensitive')",0.7032925,0.7682421,0.0649496
8,1.5321499,1.4221046,"('unaffectionate', 'affectionate')",1.5321499,1.4221046,-0.1100453
9,1.8998263,1.8376982,"('unaffectionate', 'caring')",1.8998263,1.8376982,-0.0621281
10,0.63447654,0.6886287,"('unsympathetic', 'sympathetic')",0.6344765,0.6886287,0.0541522
11,1.3956579,1.4221339,"('unhelpful', 'helpful')",1.3956579,1.4221339,0.026476
12,-1.6784198,-1.6889569,"('unsupportive', 'supportive')",-1.6784198,-1.6889569,-0.0105371
13,-0.28571135,-0.35146093,"('impolite', 'polite')",-0.2857113,-0.3514609,-0.0657496
14,-0.13010675,-0.1136799,"('antisocial', 'social')",-0.1301067,-0.1136799,0.0164268
15,-0.0009791013,-0.08414693,"('boring', 'funny')",-0.0009791,-0.0841469,-0.0831678
16,-0.48441896,-0.45982525,"('unpopular', 'popular')",-0.484419,-0.4598252,0.0245938
17,-0.026813865,0.026026081,"('nasty', 'nice')",-0.0268139,0.0260261,0.05284
18,-0.5770966,-0.59475094,"('disagreeable', 'welcoming')",-0.5770966,-0.5947509,-0.0176543
19,-0.4789107,-0.53960335,"('inhospitable', 'hospitable')",-0.4789107,-0.5396034,-0.0606927
20,1.014347,0.98079807,"('rough', 'thoughtful')",1.014347,0.9807981,-0.0335489
21,-0.91003877,-0.80333567,"('immoral', 'moral')",-0.9100388,-0.8033357,0.1067031
22,-0.9024008,-0.93033624,"('untrustworthy', 'trustworthy')",-0.9024008,-0.9303362,-0.0279354
23,6.681,6.713413,"('insincere', 'sincere')",6.6810002,6.7134128,0.0324126
24,1.5128086,1.3969564,"('dishonest', 'honest')",1.5128086,1.3969564,-0.1158522
25,0.81622887,0.77589357,"('egoistic', 'altruistic')",0.8162289,0.7758936,-0.0403353
26,1.2899255,1.2183075,"('hardhearted', 'benevolent')",1.2899255,1.2183075,-0.071618
27,1.7555596,1.5639591,"('hardhearted', 'softhearted')",1.7555596,1.5639591,-0.1916005
28,1.427576,1.3923774,"('disloyal', 'loyal')",1.4275759,1.3923774,-0.0351985
29,-0.5200088,-0.62055326,"('unfair', 'fair')",-0.5200088,-0.6205533,-0.1005445
30,1.0628251,1.0608296,"('intolerant', 'tolerant')",1.0628251,1.0608296,-0.0019955
31,-1.064672,-1.050619,"('evil', 'good')",-1.064672,-1.050619,0.014053
32,1.1166933,1.0463246,"('unkind', 'kind')",1.1166933,1.0463246,-0.0703687
33,-0.3569257,-0.46377137,"('wrong', 'right')",-0.3569257,-0.4637714,-0.1068457
34,4.9846764,5.1006336,"('mean', 'honorable')",4.9846764,5.1006336,0.1159572
35,-0.4778003,-0.7159415,"('corrupt', 'incorrupt')",-0.4778003,-0.7159415,-0.2381412
36,-0.42008966,-0.5057732,"('hostile', 'amicable')",-0.4200897,-0.5057732,-0.0856835
37,0.50532657,0.5224225,"('fake', 'genuine')",0.5053266,0.5224225,0.0170959
38,-0.27167875,-0.2371921,"('untruthful', 'truthful')",-0.2716787,-0.2371921,0.0344866
39,0.3191314,0.31953728,"('exploitative', 'cooperative')",0.3191314,0.3195373,0.0004059
40,-1.6761236,-1.7406518,"('stingy', 'generous')",-1.6761236,-1.7406518,-0.0645282
41,-0.18829632,-0.21853888,"('unforgiving', 'forgiving')",-0.1882963,-0.2185389,-0.0302426
42,-2.8922913,-2.830473,"('unreliable', 'reliable')",-2.8922913,-2.8304729,0.0618184
43,0.8538517,0.8245391,"('irresponsible', 'responsible')",0.8538517,0.8245391,-0.0293126
44,-1.2970909,-1.2456679,"('prejudiced', 'unprejudiced')",-1.2970909,-1.2456679,0.051423
45,-0.00028614234,-0.023659207,"('incompetent', 'competent')",-0.0002861,-0.0236592,-0.0233731
46,-1.2351676,-1.2450917,"('uncompetitive', 'competitive')",-1.2351676,-1.2450917,-0.0099241
47,5.2528267,5.3166084,"('stupid', 'smart')",5.2528267,5.3166084,0.0637817
48,0.47364908,0.50602067,"('unintelligent', 'intelligent')",0.4736491,0.5060207,0.0323716
49,-0.15012074,-0.07566435,"('unable', 'able')",-0.1501207,-0.0756643,0.0744564
50,-0.5086865,-0.5225171,"('clumsy', 'skillful')",-0.5086865,-0.5225171,-0.0138306
51,0.09486465,0.09336561,"('uneducated', 'educated')",0.0948647,0.0933656,-0.0014991
52,-0.13661009,-0.21679698,"('irrational', 'rational')",-0.1366101,-0.216797,-0.0801869
53,0.45837656,0.38904163,"('uncreative', 'creative')",0.4583766,0.3890416,-0.069335
54,1.136175,1.1618713,"('incapable', 'capable')",1.136175,1.1618713,0.0256963
55,0.5065042,0.5772365,"('incompetent', 'clever')",0.5065042,0.5772365,0.0707323
56,0.42781913,0.43767974,"('impractical', 'practical')",0.4278191,0.4376797,0.0098606
57,-3.231107,-3.1801586,"('unimaginative', 'imaginative')",-3.231107,-3.1801586,0.0509484
58,0.37585187,0.3755797,"('undiscriminating', 'discriminating')",0.3758519,0.3755797,-0.0002722
59,-0.11026844,-0.14386183,"('foolish', 'wise')",-0.1102684,-0.1438618,-0.0335934
60,0.2872264,0.39004716,"('inefficient', 'efficient')",0.2872264,0.3900472,0.1028208
61,0.4122718,0.2505753,"('illogical', 'logical')",0.4122718,0.2505753,-0.1616965
62,0.077258795,0.15468685,"('incompetent', 'brilliant')",0.0772588,0.1546869,0.0774281
63,-0.33481455,-0.28848588,"('unperceptive', 'insightful')",-0.3348145,-0.2884859,0.0463286
64,-6.897254,-6.8746166,"('shy', 'confident')",-6.897254,-6.8746166,0.0226374
65,-0.06012588,0.00088198856,"('insecure', 'secure')",-0.0601259,0.000882,0.0610079
66,-0.067120716,-0.1485398,"('inactive', 'active')",-0.0671207,-0.1485398,-0.0814191
67,-0.2748695,-0.2055747,"('doubtful', 'determined')",-0.2748695,-0.2055747,0.0692948
68,-0.974512,-0.99068874,"('dependent', 'independent')",-0.974512,-0.9906887,-0.0161767
69,-1.8335012,-1.9006523,"('lazy', 'industrious')",-1.8335012,-1.9006523,-0.0671511
70,0.5526226,0.57437056,"('lethargic', 'energetic')",0.5526226,0.5743706,0.021748
71,0.7728323,0.75787795,"('diffident', 'self-confident')",0.7728323,0.7578779,-0.0149544
72,0.35498273,0.44847482,"('unambitious', 'ambitious')",0.3549827,0.4484748,0.0934921
73,-3.2937877,-3.2057433,"('helpless', 'self-reliant')",-3.2937877,-3.2057433,0.0880444
74,-0.010556698,-0.073429905,"('undedicated', 'dedicated')",-0.0105567,-0.0734299,-0.0628732
75,-1.1792371,-1.1018112,"('meek', 'impulsive')",-1.1792371,-1.1018112,0.0774259
76,0.3666293,0.45558146,"('anxious', 'daring')",0.3666293,0.4555815,0.0889522
77,-1.61744,-1.449947,"('unmotivated', 'motivated')",-1.61744,-1.449947,0.167493
78,-0.73434496,-0.7689424,"('nonresilient', 'resilient')",-0.734345,-0.7689424,-0.0345974
79,-0.1618602,-0.13560084,"('wavering', 'unwavering')",-0.1618602,-0.1356008,0.0262594
80,-0.62924427,-0.6197873,"('dominated', 'dominating')",-0.6292443,-0.6197873,0.009457
81,-0.5366757,-0.41995728,"('submissive', 'aggressive')",-0.5366757,-0.4199573,0.1167184
82,6.2188354,6.3163977,"('poor', 'rich')",6.2188354,6.3163977,0.0975623
83,-0.66517025,-0.6310788,"('powerless', 'powerful')",-0.6651703,-0.6310788,0.0340915
84,0.7543803,0.7595921,"('inferior', 'superior')",0.7543803,0.7595921,0.0052118
85,-0.028507296,-0.08461986,"('insignificant', 'prestigious')",-0.0285073,-0.0846199,-0.0561126
86,0.13592257,0.09248486,"('uninfluential', 'influential')",0.1359226,0.0924849,-0.0434377
87,-0.724636,-0.5973442,"('unsuccessful', 'successful')",-0.724636,-0.5973442,0.1272918
88,0.1679997,0.23043542,"('low', 'eminent')",0.1679997,0.2304354,0.0624357
