,varex_male,varex_female,tuple,imaging_male,imaging_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0270648,-1.205641,"('unsociable', 'sociable')",0.23868804,0.10580571,-0.19244933,-0.33153293,-0.326942,-0.4771227,-0.1501807
1,-1.7764099,-2.0111523,"('unfriendly', 'friendly')",-0.06096941,-0.23022757,1.1648757,0.9483505,-0.2241678,-0.4310098,-0.206842
2,0.11020558,0.14955571,"('unlikable', 'likable')",1.0778033,1.1706231,0.94303036,0.962511,0.7103464,0.7608966,0.0505502
3,-0.81070685,-0.621824,"('repellent', 'pleasant')",-0.72586006,-0.5529382,0.40157974,0.4643042,-0.3783291,-0.2368193,0.1415098
4,-0.41348457,-0.42782575,"('disliked', 'liked')",-0.6778611,-0.63401616,-6.013537,-6.2299747,-2.3682942,-2.4306056,-0.0623114
5,-1.0859612,-1.0967377,"('distant', 'outgoing')",-0.8989228,-0.7796416,-0.470116,-0.39502406,-0.8183333,-0.7571344,0.0611989
6,-1.0923699,-1.1322021,"('distant', 'open')",-1.1183805,-1.0946177,-0.724623,-0.6685429,-0.9784578,-0.965121,0.0133368
7,-0.7078852,-0.68104017,"('insensitive', 'sensitive')",0.3393562,0.36745682,0.042289108,0.06450191,-0.1087466,-0.0830271,0.0257195
8,-1.0214257,-1.2070841,"('unaffectionate', 'affectionate')",-0.30356902,-0.43742827,0.31816897,0.24422532,-0.3356086,-0.4667623,-0.1311537
9,-1.3640344,-1.5390657,"('unaffectionate', 'caring')",0.29812592,0.2838698,0.92761,0.9126862,-0.0460995,-0.1141699,-0.0680704
10,-1.5846212,-1.5856279,"('unsympathetic', 'sympathetic')",-0.48907274,-0.4725734,-0.66539514,-0.7165599,-0.9130297,-0.9249204,-0.0118907
11,-0.6716257,-0.6750911,"('unhelpful', 'helpful')",-0.047097914,0.009310596,2.0744672,2.089347,0.4519145,0.4745221,0.0226076
12,-0.9646433,-1.0063853,"('unsupportive', 'supportive')",0.46256232,0.61202294,-2.123514,-2.1127372,-0.8751983,-0.8356999,0.0394984
13,-0.34800804,-0.4311806,"('impolite', 'polite')",0.49046567,0.37904844,-0.43008065,-0.36394992,-0.0958743,-0.138694,-0.0428197
14,-0.1990645,-0.105498865,"('antisocial', 'social')",0.7160145,0.7841683,-0.08345785,-0.06735923,0.1444974,0.2037701,0.0592727
15,0.036020465,-0.14197712,"('boring', 'funny')",0.83232075,0.6566285,0.09732339,0.084696256,0.3218882,0.1997825,-0.1221057
16,0.051289238,0.02462529,"('unpopular', 'popular')",-0.23663177,-0.2153099,0.7152108,0.73592705,0.1766227,0.1817475,0.0051248
17,-0.16269356,-0.21336672,"('nasty', 'nice')",-0.7440498,-0.67939824,-0.4265903,-0.41397762,-0.4444445,-0.4355808,0.0088637
18,0.032535225,-0.11517137,"('disagreeable', 'welcoming')",0.7046874,0.617403,-0.10911297,-0.28235632,0.2093699,0.0732918,-0.1360781
