,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,0.57191795,0.38380712,"('unsociable', 'sociable')",0.571918,0.3838071,-0.1881109
1,0.74718547,0.7513715,"('unfriendly', 'friendly')",0.7471855,0.7513715,0.004186
2,-0.044847824,0.026797155,"('unlikable', 'likable')",-0.0448478,0.0267972,0.071645
3,0.9669019,1.0409478,"('repellent', 'pleasant')",0.9669019,1.0409478,0.0740459
4,-7.207063,-7.503902,"('disliked', 'liked')",-7.2070632,-7.503902,-0.2968388
5,-0.7699733,-0.79298913,"('distant', 'outgoing')",-0.7699733,-0.7929891,-0.0230158
6,-0.26442397,-0.36818868,"('distant', 'open')",-0.264424,-0.3681887,-0.1037647
7,1.5998126,1.5429715,"('insensitive', 'sensitive')",1.5998126,1.5429715,-0.0568411
8,0.736963,0.7647375,"('unaffectionate', 'affectionate')",0.736963,0.7647375,0.0277745
9,0.98899883,1.0274173,"('unaffectionate', 'caring')",0.9889988,1.0274173,0.0384185
10,1.4150325,1.3907894,"('unsympathetic', 'sympathetic')",1.4150325,1.3907894,-0.0242431
11,1.6196886,1.6133882,"('unhelpful', 'helpful')",1.6196886,1.6133882,-0.0063004
12,-1.4452218,-1.5497355,"('unsupportive', 'supportive')",-1.4452218,-1.5497355,-0.1045137
13,0.028142743,0.093843415,"('impolite', 'polite')",0.0281427,0.0938434,0.0657007
14,0.5183526,0.4459678,"('antisocial', 'social')",0.5183526,0.4459678,-0.0723848
15,0.41532394,0.35434017,"('boring', 'funny')",0.4153239,0.3543402,-0.0609837
16,-0.89657116,-0.97477204,"('unpopular', 'popular')",-0.8965712,-0.974772,-0.0782008
17,-0.035103753,-0.06451579,"('nasty', 'nice')",-0.0351038,-0.0645158,-0.029412
18,-0.40756074,-0.38361955,"('disagreeable', 'welcoming')",-0.4075607,-0.3836195,0.0239412
19,-0.9645661,-0.94654214,"('inhospitable', 'hospitable')",-0.9645661,-0.9465421,0.018024
20,0.8184874,0.7529723,"('rough', 'thoughtful')",0.8184874,0.7529723,-0.0655151
21,0.1776228,0.28041187,"('immoral', 'moral')",0.1776228,0.2804119,0.1027891
22,0.03687143,-0.080097616,"('untrustworthy', 'trustworthy')",0.0368714,-0.0800976,-0.116969
23,6.0639234,6.252143,"('insincere', 'sincere')",6.0639234,6.2521429,0.1882195
24,1.4608463,1.4547971,"('dishonest', 'honest')",1.4608463,1.4547971,-0.0060492
25,0.65564686,0.7484189,"('egoistic', 'altruistic')",0.6556469,0.7484189,0.092772
26,1.1609324,0.9939379,"('hardhearted', 'benevolent')",1.1609324,0.9939379,-0.1669945
27,1.7712201,1.608952,"('hardhearted', 'softhearted')",1.7712201,1.608952,-0.1622681
28,1.3780398,1.2259026,"('disloyal', 'loyal')",1.3780398,1.2259026,-0.1521372
29,-0.43069923,-0.5948562,"('unfair', 'fair')",-0.4306992,-0.5948562,-0.164157
30,1.0551999,1.1181613,"('intolerant', 'tolerant')",1.0551999,1.1181613,0.0629614
31,-1.4888476,-1.5656236,"('evil', 'good')",-1.4888476,-1.5656236,-0.076776
32,1.2239051,1.092206,"('unkind', 'kind')",1.2239051,1.092206,-0.1316991
33,-0.49952367,-0.5917195,"('wrong', 'right')",-0.4995237,-0.5917195,-0.0921958
34,3.9422421,4.181427,"('mean', 'honorable')",3.9422421,4.181427,0.2391849
35,-1.0286057,-1.3085194,"('corrupt', 'incorrupt')",-1.0286057,-1.3085194,-0.2799137
36,-1.1117586,-1.2590137,"('hostile', 'amicable')",-1.1117586,-1.2590137,-0.1472551
37,1.2346108,1.2449204,"('fake', 'genuine')",1.2346108,1.2449204,0.0103096
38,-0.6240117,-0.5501915,"('untruthful', 'truthful')",-0.6240117,-0.5501915,0.0738202
39,0.4364723,0.46924728,"('exploitative', 'cooperative')",0.4364723,0.4692473,0.032775
40,-0.8074752,-0.96191347,"('stingy', 'generous')",-0.8074752,-0.9619135,-0.1544383
41,0.7203181,0.5176155,"('unforgiving', 'forgiving')",0.7203181,0.5176155,-0.2027026
42,-1.7560613,-1.8955173,"('unreliable', 'reliable')",-1.7560613,-1.8955173,-0.139456
43,1.1118699,1.1877618,"('irresponsible', 'responsible')",1.1118699,1.1877618,0.0758919
44,-1.0273924,-1.0334129,"('prejudiced', 'unprejudiced')",-1.0273924,-1.0334129,-0.0060205
45,0.763834,0.48006165,"('incompetent', 'competent')",0.763834,0.4800617,-0.2837723
46,-0.16191955,-0.26059252,"('uncompetitive', 'competitive')",-0.1619195,-0.2605925,-0.098673
47,4.610737,4.729033,"('stupid', 'smart')",4.6107368,4.729033,0.1182962
48,0.46368635,0.49224666,"('unintelligent', 'intelligent')",0.4636863,0.4922467,0.0285604
49,-0.46490243,-0.39297193,"('unable', 'able')",-0.4649024,-0.3929719,0.0719305
50,-0.34709427,-0.39539996,"('clumsy', 'skillful')",-0.3470943,-0.3954,-0.0483057
51,0.67489415,0.6129451,"('uneducated', 'educated')",0.6748942,0.6129451,-0.0619491
52,-0.4421924,-0.63998383,"('irrational', 'rational')",-0.4421924,-0.6399838,-0.1977914
53,-0.3041702,-0.40726116,"('uncreative', 'creative')",-0.3041702,-0.4072612,-0.103091
54,0.57288903,0.613274,"('incapable', 'capable')",0.572889,0.613274,0.040385
55,1.2436982,1.2588125,"('incompetent', 'clever')",1.2436982,1.2588125,0.0151143
56,0.56902665,0.4650591,"('impractical', 'practical')",0.5690266,0.4650591,-0.1039675
57,-1.5199571,-1.835897,"('unimaginative', 'imaginative')",-1.5199571,-1.835897,-0.3159399
58,0.48532206,0.4353153,"('undiscriminating', 'discriminating')",0.4853221,0.4353153,-0.0500068
59,-0.23612995,-0.3177887,"('foolish', 'wise')",-0.23613,-0.3177887,-0.0816587
60,0.5903456,0.8033903,"('inefficient', 'efficient')",0.5903456,0.8033903,0.2130447
61,0.40606427,0.22104546,"('illogical', 'logical')",0.4060643,0.2210455,-0.1850188
62,0.6805167,0.7612719,"('incompetent', 'brilliant')",0.6805167,0.7612719,0.0807552
63,0.2990266,0.30133137,"('unperceptive', 'insightful')",0.2990266,0.3013314,0.0023048
64,-5.7653008,-5.8234477,"('shy', 'confident')",-5.7653008,-5.8234477,-0.0581469
65,0.58921516,0.6704149,"('insecure', 'secure')",0.5892152,0.6704149,0.0811997
66,-0.13774547,-0.3169621,"('inactive', 'active')",-0.1377455,-0.3169621,-0.1792166
67,-0.7073447,-0.60950446,"('doubtful', 'determined')",-0.7073447,-0.6095045,0.0978402
68,-0.7634089,-0.7380006,"('dependent', 'independent')",-0.7634089,-0.7380006,0.0254083
69,-2.1343765,-2.2401881,"('lazy', 'industrious')",-2.1343765,-2.2401881,-0.1058116
70,2.060954,1.9260436,"('lethargic', 'energetic')",2.0609541,1.9260436,-0.1349105
71,0.066525996,-0.006709069,"('diffident', 'self-confident')",0.066526,-0.0067091,-0.0732351
72,1.0792634,1.2822038,"('unambitious', 'ambitious')",1.0792634,1.2822038,0.2029404
73,-2.7242708,-2.7227378,"('helpless', 'self-reliant')",-2.7242708,-2.7227378,0.001533
74,0.551162,0.36120194,"('undedicated', 'dedicated')",0.551162,0.3612019,-0.1899601
75,-0.7458334,-0.7854454,"('meek', 'impulsive')",-0.7458334,-0.7854454,-0.039612
76,0.75491494,0.8705838,"('anxious', 'daring')",0.7549149,0.8705838,0.1156689
77,-1.5316336,-1.437651,"('unmotivated', 'motivated')",-1.5316336,-1.437651,0.0939826
78,-1.0452152,-1.0886861,"('nonresilient', 'resilient')",-1.0452152,-1.0886861,-0.0434709
79,-0.3727441,-0.43810397,"('wavering', 'unwavering')",-0.3727441,-0.438104,-0.0653599
80,0.47374806,0.34329236,"('dominated', 'dominating')",0.4737481,0.3432924,-0.1304557
81,0.37957704,0.40729314,"('submissive', 'aggressive')",0.379577,0.4072931,0.0277161
82,5.989015,6.0139165,"('poor', 'rich')",5.9890151,6.0139165,0.0249014
83,-0.23934965,-0.19870724,"('powerless', 'powerful')",-0.2393496,-0.1987072,0.0406424
84,0.44812787,0.4287673,"('inferior', 'superior')",0.4481279,0.4287673,-0.0193606
85,-1.447949,-1.5047202,"('insignificant', 'prestigious')",-1.4479491,-1.5047202,-0.0567711
86,0.98586994,0.81757605,"('uninfluential', 'influential')",0.9858699,0.8175761,-0.1682938
87,-0.00040842593,-0.11679244,"('unsuccessful', 'successful')",-0.0004084,-0.1167924,-0.116384
88,0.17966458,0.15026228,"('low', 'eminent')",0.1796646,0.1502623,-0.0294023
