,paint_male,paint_female,tuple,average_male,average_female,female-male
0,0.18282925,-0.016521404,"('unsociable', 'sociable')",0.1828292,-0.0165214,-0.1993506
1,1.4271177,1.4805459,"('unfriendly', 'friendly')",1.4271177,1.4805459,0.0534282
2,0.53371984,0.6747094,"('unlikable', 'likable')",0.5337198,0.6747094,0.1409896
3,0.20146902,0.21730193,"('repellent', 'pleasant')",0.201469,0.2173019,0.0158329
4,-7.5125966,-7.512,"('disliked', 'liked')",-7.5125966,-7.5120001,0.0005965
5,-0.2553574,-0.041426543,"('distant', 'outgoing')",-0.2553574,-0.0414265,0.2139309
6,-0.13838942,0.08107782,"('distant', 'open')",-0.1383894,0.0810778,0.2194672
7,0.6763241,0.6376531,"('insensitive', 'sensitive')",0.6763241,0.6376531,-0.038671
8,0.9399949,1.0170368,"('unaffectionate', 'affectionate')",0.9399949,1.0170368,0.0770419
9,1.6349387,1.7705114,"('unaffectionate', 'caring')",1.6349387,1.7705114,0.1355727
10,0.82961595,0.8049062,"('unsympathetic', 'sympathetic')",0.829616,0.8049062,-0.0247098
11,2.2850456,2.301578,"('unhelpful', 'helpful')",2.2850456,2.301578,0.0165324
12,-1.311524,-1.2842729,"('unsupportive', 'supportive')",-1.311524,-1.2842729,0.0272511
13,0.588504,0.47591513,"('impolite', 'polite')",0.588504,0.4759151,-0.1125889
14,0.36649814,0.12648356,"('antisocial', 'social')",0.3664981,0.1264836,-0.2400145
15,0.7162816,0.609235,"('boring', 'funny')",0.7162816,0.609235,-0.1070466
16,0.05661215,0.0513125,"('unpopular', 'popular')",0.0566121,0.0513125,-0.0052996
17,-0.2735069,-0.21329251,"('nasty', 'nice')",-0.2735069,-0.2132925,0.0602144
18,-0.6705589,-0.64012504,"('disagreeable', 'welcoming')",-0.6705589,-0.640125,0.0304339
19,-0.6491699,-0.48616105,"('inhospitable', 'hospitable')",-0.6491699,-0.4861611,0.1630088
20,0.54033,0.4217647,"('rough', 'thoughtful')",0.54033,0.4217647,-0.1185653
21,0.068996236,0.08988568,"('immoral', 'moral')",0.0689962,0.0898857,0.0208895
22,-0.9303524,-0.9468187,"('untrustworthy', 'trustworthy')",-0.9303524,-0.9468187,-0.0164663
23,7.034573,6.993074,"('insincere', 'sincere')",7.0345731,6.9930739,-0.0414992
24,1.6508522,1.6527035,"('dishonest', 'honest')",1.6508522,1.6527035,0.0018513
25,0.46396568,0.48515487,"('egoistic', 'altruistic')",0.4639657,0.4851549,0.0211892
26,1.1015435,0.9524127,"('hardhearted', 'benevolent')",1.1015435,0.9524127,-0.1491308
27,1.0874,1.0685225,"('hardhearted', 'softhearted')",1.0874,1.0685225,-0.0188775
28,1.3035817,1.2189536,"('disloyal', 'loyal')",1.3035817,1.2189536,-0.0846281
29,-0.7526211,-0.8441414,"('unfair', 'fair')",-0.7526211,-0.8441414,-0.0915203
30,1.2148385,1.1490968,"('intolerant', 'tolerant')",1.2148385,1.1490968,-0.0657417
31,-1.6416891,-1.5424362,"('evil', 'good')",-1.6416891,-1.5424362,0.0992529
32,1.5361975,1.4535967,"('unkind', 'kind')",1.5361975,1.4535967,-0.0826008
33,-0.25633714,-0.22227311,"('wrong', 'right')",-0.2563371,-0.2222731,0.034064
34,4.874884,5.0226507,"('mean', 'honorable')",4.8748841,5.0226507,0.1477666
35,-1.3150259,-1.3621742,"('corrupt', 'incorrupt')",-1.3150259,-1.3621742,-0.0471483
36,-1.1966724,-1.1482412,"('hostile', 'amicable')",-1.1966724,-1.1482412,0.0484312
37,0.4308248,0.43764088,"('fake', 'genuine')",0.4308248,0.4376409,0.0068161
38,0.1782372,0.20885716,"('untruthful', 'truthful')",0.1782372,0.2088572,0.03062
39,-0.06927791,-0.11814126,"('exploitative', 'cooperative')",-0.0692779,-0.1181413,-0.0488634
40,-2.1998112,-2.2293482,"('stingy', 'generous')",-2.1998112,-2.2293482,-0.029537
41,0.064185865,0.013989868,"('unforgiving', 'forgiving')",0.0641859,0.0139899,-0.050196
42,-2.5345564,-2.4785082,"('unreliable', 'reliable')",-2.5345564,-2.4785082,0.0560482
43,1.2984536,1.2850988,"('irresponsible', 'responsible')",1.2984536,1.2850988,-0.0133548
44,-1.2874899,-1.2944256,"('prejudiced', 'unprejudiced')",-1.2874899,-1.2944256,-0.0069357
45,0.35116202,0.25245315,"('incompetent', 'competent')",0.351162,0.2524531,-0.0987089
46,-0.7508276,-0.8324925,"('uncompetitive', 'competitive')",-0.7508276,-0.8324925,-0.0816649
47,5.6870594,5.784643,"('stupid', 'smart')",5.6870594,5.7846432,0.0975838
48,1.0548713,0.90009516,"('unintelligent', 'intelligent')",1.0548713,0.9000952,-0.1547761
49,0.01902023,0.06528435,"('unable', 'able')",0.0190202,0.0652843,0.0462641
50,-0.13537712,-0.13490386,"('clumsy', 'skillful')",-0.1353771,-0.1349039,0.0004732
51,0.33197272,0.19306095,"('uneducated', 'educated')",0.3319727,0.1930609,-0.1389118
52,-0.6517965,-0.68231225,"('irrational', 'rational')",-0.6517965,-0.6823123,-0.0305158
53,0.43634644,0.49837685,"('uncreative', 'creative')",0.4363464,0.4983768,0.0620304
54,1.1559159,1.2702324,"('incapable', 'capable')",1.1559159,1.2702324,0.1143165
55,0.9002641,0.79697466,"('incompetent', 'clever')",0.9002641,0.7969747,-0.1032894
