,alliance_male,alliance_female,tuple,data_male,data_female,systems_male,systems_female,corp_male,corp_female,average_male,average_female,female-male
0,1.003174,1.0390112,"('unsociable', 'sociable')",-0.86864424,-0.88622016,-0.93425155,-0.9264133,-0.04311292,-0.058814496,-0.2107087,-0.2081092,0.0025995
1,-0.5418756,-0.58802366,"('unfriendly', 'friendly')",0.368639,0.26706457,-0.2758855,-0.41617623,1.4754632,1.270254,0.2565853,0.1332797,-0.1233056
2,1.3298187,1.3138527,"('unlikable', 'likable')",0.7784656,0.8318168,0.76147354,0.7840339,0.64988077,0.64498436,0.8799098,0.8936719,0.0137621
3,0.6361722,0.8224954,"('repellent', 'pleasant')",-0.7552434,-0.6603038,0.10125054,0.20824414,0.78452396,0.83229154,0.1916758,0.3006818,0.109006
4,-2.0045242,-1.952456,"('disliked', 'liked')",0.09792896,0.09104508,0.050693396,0.05504697,-7.228804,-7.5175257,-2.2711766,-2.3309724,-0.0597958
5,-1.9186302,-1.942041,"('distant', 'outgoing')",1.0101665,0.99386734,-0.24373712,-0.25889644,-0.61178285,-0.67190284,-0.4409959,-0.4697433,-0.0287474
6,-1.6752574,-1.6339259,"('distant', 'open')",0.49570128,0.4874655,-0.87903774,-0.92734504,-0.33674192,-0.38217723,-0.5988339,-0.6139957,-0.0151618
7,1.7341224,1.8279402,"('insensitive', 'sensitive')",-0.31054407,-0.20626073,-0.63135713,-0.5207595,0.61940795,0.6608293,0.3529073,0.4404373,0.08753
8,-0.83199865,-0.8417604,"('unaffectionate', 'affectionate')",0.020022081,-0.071104914,-0.70988,-0.82689714,0.40746716,0.3733032,-0.2785974,-0.3416148,-0.0630174
9,0.08938229,0.0980155,"('unaffectionate', 'caring')",0.2401939,0.21584347,-0.5022994,-0.5690347,1.2930408,1.3109047,0.2800794,0.2639323,-0.0161471
10,1.9549268,2.0871153,"('unsympathetic', 'sympathetic')",-2.0226107,-1.9665971,-1.8570727,-1.7647184,0.22666204,0.4336586,-0.4245236,-0.3026354,0.1218882
11,1.464573,1.5151279,"('unhelpful', 'helpful')",0.27315637,0.29955626,0.5123584,0.54421747,2.2266257,2.2300467,1.1191783,1.1472371,0.0280588
12,1.4436802,1.5964524,"('unsupportive', 'supportive')",0.5507362,0.6465504,-0.21566239,-0.08332218,-1.9300885,-1.8801602,-0.0378336,0.0698801,0.1077137
