,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.6388413,-1.7767142,"('unsociable', 'sociable')",-1.6388413,-1.7767142,-0.1378729
1,-0.039979808,-0.23824784,"('unfriendly', 'friendly')",-0.0399798,-0.2382478,-0.198268
2,-0.48940206,-0.40407717,"('unlikable', 'likable')",-0.4894021,-0.4040772,0.0853249
3,-0.6229876,-0.5806584,"('repellent', 'pleasant')",-0.6229876,-0.5806584,0.0423292
4,-2.002551,-1.9789321,"('disliked', 'liked')",-2.0025511,-1.9789321,0.023619
5,-0.46561134,-0.51396906,"('distant', 'outgoing')",-0.4656113,-0.5139691,-0.0483578
6,-0.49438387,-0.5808627,"('distant', 'open')",-0.4943839,-0.5808627,-0.0864788
7,-0.48100877,-0.43101776,"('insensitive', 'sensitive')",-0.4810088,-0.4310178,0.049991
8,-0.24771923,-0.41707814,"('unaffectionate', 'affectionate')",-0.2477192,-0.4170781,-0.1693589
9,-0.28174642,-0.4335926,"('unaffectionate', 'caring')",-0.2817464,-0.4335926,-0.1518462
10,-1.6794018,-1.6499425,"('unsympathetic', 'sympathetic')",-1.6794018,-1.6499425,0.0294593
11,0.5474102,0.6003211,"('unhelpful', 'helpful')",0.5474102,0.6003211,0.0529109
12,-1.0344338,-0.99683994,"('unsupportive', 'supportive')",-1.0344338,-0.9968399,0.0375939
13,-1.0104554,-1.0618945,"('impolite', 'polite')",-1.0104554,-1.0618945,-0.0514391
14,-1.1689847,-1.1307572,"('antisocial', 'social')",-1.1689847,-1.1307572,0.0382275
15,0.27144173,0.21238533,"('boring', 'funny')",0.2714417,0.2123853,-0.0590564
16,-0.049890272,-0.070007995,"('unpopular', 'popular')",-0.0498903,-0.070008,-0.0201177
17,-0.5319297,-0.4597164,"('nasty', 'nice')",-0.5319297,-0.4597164,0.0722133
18,-0.63927436,-0.6170126,"('disagreeable', 'welcoming')",-0.6392744,-0.6170126,0.0222618
19,-1.4853983,-1.501159,"('inhospitable', 'hospitable')",-1.4853983,-1.501159,-0.0157607
20,-0.21432775,-0.24656273,"('rough', 'thoughtful')",-0.2143278,-0.2465627,-0.0322349
21,-0.8142332,-0.7420695,"('immoral', 'moral')",-0.8142332,-0.7420695,0.0721637
22,-1.131677,-1.1916946,"('untrustworthy', 'trustworthy')",-1.131677,-1.1916946,-0.0600176
