,corps_male,corps_female,tuple,average_male,average_female,female-male
0,-0.104056016,-0.19602123,"('unsociable', 'sociable')",-0.104056,-0.1960212,-0.0919652
1,0.92049885,1.0658281,"('unfriendly', 'friendly')",0.9204988,1.0658281,0.1453293
2,-0.05225647,0.02790313,"('unlikable', 'likable')",-0.0522565,0.0279031,0.0801596
3,0.6226675,0.6256454,"('repellent', 'pleasant')",0.6226675,0.6256454,0.0029779
4,-7.5841703,-7.66396,"('disliked', 'liked')",-7.5841703,-7.66396,-0.0797897
5,-0.90268946,-0.72508895,"('distant', 'outgoing')",-0.9026895,-0.725089,0.1776005
6,-0.4407736,-0.29348534,"('distant', 'open')",-0.4407736,-0.2934853,0.1472883
7,0.92937297,0.904931,"('insensitive', 'sensitive')",0.929373,0.904931,-0.024442
8,0.85055876,0.8596033,"('unaffectionate', 'affectionate')",0.8505588,0.8596033,0.0090445
9,1.4756076,1.4494698,"('unaffectionate', 'caring')",1.4756076,1.4494698,-0.0261378
10,1.3537557,1.2983139,"('unsympathetic', 'sympathetic')",1.3537557,1.2983139,-0.0554418
11,1.8093884,1.749073,"('unhelpful', 'helpful')",1.8093884,1.749073,-0.0603154
12,-1.7039956,-1.725661,"('unsupportive', 'supportive')",-1.7039956,-1.725661,-0.0216654
13,-0.29092398,-0.28046483,"('impolite', 'polite')",-0.290924,-0.2804648,0.0104592
14,0.3214053,0.21087305,"('antisocial', 'social')",0.3214053,0.2108731,-0.1105322
15,-0.0038931612,-0.056717522,"('boring', 'funny')",-0.0038932,-0.0567175,-0.0528243
16,-0.53079945,-0.45322245,"('unpopular', 'popular')",-0.5307994,-0.4532225,0.0775769
17,-0.47938177,-0.40197858,"('nasty', 'nice')",-0.4793818,-0.4019786,0.0774032
18,-0.33271873,-0.29922518,"('disagreeable', 'welcoming')",-0.3327187,-0.2992252,0.0334935
19,-0.6724894,-0.6740023,"('inhospitable', 'hospitable')",-0.6724894,-0.6740023,-0.0015129
20,0.92267126,0.88424736,"('rough', 'thoughtful')",0.9226713,0.8842474,-0.0384239
21,0.10719767,0.024667282,"('immoral', 'moral')",0.1071977,0.0246673,-0.0825304
22,-0.29037958,-0.34309113,"('untrustworthy', 'trustworthy')",-0.2903796,-0.3430911,-0.0527115
23,6.500667,6.4739447,"('insincere', 'sincere')",6.5006671,6.4739447,-0.0267224
24,1.5321189,1.4424864,"('dishonest', 'honest')",1.5321189,1.4424864,-0.0896325
25,0.8389905,0.8266145,"('egoistic', 'altruistic')",0.8389905,0.8266145,-0.012376
26,1.090731,0.9762906,"('hardhearted', 'benevolent')",1.090731,0.9762906,-0.1144404
27,1.6916577,1.5987785,"('hardhearted', 'softhearted')",1.6916577,1.5987785,-0.0928792
28,1.3324307,1.2351443,"('disloyal', 'loyal')",1.3324307,1.2351443,-0.0972864
29,-0.7338304,-0.78441334,"('unfair', 'fair')",-0.7338304,-0.7844133,-0.0505829
30,0.8878981,0.8431593,"('intolerant', 'tolerant')",0.8878981,0.8431593,-0.0447388
31,-1.671478,-1.5067859,"('evil', 'good')",-1.671478,-1.5067859,0.1646921
32,1.1157135,1.0015962,"('unkind', 'kind')",1.1157135,1.0015962,-0.1141173
33,-0.5338438,-0.6027766,"('wrong', 'right')",-0.5338438,-0.6027766,-0.0689328
34,4.6780915,4.7718062,"('mean', 'honorable')",4.6780915,4.7718062,0.0937147
35,-0.6872467,-0.90765744,"('corrupt', 'incorrupt')",-0.6872467,-0.9076574,-0.2204107
36,-1.0716009,-1.0596988,"('hostile', 'amicable')",-1.0716009,-1.0596988,0.0119021
37,0.771115,0.7660075,"('fake', 'genuine')",0.771115,0.7660075,-0.0051075
38,-0.25599128,-0.21435547,"('untruthful', 'truthful')",-0.2559913,-0.2143555,0.0416358
39,0.4683414,0.3918189,"('exploitative', 'cooperative')",0.4683414,0.3918189,-0.0765225
40,-1.5345505,-1.591294,"('stingy', 'generous')",-1.5345505,-1.5912941,-0.0567436
41,0.123283155,0.09921259,"('unforgiving', 'forgiving')",0.1232832,0.0992126,-0.0240706
42,-2.1823976,-2.2700303,"('unreliable', 'reliable')",-2.1823976,-2.2700303,-0.0876327
43,1.0624707,1.0811002,"('irresponsible', 'responsible')",1.0624707,1.0811002,0.0186295
44,-1.0531306,-1.0163901,"('prejudiced', 'unprejudiced')",-1.0531306,-1.0163901,0.0367405
45,-0.06267598,-0.10919985,"('incompetent', 'competent')",-0.062676,-0.1091999,-0.0465239
46,-0.5182997,-0.58853865,"('uncompetitive', 'competitive')",-0.5182997,-0.5885386,-0.0702389
47,5.213636,5.326957,"('stupid', 'smart')",5.2136359,5.3269572,0.1133213
48,0.5783371,0.5096492,"('unintelligent', 'intelligent')",0.5783371,0.5096492,-0.0686879
49,0.30781084,0.32235953,"('unable', 'able')",0.3078108,0.3223595,0.0145487
50,-0.27981788,-0.38416407,"('clumsy', 'skillful')",-0.2798179,-0.3841641,-0.1043462
51,0.6211468,0.49685416,"('uneducated', 'educated')",0.6211468,0.4968542,-0.1242926
52,-0.8354319,-0.89922196,"('irrational', 'rational')",-0.8354319,-0.899222,-0.0637901
