,beyond_male,beyond_female,tuple,average_male,average_female,female-male
0,0.07190812,-0.012255782,"('unsociable', 'sociable')",0.0719081,-0.0122558,-0.0841639
1,0.64238626,0.504126,"('unfriendly', 'friendly')",0.6423863,0.504126,-0.1382603
2,-0.0063923206,0.0023000427,"('unlikable', 'likable')",-0.0063923,0.0023,0.0086923
3,0.113512814,0.11693299,"('repellent', 'pleasant')",0.1135128,0.116933,0.0034202
4,-6.9174404,-7.145398,"('disliked', 'liked')",-6.9174404,-7.1453981,-0.2279577
5,-1.4976228,-1.5281215,"('distant', 'outgoing')",-1.4976228,-1.5281215,-0.0304987
6,-0.57076967,-0.7383922,"('distant', 'open')",-0.5707697,-0.7383922,-0.1676225
7,0.86700135,1.0075837,"('insensitive', 'sensitive')",0.8670014,1.0075837,0.1405823
8,1.1841028,1.0648223,"('unaffectionate', 'affectionate')",1.1841028,1.0648223,-0.1192805
9,1.108751,1.1685855,"('unaffectionate', 'caring')",1.1087511,1.1685855,0.0598344
10,0.77035624,0.74138886,"('unsympathetic', 'sympathetic')",0.7703562,0.7413889,-0.0289673
11,1.3384888,1.5626949,"('unhelpful', 'helpful')",1.3384888,1.5626949,0.2242061
12,-1.5517071,-1.5866925,"('unsupportive', 'supportive')",-1.5517071,-1.5866925,-0.0349854
13,-0.21843302,-0.24031287,"('impolite', 'polite')",-0.218433,-0.2403129,-0.0218799
14,0.7840762,0.76126766,"('antisocial', 'social')",0.7840762,0.7612677,-0.0228085
15,-0.11323973,-0.16070604,"('boring', 'funny')",-0.1132397,-0.160706,-0.0474663
16,-0.6713303,-0.7541755,"('unpopular', 'popular')",-0.6713303,-0.7541755,-0.0828452
17,-0.931523,-0.8481644,"('nasty', 'nice')",-0.931523,-0.8481644,0.0833586
18,-0.037643634,-0.23307231,"('disagreeable', 'welcoming')",-0.0376436,-0.2330723,-0.1954287
19,-0.79107404,-0.8743653,"('inhospitable', 'hospitable')",-0.791074,-0.8743653,-0.0832913
20,0.7762698,0.7518814,"('rough', 'thoughtful')",0.7762698,0.7518814,-0.0243884
21,-0.043339953,0.06967865,"('immoral', 'moral')",-0.04334,0.0696786,0.1130186
22,0.14096147,0.019657105,"('untrustworthy', 'trustworthy')",0.1409615,0.0196571,-0.1213044
23,6.228014,6.375208,"('insincere', 'sincere')",6.228014,6.3752079,0.1471939
24,1.8587129,1.7377425,"('dishonest', 'honest')",1.8587129,1.7377425,-0.1209704
25,0.56188154,0.36618337,"('egoistic', 'altruistic')",0.5618815,0.3661834,-0.1956981
26,1.3570464,1.2820145,"('hardhearted', 'benevolent')",1.3570464,1.2820145,-0.0750319
27,1.8655162,1.6403399,"('hardhearted', 'softhearted')",1.8655162,1.6403399,-0.2251763
28,1.3301082,1.2935882,"('disloyal', 'loyal')",1.3301082,1.2935882,-0.03652
29,-0.81193864,-0.87024623,"('unfair', 'fair')",-0.8119386,-0.8702462,-0.0583076
30,1.078878,1.020609,"('intolerant', 'tolerant')",1.078878,1.020609,-0.058269
31,-1.5935063,-1.693077,"('evil', 'good')",-1.5935063,-1.693077,-0.0995707
32,0.88612974,0.8492508,"('unkind', 'kind')",0.8861297,0.8492508,-0.0368789
33,-0.85008186,-0.9102251,"('wrong', 'right')",-0.8500819,-0.9102251,-0.0601432
34,4.964,5.197933,"('mean', 'honorable')",4.9640002,5.1979332,0.233933
35,-0.50953865,-0.77995104,"('corrupt', 'incorrupt')",-0.5095387,-0.779951,-0.2704123
36,-0.7314106,-0.88230634,"('hostile', 'amicable')",-0.7314106,-0.8823063,-0.1508957
37,1.1048429,1.0358471,"('fake', 'genuine')",1.1048429,1.0358471,-0.0689958
38,-0.38848883,-0.28174806,"('untruthful', 'truthful')",-0.3884888,-0.2817481,0.1067407
39,0.97146195,1.0368618,"('exploitative', 'cooperative')",0.971462,1.0368618,0.0653998
40,-0.69099355,-1.0576392,"('stingy', 'generous')",-0.6909935,-1.0576392,-0.3666457
41,0.3119895,0.2707532,"('unforgiving', 'forgiving')",0.3119895,0.2707532,-0.0412363
42,-1.6187365,-1.7635343,"('unreliable', 'reliable')",-1.6187365,-1.7635343,-0.1447978
43,1.0460597,1.1100938,"('irresponsible', 'responsible')",1.0460597,1.1100938,0.0640341
44,-0.49328136,-0.49816576,"('prejudiced', 'unprejudiced')",-0.4932814,-0.4981658,-0.0048844
