,norwegian_male,norwegian_female,tuple,cruise_male,cruise_female,line_male,line_female,hldgs_male,hldgs_female,ltd_male,ltd_female,average_male,average_female,female-male
0,0.1563552,0.27692857,"('unsociable', 'sociable')",0.8498253,1.1376565,1.5248195,1.7199132,-0.80844575,-0.7142308,0.10071016,0.18360582,0.3646529,0.5207747,0.1561218
1,0.21395431,0.2510776,"('unfriendly', 'friendly')",1.4303544,1.8601164,-0.91184485,-0.77864784,-1.5035546,-1.4570658,1.3485451,1.1342263,0.1154909,0.2019413,0.0864504
2,0.6036047,0.5642447,"('unlikable', 'likable')",1.5928118,1.6837752,1.0229251,1.1101841,0.68975484,0.6775179,0.2769533,0.20896895,0.8372099,0.8489382,0.0117283
3,0.17912762,0.2007466,"('repellent', 'pleasant')",-1.0907732,-1.0304272,0.99139994,1.2386056,0.2738455,0.33502585,0.546674,0.7317756,0.1800548,0.2951453,0.1150905
4,-0.57975787,-0.5488083,"('disliked', 'liked')",0.2857374,0.2692034,-0.45150012,-0.4225078,0.5408434,0.57301515,-6.565349,-6.3620214,-1.3540052,-1.2982238,0.0557814
5,-0.7220459,-0.6307932,"('distant', 'outgoing')",1.3013724,1.4429464,-2.6307418,-2.654141,-1.2554088,-1.0975277,-1.252077,-1.3541849,-0.9117803,-0.85874,0.0530403
6,-0.16145441,-0.063835815,"('distant', 'open')",0.44704032,0.6480543,-2.5123584,-2.4781432,-1.4602535,-1.2594795,-0.63780653,-0.76078683,-0.8649665,-0.7828382,0.0821283
7,0.28909016,0.33051834,"('insensitive', 'sensitive')",-0.15262762,0.13246956,-0.66381156,-0.6249077,-0.8380661,-0.75194186,0.182922,0.16800903,-0.2364986,-0.1491705,0.0873281
8,0.5559855,0.5695727,"('unaffectionate', 'affectionate')",1.463998,1.569683,-1.1311352,-1.3020842,-1.2331421,-1.2426175,0.35339954,0.14073336,0.0018211,-0.0529426,-0.0547637
9,1.1901623,1.2275971,"('unaffectionate', 'caring')",1.1300741,1.3080351,-1.5109113,-1.5702543,-1.4576517,-1.4252148,0.71232134,0.54017115,0.0127989,0.0160668,0.0032679
10,0.5419921,0.5565955,"('unsympathetic', 'sympathetic')",-1.0187914,-0.72601473,0.06145239,0.2078548,-1.4994974,-1.4382589,0.34399062,0.26678026,-0.3141707,-0.2266086,0.0875621
11,0.51317525,0.42885178,"('unhelpful', 'helpful')",-0.13564345,-0.055509947,-0.26039916,-0.18927363,-0.976262,-1.0177708,2.263558,2.2179058,0.2808857,0.2768406,-0.0040451
12,1.3134112,1.3839054,"('unsupportive', 'supportive')",1.289452,1.5113856,0.1410495,0.17597327,-0.5633524,-0.46360388,-2.025091,-1.9653381,0.0310939,0.1284644,0.0973705
13,1.2639467,1.2494607,"('impolite', 'polite')",0.715994,0.8026609,1.5701195,1.4828343,-0.20306212,-0.25751725,0.2834554,0.32191128,0.7260907,0.71987,-0.0062207
14,1.0622437,1.1155055,"('antisocial', 'social')",1.0708208,1.228952,1.4576921,1.5901349,0.49912676,0.56145674,-0.21410117,-0.059427366,0.7751565,0.8873244,0.1121679
15,0.6029168,0.58675414,"('boring', 'funny')",1.985899,1.9211175,-1.0013032,-1.2502333,-0.22763452,-0.28649524,-0.022761934,-0.051476907,0.2674232,0.1839332,-0.08349
16,-0.6720343,-0.63389003,"('unpopular', 'popular')",0.7536155,0.80831003,0.3941608,0.43481222,0.4263385,0.43300283,0.60040593,0.6726142,0.3004973,0.3429698,0.0424725
17,-0.079060026,-0.015949115,"('nasty', 'nice')",-0.14423788,-0.034090996,-0.4737583,-0.4404363,-0.025624935,0.07446378,-0.49287164,-0.29599622,-0.2431106,-0.1424018,0.1007088
18,0.9455472,1.0048164,"('disagreeable', 'welcoming')",1.2222801,1.2830733,-0.55899364,-0.6708902,-0.32227653,-0.29223037,-1.0372404,-1.1411648,0.0498634,0.0367209,-0.0131425
19,-1.0405322,-0.96088743,"('inhospitable', 'hospitable')",-0.546108,-0.30863762,-2.4716136,-2.255076,-1.2226486,-1.0845877,-1.4218243,-1.3667786,-1.3405454,-1.1951935,0.1453519
20,-0.26293284,-0.22302932,"('rough', 'thoughtful')",-0.8807653,-0.7897318,0.08005126,0.3462258,-0.95813674,-0.9142481,0.70175445,0.6922327,-0.2640058,-0.1777101,0.0862957
21,0.13772206,0.048663504,"('immoral', 'moral')",-0.607142,-0.41030595,1.0859907,1.4095691,-0.62376,-0.5956175,-0.6882359,-0.7104914,-0.139085,-0.0516364,0.0874486
22,0.47029844,0.48772135,"('untrustworthy', 'trustworthy')",-0.83152944,-0.77007276,0.850789,1.0668371,0.046679087,0.11694062,-1.0395861,-0.9884712,-0.1006698,-0.017409,0.0832608
23,0.58896184,0.5602545,"('insincere', 'sincere')",-0.44639868,-0.110936,-0.35166624,-0.15378831,-1.0544947,-1.0004317,6.09016,5.8797555,0.9653124,1.0349709,0.0696585
24,0.79498845,0.86180866,"('dishonest', 'honest')",-0.6079593,-0.49856892,-1.9386561,-2.0225577,-1.1887256,-1.1573169,0.8384277,0.70132446,-0.4203849,-0.4230621,-0.0026772
25,0.9625647,0.9461678,"('egoistic', 'altruistic')",0.6930043,0.6717449,0.702995,0.5805317,-0.3357249,-0.4093454,0.59851134,0.44825542,0.5242702,0.4474709,-0.0767993
26,0.51393175,0.47641417,"('hardhearted', 'benevolent')",1.4051937,1.636535,-0.95174545,-0.9530048,-0.5296064,-0.5622761,1.7575728,1.5351694,0.4390693,0.4265675,-0.0125018
27,-0.75366855,-0.71950483,"('hardhearted', 'softhearted')",0.49605343,0.5407601,-1.9998161,-2.1397934,-0.66359496,-0.7001038,0.19619781,-0.12931669,-0.5449657,-0.6295918,-0.0846261
28,1.3750545,1.3959682,"('disloyal', 'loyal')",-0.013302914,0.26918542,-0.47666994,-0.27616763,-1.2307289,-1.1497129,1.5441036,1.4428874,0.2396913,0.3364321,0.0967408
29,-0.9327282,-0.8120282,"('unfair', 'fair')",0.04520751,0.047128886,0.0763793,0.117070064,-0.27767688,-0.23834346,-1.0993226,-1.1884409,-0.4376282,-0.4149227,0.0227055
30,1.1202135,1.113151,"('intolerant', 'tolerant')",0.15175977,0.37936765,-0.5625633,-0.60854536,-1.0372999,-1.0320134,0.9711903,0.87521726,0.1286601,0.1454354,0.0167753
31,-1.5596493,-1.4884666,"('evil', 'good')",-0.52218497,-0.46977025,-1.9242084,-1.7723056,-1.0191176,-0.9420032,-2.0627878,-2.2481883,-1.4175896,-1.3841469,0.0334427
32,0.49508756,0.422383,"('unkind', 'kind')",0.2588319,0.37191904,-0.07384098,0.03192064,0.09363468,0.04568698,1.4504431,1.3070651,0.4448313,0.4357949,-0.0090364
33,0.67655456,0.69455916,"('wrong', 'right')",1.2225744,1.2614977,-0.34184965,-0.480492,-0.27568942,-0.22524044,-0.9074759,-0.9911143,0.0748228,0.051842,-0.0229808
34,-0.5688903,-0.59850997,"('mean', 'honorable')",-1.0884454,-0.9153849,-0.21851516,-0.086032085,-0.80705297,-0.740111,5.9618416,5.876458,0.6557876,0.7072841,0.0514965
35,-0.574986,-0.57757765,"('corrupt', 'incorrupt')",0.00062390417,-0.18812612,-0.93907243,-0.9923179,-0.42517778,-0.37922007,-1.148051,-1.2352843,-0.6173326,-0.6745052,-0.0571726
36,-0.17735228,-0.1836175,"('hostile', 'amicable')",-0.08126957,0.042841382,-0.84286845,-0.61235315,-1.044089,-0.95104396,-0.18757537,-0.18444215,-0.4666309,-0.3777231,0.0889078
37,-0.34853816,-0.31335658,"('fake', 'genuine')",-1.122806,-0.89010817,-1.5291593,-1.4949536,-1.6216303,-1.5660583,-0.25503668,-0.38456094,-0.9754341,-0.9298076,0.0456265
38,0.7113003,0.7005418,"('untruthful', 'truthful')",-0.4060223,-0.3292683,-1.1960802,-1.2566953,-1.4901439,-1.403793,0.4944237,0.4049742,-0.3773045,-0.3768481,0.0004564
39,1.5718243,1.5896837,"('exploitative', 'cooperative')",0.5942622,0.68881416,0.0015779212,0.0048997775,0.9569956,0.91205597,0.20076294,0.26076102,0.6650846,0.6912429,0.0261583
40,1.2710071,1.4087604,"('stingy', 'generous')",0.3933176,0.43351963,0.09247496,0.17496727,-0.098743126,-0.0049228817,-2.262581,-2.3323472,-0.1209049,-0.0640046,0.0569003
