,deer_male,deer_female,tuple,average_male,average_female,female-male
0,-0.22449729,-0.2663478,"('unsociable', 'sociable')",-0.2244973,-0.2663478,-0.0418505
1,1.1778595,1.1649349,"('unfriendly', 'friendly')",1.1778595,1.1649349,-0.0129246
2,0.067003645,0.19494173,"('unlikable', 'likable')",0.0670036,0.1949417,0.1279381
3,0.5994268,0.64086926,"('repellent', 'pleasant')",0.5994268,0.6408693,0.0414425
4,-6.5822253,-6.8498907,"('disliked', 'liked')",-6.5822253,-6.8498907,-0.2676654
5,-0.3861865,-0.3604557,"('distant', 'outgoing')",-0.3861865,-0.3604557,0.0257308
6,0.33796644,0.25262123,"('distant', 'open')",0.3379664,0.2526212,-0.0853452
7,0.9198218,0.93753326,"('insensitive', 'sensitive')",0.9198218,0.9375333,0.0177115
8,1.332892,1.1930975,"('unaffectionate', 'affectionate')",1.3328919,1.1930975,-0.1397944
9,1.6016434,1.6075954,"('unaffectionate', 'caring')",1.6016434,1.6075954,0.005952
10,0.8128194,0.81661886,"('unsympathetic', 'sympathetic')",0.8128194,0.8166189,0.0037995
11,1.2021923,1.3121039,"('unhelpful', 'helpful')",1.2021923,1.3121039,0.1099116
12,-1.6087018,-1.6122655,"('unsupportive', 'supportive')",-1.6087018,-1.6122655,-0.0035637
13,-0.5965986,-0.5353154,"('impolite', 'polite')",-0.5965986,-0.5353154,0.0612832
14,-0.15612485,-0.1460969,"('antisocial', 'social')",-0.1561248,-0.1460969,0.0100279
15,0.2717972,0.21662615,"('boring', 'funny')",0.2717972,0.2166262,-0.055171
16,-0.21084794,-0.2287241,"('unpopular', 'popular')",-0.2108479,-0.2287241,-0.0178762
17,0.01073188,-0.0018260852,"('nasty', 'nice')",0.0107319,-0.0018261,-0.012558
18,-0.6100375,-0.5883878,"('disagreeable', 'welcoming')",-0.6100375,-0.5883878,0.0216497
19,-0.42292762,-0.40400648,"('inhospitable', 'hospitable')",-0.4229276,-0.4040065,0.0189211
20,0.9488096,0.88805455,"('rough', 'thoughtful')",0.9488096,0.8880545,-0.0607551
21,-0.61957735,-0.4009415,"('immoral', 'moral')",-0.6195773,-0.4009415,0.2186358
22,-0.440421,-0.4667275,"('untrustworthy', 'trustworthy')",-0.440421,-0.4667275,-0.0263065
23,5.233899,5.458365,"('insincere', 'sincere')",5.2338991,5.458365,0.2244659
24,1.2574048,1.2147093,"('dishonest', 'honest')",1.2574048,1.2147093,-0.0426955
25,0.6120534,0.56577337,"('egoistic', 'altruistic')",0.6120534,0.5657734,-0.04628
26,0.89714056,0.63232213,"('hardhearted', 'benevolent')",0.8971406,0.6323221,-0.2648185
27,1.5055894,1.2102735,"('hardhearted', 'softhearted')",1.5055894,1.2102735,-0.2953159
28,1.0627985,1.0237852,"('disloyal', 'loyal')",1.0627985,1.0237852,-0.0390133
29,-0.15299538,-0.25148293,"('unfair', 'fair')",-0.1529954,-0.2514829,-0.0984875
30,0.5706592,0.65747255,"('intolerant', 'tolerant')",0.5706592,0.6574726,0.0868134
31,-0.50743204,-0.62982816,"('evil', 'good')",-0.507432,-0.6298282,-0.1223962
32,1.0732177,0.94948244,"('unkind', 'kind')",1.0732177,0.9494824,-0.1237353
33,-0.30614808,-0.33499125,"('wrong', 'right')",-0.3061481,-0.3349912,-0.0288431
34,4.115575,4.340189,"('mean', 'honorable')",4.1155748,4.340189,0.2246142
35,-0.397251,-0.69615877,"('corrupt', 'incorrupt')",-0.397251,-0.6961588,-0.2989078
36,-0.22065097,-0.41228792,"('hostile', 'amicable')",-0.220651,-0.4122879,-0.1916369
37,0.95494103,0.97440934,"('fake', 'genuine')",0.954941,0.9744093,0.0194683
38,-0.5067373,-0.4483252,"('untruthful', 'truthful')",-0.5067373,-0.4483252,0.0584121
39,0.30701706,0.37588617,"('exploitative', 'cooperative')",0.3070171,0.3758862,0.0688691
40,-1.2979591,-1.5060285,"('stingy', 'generous')",-1.2979591,-1.5060285,-0.2080694
41,0.414819,0.35536113,"('unforgiving', 'forgiving')",0.414819,0.3553611,-0.0594579
42,-1.8955748,-1.9216642,"('unreliable', 'reliable')",-1.8955748,-1.9216642,-0.0260894
43,0.8196675,0.9890183,"('irresponsible', 'responsible')",0.8196675,0.9890183,0.1693508
44,-0.93211484,-0.9466436,"('prejudiced', 'unprejudiced')",-0.9321148,-0.9466436,-0.0145288
45,0.19038832,0.027903492,"('incompetent', 'competent')",0.1903883,0.0279035,-0.1624848
46,-0.8922948,-0.84996957,"('uncompetitive', 'competitive')",-0.8922948,-0.8499696,0.0423252
47,4.3530865,4.5812407,"('stupid', 'smart')",4.3530865,4.5812407,0.2281542
48,0.25718838,0.30282387,"('unintelligent', 'intelligent')",0.2571884,0.3028239,0.0456355
49,-0.18408704,0.0045371586,"('unable', 'able')",-0.184087,0.0045372,0.1886242
50,-0.27225578,-0.2728698,"('clumsy', 'skillful')",-0.2722558,-0.2728698,-0.000614
51,-0.2775791,-0.26097554,"('uneducated', 'educated')",-0.2775791,-0.2609755,0.0166036
52,0.026266158,-0.14722139,"('irrational', 'rational')",0.0262662,-0.1472214,-0.1734876
53,0.29999745,0.23507534,"('uncreative', 'creative')",0.2999974,0.2350753,-0.0649221
54,0.9875572,1.1006763,"('incapable', 'capable')",0.9875572,1.1006763,0.1131191
55,0.27359772,0.3606632,"('incompetent', 'clever')",0.2735977,0.3606632,0.0870655
56,0.40779018,0.494722,"('impractical', 'practical')",0.4077902,0.494722,0.0869318
57,-2.0776813,-2.2204273,"('unimaginative', 'imaginative')",-2.0776813,-2.2204273,-0.142746
58,0.2368021,0.1751001,"('undiscriminating', 'discriminating')",0.2368021,0.1751001,-0.061702
59,0.22075038,0.2519796,"('foolish', 'wise')",0.2207504,0.2519796,0.0312292
60,-0.15599021,0.11901235,"('inefficient', 'efficient')",-0.1559902,0.1190123,0.2750025
61,0.20815198,0.10976565,"('illogical', 'logical')",0.208152,0.1097656,-0.0983864
62,0.091119565,0.2837875,"('incompetent', 'brilliant')",0.0911196,0.2837875,0.1926679
63,-0.32837424,-0.17942639,"('unperceptive', 'insightful')",-0.3283742,-0.1794264,0.1489478
64,-5.7453246,-5.774833,"('shy', 'confident')",-5.7453246,-5.7748332,-0.0295086
65,0.24655639,0.3801089,"('insecure', 'secure')",0.2465564,0.3801089,0.1335525
66,0.5338425,0.33354497,"('inactive', 'active')",0.5338425,0.333545,-0.2002975
67,-0.8062126,-0.6391957,"('doubtful', 'determined')",-0.8062126,-0.6391957,0.1670169
68,-1.0135691,-0.855596,"('dependent', 'independent')",-1.0135691,-0.855596,0.1579731
69,-1.2742534,-1.3735665,"('lazy', 'industrious')",-1.2742534,-1.3735665,-0.0993131
70,1.1481556,1.0878843,"('lethargic', 'energetic')",1.1481556,1.0878843,-0.0602713
71,0.81071997,0.7384535,"('diffident', 'self-confident')",0.81072,0.7384535,-0.0722665
72,0.36525947,0.5333289,"('unambitious', 'ambitious')",0.3652595,0.5333289,0.1680694
73,-2.6860178,-2.65427,"('helpless', 'self-reliant')",-2.6860178,-2.6542699,0.0317479
74,0.057518464,-0.093879886,"('undedicated', 'dedicated')",0.0575185,-0.0938799,-0.1513984
75,-0.5547416,-0.51197904,"('meek', 'impulsive')",-0.5547416,-0.511979,0.0427626
76,0.2306154,0.3684452,"('anxious', 'daring')",0.2306154,0.3684452,0.1378298
77,-1.3946593,-1.1754667,"('unmotivated', 'motivated')",-1.3946593,-1.1754667,0.2191926
78,-0.8544534,-0.8576277,"('nonresilient', 'resilient')",-0.8544534,-0.8576277,-0.0031743
79,-0.07304225,-0.047539562,"('wavering', 'unwavering')",-0.0730423,-0.0475396,0.0255027
80,-0.5208238,-0.53926826,"('dominated', 'dominating')",-0.5208238,-0.5392683,-0.0184445
81,-0.48799857,-0.32193726,"('submissive', 'aggressive')",-0.4879986,-0.3219373,0.1660613
82,5.799794,5.9908824,"('poor', 'rich')",5.7997942,5.9908824,0.1910882
83,-0.46614304,-0.40816042,"('powerless', 'powerful')",-0.466143,-0.4081604,0.0579826
84,0.31787476,0.34919995,"('inferior', 'superior')",0.3178748,0.3492,0.0313252
85,-0.33975857,-0.40887073,"('insignificant', 'prestigious')",-0.3397586,-0.4088707,-0.0691121
86,0.19709136,0.083179824,"('uninfluential', 'influential')",0.1970914,0.0831798,-0.1139116
87,-0.20844218,-0.13259883,"('unsuccessful', 'successful')",-0.2084422,-0.1325988,0.0758434
88,-0.3594285,-0.31111553,"('low', 'eminent')",-0.3594285,-0.3111155,0.048313
