,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,female-male
0,-2.02953,-2.2204113,"('unsociable', 'sociable')",-0.77033925,-0.8982908,-0.46495908,-0.57697463,0.07416545,-0.039201725,-0.7976658,-0.9337196,-0.1360538
1,-0.8856964,-1.007721,"('unfriendly', 'friendly')",-0.26605755,-0.24763978,2.2496421,2.1018057,1.4264672,1.332848,0.6310889,0.5448232,-0.0862657
2,0.38365212,0.38383314,"('unlikable', 'likable')",1.0498902,1.0776609,0.77816856,0.7536752,0.77428365,0.90967333,0.7464986,0.7812107,0.0347121
3,-1.5652387,-1.5779054,"('repellent', 'pleasant')",-0.87035125,-0.84616023,-0.4234754,-0.4067563,0.48759943,0.49963716,-0.5928665,-0.5827962,0.0100703
4,0.9822118,1.0250491,"('disliked', 'liked')",1.252637,1.3758818,1.3250928,1.333708,-6.465271,-6.399803,-0.7263323,-0.6662911,0.0600412
5,1.8500584,1.9267402,"('distant', 'outgoing')",1.2769543,1.4332622,3.519529,3.541364,-0.28516367,-0.17526335,1.5903444,1.6815257,0.0911813
6,1.8658528,1.9380583,"('distant', 'open')",1.3723415,1.5506045,2.8867886,2.8806496,-0.07746446,0.016709425,1.5118796,1.5965054,0.0846258
7,-1.6771584,-1.750983,"('insensitive', 'sensitive')",-1.6444019,-1.6812747,-0.29806107,-0.31382924,-0.02464638,-0.019776484,-0.9110669,-0.9414659,-0.030399
8,-0.5999591,-0.65873986,"('unaffectionate', 'affectionate')",-0.098695666,-0.13037716,1.6467376,1.5837346,0.41383845,0.36602533,0.3404803,0.2901607,-0.0503196
9,-0.71119577,-0.7911458,"('unaffectionate', 'caring')",-0.4557398,-0.4921756,2.3009381,2.2237597,1.1576928,1.1406618,0.5729238,0.520275,-0.0526488
10,-3.3126695,-3.4595544,"('unsympathetic', 'sympathetic')",-2.3787591,-2.5449107,-1.5052881,-1.6022555,-0.17345016,-0.22768894,-1.8425417,-1.9586023,-0.1160606
11,-1.730749,-1.8334526,"('unhelpful', 'helpful')",-2.3908734,-2.4768288,-0.7465792,-0.7699112,2.0253499,2.056145,-0.710713,-0.7560119,-0.0452989
12,-1.1480275,-1.1933577,"('unsupportive', 'supportive')",-0.4584524,-0.4223413,1.4586055,1.4295714,-1.9813354,-1.8901273,-0.5323024,-0.5190637,0.0132387
13,-1.5498607,-1.640126,"('impolite', 'polite')",-1.4926819,-1.5785289,-0.45982364,-0.5069062,-0.027018297,-0.090520784,-0.8823461,-0.9540205,-0.0716744
14,-1.8313209,-1.9239025,"('antisocial', 'social')",-1.1909873,-1.2614211,-2.7348373,-2.7677112,-0.4670969,-0.49964902,-1.5560607,-1.613171,-0.0571103
15,0.36571434,0.35676622,"('boring', 'funny')",0.72205573,0.74639267,0.6000325,0.58612126,0.7860141,0.8256175,0.6184542,0.6287245,0.0102703
16,0.84005237,0.8964349,"('unpopular', 'popular')",0.5911924,0.6931756,-0.845453,-0.8064389,0.3147864,0.2587471,0.2251446,0.2604797,0.0353351
17,0.73212856,0.7797981,"('nasty', 'nice')",0.8897167,0.9670454,1.150679,1.1982368,-0.029683787,0.006424455,0.6857101,0.7378762,0.0521661
18,-0.23566464,-0.2737735,"('disagreeable', 'welcoming')",0.32527992,0.3998312,-0.99884355,-1.1573243,-1.2650853,-1.274643,-0.5435784,-0.5764774,-0.032899
19,0.14983316,0.23222995,"('inhospitable', 'hospitable')",-0.21341933,-0.07894099,1.904399,1.9476023,-0.35804978,-0.287856,0.3706908,0.4532588,0.082568
20,-0.34303018,-0.41684565,"('rough', 'thoughtful')",0.6996901,0.677101,-0.068483874,-0.09368815,0.6373485,0.58173645,0.2313811,0.1870759,-0.0443052
21,-1.8160051,-1.9054797,"('immoral', 'moral')",-1.0497376,-1.1054474,-1.6153169,-1.6086642,-0.72960204,-0.7037984,-1.3026654,-1.3308474,-0.028182
22,-1.4973515,-1.5623206,"('untrustworthy', 'trustworthy')",-1.1498771,-1.1770455,-1.0301504,-1.0926898,-0.7193806,-0.74466676,-1.09919,-1.1441807,-0.0449907
23,-2.2993948,-2.4889684,"('insincere', 'sincere')",-2.2938168,-2.423008,-0.100032926,-0.23702808,5.6398664,5.4675636,0.2366555,0.0796398,-0.1570157
24,-1.9182583,-1.999865,"('dishonest', 'honest')",-2.23247,-2.194703,-0.1724268,-0.24318516,0.56892866,0.5584552,-0.9385566,-0.9698245,-0.0312679
25,0.8729076,0.87612146,"('egoistic', 'altruistic')",1.2523661,1.3089924,1.7121354,1.6343491,1.6616251,1.5979177,1.3747585,1.3543452,-0.0204133
26,0.3736733,0.23729825,"('hardhearted', 'benevolent')",1.0088993,0.8697577,1.4069817,1.2510478,1.4652447,1.3288634,1.0636997,0.9217418,-0.1419579
27,0.23211421,0.16249925,"('hardhearted', 'softhearted')",-0.88793606,-0.87164843,1.1913798,1.1452026,0.620744,0.53541017,0.2890755,0.2428659,-0.0462096
28,-2.193128,-2.3324764,"('disloyal', 'loyal')",-1.8600063,-1.9271348,-1.0340071,-1.1867474,0.54559296,0.40815654,-1.1353872,-1.2595506,-0.1241634
29,-0.110045336,-0.12379709,"('unfair', 'fair')",-0.42482653,-0.37231642,-0.04038908,-0.040726386,-0.85231286,-0.91553104,-0.3568935,-0.3630927,-0.0061992
30,-1.4725596,-1.5560098,"('intolerant', 'tolerant')",-2.0777788,-2.1175263,0.04804948,-0.024797097,0.38600814,0.4551249,-0.7790701,-0.8108021,-0.031732
31,1.3791869,1.4769831,"('evil', 'good')",1.2808245,1.4998592,1.2183001,1.2852376,-1.0872971,-1.0777717,0.6977535,0.7960771,0.0983236
32,-1.1807181,-1.2984924,"('unkind', 'kind')",-1.0905585,-1.2113172,-1.1557002,-1.2181891,0.969865,0.82695764,-0.6142779,-0.7252603,-0.1109824
33,1.399283,1.3907996,"('wrong', 'right')",1.1828065,1.2305604,1.4200151,1.3841351,-0.7651621,-0.7610844,0.8092357,0.8111027,0.001867
34,-0.19855833,-0.1745874,"('mean', 'honorable')",-0.8005676,-0.6949209,1.4457359,1.4751694,5.325042,5.3386745,1.4429129,1.486084,0.0431711
35,2.6631951,2.730359,"('corrupt', 'incorrupt')",1.780555,1.8495706,1.032147,1.0799668,-0.49689463,-0.5930891,1.2447506,1.2667019,0.0219513
36,2.1280525,2.0926924,"('hostile', 'amicable')",1.7006643,1.7450451,2.6692152,2.5904949,-0.12644081,-0.2824944,1.5928727,1.5364344,-0.0564383
37,-0.81890994,-0.8453069,"('fake', 'genuine')",-0.45852143,-0.42039895,-0.1759865,-0.2176666,0.012050129,0.012905879,-0.3603419,-0.3676167,-0.0072748
38,-0.57602584,-0.5736384,"('untruthful', 'truthful')",-0.9922923,-0.92139053,0.9010948,0.91132903,0.09609512,0.1717745,-0.142782,-0.1029814,0.0398006
39,-0.88161993,-0.93253565,"('exploitative', 'cooperative')",-0.1494558,-0.07522088,0.42973876,0.47327194,0.6239826,0.6750565,0.0056614,0.035143,0.0294816
40,-0.04952647,-0.12397398,"('stingy', 'generous')",-0.04052572,0.030937202,0.27561808,0.136015,-2.1719272,-2.2504308,-0.4965903,-0.5518631,-0.0552728
41,-1.0459063,-1.1402298,"('unforgiving', 'forgiving')",-0.8329363,-0.8229961,-0.42683637,-0.5913943,-0.07125527,-0.08496772,-0.5942335,-0.659897,-0.0656635
42,0.38666955,0.40813795,"('unreliable', 'reliable')",0.9028887,0.97734725,0.08020201,0.046591245,-2.5791674,-2.4267762,-0.3023518,-0.2486749,0.0536769
43,-2.280422,-2.3441815,"('irresponsible', 'responsible')",-2.4575408,-2.3710816,-0.2245282,-0.23403886,0.42664924,0.53161025,-1.1339605,-1.104423,0.0295375
