,capri_male,capri_female,tuple,holdings_male,holdings_female,limited_male,limited_female,average_male,average_female,female-male
0,-0.99057037,-1.0524539,"('unsociable', 'sociable')",-0.6911396,-0.8292027,0.63570714,0.59688807,-0.3486676,-0.4282562,-0.0795886
1,-1.060166,-1.1050003,"('unfriendly', 'friendly')",0.16774552,0.03614817,1.0867355,0.9057028,0.0647717,-0.0543831,-0.1191548
2,0.8899662,0.88377595,"('unlikable', 'likable')",1.8577725,1.9094688,0.6422458,0.73055136,1.1299948,1.1745987,0.0446039
3,-0.30573413,-0.20720063,"('repellent', 'pleasant')",-0.20638874,-0.19843863,0.5958353,0.66885203,0.0279042,0.0877376,0.0598334
4,0.17997874,0.19223812,"('disliked', 'liked')",0.80232865,0.8651928,-3.9253855,-3.6998193,-0.981026,-0.8807961,0.1002299
5,-0.7342545,-0.74677885,"('distant', 'outgoing')",-0.29173476,-0.23280495,-0.5340745,-0.59865564,-0.5200213,-0.5260798,-0.0060585
6,-0.97633946,-0.9661733,"('distant', 'open')",-0.050831586,-0.031630125,0.5187313,0.35173756,-0.1694799,-0.2153553,-0.0458754
7,-0.053716626,0.057268802,"('insensitive', 'sensitive')",-0.037097204,-0.07974479,0.9419178,0.99999833,0.2837013,0.3258408,0.0421395
8,-0.71801096,-0.77082,"('unaffectionate', 'affectionate')",-0.05241367,-0.06416091,-0.1252158,-0.33364144,-0.2985468,-0.3895408,-0.090994
9,-0.5579431,-0.58152306,"('unaffectionate', 'caring')",0.41057184,0.31315964,0.65257895,0.48982918,0.1684026,0.0738219,-0.0945807
10,-0.6323672,-0.5466269,"('unsympathetic', 'sympathetic')",-1.1687514,-1.2458693,0.58265734,0.6482623,-0.4061538,-0.3814113,0.0247425
11,-0.3324718,-0.28821483,"('unhelpful', 'helpful')",-1.01317,-1.016907,1.4021031,1.3662645,0.0188204,0.0203809,0.0015605
12,-0.3526732,-0.22504373,"('unsupportive', 'supportive')",0.028967105,0.13098739,-0.8419685,-0.79032385,-0.3885582,-0.2947934,0.0937648
13,-0.6199964,-0.6905178,"('impolite', 'polite')",-0.80511475,-0.8767087,0.5869897,0.57662237,-0.2793738,-0.3302013,-0.0508275
