,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.9308573,1.7044952,"('unsociable', 'sociable')",-0.023272453,-0.19387601,0.9537925,0.7553096,-0.1984829
1,-0.46992937,-0.5351873,"('unfriendly', 'friendly')",1.0255923,1.0076282,0.2778315,0.2362204,-0.0416111
2,0.5231607,0.60597736,"('unlikable', 'likable')",0.287284,0.25637892,0.4052224,0.4311782,0.0259558
3,1.0700756,1.300819,"('repellent', 'pleasant')",0.75451964,0.81444293,0.9122976,1.057631,0.1453334
4,-1.492332,-1.5382291,"('disliked', 'liked')",-7.5062118,-7.7180967,-4.4992719,-4.6281629,-0.128891
5,-1.3299569,-1.3100274,"('distant', 'outgoing')",-0.47838476,-0.25364473,-0.9041708,-0.781836,0.1223348
6,-1.4680635,-1.377455,"('distant', 'open')",-0.45554534,-0.20505205,-0.9618044,-0.7912535,0.1705509
7,1.3294346,1.4465398,"('insensitive', 'sensitive')",0.083142444,0.243788,0.7062885,0.8451639,0.1388754
8,-0.3131522,-0.36305094,"('unaffectionate', 'affectionate')",0.8479619,0.8871037,0.2674049,0.2620264,-0.0053785
9,0.593665,0.7642764,"('unaffectionate', 'caring')",1.2045038,1.4204488,0.8990844,1.0923626,0.1932782
10,1.6535408,1.7916695,"('unsympathetic', 'sympathetic')",-0.17627734,-0.0788355,0.7386317,0.856417,0.1177853
11,0.6514809,0.6250162,"('unhelpful', 'helpful')",2.0530438,2.2480564,1.3522624,1.4365363,0.0842739
12,0.8785001,1.0496521,"('unsupportive', 'supportive')",-2.2098632,-2.1324482,-0.6656815,-0.541398,0.1242835
13,1.4889077,1.3856869,"('impolite', 'polite')",-0.9136634,-0.85756165,0.2876222,0.2640626,-0.0235596
14,2.9061816,2.748056,"('antisocial', 'social')",-0.079542145,-0.38760337,1.4133197,1.1802263,-0.2330934
15,-0.419008,-0.6209207,"('boring', 'funny')",-0.46036398,-0.51872694,-0.439686,-0.5698239,-0.1301379
16,-1.4115304,-1.4261779,"('unpopular', 'popular')",0.12361665,0.115691096,-0.6439568,-0.6552434,-0.0112866
17,-0.75055504,-0.83101237,"('nasty', 'nice')",-0.54238766,-0.5488273,-0.6464714,-0.6899198,-0.0434484
18,-0.29623997,-0.29502314,"('disagreeable', 'welcoming')",-0.5463102,-0.6463392,-0.4212751,-0.4706812,-0.0494061
19,-1.0598409,-1.055029,"('inhospitable', 'hospitable')",-0.53049123,-0.38816744,-0.7951661,-0.7215983,0.0735678
20,-0.35928175,-0.30917656,"('rough', 'thoughtful')",0.8910228,0.8422098,0.2658705,0.2665166,0.0006461
21,1.7218522,1.8664166,"('immoral', 'moral')",-0.33691797,-0.34091178,0.6924671,0.7627524,0.0702853
22,-0.09304276,-0.069272816,"('untrustworthy', 'trustworthy')",-0.90328765,-0.8909651,-0.4981652,-0.480119,0.0180462
23,1.1040586,1.1012927,"('insincere', 'sincere')",6.167595,6.418636,3.6358268,3.7599642,0.1241374
24,0.645584,0.7335736,"('dishonest', 'honest')",0.7084556,0.8896846,0.6770198,0.8116291,0.1346093
25,-0.05691337,-0.06145044,"('egoistic', 'altruistic')",0.86274177,0.74955976,0.4029142,0.3440547,-0.0588595
