,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.2495032,-0.31627572,"('unsociable', 'sociable')",-0.2495032,-0.3162757,-0.0667725
1,0.13627361,0.1546267,"('unfriendly', 'friendly')",0.1362736,0.1546267,0.0183531
2,-0.088738054,0.0359054,"('unlikable', 'likable')",-0.0887381,0.0359054,0.1246435
3,-0.4505931,-0.25348553,"('repellent', 'pleasant')",-0.4505931,-0.2534855,0.1971076
4,-1.5584095,-1.5298755,"('disliked', 'liked')",-1.5584095,-1.5298755,0.028534
5,0.24753362,0.2925346,"('distant', 'outgoing')",0.2475336,0.2925346,0.045001
6,0.1598155,0.20767537,"('distant', 'open')",0.1598155,0.2076754,0.0478599
7,-0.07056626,-0.052588515,"('insensitive', 'sensitive')",-0.0705663,-0.0525885,0.0179778
8,-0.47034723,-0.49214548,"('unaffectionate', 'affectionate')",-0.4703472,-0.4921455,-0.0217983
9,-0.3056059,-0.28288049,"('unaffectionate', 'caring')",-0.3056059,-0.2828805,0.0227254
10,-1.8235562,-1.8883249,"('unsympathetic', 'sympathetic')",-1.8235562,-1.8883249,-0.0647687
11,0.01937621,0.010259839,"('unhelpful', 'helpful')",0.0193762,0.0102598,-0.0091164
12,-1.158999,-1.1457933,"('unsupportive', 'supportive')",-1.158999,-1.1457933,0.0132057
13,-0.1937578,-0.3492965,"('impolite', 'polite')",-0.1937578,-0.3492965,-0.1555387
14,-0.2637636,-0.3085525,"('antisocial', 'social')",-0.2637636,-0.3085525,-0.0447889
15,-0.23197092,-0.44477826,"('boring', 'funny')",-0.2319709,-0.4447783,-0.2128074
16,0.3851952,0.58857214,"('unpopular', 'popular')",0.3851952,0.5885721,0.2033769
17,-1.2639046,-1.1912982,"('nasty', 'nice')",-1.2639046,-1.1912982,0.0726064
18,-0.17261729,-0.047823176,"('disagreeable', 'welcoming')",-0.1726173,-0.0478232,0.1247941
19,-0.8217881,-0.7375051,"('inhospitable', 'hospitable')",-0.8217881,-0.7375051,0.084283
20,0.039454743,0.026586745,"('rough', 'thoughtful')",0.0394547,0.0265867,-0.012868
21,-0.47977868,-0.41452178,"('immoral', 'moral')",-0.4797787,-0.4145218,0.0652569
22,0.034998767,-0.08617967,"('untrustworthy', 'trustworthy')",0.0349988,-0.0861797,-0.1211785
23,1.321637,1.3097532,"('insincere', 'sincere')",1.321637,1.3097532,-0.0118838
24,-0.19910334,-0.3053691,"('dishonest', 'honest')",-0.1991033,-0.3053691,-0.1062658
25,0.88651145,0.92452604,"('egoistic', 'altruistic')",0.8865114,0.924526,0.0380146
26,0.8128453,0.5805528,"('hardhearted', 'benevolent')",0.8128453,0.5805528,-0.2322925
27,-0.013954824,0.00219095,"('hardhearted', 'softhearted')",-0.0139548,0.002191,0.0161458
28,-0.3963429,-0.44340783,"('disloyal', 'loyal')",-0.3963429,-0.4434078,-0.0470649
29,-0.075078964,-0.17138705,"('unfair', 'fair')",-0.075079,-0.171387,-0.096308
30,-0.79599,-0.82710207,"('intolerant', 'tolerant')",-0.79599,-0.8271021,-0.0311121
31,-1.1499376,-1.0996661,"('evil', 'good')",-1.1499376,-1.0996661,0.0502715
32,0.054722887,-0.051789828,"('unkind', 'kind')",0.0547229,-0.0517898,-0.1065127
33,0.19797619,0.23113525,"('wrong', 'right')",0.1979762,0.2311352,0.033159
34,0.9397441,1.1894717,"('mean', 'honorable')",0.9397441,1.1894717,0.2497276
35,0.6997222,0.53343433,"('corrupt', 'incorrupt')",0.6997222,0.5334343,-0.1662879
36,-0.58236283,-0.59111875,"('hostile', 'amicable')",-0.5823628,-0.5911188,-0.008756
37,-0.6198827,-0.6576395,"('fake', 'genuine')",-0.6198827,-0.6576395,-0.0377568
38,0.41178817,0.38021892,"('untruthful', 'truthful')",0.4117882,0.3802189,-0.0315693
39,-0.61659384,-0.5662633,"('exploitative', 'cooperative')",-0.6165938,-0.5662633,0.0503305
40,-1.4434358,-1.3883203,"('stingy', 'generous')",-1.4434358,-1.3883203,0.0551155
41,-0.27829742,-0.20977813,"('unforgiving', 'forgiving')",-0.2782974,-0.2097781,0.0685193
42,-0.6506305,-0.68418336,"('unreliable', 'reliable')",-0.6506305,-0.6841834,-0.0335529
43,-0.15816182,-0.1975579,"('irresponsible', 'responsible')",-0.1581618,-0.1975579,-0.0393961
44,0.40071058,0.37326506,"('prejudiced', 'unprejudiced')",0.4007106,0.3732651,-0.0274455
45,-1.5399694,-1.4995234,"('incompetent', 'competent')",-1.5399694,-1.4995234,0.040446
46,-1.277003,-1.1950592,"('uncompetitive', 'competitive')",-1.277003,-1.1950592,0.0819438
47,2.1670675,2.171883,"('stupid', 'smart')",2.1670675,2.1718831,0.0048156
48,-1.2939755,-1.3558612,"('unintelligent', 'intelligent')",-1.2939755,-1.3558612,-0.0618857
49,-1.186683,-1.1549953,"('unable', 'able')",-1.1866831,-1.1549953,0.0316878
50,0.34914005,0.41896635,"('clumsy', 'skillful')",0.34914,0.4189664,0.0698264
51,-0.78142935,-0.7851481,"('uneducated', 'educated')",-0.7814294,-0.7851481,-0.0037187
52,-0.5472052,-0.64174104,"('irrational', 'rational')",-0.5472052,-0.641741,-0.0945358
53,-0.898971,-0.91082495,"('uncreative', 'creative')",-0.898971,-0.910825,-0.011854
54,0.25474077,0.2760966,"('incapable', 'capable')",0.2547408,0.2760966,0.0213558
55,-1.2562292,-1.2290072,"('incompetent', 'clever')",-1.2562292,-1.2290072,0.027222
56,0.47301602,0.40558553,"('impractical', 'practical')",0.473016,0.4055855,-0.0674305
57,-1.9246535,-1.9632739,"('unimaginative', 'imaginative')",-1.9246535,-1.9632739,-0.0386204
58,-0.17744751,-0.19885108,"('undiscriminating', 'discriminating')",-0.1774475,-0.1988511,-0.0214036
59,0.4566187,0.3678803,"('foolish', 'wise')",0.4566187,0.3678803,-0.0887384
60,-0.1987451,-0.10578444,"('inefficient', 'efficient')",-0.1987451,-0.1057844,0.0929607
61,-1.1117033,-1.2342209,"('illogical', 'logical')",-1.1117033,-1.2342209,-0.1225176
62,-1.0700755,-0.9872703,"('incompetent', 'brilliant')",-1.0700755,-0.9872703,0.0828052
63,0.20660068,0.2574401,"('unperceptive', 'insightful')",0.2066007,0.2574401,0.0508394
64,-2.0681965,-2.1164632,"('shy', 'confident')",-2.0681965,-2.1164632,-0.0482667
65,-0.6983529,-0.8344675,"('insecure', 'secure')",-0.6983529,-0.8344675,-0.1361146
66,-0.3317713,-0.33734828,"('inactive', 'active')",-0.3317713,-0.3373483,-0.005577
67,0.47610238,0.41210407,"('doubtful', 'determined')",0.4761024,0.4121041,-0.0639983
68,-0.35955215,-0.23883042,"('dependent', 'independent')",-0.3595521,-0.2388304,0.1207217
69,0.86863494,0.94172823,"('lazy', 'industrious')",0.8686349,0.9417282,0.0730933
70,0.11365782,0.14387286,"('lethargic', 'energetic')",0.1136578,0.1438729,0.0302151
71,0.16659632,0.20160943,"('diffident', 'self-confident')",0.1665963,0.2016094,0.0350131
72,0.39640012,0.39197195,"('unambitious', 'ambitious')",0.3964001,0.3919719,-0.0044282
73,0.0528052,0.07294854,"('helpless', 'self-reliant')",0.0528052,0.0729485,0.0201433
74,0.04013276,0.033050276,"('undedicated', 'dedicated')",0.0401328,0.0330503,-0.0070825
75,0.9279506,1.065618,"('meek', 'impulsive')",0.9279506,1.065618,0.1376674
76,-0.2991574,-0.4097007,"('anxious', 'daring')",-0.2991574,-0.4097007,-0.1105433
77,-0.5345555,-0.38109285,"('unmotivated', 'motivated')",-0.5345555,-0.3810928,0.1534627
78,-0.42321688,-0.2975078,"('nonresilient', 'resilient')",-0.4232169,-0.2975078,0.1257091
79,-0.1305114,-0.19540137,"('wavering', 'unwavering')",-0.1305114,-0.1954014,-0.06489
