,basket_male,basket_female,tuple,average_male,average_female,female-male
0,0.49136212,0.32025728,"('unsociable', 'sociable')",0.4913621,0.3202573,-0.1711048
1,1.1809115,1.3113983,"('unfriendly', 'friendly')",1.1809115,1.3113983,0.1304868
2,0.34573868,0.50427353,"('unlikable', 'likable')",0.3457387,0.5042735,0.1585348
3,1.003859,1.0641422,"('repellent', 'pleasant')",1.003859,1.0641422,0.0602832
4,-7.713878,-7.632243,"('disliked', 'liked')",-7.7138782,-7.6322432,0.081635
5,-0.6426981,-0.40287054,"('distant', 'outgoing')",-0.6426981,-0.4028705,0.2398276
6,-0.21337554,-0.017319776,"('distant', 'open')",-0.2133755,-0.0173198,0.1960557
7,1.6934382,1.6152778,"('insensitive', 'sensitive')",1.6934382,1.6152778,-0.0781604
8,1.0061002,1.0312169,"('unaffectionate', 'affectionate')",1.0061002,1.0312169,0.0251167
9,1.290052,1.4035074,"('unaffectionate', 'caring')",1.2900521,1.4035074,0.1134553
10,1.8289406,1.5427825,"('unsympathetic', 'sympathetic')",1.8289406,1.5427825,-0.2861581
11,2.1228054,2.0625365,"('unhelpful', 'helpful')",2.1228054,2.0625365,-0.0602689
12,-1.2135553,-1.2029232,"('unsupportive', 'supportive')",-1.2135553,-1.2029232,0.0106321
13,0.37769473,0.2615611,"('impolite', 'polite')",0.3776947,0.2615611,-0.1161336
14,0.34410918,0.2611233,"('antisocial', 'social')",0.3441092,0.2611233,-0.0829859
15,0.23553675,0.24099207,"('boring', 'funny')",0.2355368,0.2409921,0.0054553
16,-0.7736985,-0.5374927,"('unpopular', 'popular')",-0.7736985,-0.5374927,0.2362058
17,0.086154476,0.055335544,"('nasty', 'nice')",0.0861545,0.0553355,-0.030819
18,-0.48830652,-0.35471416,"('disagreeable', 'welcoming')",-0.4883065,-0.3547142,0.1335923
19,-0.62501764,-0.5229047,"('inhospitable', 'hospitable')",-0.6250176,-0.5229047,0.1021129
20,0.89156926,0.73858076,"('rough', 'thoughtful')",0.8915693,0.7385808,-0.1529885
21,0.29330224,0.25846526,"('immoral', 'moral')",0.2933022,0.2584653,-0.0348369
22,0.2474176,0.20513749,"('untrustworthy', 'trustworthy')",0.2474176,0.2051375,-0.0422801
23,6.752023,6.7777123,"('insincere', 'sincere')",6.7520232,6.7777123,0.0256891
24,1.9484303,1.9327629,"('dishonest', 'honest')",1.9484303,1.9327629,-0.0156674
25,0.30287033,0.39864677,"('egoistic', 'altruistic')",0.3028703,0.3986468,0.0957765
26,0.40364674,0.2648123,"('hardhearted', 'benevolent')",0.4036467,0.2648123,-0.1388344
27,1.773842,1.6238858,"('hardhearted', 'softhearted')",1.773842,1.6238858,-0.1499562
28,1.2382281,1.1223665,"('disloyal', 'loyal')",1.2382281,1.1223665,-0.1158616
29,-0.32746026,-0.4407723,"('unfair', 'fair')",-0.3274603,-0.4407723,-0.113312
30,1.3121815,1.1765846,"('intolerant', 'tolerant')",1.3121815,1.1765846,-0.1355969
31,-1.5434905,-1.3814559,"('evil', 'good')",-1.5434905,-1.3814559,0.1620346
32,1.4331946,1.3173392,"('unkind', 'kind')",1.4331946,1.3173392,-0.1158554
33,-1.097631,-0.8978705,"('wrong', 'right')",-1.097631,-0.8978705,0.1997605
34,4.5043383,4.765997,"('mean', 'honorable')",4.5043383,4.7659969,0.2616586
35,-1.2951287,-1.3313365,"('corrupt', 'incorrupt')",-1.2951287,-1.3313365,-0.0362078
36,-1.0869145,-1.0971223,"('hostile', 'amicable')",-1.0869145,-1.0971223,-0.0102078
37,0.86867625,0.782908,"('fake', 'genuine')",0.8686762,0.782908,-0.0857682
38,-0.25492945,-0.19619134,"('untruthful', 'truthful')",-0.2549295,-0.1961913,0.0587382
39,0.0923319,0.066257924,"('exploitative', 'cooperative')",0.0923319,0.0662579,-0.026074
40,-0.9568838,-1.0569663,"('stingy', 'generous')",-0.9568838,-1.0569663,-0.1000825
41,0.24624094,0.048592836,"('unforgiving', 'forgiving')",0.2462409,0.0485928,-0.1976481
42,-1.5963409,-1.6846352,"('unreliable', 'reliable')",-1.5963409,-1.6846352,-0.0882943
43,1.8046439,1.7415282,"('irresponsible', 'responsible')",1.8046439,1.7415282,-0.0631157
44,-1.2822213,-1.3747392,"('prejudiced', 'unprejudiced')",-1.2822213,-1.3747392,-0.0925179
45,0.53117543,0.31590697,"('incompetent', 'competent')",0.5311754,0.315907,-0.2152684
46,-0.04338745,-0.1968954,"('uncompetitive', 'competitive')",-0.0433875,-0.1968954,-0.1535079
47,5.65507,5.8273168,"('stupid', 'smart')",5.6550698,5.8273168,0.172247
48,1.0883234,0.93529695,"('unintelligent', 'intelligent')",1.0883234,0.935297,-0.1530264
49,-0.32786614,-0.16314557,"('unable', 'able')",-0.3278661,-0.1631456,0.1647205
50,-0.15370028,-0.11463387,"('clumsy', 'skillful')",-0.1537003,-0.1146339,0.0390664
51,0.37345248,0.2898914,"('uneducated', 'educated')",0.3734525,0.2898914,-0.0835611
52,-0.7111966,-0.66321963,"('irrational', 'rational')",-0.7111966,-0.6632196,0.047977
53,0.3768277,0.3992915,"('uncreative', 'creative')",0.3768277,0.3992915,0.0224638
54,0.7506639,0.90841895,"('incapable', 'capable')",0.7506639,0.908419,0.1577551
