,chapel_male,chapel_female,tuple,average_male,average_female,female-male
0,0.6981184,0.5541348,"('unsociable', 'sociable')",0.6981184,0.5541348,-0.1439836
1,1.0752103,1.0265752,"('unfriendly', 'friendly')",1.0752103,1.0265752,-0.0486351
2,0.26518345,0.33337182,"('unlikable', 'likable')",0.2651834,0.3333718,0.0681884
3,0.79366505,0.7430483,"('repellent', 'pleasant')",0.7936651,0.7430483,-0.0506168
4,-7.059191,-7.218881,"('disliked', 'liked')",-7.0591912,-7.2188811,-0.1596899
5,-1.6443574,-1.5866456,"('distant', 'outgoing')",-1.6443574,-1.5866456,0.0577118
6,-1.066729,-1.0707706,"('distant', 'open')",-1.0667289,-1.0707706,-0.0040417
7,1.8043946,1.7934865,"('insensitive', 'sensitive')",1.8043946,1.7934865,-0.0109081
8,0.48381338,0.41108578,"('unaffectionate', 'affectionate')",0.4838134,0.4110858,-0.0727276
9,1.4390043,1.4480296,"('unaffectionate', 'caring')",1.4390043,1.4480296,0.0090253
10,1.0668086,1.0226765,"('unsympathetic', 'sympathetic')",1.0668086,1.0226765,-0.0441321
11,1.8707439,1.9654304,"('unhelpful', 'helpful')",1.8707439,1.9654304,0.0946865
12,-1.426503,-1.4206641,"('unsupportive', 'supportive')",-1.4265029,-1.4206641,0.0058388
13,0.1972162,0.18188722,"('impolite', 'polite')",0.1972162,0.1818872,-0.015329
14,0.9389013,0.9072827,"('antisocial', 'social')",0.9389013,0.9072827,-0.0316186
15,0.18726115,0.12769887,"('boring', 'funny')",0.1872611,0.1276989,-0.0595622
16,-0.23842585,-0.28842574,"('unpopular', 'popular')",-0.2384259,-0.2884257,-0.0499998
17,-0.14157018,-0.122756675,"('nasty', 'nice')",-0.1415702,-0.1227567,0.0188135
18,-0.45568922,-0.42890686,"('disagreeable', 'welcoming')",-0.4556892,-0.4289069,0.0267823
19,-0.6835913,-0.67856735,"('inhospitable', 'hospitable')",-0.6835913,-0.6785673,0.005024
20,0.8431429,0.7853876,"('rough', 'thoughtful')",0.8431429,0.7853876,-0.0577553
21,0.43825513,0.5556235,"('immoral', 'moral')",0.4382551,0.5556235,0.1173684
22,0.050278433,-0.010918234,"('untrustworthy', 'trustworthy')",0.0502784,-0.0109182,-0.0611966
23,6.8210955,6.900581,"('insincere', 'sincere')",6.8210955,6.9005809,0.0794854
24,1.7396561,1.6339351,"('dishonest', 'honest')",1.7396561,1.6339351,-0.105721
25,0.6400212,0.56459,"('egoistic', 'altruistic')",0.6400212,0.56459,-0.0754312
26,1.3141601,1.2911838,"('hardhearted', 'benevolent')",1.3141601,1.2911838,-0.0229763
27,1.5098001,1.3716837,"('hardhearted', 'softhearted')",1.5098001,1.3716837,-0.1381164
28,0.891202,0.8594501,"('disloyal', 'loyal')",0.891202,0.8594501,-0.0317519
29,-0.729502,-0.8454575,"('unfair', 'fair')",-0.729502,-0.8454575,-0.1159555
30,1.2878101,1.2801907,"('intolerant', 'tolerant')",1.2878101,1.2801907,-0.0076194
31,-1.7444667,-1.7633882,"('evil', 'good')",-1.7444667,-1.7633882,-0.0189215
32,1.5565513,1.466389,"('unkind', 'kind')",1.5565513,1.4663889,-0.0901624
33,-0.58581066,-0.607773,"('wrong', 'right')",-0.5858107,-0.607773,-0.0219623
34,4.71792,4.889095,"('mean', 'honorable')",4.7179198,4.8890948,0.171175
35,-0.8071716,-0.9396349,"('corrupt', 'incorrupt')",-0.8071716,-0.9396349,-0.1324633
36,-1.3200334,-1.4043449,"('hostile', 'amicable')",-1.3200334,-1.4043449,-0.0843115
37,0.884241,0.8077404,"('fake', 'genuine')",0.884241,0.8077404,-0.0765006
38,0.23511635,0.25837415,"('untruthful', 'truthful')",0.2351163,0.2583742,0.0232579
39,0.7562623,0.7836375,"('exploitative', 'cooperative')",0.7562623,0.7836375,0.0273752
40,-1.6869526,-1.8591369,"('stingy', 'generous')",-1.6869526,-1.8591369,-0.1721843
41,0.40929928,0.42849538,"('unforgiving', 'forgiving')",0.4092993,0.4284954,0.0191961
42,-2.873735,-2.9150567,"('unreliable', 'reliable')",-2.873735,-2.9150567,-0.0413217
43,1.3702666,1.4060031,"('irresponsible', 'responsible')",1.3702666,1.4060031,0.0357365
44,-1.4417416,-1.3866271,"('prejudiced', 'unprejudiced')",-1.4417416,-1.3866271,0.0551145
45,0.7047303,0.6244371,"('incompetent', 'competent')",0.7047303,0.6244371,-0.0802932
46,-0.49934277,-0.567208,"('uncompetitive', 'competitive')",-0.4993428,-0.567208,-0.0678652
47,5.350879,5.5298376,"('stupid', 'smart')",5.3508792,5.5298376,0.1789584
48,0.80612165,0.8104813,"('unintelligent', 'intelligent')",0.8061216,0.8104813,0.0043597
49,-0.35304338,-0.28490597,"('unable', 'able')",-0.3530434,-0.284906,0.0681374
50,-0.5606671,-0.6314242,"('clumsy', 'skillful')",-0.5606671,-0.6314242,-0.0707571
51,0.92028356,0.8436575,"('uneducated', 'educated')",0.9202836,0.8436575,-0.0766261
52,-1.1927295,-1.2641237,"('irrational', 'rational')",-1.1927295,-1.2641237,-0.0713942
53,-0.14771633,-0.20289819,"('uncreative', 'creative')",-0.1477163,-0.2028982,-0.0551819
54,0.6608479,0.70155704,"('incapable', 'capable')",0.6608479,0.701557,0.0407091
55,1.4226451,1.3773066,"('incompetent', 'clever')",1.4226451,1.3773066,-0.0453385
56,1.0027199,0.99478173,"('impractical', 'practical')",1.0027199,0.9947817,-0.0079382
57,-2.45216,-2.5147457,"('unimaginative', 'imaginative')",-2.4521599,-2.5147457,-0.0625858
58,0.36215574,0.31622472,"('undiscriminating', 'discriminating')",0.3621557,0.3162247,-0.045931
59,-0.28977126,-0.29415536,"('foolish', 'wise')",-0.2897713,-0.2941554,-0.0043841
60,0.85296756,0.98907137,"('inefficient', 'efficient')",0.8529676,0.9890714,0.1361038
61,0.53504664,0.3778097,"('illogical', 'logical')",0.5350466,0.3778097,-0.1572369
62,0.8116062,0.89910036,"('incompetent', 'brilliant')",0.8116062,0.8991004,0.0874942
63,0.5501173,0.6419896,"('unperceptive', 'insightful')",0.5501173,0.6419896,0.0918723
64,-6.126358,-6.1906614,"('shy', 'confident')",-6.126358,-6.1906614,-0.0643034
65,0.64045346,0.6759312,"('insecure', 'secure')",0.6404535,0.6759312,0.0354777
66,-0.109803475,-0.20405439,"('inactive', 'active')",-0.1098035,-0.2040544,-0.0942509
67,-0.0055555813,0.02883073,"('doubtful', 'determined')",-0.0055556,0.0288307,0.0343863
68,-0.8285305,-0.83458865,"('dependent', 'independent')",-0.8285305,-0.8345886,-0.0060581
69,-2.1142492,-2.149859,"('lazy', 'industrious')",-2.1142492,-2.149859,-0.0356098
70,1.2716284,1.1428825,"('lethargic', 'energetic')",1.2716284,1.1428825,-0.1287459
71,0.7586099,0.7568713,"('diffident', 'self-confident')",0.7586099,0.7568713,-0.0017386
72,0.436994,0.49501228,"('unambitious', 'ambitious')",0.436994,0.4950123,0.0580183
73,-3.5083773,-3.518163,"('helpless', 'self-reliant')",-3.5083773,-3.518163,-0.0097857
74,0.45470235,0.38669628,"('undedicated', 'dedicated')",0.4547023,0.3866963,-0.068006
75,-1.1346427,-1.1572331,"('meek', 'impulsive')",-1.1346427,-1.1572331,-0.0225904
76,0.6402975,0.6363741,"('anxious', 'daring')",0.6402975,0.6363741,-0.0039234
77,-0.9276129,-0.7888357,"('unmotivated', 'motivated')",-0.9276129,-0.7888357,0.1387772
78,-0.4689877,-0.46382505,"('nonresilient', 'resilient')",-0.4689877,-0.463825,0.0051627
79,-0.47212806,-0.46290022,"('wavering', 'unwavering')",-0.4721281,-0.4629002,0.0092279
80,0.08262995,0.03389296,"('dominated', 'dominating')",0.0826299,0.033893,-0.0487369
81,0.22945039,0.32501793,"('submissive', 'aggressive')",0.2294504,0.3250179,0.0955675
82,5.8433414,5.9279747,"('poor', 'rich')",5.8433414,5.9279747,0.0846333
83,-0.13669053,-0.17970687,"('powerless', 'powerful')",-0.1366905,-0.1797069,-0.0430164
84,0.2717389,0.23303512,"('inferior', 'superior')",0.2717389,0.2330351,-0.0387038
85,-0.8040798,-0.8220639,"('insignificant', 'prestigious')",-0.8040798,-0.8220639,-0.0179841
86,0.9251302,0.7662673,"('uninfluential', 'influential')",0.9251302,0.7662673,-0.1588629
87,-0.02617276,0.09276624,"('unsuccessful', 'successful')",-0.0261728,0.0927662,0.118939
88,0.18861765,0.16598539,"('low', 'eminent')",0.1886176,0.1659854,-0.0226322
