,albemarle_male,albemarle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.5026337,-1.6604066,"('unsociable', 'sociable')",-0.06300222,-0.31768996,-0.782818,-0.9890482,-0.2062302
1,-1.3038847,-1.2802502,"('unfriendly', 'friendly')",1.3126816,1.1302599,0.0043984,-0.0749952,-0.0793936
2,1.180702,1.1425894,"('unlikable', 'likable')",0.8048479,0.8646286,0.992775,1.0036091,0.0108341
3,-0.7820017,-0.6985232,"('repellent', 'pleasant')",0.7535304,0.70374644,-0.0142356,0.0026116,0.0168472
4,0.00476662,0.075233534,"('disliked', 'liked')",-6.6020365,-6.537596,-3.298635,-3.2311814,0.0674536
5,0.107599616,0.18189974,"('distant', 'outgoing')",-0.27131218,-0.17649291,-0.0818563,0.0027034,0.0845597
6,0.16337162,0.2987266,"('distant', 'open')",-0.45826614,-0.40986472,-0.1474473,-0.0555691,0.0918782
7,-1.1773473,-1.0520024,"('insensitive', 'sensitive')",-0.022983635,-0.04404243,-0.6001655,-0.5480224,0.0521431
8,-0.2623967,-0.19943334,"('unaffectionate', 'affectionate')",0.68570274,0.6520487,0.211653,0.2263077,0.0146547
9,-0.6002663,-0.51864475,"('unaffectionate', 'caring')",1.1423428,1.1432137,0.2710383,0.3122845,0.0412462
10,-1.8624964,-1.8092617,"('unsympathetic', 'sympathetic')",-0.5681273,-0.67797065,-1.2153118,-1.2436161,-0.0283043
11,-1.4631073,-1.4100845,"('unhelpful', 'helpful')",1.6290425,1.724722,0.0829676,0.1573188,0.0743512
12,-1.0994021,-0.97588646,"('unsupportive', 'supportive')",-2.0760944,-2.0226102,-1.5877483,-1.4992483,0.0885
13,-1.0368837,-1.1569796,"('impolite', 'polite')",-0.72227186,-0.79559314,-0.8795778,-0.9762864,-0.0967086
14,-0.36884734,-0.4508564,"('antisocial', 'social')",0.06986491,-0.10765741,-0.1494912,-0.2792569,-0.1297657
15,0.50484794,0.39093027,"('boring', 'funny')",0.06979066,0.058037348,0.2873193,0.2244838,-0.0628355
16,-0.7179797,-0.6851015,"('unpopular', 'popular')",0.60902315,0.5370506,-0.0544783,-0.0740255,-0.0195472
17,-0.106551625,-0.036706567,"('nasty', 'nice')",-0.22538279,-0.17241852,-0.1659672,-0.1045625,0.0614047
18,-0.003948409,0.033960033,"('disagreeable', 'welcoming')",-0.6496717,-0.7466239,-0.32681,-0.3563319,-0.0295219
19,-0.90721554,-0.85305136,"('inhospitable', 'hospitable')",-0.8389244,-0.7074531,-0.87307,-0.7802522,0.0928178
20,-0.67731655,-0.69074327,"('rough', 'thoughtful')",0.9063405,0.82854664,0.114512,0.0689017,-0.0456103
21,-0.8247272,-0.8855501,"('immoral', 'moral')",-0.39625382,-0.46749476,-0.6104905,-0.6765224,-0.0660319
22,-0.62142116,-0.5721761,"('untrustworthy', 'trustworthy')",-1.0829183,-1.0929096,-0.8521698,-0.8325428,0.019627
23,-1.4417652,-1.4716843,"('insincere', 'sincere')",5.2553644,5.128544,1.9067996,1.8284297,-0.0783699
24,-0.59545094,-0.57493216,"('dishonest', 'honest')",0.5567081,0.577798,-0.0193714,0.0014329,0.0208043
25,1.1277491,1.0805067,"('egoistic', 'altruistic')",1.4155912,1.3115135,1.2716701,1.1960101,-0.07566
26,-0.10751329,-0.23204245,"('hardhearted', 'benevolent')",1.6102703,1.41176,0.7513785,0.5898588,-0.1615197
27,0.26513422,0.38810998,"('hardhearted', 'softhearted')",0.8575989,0.7924496,0.5613666,0.5902798,0.0289132
28,-1.0611058,-1.130929,"('disloyal', 'loyal')",0.8734007,0.73118734,-0.0938526,-0.1998708,-0.1060182
29,-0.20292717,-0.21876675,"('unfair', 'fair')",-0.3688093,-0.41188934,-0.2858682,-0.3153281,-0.0294599
30,-0.16286005,-0.18570293,"('intolerant', 'tolerant')",0.9260437,0.8561607,0.3815918,0.3352289,-0.0463629
31,-0.57875,-0.5010641,"('evil', 'good')",-0.8514289,-0.9025353,-0.7150894,-0.7017998,0.0132896
32,-0.41121042,-0.4815994,"('unkind', 'kind')",0.62522256,0.4268786,0.1070061,-0.0273604,-0.1343665
33,0.5557888,0.5564141,"('wrong', 'right')",-0.4820617,-0.41995543,0.0368636,0.0682293,0.0313657
34,-0.12867416,-0.0467162,"('mean', 'honorable')",5.4318814,5.546913,2.6516037,2.7500985,0.0984948
35,1.8838716,1.9066874,"('corrupt', 'incorrupt')",-0.48581383,-0.4750323,0.6990288,0.7158275,0.0167987
36,0.6422588,0.6982224,"('hostile', 'amicable')",-0.26270267,-0.3952947,0.1897781,0.1514639,-0.0383142
37,-0.0075804982,0.114875846,"('fake', 'genuine')",-0.1777398,-0.12209387,-0.0926602,-0.003609,0.0890512
38,-0.48438054,-0.39151874,"('untruthful', 'truthful')",-0.082374796,0.072482325,-0.2833777,-0.1595182,0.1238595
39,-0.2129911,-0.21515061,"('exploitative', 'cooperative')",0.13665985,0.14702143,-0.0381656,-0.0340646,0.004101
40,0.08392748,0.13063768,"('stingy', 'generous')",-1.906493,-2.0281706,-0.9112827,-0.9487665,-0.0374838
41,-1.0705787,-1.0339426,"('unforgiving', 'forgiving')",-0.18423933,-0.29303434,-0.627409,-0.6634884,-0.0360794
42,0.6382525,0.7153329,"('unreliable', 'reliable')",-3.1230443,-3.0345073,-1.2423959,-1.1595871,0.0828088
