,booking_male,booking_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9862206,0.9201624,"('unsociable', 'sociable')",0.29759842,0.0719448,0.000996206,-0.100236766,0.4282717,0.2972901,-0.1309816
1,1.1570274,1.2127252,"('unfriendly', 'friendly')",0.21693197,0.13451976,1.8807607,1.7743763,1.0849067,1.0405404,-0.0443663
2,0.5737276,0.8024435,"('unlikable', 'likable')",1.7566788,1.8790402,0.6274965,0.7488132,0.9859676,1.1434323,0.1574647
3,-0.89383656,-0.71154225,"('repellent', 'pleasant')",0.36170542,0.4252908,0.37297893,0.4323211,-0.0530507,0.0486899,0.1017406
4,-1.4262372,-1.465787,"('disliked', 'liked')",0.3172924,0.20204218,-6.435337,-6.499378,-2.5147607,-2.5877077,-0.072947
5,-0.22022104,-0.1356964,"('distant', 'outgoing')",-0.4891429,-0.46129373,-0.07104457,-0.08422848,-0.2601362,-0.2270729,0.0330633
6,-0.6985347,-0.62930644,"('distant', 'open')",-0.80140233,-0.78321755,0.64929336,0.56952715,-0.2835479,-0.2809989,0.002549
7,0.95879096,0.9378608,"('insensitive', 'sensitive')",0.5542411,0.5818703,0.9294894,0.92087895,0.8141739,0.8135366,-0.0006373
8,0.9409511,0.987776,"('unaffectionate', 'affectionate')",-0.18966255,-0.13649562,1.0583771,0.9763267,0.6032219,0.6092023,0.0059804
9,1.862628,1.945167,"('unaffectionate', 'caring')",0.2854337,0.28127363,1.3378668,1.3150046,1.1619762,1.1804818,0.0185056
10,0.79017794,0.8783487,"('unsympathetic', 'sympathetic')",-0.1284154,-0.124111995,0.038958162,0.06641179,0.2335736,0.2735495,0.0399759
11,0.79792273,0.83796096,"('unhelpful', 'helpful')",0.20682085,0.26436403,1.8176568,1.9630308,0.9408001,1.0217853,0.0809852
12,1.0969179,1.2609193,"('unsupportive', 'supportive')",0.44674182,0.58091426,-1.7127976,-1.6998725,-0.0563793,0.0473204,0.1036997
13,0.81657195,0.8378487,"('impolite', 'polite')",0.016443104,0.004154019,-0.22217827,-0.24188812,0.2036123,0.2000382,-0.0035741
14,1.7311524,1.6300793,"('antisocial', 'social')",1.8578402,1.7874863,-0.29094878,-0.3330115,1.0993479,1.0281847,-0.0711632
15,0.7378934,0.6221275,"('boring', 'funny')",-0.6935904,-0.71458673,0.60282934,0.5027525,0.2157108,0.1367644,-0.0789464
16,-0.7954514,-0.6849021,"('unpopular', 'popular')",-0.90330815,-0.78814495,0.23642229,0.2865935,-0.4874458,-0.3954845,0.0919613
17,0.31357148,0.4827148,"('nasty', 'nice')",-0.87237394,-0.7905735,-0.33839643,-0.28675848,-0.2990663,-0.1982057,0.1008606
18,0.74676967,0.85291433,"('disagreeable', 'welcoming')",-0.09983058,0.021826789,-0.27784318,-0.29336038,0.123032,0.1937936,0.0707616
19,-1.1696506,-1.0609695,"('inhospitable', 'hospitable')",-0.7124777,-0.58957785,-0.063761115,0.010886829,-0.6486298,-0.5465535,0.1020763
20,-0.23012167,-0.14760499,"('rough', 'thoughtful')",-0.09592892,-0.045254536,0.9883243,0.9853819,0.2207579,0.2641741,0.0434162
21,0.3522901,0.36440796,"('immoral', 'moral')",0.29888815,0.3031687,-0.50388455,-0.45074376,0.0490979,0.0722776,0.0231797
