,championx_male,championx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6651617,0.54472405,"('unsociable', 'sociable')",-0.3092814,-0.5058718,0.1779402,0.0194261,-0.1585141
1,-1.1026103,-1.1025764,"('unfriendly', 'friendly')",0.79335916,0.6092772,-0.1546256,-0.2466496,-0.092024
2,0.89998835,0.9152961,"('unlikable', 'likable')",0.88167566,0.8692513,0.890832,0.8922737,0.0014417
3,0.8648051,0.9075979,"('repellent', 'pleasant')",0.40077746,0.42744836,0.6327913,0.6675231,0.0347318
4,-1.7372706,-1.7548667,"('disliked', 'liked')",-5.001502,-4.997272,-3.3693862,-3.3760693,-0.0066831
5,-1.7033252,-1.6219183,"('distant', 'outgoing')",-0.40987828,-0.3574056,-1.0566018,-0.9896619,0.0669399
6,-2.0107734,-1.9137753,"('distant', 'open')",-0.6303287,-0.60847557,-1.320551,-1.2611254,0.0594256
7,1.79679,1.8464086,"('insensitive', 'sensitive')",-0.08857694,-0.11095784,0.8541065,0.8677254,0.0136189
8,-1.5188485,-1.4770986,"('unaffectionate', 'affectionate')",0.2260257,0.13986494,-0.6464114,-0.6686168,-0.0222054
9,-0.6469692,-0.56849223,"('unaffectionate', 'caring')",0.5950762,0.538095,-0.0259465,-0.0151986,0.0107479
10,2.0254292,2.001349,"('unsympathetic', 'sympathetic')",-0.9931566,-1.104541,0.5161363,0.448404,-0.0677323
11,1.1775045,1.183674,"('unhelpful', 'helpful')",1.1969979,1.1764424,1.1872512,1.1800582,-0.007193
12,0.7732009,0.90620655,"('unsupportive', 'supportive')",-1.7689335,-1.7610768,-0.4978663,-0.4274351,0.0704312
13,1.1360586,1.0638412,"('impolite', 'polite')",-0.8113533,-0.8470763,0.1623526,0.1083825,-0.0539701
14,1.3147919,1.3108249,"('antisocial', 'social')",0.29228303,0.1798675,0.8035375,0.7453462,-0.0581913
15,-0.22348161,-0.3294974,"('boring', 'funny')",0.22970766,0.2223881,0.003113,-0.0535546,-0.0566676
16,-1.1379308,-1.1245321,"('unpopular', 'popular')",0.43490207,0.46587855,-0.3515143,-0.3293268,0.0221875
17,-0.8198557,-0.7679844,"('nasty', 'nice')",-0.5345506,-0.48891404,-0.6772032,-0.6284492,0.048754
18,-0.3550585,-0.3124652,"('disagreeable', 'welcoming')",-0.48108482,-0.58122486,-0.4180717,-0.446845,-0.0287733
19,-1.3555049,-1.3125807,"('inhospitable', 'hospitable')",-0.7698633,-0.705293,-1.0626841,-1.0089369,0.0537472
20,0.47238392,0.4951048,"('rough', 'thoughtful')",0.66529226,0.6175948,0.5688381,0.5563498,-0.0124883
21,1.82647,1.7673544,"('immoral', 'moral')",-0.41177875,-0.49335667,0.7073456,0.6369988,-0.0703468
22,1.097075,1.0593991,"('untrustworthy', 'trustworthy')",-0.9724921,-1.0869033,0.0622914,-0.0137521,-0.0760435
23,1.5356683,1.5385004,"('insincere', 'sincere')",3.992867,3.9044158,2.7642677,2.7214582,-0.0428095
24,1.1569264,1.1740433,"('dishonest', 'honest')",0.23558092,0.21516705,0.6962537,0.6946052,-0.0016485
25,-0.96471786,-0.96371454,"('egoistic', 'altruistic')",1.1547284,1.1023161,0.0950053,0.0693008,-0.0257045
26,-0.3609471,-0.39211714,"('hardhearted', 'benevolent')",1.5714353,1.4496082,0.6052441,0.5287455,-0.0764986
27,-0.1512723,-0.026303578,"('hardhearted', 'softhearted')",0.58286065,0.5507076,0.2157942,0.262202,0.0464078
28,0.8739024,0.8559097,"('disloyal', 'loyal')",0.60364026,0.47705898,0.7387713,0.6664844,-0.0722869
29,-0.6574986,-0.6686794,"('unfair', 'fair')",-0.5321161,-0.6088744,-0.5948074,-0.6387769,-0.0439695
30,1.8715141,1.810183,"('intolerant', 'tolerant')",1.1392145,1.0294632,1.5053643,1.4198232,-0.0855411
31,-3.0145845,-3.0079925,"('evil', 'good')",-0.66422546,-0.6633199,-1.8394051,-1.8356562,0.0037489
32,0.6125462,0.61815774,"('unkind', 'kind')",0.13927603,-0.003941871,0.3759111,0.3071079,-0.0688032
33,-0.22971827,-0.24324927,"('wrong', 'right')",-0.23970819,-0.24778584,-0.2347132,-0.2455176,-0.0108044
34,-0.04495833,-0.0068724006,"('mean', 'honorable')",4.31289,4.4338512,2.133966,2.2134895,0.0795235
35,-2.1935246,-2.1798408,"('corrupt', 'incorrupt')",-0.3370937,-0.30055982,-1.2653091,-1.2402003,0.0251088
36,-3.3689997,-3.4132857,"('hostile', 'amicable')",-0.2531113,-0.35755423,-1.8110555,-1.88542,-0.0743645
37,0.27532166,0.33812627,"('fake', 'genuine')",-0.35586905,-0.2934147,-0.0402737,0.0223558,0.0626295
38,-0.32703057,-0.30858904,"('untruthful', 'truthful')",-0.31451014,-0.23697475,-0.3207704,-0.2727819,0.0479885
39,1.455781,1.4462005,"('exploitative', 'cooperative')",0.36393386,0.34147015,0.9098574,0.8938353,-0.0160221
40,0.20654877,0.23919347,"('stingy', 'generous')",-1.309558,-1.3635219,-0.5515046,-0.5621642,-0.0106596
41,0.2519143,0.21918234,"('unforgiving', 'forgiving')",0.047501117,-0.10013274,0.1497077,0.0595248,-0.0901829
42,1.1182872,1.1795411,"('unreliable', 'reliable')",-2.3181856,-2.2902942,-0.5999492,-0.5553765,0.0445727
43,1.7402948,1.8031551,"('irresponsible', 'responsible')",-0.032656267,-0.06863544,0.8538193,0.8672598,0.0134405
44,-0.50970376,-0.53109086,"('prejudiced', 'unprejudiced')",-1.2063123,-1.1910894,-0.858008,-0.8610901,-0.0030821
45,0.7790272,0.784936,"('incompetent', 'competent')",-0.15895694,-0.22868279,0.3100351,0.2781266,-0.0319085
46,1.9978517,2.0195062,"('uncompetitive', 'competitive')",-0.81021273,-0.8521939,0.5938195,0.5836562,-0.0101633
47,0.15289769,0.19586368,"('stupid', 'smart')",4.0134597,4.074757,2.0831788,2.1353104,0.0521316
48,1.4773312,1.4013227,"('unintelligent', 'intelligent')",0.7940564,0.6887611,1.1356938,1.0450419,-0.0906519
49,0.2538816,0.33277103,"('unable', 'able')",-0.51273113,-0.41113794,-0.1294248,-0.0391835,0.0902413
50,-0.1300281,-0.057915986,"('clumsy', 'skillful')",-0.20140731,-0.2331546,-0.1657177,-0.1455353,0.0201824
51,1.0058433,0.86878747,"('uneducated', 'educated')",0.2174448,0.12675107,0.611644,0.4977693,-0.1138747
52,-1.8160377,-1.9096179,"('irrational', 'rational')",-0.024547584,-0.04890325,-0.9202926,-0.9792606,-0.058968
53,-0.34883887,-0.3334276,"('uncreative', 'creative')",0.05667364,-0.02642088,-0.1460826,-0.1799242,-0.0338416
54,0.23645626,0.2389457,"('incapable', 'capable')",0.39729008,0.42671525,0.3168732,0.3328305,0.0159573
55,2.1909728,2.1275203,"('incompetent', 'clever')",0.14047447,0.06156593,1.1657237,1.0945431,-0.0711806
56,2.028175,2.0024545,"('impractical', 'practical')",-0.23864451,-0.30748585,0.8947653,0.8474844,-0.0472809
57,0.45044968,0.37302223,"('unimaginative', 'imaginative')",-2.5729775,-2.697051,-1.0612639,-1.1620144,-0.1007505
58,0.030539136,0.03311342,"('undiscriminating', 'discriminating')",0.38808018,0.3149622,0.2093097,0.1740378,-0.0352719
59,-0.8576559,-0.8118168,"('foolish', 'wise')",0.07126068,0.17890772,-0.3931976,-0.3164545,0.0767431
60,2.6867206,2.6947546,"('inefficient', 'efficient')",-0.1809882,-0.17472912,1.2528663,1.2600127,0.0071464
61,0.43812802,0.3273283,"('illogical', 'logical')",0.44317836,0.29543465,0.4406532,0.3113815,-0.1292717
62,2.6528933,2.7311096,"('incompetent', 'brilliant')",0.6344708,0.68858397,1.643682,1.7098467,0.0661647
63,1.1084747,1.1664766,"('unperceptive', 'insightful')",0.6065303,0.62748396,0.8575025,0.8969803,0.0394778
64,1.1270635,1.0498451,"('shy', 'confident')",-4.77877,-4.797151,-1.8258532,-1.8736529,-0.0477997
65,1.4670241,1.3476894,"('insecure', 'secure')",-0.34860653,-0.37543613,0.5592088,0.4861266,-0.0730822
66,-0.6154596,-0.5928176,"('inactive', 'active')",0.26256132,0.3215979,-0.1764491,-0.1356099,0.0408392
67,1.1198388,1.0799073,"('doubtful', 'determined')",-0.12010673,-0.16084775,0.4998661,0.4595298,-0.0403363
68,0.36352888,0.328961,"('dependent', 'independent')",-0.66368234,-0.61919266,-0.1500767,-0.1451158,0.0049609
69,-1.07107,-1.0308164,"('lazy', 'industrious')",-0.042778723,0.049477518,-0.5569243,-0.4906695,0.0662548
70,2.064587,2.0642028,"('lethargic', 'energetic')",0.22272636,0.17087434,1.1436567,1.1175386,-0.0261181
71,-0.2506139,-0.19414593,"('diffident', 'self-confident')",0.3276668,0.3245098,0.0385264,0.0651819,0.0266555
72,0.81860495,0.8453081,"('unambitious', 'ambitious')",-0.6839018,-0.64939374,0.0673516,0.0979572,0.0306056
73,-0.10195637,-0.05465769,"('helpless', 'self-reliant')",-2.244763,-2.1440246,-1.1733596,-1.0993412,0.0740184
74,1.1864917,1.2294705,"('undedicated', 'dedicated')",-0.21103469,-0.30014014,0.4877285,0.4646652,-0.0230633
75,-1.0984554,-1.1145465,"('meek', 'impulsive')",-0.3280525,-0.23728961,-0.713254,-0.6759181,0.0373359
76,2.4545822,2.4962032,"('anxious', 'daring')",-0.16858214,-0.09924814,1.143,1.1984775,0.0554775
77,1.1830373,1.1259034,"('unmotivated', 'motivated')",-0.80839765,-0.7548359,0.1873198,0.1855337,-0.0017861
78,0.29419845,0.43938377,"('nonresilient', 'resilient')",-0.0026305765,0.02626162,0.1457839,0.2328227,0.0870388
79,-1.5873376,-1.5655073,"('wavering', 'unwavering')",-0.62654227,-0.61806345,-1.1069399,-1.0917854,0.0151545
80,1.4964097,1.5145717,"('dominated', 'dominating')",-0.8335767,-0.6834486,0.3314165,0.4155615,0.084145
81,2.6936007,2.5257425,"('submissive', 'aggressive')",-0.17205998,-0.14734986,1.2607703,1.1891963,-0.071574
82,0.19082141,0.20826824,"('poor', 'rich')",4.7398157,4.7796545,2.4653187,2.4939613,0.0286426
83,0.432832,0.35980237,"('powerless', 'powerful')",-0.7581069,-0.83862203,-0.1626374,-0.2394098,-0.0767724
84,1.1741025,1.116738,"('inferior', 'superior')",1.1259469,1.1190536,1.1500247,1.1178958,-0.0321289
85,-2.0702224,-2.025988,"('insignificant', 'prestigious')",0.19209315,0.14208964,-0.9390646,-0.9419492,-0.0028846
86,0.6360637,0.5345882,"('uninfluential', 'influential')",-0.35643572,-0.5205251,0.139814,0.0070316,-0.1327824
