,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,0.09722844,-0.16833153,"('unsociable', 'sociable')",0.012413746,-0.067946985,-0.4680527,-0.6104815,-0.1194702,-0.2822533,-0.1627831
1,0.34225667,0.3196599,"('unfriendly', 'friendly')",0.1016417,0.014926079,1.7888215,1.6198423,0.74424,0.6514761,-0.0927639
2,0.51663786,0.6307982,"('unlikable', 'likable')",1.1076236,1.1789999,0.7555768,0.85656035,0.7932794,0.8887862,0.0955068
3,-0.08658092,-0.02745919,"('repellent', 'pleasant')",-0.105472,0.017445186,0.020247487,0.14039989,-0.0572685,0.043462,0.1007305
4,-0.48361322,-0.38914618,"('disliked', 'liked')",-0.1250427,-0.15530893,-6.3808036,-6.314606,-2.3298198,-2.2863537,0.0434661
5,-0.27751446,-0.1609972,"('distant', 'outgoing')",-0.07477577,-0.11848445,0.106365286,0.08838086,-0.081975,-0.0637003,0.0182747
6,-0.14521147,-0.0094444305,"('distant', 'open')",-0.54897994,-0.6294627,0.62075645,0.54848266,-0.0244783,-0.0301415,-0.0056632
7,0.6043894,0.44452262,"('insensitive', 'sensitive')",0.9724406,1.0906813,0.8722324,0.88051116,0.8163541,0.8052384,-0.0111157
8,-0.43420318,-0.33433938,"('unaffectionate', 'affectionate')",-0.19202742,-0.28685796,0.47245237,0.33413747,-0.0512594,-0.0956866,-0.0444272
9,0.7756683,0.8106123,"('unaffectionate', 'caring')",0.9696385,0.9269425,1.1498243,1.1148387,0.9650437,0.9507979,-0.0142458
10,1.2643197,1.0742576,"('unsympathetic', 'sympathetic')",-0.031999577,0.002603732,-0.11531516,-0.17059748,0.372335,0.302088,-0.070247
11,0.3745973,0.31265315,"('unhelpful', 'helpful')",0.39504915,0.48294672,2.2615278,2.2666206,1.0103914,1.0207402,0.0103488
12,1.2344086,1.2887521,"('unsupportive', 'supportive')",1.6897854,1.7842151,-1.3450682,-1.2833716,0.5263752,0.5965318,0.0701566
13,1.5116854,1.3742614,"('impolite', 'polite')",0.0175865,-0.00020805001,0.05920077,-0.016041972,0.5294909,0.4526705,-0.0768204
14,0.41017932,0.26627967,"('antisocial', 'social')",1.0665011,1.1829095,-0.7530625,-0.70887285,0.241206,0.2467721,0.0055661
15,-0.40983194,-0.42862418,"('boring', 'funny')",-0.26785302,-0.27130002,0.4372674,0.4435716,-0.0801392,-0.0854509,-0.0053117
