,housing_male,housing_female,tuple,average_male,average_female,female-male
0,0.16504253,-0.015267447,"('unsociable', 'sociable')",0.1650425,-0.0152674,-0.1803099
1,1.8926699,1.7243862,"('unfriendly', 'friendly')",1.8926699,1.7243862,-0.1682837
2,0.4645998,0.6313721,"('unlikable', 'likable')",0.4645998,0.6313721,0.1667723
3,0.15618625,0.2708429,"('repellent', 'pleasant')",0.1561863,0.2708429,0.1146566
4,-6.4449854,-6.5857196,"('disliked', 'liked')",-6.4449854,-6.5857196,-0.1407342
5,0.6258514,0.64338833,"('distant', 'outgoing')",0.6258514,0.6433883,0.0175369
6,0.91923726,0.89531714,"('distant', 'open')",0.9192373,0.8953171,-0.0239202
7,0.30598342,0.26699007,"('insensitive', 'sensitive')",0.3059834,0.2669901,-0.0389933
8,1.749934,1.6311772,"('unaffectionate', 'affectionate')",1.749934,1.6311772,-0.1187568
9,2.394632,2.3383555,"('unaffectionate', 'caring')",2.3946321,2.3383555,-0.0562766
10,-0.21318284,-0.16917294,"('unsympathetic', 'sympathetic')",-0.2131828,-0.1691729,0.0440099
11,1.9153265,1.929615,"('unhelpful', 'helpful')",1.9153265,1.929615,0.0142885
12,-1.2590457,-1.2991114,"('unsupportive', 'supportive')",-1.2590457,-1.2991114,-0.0400657
13,-0.2866345,-0.26184714,"('impolite', 'polite')",-0.2866345,-0.2618471,0.0247874
14,-0.17988427,-0.16316114,"('antisocial', 'social')",-0.1798843,-0.1631611,0.0167232
15,0.6900899,0.6005859,"('boring', 'funny')",0.6900899,0.6005859,-0.089504
16,0.76615053,0.6902125,"('unpopular', 'popular')",0.7661505,0.6902125,-0.075938
17,0.5343942,0.5448167,"('nasty', 'nice')",0.5343942,0.5448167,0.0104225
18,-0.27902287,-0.32385385,"('disagreeable', 'welcoming')",-0.2790229,-0.3238539,-0.044831
19,0.02072608,-0.017880842,"('inhospitable', 'hospitable')",0.0207261,-0.0178808,-0.0386069
20,0.3627056,0.25805554,"('rough', 'thoughtful')",0.3627056,0.2580555,-0.1046501
21,-0.94462234,-0.79688215,"('immoral', 'moral')",-0.9446223,-0.7968822,0.1477401
22,-1.2811238,-1.1436886,"('untrustworthy', 'trustworthy')",-1.2811238,-1.1436886,0.1374352
23,6.3204308,6.329278,"('insincere', 'sincere')",6.3204308,6.329278,0.0088472
24,0.98333263,1.0209572,"('dishonest', 'honest')",0.9833326,1.0209572,0.0376246
25,1.3277756,1.2158817,"('egoistic', 'altruistic')",1.3277756,1.2158817,-0.1118939
26,1.6383297,1.422227,"('hardhearted', 'benevolent')",1.6383297,1.422227,-0.2161027
27,1.4360145,1.3001947,"('hardhearted', 'softhearted')",1.4360145,1.3001947,-0.1358198
28,0.99686116,0.9186381,"('disloyal', 'loyal')",0.9968612,0.9186381,-0.0782231
29,-0.6615596,-0.78262216,"('unfair', 'fair')",-0.6615596,-0.7826222,-0.1210626
30,0.8824261,0.84938884,"('intolerant', 'tolerant')",0.8824261,0.8493888,-0.0330373
31,-0.35289142,-0.43452555,"('evil', 'good')",-0.3528914,-0.4345255,-0.0816341
32,1.1456499,1.0181501,"('unkind', 'kind')",1.1456499,1.0181501,-0.1274998
33,0.39250904,0.26775637,"('wrong', 'right')",0.392509,0.2677564,-0.1247526
34,5.073111,5.1969857,"('mean', 'honorable')",5.0731111,5.1969857,0.1238746
35,-0.0977945,-0.3166223,"('corrupt', 'incorrupt')",-0.0977945,-0.3166223,-0.2188278
36,0.47212175,0.2562487,"('hostile', 'amicable')",0.4721217,0.2562487,-0.215873
37,0.41697156,0.35728532,"('fake', 'genuine')",0.4169716,0.3572853,-0.0596863
38,0.5037864,0.42434347,"('untruthful', 'truthful')",0.5037864,0.4243435,-0.0794429
39,-0.08442458,-0.0591402,"('exploitative', 'cooperative')",-0.0844246,-0.0591402,0.0252844
40,-1.9845966,-2.0657313,"('stingy', 'generous')",-1.9845966,-2.0657313,-0.0811347
41,-0.024241054,-0.069786936,"('unforgiving', 'forgiving')",-0.0242411,-0.0697869,-0.0455458
42,-2.9255438,-2.8669376,"('unreliable', 'reliable')",-2.9255438,-2.8669376,0.0586062
43,0.73641956,0.7866844,"('irresponsible', 'responsible')",0.7364196,0.7866844,0.0502648
44,-1.3121455,-1.2529491,"('prejudiced', 'unprejudiced')",-1.3121455,-1.2529491,0.0591964
45,-0.118243486,-0.04365743,"('incompetent', 'competent')",-0.1182435,-0.0436574,0.0745861
46,-1.8326206,-1.788321,"('uncompetitive', 'competitive')",-1.8326206,-1.788321,0.0442996
47,5.6695347,5.8349013,"('stupid', 'smart')",5.6695347,5.8349013,0.1653666
48,0.3477923,0.3030593,"('unintelligent', 'intelligent')",0.3477923,0.3030593,-0.044733
49,0.0031089801,0.09936928,"('unable', 'able')",0.003109,0.0993693,0.0962603
50,0.040748388,0.04493148,"('clumsy', 'skillful')",0.0407484,0.0449315,0.0041831
51,-0.50064635,-0.5584276,"('uneducated', 'educated')",-0.5006464,-0.5584276,-0.0577812
52,0.66795576,0.4228752,"('irrational', 'rational')",0.6679558,0.4228752,-0.2450806
