,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.8660948,-1.983469,"('unsociable', 'sociable')",-1.8660948,-1.983469,-0.1173742
1,-0.5936717,-0.72381526,"('unfriendly', 'friendly')",-0.5936717,-0.7238153,-0.1301436
2,0.66678876,0.70315063,"('unlikable', 'likable')",0.6667888,0.7031506,0.0363618
3,-1.088489,-0.9411084,"('repellent', 'pleasant')",-1.0884891,-0.9411084,0.1473807
4,-0.8482402,-0.8584539,"('disliked', 'liked')",-0.8482402,-0.8584539,-0.0102137
5,0.83625746,0.8998127,"('distant', 'outgoing')",0.8362575,0.8998127,0.0635552
6,0.7465821,0.78563994,"('distant', 'open')",0.7465821,0.7856399,0.0390578
7,-1.1130043,-1.1282588,"('insensitive', 'sensitive')",-1.1130043,-1.1282588,-0.0152545
8,-0.15118295,-0.22170627,"('unaffectionate', 'affectionate')",-0.1511829,-0.2217063,-0.0705234
9,-0.11361005,-0.14222908,"('unaffectionate', 'caring')",-0.1136101,-0.1422291,-0.028619
10,-2.6105323,-2.5690207,"('unsympathetic', 'sympathetic')",-2.6105323,-2.5690207,0.0415116
11,-0.3557032,-0.35251516,"('unhelpful', 'helpful')",-0.3557032,-0.3525152,0.003188
12,-1.3174628,-1.2302039,"('unsupportive', 'supportive')",-1.3174628,-1.2302039,0.0872589
13,-1.5387231,-1.612815,"('impolite', 'polite')",-1.5387231,-1.612815,-0.0740919
14,-1.8571415,-1.9454534,"('antisocial', 'social')",-1.8571415,-1.9454534,-0.0883119
15,1.1634188,0.95051974,"('boring', 'funny')",1.1634188,0.9505197,-0.2128991
16,0.0015386492,-0.0019609872,"('unpopular', 'popular')",0.0015386,-0.001961,-0.0034996
17,0.05959944,0.042575523,"('nasty', 'nice')",0.0595994,0.0425755,-0.0170239
18,-0.35828358,-0.30833644,"('disagreeable', 'welcoming')",-0.3582836,-0.3083364,0.0499472
19,0.0883298,0.15393259,"('inhospitable', 'hospitable')",0.0883298,0.1539326,0.0656028
20,0.028926201,0.028057635,"('rough', 'thoughtful')",0.0289262,0.0280576,-0.0008686
