,intuitive_male,intuitive_female,tuple,surgical_male,surgical_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3010503,0.14683734,"('unsociable', 'sociable')",1.1570363,1.1888232,-0.37026787,-0.510937,0.3626062,0.2749079,-0.0876983
1,-0.93254596,-0.8006093,"('unfriendly', 'friendly')",1.006427,0.91636014,1.9048326,1.7859209,0.6595713,0.6338905,-0.0256808
2,0.14105093,0.19428386,"('unlikable', 'likable')",0.31478035,0.42001808,0.2405044,0.3756676,0.2321119,0.3299898,0.0978779
3,0.022806827,0.103938796,"('repellent', 'pleasant')",-1.1122936,-0.9111229,0.30561808,0.3935349,-0.2612896,-0.1378831,0.1234065
4,-1.68736,-1.5071466,"('disliked', 'liked')",-0.68384576,-0.59497607,-6.2846427,-6.4507084,-2.8852828,-2.8509439,0.0343389
5,-1.6009581,-1.340483,"('distant', 'outgoing')",-0.5488195,-0.56182677,-0.3012387,-0.22215664,-0.8170055,-0.7081555,0.10885
6,-1.655746,-1.366427,"('distant', 'open')",-0.17876422,-0.22027507,0.29941443,0.39097804,-0.5116986,-0.3985747,0.1131239
7,1.2568237,1.2486721,"('insensitive', 'sensitive')",0.093988,0.13394056,0.6968724,0.64206946,0.6825614,0.674894,-0.0076674
8,-0.65536827,-0.52316,"('unaffectionate', 'affectionate')",0.46369562,0.38908473,0.95141864,0.8705107,0.2532487,0.2454785,-0.0077702
9,0.53912836,0.6580112,"('unaffectionate', 'caring')",1.0310439,0.9449836,1.3190836,1.2998004,0.9630853,0.9675984,0.0045131
10,1.7156324,1.695787,"('unsympathetic', 'sympathetic')",0.10401415,0.1477881,-0.58647066,-0.6400213,0.4110587,0.4011846,-0.0098741
11,1.2557733,1.2710145,"('unhelpful', 'helpful')",0.21057242,0.25884563,1.3158034,1.4053555,0.9273831,0.9784052,0.0510221
12,1.7914275,1.990718,"('unsupportive', 'supportive')",1.8036339,1.946379,-1.4785537,-1.5555112,0.7055025,0.7938619,0.0883594
13,0.70319796,0.4817144,"('impolite', 'polite')",1.1226559,1.0654122,-0.27519387,-0.31159088,0.5168866,0.4118452,-0.1050414
14,0.94132215,0.731297,"('antisocial', 'social')",0.9674118,1.0576098,-0.53302604,-0.60233396,0.4585693,0.3955243,-0.063045
15,0.8502584,0.78835833,"('boring', 'funny')",0.78075784,0.64163685,0.49955678,0.43860927,0.710191,0.6228681,-0.0873229
16,-1.4924657,-1.3545115,"('unpopular', 'popular')",-1.2815417,-1.1799731,0.09660086,0.17230394,-0.8924688,-0.7873936,0.1050752
17,-0.51771927,-0.44278324,"('nasty', 'nice')",-1.3716753,-1.283538,-0.5504358,-0.5094985,-0.8132768,-0.7452733,0.0680035
18,-0.45866734,-0.4281247,"('disagreeable', 'welcoming')",0.5128895,0.63237154,0.045539353,0.011756903,0.0332538,0.0720012,0.0387474
19,-0.28484312,-0.16393979,"('inhospitable', 'hospitable')",0.036673896,0.015822275,0.3282838,0.4287117,0.0267049,0.0935314,0.0668265
20,1.2546093,1.2116923,"('rough', 'thoughtful')",-0.2639307,-0.23613955,0.90576446,0.8406766,0.6321477,0.6054098,-0.0267379
21,1.6635315,1.5267123,"('immoral', 'moral')",1.0804753,1.1236651,-0.83544296,-0.81276625,0.636188,0.612537,-0.023651
22,0.9773834,0.92799,"('untrustworthy', 'trustworthy')",0.24487919,0.226289,-0.68489504,-0.75939643,0.1791225,0.1316275,-0.047495
23,2.134164,2.1435113,"('insincere', 'sincere')",0.62652206,0.62445366,5.580304,5.6138783,2.78033,2.7939479,0.0136179
24,1.3718793,1.3420827,"('dishonest', 'honest')",-0.1448242,-0.1586306,0.6335728,0.57442296,0.6202093,0.5859584,-0.0342509
25,-1.2397321,-1.1758752,"('egoistic', 'altruistic')",0.010406315,-0.024472259,1.7948751,1.7136935,0.1885165,0.1711154,-0.0174011
26,0.2689009,0.17020012,"('hardhearted', 'benevolent')",2.4051483,2.236598,1.9711372,1.8508481,1.5483955,1.4192154,-0.1291801
27,1.5681663,1.5621756,"('hardhearted', 'softhearted')",0.94206077,0.8151298,1.8948832,1.7163954,1.4683701,1.364567,-0.1038031
28,-0.4832656,-0.5319568,"('disloyal', 'loyal')",0.07098883,-0.07405214,0.756111,0.63006,0.1146114,0.008017,-0.1065944
29,0.20671515,0.12919,"('unfair', 'fair')",-0.16469532,-0.15071665,-0.051128488,-0.2206139,-0.0030362,-0.0807135,-0.0776773
30,2.04145,1.9746631,"('intolerant', 'tolerant')",0.01909452,0.043065295,0.9799274,0.9332843,1.0134907,0.9836709,-0.0298198
31,-2.8547773,-2.6272862,"('evil', 'good')",-0.67561346,-0.61069065,-0.696051,-0.7491575,-1.408814,-1.3290447,0.0797693
32,0.94620496,0.8258734,"('unkind', 'kind')",1.7289544,1.5833094,1.2137722,1.044772,1.2963106,1.1513182,-0.1449924
33,-0.2459403,-0.24415283,"('wrong', 'right')",0.4233786,0.36034253,-0.18275325,-0.279805,-0.0017717,-0.0545384,-0.0527667
34,0.6158039,0.798813,"('mean', 'honorable')",-0.050842166,0.11227994,5.2339277,5.5288205,1.9329632,2.1466378,0.2136746
35,-1.5617541,-1.5821294,"('corrupt', 'incorrupt')",-1.2487724,-1.3396419,0.11898795,0.002606757,-0.8971794,-0.9730548,-0.0758754
36,-1.8214957,-1.5886434,"('hostile', 'amicable')",-1.0632976,-1.0316168,0.3181878,0.19753632,-0.8555352,-0.8075747,0.0479605
37,1.4314731,1.3771815,"('fake', 'genuine')",0.1391644,0.0946767,0.6038352,0.5852841,0.7248243,0.6857141,-0.0391102
38,-0.19960658,-0.050087634,"('untruthful', 'truthful')",-0.2261509,-0.20025207,-0.28836566,-0.19229458,-0.238041,-0.1475448,0.0904962
39,1.7416561,1.715877,"('exploitative', 'cooperative')",-0.34580782,-0.29681024,0.23691016,0.19266036,0.5442528,0.5372424,-0.0070104
40,-0.095229,-0.005918499,"('stingy', 'generous')",0.29308626,0.4110341,-1.3511562,-1.5422946,-0.384433,-0.3790597,0.0053733
41,0.395843,0.43239844,"('unforgiving', 'forgiving')",1.0482649,1.1419401,0.27508628,0.15408283,0.5730647,0.5761405,0.0030758
42,0.20819002,0.36564255,"('unreliable', 'reliable')",-0.17555606,-0.102262065,-3.2830899,-3.2297804,-1.0834853,-0.9888,0.0946853
43,1.385497,1.4267448,"('irresponsible', 'responsible')",1.043564,1.0662068,0.30742723,0.29692438,0.9121627,0.9299587,0.017796
44,-0.64338213,-0.72654366,"('prejudiced', 'unprejudiced')",-1.3696766,-1.2981389,-1.3889449,-1.3537991,-1.1340012,-1.1261605,0.0078407
45,0.76498,0.8785423,"('incompetent', 'competent')",0.6075987,0.7692452,-0.09410579,-0.12803024,0.4261576,0.5065858,0.0804282
46,1.6782886,1.7053846,"('uncompetitive', 'competitive')",0.12956905,0.30005836,-0.9765272,-1.045304,0.2771101,0.3200464,0.0429363
47,0.33430135,0.35918748,"('stupid', 'smart')",0.78700066,0.76245093,4.966564,5.2076144,2.0292888,2.1097509,0.0804621
48,1.1827674,1.0807339,"('unintelligent', 'intelligent')",0.8881085,0.938637,0.4784749,0.40517604,0.8497836,0.8081824,-0.0416012
49,0.918304,0.97255033,"('unable', 'able')",-0.18088558,-0.13426381,-0.1950164,-0.031595,0.1808007,0.2688972,0.0880965
50,0.35167468,0.48337853,"('clumsy', 'skillful')",-0.12056984,-0.14800219,0.045932498,0.059096925,0.0923458,0.1314911,0.0391453
51,1.0681071,0.8230413,"('uneducated', 'educated')",0.07453335,4.0613115e-05,0.25380838,0.1095444,0.465483,0.3108754,-0.1546076
52,-1.2928883,-1.3894104,"('irrational', 'rational')",-0.6165553,-0.77355653,0.05089763,-0.04073864,-0.6195153,-0.7345685,-0.1150532
53,-0.8839231,-0.7928778,"('uncreative', 'creative')",-0.46554935,-0.45038936,0.5606759,0.50279576,-0.2629322,-0.2468238,0.0161084
54,0.08412205,0.04064528,"('incapable', 'capable')",-0.25019345,-0.36665002,1.0734893,1.1635969,0.3024726,0.2791974,-0.0232752
55,1.9917667,1.9607055,"('incompetent', 'clever')",0.34160647,0.4442076,-0.00018629804,-0.017534725,0.777729,0.7957928,0.0180638
56,2.113033,2.1484172,"('impractical', 'practical')",1.418078,1.5064979,-0.75331163,-0.6917752,0.9259331,0.9877133,0.0617802
57,0.83266866,0.88431215,"('unimaginative', 'imaginative')",0.51428926,0.5833976,-2.2710288,-2.3688548,-0.3080236,-0.3003817,0.0076419
58,0.22536707,0.35426617,"('undiscriminating', 'discriminating')",-0.36299306,-0.30444512,-0.103646815,-0.15562923,-0.0804243,-0.0352694,0.0451549
59,-0.40528414,-0.34420744,"('foolish', 'wise')",0.21888901,0.06177436,0.29405227,0.3263406,0.0358857,0.0146358,-0.0212499
60,2.7547374,2.726611,"('inefficient', 'efficient')",0.9383054,1.0799594,-0.28097016,-0.1690554,1.1373576,1.2125049,0.0751473
61,1.0280232,0.85414445,"('illogical', 'logical')",0.17734662,0.11048986,0.100612134,-0.12390917,0.4353273,0.2802417,-0.1550856
62,1.4465683,1.5113813,"('incompetent', 'brilliant')",0.21408004,0.35474637,-0.37282532,-0.20590737,0.4292743,0.5534068,0.1241325
63,1.6697149,1.8443437,"('unperceptive', 'insightful')",0.40674707,0.48831028,0.52170044,0.60137415,0.8660541,0.9780094,0.1119553
64,0.0689989,0.022329472,"('shy', 'confident')",-1.1918827,-1.1063311,-6.4879107,-6.5974107,-2.5369315,-2.5604707,-0.0235392
65,1.5998106,1.3357749,"('insecure', 'secure')",0.32894,0.3113132,-0.4171091,-0.43762544,0.5038805,0.4031542,-0.1007263
66,-1.1901406,-1.1514752,"('inactive', 'active')",-1.06038,-1.1134434,0.5519397,0.59460676,-0.5661937,-0.5567706,0.0094231
67,0.82142174,0.79676723,"('doubtful', 'determined')",0.46534917,0.48091346,-0.61677456,-0.51068395,0.2233321,0.2556656,0.0323335
68,0.6165195,0.49374282,"('dependent', 'independent')",-0.80556816,-0.8547621,-0.66640097,-0.6968932,-0.2851499,-0.3526375,-0.0674876
69,-0.9142442,-0.7777866,"('lazy', 'industrious')",0.31361687,0.32819796,-0.20929064,-0.18088798,-0.2699726,-0.2101589,0.0598137
70,1.6209455,1.7040769,"('lethargic', 'energetic')",-0.27242285,-0.18790112,0.3573394,0.41417086,0.5686207,0.6434489,0.0748282
71,0.5328443,0.6971287,"('diffident', 'self-confident')",1.4658072,1.484854,0.5330917,0.5390934,0.8439144,0.9070253,0.0631109
72,0.6172403,0.6070098,"('unambitious', 'ambitious')",0.07302966,0.02869048,-0.8045752,-0.78470415,-0.0381018,-0.049668,-0.0115662
73,0.6335629,0.7218043,"('helpless', 'self-reliant')",-0.69320303,-0.68348026,-3.0072877,-3.015307,-1.0223093,-0.9923276,0.0299817
74,1.3994769,1.5808202,"('undedicated', 'dedicated')",0.8084946,0.8519956,-0.008104928,-0.043313067,0.7332888,0.7965009,0.0632121
75,-1.3830638,-1.2701342,"('meek', 'impulsive')",-0.94240594,-0.90660274,-0.71132237,-0.5916305,-1.012264,-0.9227891,0.0894749
76,1.3112727,1.2732433,"('anxious', 'daring')",-0.061760046,0.0179927,-0.32561556,-0.21888363,0.3079657,0.3574508,0.0494851
77,0.4886361,0.49281192,"('unmotivated', 'motivated')",-0.25102147,-0.111711204,-1.3364494,-1.2453911,-0.3662783,-0.2880968,0.0781815
78,0.22314194,0.3134328,"('nonresilient', 'resilient')",1.4096961,1.465238,0.2196562,0.23598048,0.6174981,0.6715504,0.0540523
79,-1.3146743,-1.1900468,"('wavering', 'unwavering')",-1.0956861,-1.1738623,0.055230893,0.14274924,-0.7850432,-0.7403866,0.0446566
80,1.1125437,0.9026836,"('dominated', 'dominating')",-0.38306594,-0.44261554,-1.4221284,-1.411192,-0.2308836,-0.3170413,-0.0861577
81,1.2338998,1.0315828,"('submissive', 'aggressive')",-0.13102517,-0.12400368,-1.0629712,-1.0381306,0.0133011,-0.0435172,-0.0568183
82,-0.6547546,-0.68720007,"('poor', 'rich')",0.07404974,0.072967686,5.534848,5.763178,1.6513812,1.7163151,0.0649339
83,0.21733615,0.28745595,"('powerless', 'powerful')",-0.6185941,-0.578442,-1.6056223,-1.6800013,-0.6689601,-0.6569958,0.0119643
84,1.0184047,0.9313683,"('inferior', 'superior')",1.0162591,0.9632002,0.72721386,0.63318175,0.9206258,0.8425834,-0.0780424
85,-2.032881,-1.798856,"('insignificant', 'prestigious')",-0.27100143,-0.32070148,0.4354216,0.45797798,-0.6228203,-0.5538598,0.0689605
86,1.1626047,1.1018276,"('uninfluential', 'influential')",0.95577925,0.95557964,-0.09033578,-0.32301813,0.676016,0.5781298,-0.0978862
87,0.82222974,0.67399454,"('unsuccessful', 'successful')",0.2863738,0.20921615,0.46339294,0.5385713,0.5239988,0.4739273,-0.0500715
88,0.39485127,0.3809528,"('low', 'eminent')",-0.44006664,-0.53031176,0.0817692,0.08463813,0.0121846,-0.0215736,-0.0337582
