,national_male,national_female,tuple,semiconductor_male,semiconductor_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9156274,-2.0763981,"('unsociable', 'sociable')",-1.0362327,-1.1363076,-0.36802456,-0.4636858,-1.1066282,-1.2254638,-0.1188356
1,0.3011136,0.02656316,"('unfriendly', 'friendly')",1.7585709,1.564743,1.7275658,1.611786,1.2624168,1.0676974,-0.1947194
2,0.3583149,0.3581409,"('unlikable', 'likable')",0.067781344,0.067688435,0.81573844,0.8264794,0.4139449,0.4174362,0.0034913
3,-0.8123464,-0.7196651,"('repellent', 'pleasant')",-1.5058365,-1.4976332,0.9426226,0.97844225,-0.4585201,-0.412952,0.0455681
4,-0.08532117,-0.14212224,"('disliked', 'liked')",0.25849438,0.14777084,-6.0091996,-6.212993,-1.9453421,-2.0691148,-0.1237727
5,0.06749316,0.07043048,"('distant', 'outgoing')",0.92221755,0.90465516,-0.4726332,-0.3695415,0.1723591,0.201848,0.0294889
6,0.16802073,0.18865359,"('distant', 'open')",1.1173128,1.0749239,-0.54247695,-0.45206642,0.2476189,0.2705037,0.0228848
7,-0.7676413,-0.8003594,"('insensitive', 'sensitive')",-0.46487784,-0.40102637,0.35432675,0.41419622,-0.2927308,-0.2623965,0.0303343
8,-0.104253426,-0.20977108,"('unaffectionate', 'affectionate')",1.6729825,1.5832831,0.5505346,0.5251234,0.7064212,0.6328785,-0.0735427
9,0.2301172,0.09967283,"('unaffectionate', 'caring')",1.3371743,1.2622852,1.0724951,1.1447617,0.8799289,0.8355732,-0.0443557
10,-1.7725986,-1.7745658,"('unsympathetic', 'sympathetic')",-2.096029,-2.0738502,-0.8352666,-0.81898594,-1.5679647,-1.5558006,0.0121641
11,-0.42335597,-0.4567825,"('unhelpful', 'helpful')",-0.32477123,-0.25547126,1.6473781,1.738335,0.2997503,0.3420271,0.0422768
12,0.02957987,0.08130448,"('unsupportive', 'supportive')",0.37352294,0.39038688,-1.7539047,-1.683901,-0.4502673,-0.4040699,0.0461974
13,-1.462682,-1.6007869,"('impolite', 'polite')",-1.2983953,-1.2788188,-0.9127507,-0.8963087,-1.2246094,-1.2586381,-0.0340287
14,-0.7263767,-0.6830917,"('antisocial', 'social')",-1.0943693,-1.0429393,0.20116982,0.16630438,-0.5398587,-0.5199089,0.0199498
15,-0.09992989,-0.2792543,"('boring', 'funny')",0.69581103,0.67636377,0.10126801,0.092416674,0.2323831,0.1631754,-0.0692077
16,0.6842526,0.6553571,"('unpopular', 'popular')",0.82874167,0.7793783,0.52560997,0.47922444,0.6795348,0.6379866,-0.0415482
17,0.008735366,0.016839746,"('nasty', 'nice')",0.10122356,0.17495824,-0.2716597,-0.15861985,-0.0539003,0.0110594,0.0649597
18,1.1778708,1.1426269,"('disagreeable', 'welcoming')",0.40884203,0.34905663,-0.41297215,-0.42683262,0.3912469,0.3549503,-0.0362966
19,0.36611053,0.25705683,"('inhospitable', 'hospitable')",0.41848534,0.32030046,-0.2318182,-0.19383207,0.1842592,0.1278417,-0.0564175
20,-0.23600459,-0.11090973,"('rough', 'thoughtful')",0.5689974,0.5496671,0.7329839,0.74229836,0.3553255,0.3936853,0.0383598
21,-0.54936415,-0.62707496,"('immoral', 'moral')",-1.5334383,-1.5245799,-0.87475306,-0.80438375,-0.9858518,-0.9853462,0.0005056
22,-1.1453726,-1.186924,"('untrustworthy', 'trustworthy')",-1.3422852,-1.3466206,-0.80261326,-0.8338139,-1.096757,-1.1224528,-0.0256958
23,-0.6507554,-0.69974667,"('insincere', 'sincere')",-0.5609356,-0.5938681,5.373556,5.416051,1.3872884,1.3741453,-0.0131431
24,-0.10681497,-0.066181615,"('dishonest', 'honest')",-1.3159922,-1.2416376,0.47054404,0.51429063,-0.3174211,-0.2645095,0.0529116
25,0.5124044,0.44150156,"('egoistic', 'altruistic')",1.9110107,1.9055054,1.5562361,1.5310037,1.3265505,1.2926702,-0.0338803
26,0.8743825,0.67918295,"('hardhearted', 'benevolent')",1.7545922,1.6906202,1.9005156,1.7577468,1.5098302,1.37585,-0.1339802
27,-0.442019,-0.38066518,"('hardhearted', 'softhearted')",0.15847191,0.12601352,0.9346659,0.9136518,0.2170396,0.2196667,0.0026271
28,0.3944066,0.19294697,"('disloyal', 'loyal')",0.2140822,0.11903374,1.1133481,0.9785041,0.5739456,0.4301616,-0.143784
29,0.058411747,0.04287607,"('unfair', 'fair')",-0.48599252,-0.50420207,-0.17237277,-0.29075164,-0.1999845,-0.2506925,-0.050708
30,-0.8221533,-0.8703341,"('intolerant', 'tolerant')",-0.3417791,-0.30606672,0.24246107,0.1992612,-0.3071571,-0.3257132,-0.0185561
31,0.90581816,0.96819854,"('evil', 'good')",1.1724082,1.1144605,-0.44059926,-0.46603134,0.5458757,0.5388759,-0.0069998
