,illumina_male,illumina_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9653379,-1.0984279,"('unsociable', 'sociable')",-0.38958004,-0.5268001,-0.6774589,-0.812614,-0.1351551
1,-1.4223903,-1.3782073,"('unfriendly', 'friendly')",1.7930008,1.5991272,0.1853052,0.1104599,-0.0748453
2,0.14801931,0.13148496,"('unlikable', 'likable')",0.58814025,0.6197729,0.3680798,0.3756289,0.0075491
3,-0.6881679,-0.5951626,"('repellent', 'pleasant')",0.4198152,0.47933123,-0.1341764,-0.0579157,0.0762607
4,-0.008975516,-0.069198385,"('disliked', 'liked')",-6.4068456,-6.3632092,-3.2079105,-3.2162039,-0.0082934
5,-1.1509776,-0.93834805,"('distant', 'outgoing')",-0.2777058,-0.2913436,-0.7143417,-0.6148458,0.0994959
6,-1.4260539,-1.1819242,"('distant', 'open')",0.057660036,0.01740146,-0.6841969,-0.5822614,0.1019355
7,-0.6529181,-0.546456,"('insensitive', 'sensitive')",0.5395847,0.6085567,-0.0566667,0.0310504,0.0877171
8,-0.9428054,-0.8818464,"('unaffectionate', 'affectionate')",0.82572865,0.7099453,-0.0585384,-0.0859506,-0.0274122
9,-1.2806112,-1.1278497,"('unaffectionate', 'caring')",1.0108261,1.0327692,-0.1348925,-0.0475402,0.0873523
10,-1.2742815,-1.1175011,"('unsympathetic', 'sympathetic')",-0.49691007,-0.45145136,-0.8855958,-0.7844763,0.1011195
11,-0.5582344,-0.5018642,"('unhelpful', 'helpful')",2.0597446,2.2141402,0.7507551,0.856138,0.1053829
12,-0.6598518,-0.43592012,"('unsupportive', 'supportive')",-1.9204694,-1.7794342,-1.2901607,-1.1076772,0.1824835
13,-0.9472612,-1.0875186,"('impolite', 'polite')",-0.51060134,-0.4664856,-0.7289313,-0.7770021,-0.0480708
14,-0.19647872,-0.27996472,"('antisocial', 'social')",-0.38803363,-0.471704,-0.2922562,-0.3758343,-0.0835781
15,-0.063926786,-0.16218714,"('boring', 'funny')",0.47494826,0.37201947,0.2055107,0.1049162,-0.1005945
16,-0.41505542,-0.3726004,"('unpopular', 'popular')",0.5454642,0.4808695,0.0652044,0.0541345,-0.0110699
17,-0.061798062,-0.044758487,"('nasty', 'nice')",0.008851724,0.03795705,-0.0264732,-0.0034007,0.0230725
18,-0.24261588,-0.10177223,"('disagreeable', 'welcoming')",-0.2680198,-0.3092194,-0.2553178,-0.2054958,0.049822
