,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.70122373,-0.8482911,"('unsociable', 'sociable')",-0.21244925,-0.2695891,-0.43983313,-0.59339064,-0.4511687,-0.5704236,-0.1192549
1,-1.2758712,-1.5023841,"('unfriendly', 'friendly')",1.0141737,0.8358825,1.9256194,1.7784855,0.5546407,0.3706613,-0.1839794
2,0.83974457,0.8711696,"('unlikable', 'likable')",0.4689759,0.5817029,0.75014937,0.8065624,0.6862899,0.753145,0.0668551
3,-0.014986578,0.01575021,"('repellent', 'pleasant')",-0.2882952,-0.17161384,-0.05711045,-0.0253195,-0.1201307,-0.0603944,0.0597363
4,0.30756426,0.24184331,"('disliked', 'liked')",-0.6107518,-0.66597676,-5.6435547,-5.814991,-1.9822474,-2.0797081,-0.0974607
5,-0.66700375,-0.7074481,"('distant', 'outgoing')",0.071512915,-0.015712578,0.0896176,0.081361875,-0.1686244,-0.2139329,-0.0453085
6,-1.0184145,-1.0641158,"('distant', 'open')",-0.22678922,-0.31541345,0.57093173,0.51291144,-0.2247573,-0.2888726,-0.0641153
7,-0.44435668,-0.47564724,"('insensitive', 'sensitive')",-0.08039507,-0.053400677,0.341586,0.3595645,-0.0610553,-0.0564945,0.0045608
8,-0.57643974,-0.70004123,"('unaffectionate', 'affectionate')",0.27034935,0.18217741,1.0141301,0.8908502,0.2360133,0.1243288,-0.1116845
9,-0.7449036,-0.9132953,"('unaffectionate', 'caring')",0.52286375,0.43937048,1.126775,1.05659,0.3015784,0.1942217,-0.1073567
10,-1.3060077,-1.378022,"('unsympathetic', 'sympathetic')",-1.3588784,-1.3295121,-0.9684437,-0.9662082,-1.2111099,-1.2245808,-0.0134709
11,-0.2473618,-0.2282533,"('unhelpful', 'helpful')",0.7737473,0.84560096,1.5389735,1.6047717,0.688453,0.7407064,0.0522534
12,-0.21671058,-0.20181555,"('unsupportive', 'supportive')",-0.5004061,-0.3459558,-1.9649825,-1.9745938,-0.894033,-0.8407884,0.0532446
13,-0.44225457,-0.44783646,"('impolite', 'polite')",-0.22940657,-0.15712863,-0.75337917,-0.74555445,-0.4750134,-0.4501732,0.0248402
14,0.40008926,0.35272744,"('antisocial', 'social')",0.017248085,0.1482044,-0.55537283,-0.61763525,-0.0460118,-0.0389011,0.0071107
15,0.5441579,0.46706653,"('boring', 'funny')",0.6455429,0.5484319,0.88256806,0.821749,0.6907563,0.6124158,-0.0783405
16,0.02173378,0.0129165705,"('unpopular', 'popular')",0.13355488,0.14151517,0.9410869,0.93434954,0.3654585,0.3629271,-0.0025314
17,0.17698754,0.20752087,"('nasty', 'nice')",-0.16750303,-0.049734905,-0.21886963,-0.19284667,-0.069795,-0.0116869,0.0581081
18,-0.24745739,-0.3082865,"('disagreeable', 'welcoming')",-0.22176354,-0.15452749,-0.38230115,-0.46395847,-0.2838407,-0.3089242,-0.0250835
19,-0.09812388,-0.0992367,"('inhospitable', 'hospitable')",-0.3121996,-0.3433005,0.20533122,0.2930487,-0.0683307,-0.0498295,0.0185012
20,0.06758006,0.07077166,"('rough', 'thoughtful')",0.6566686,0.7601805,0.7826897,0.71582615,0.5023128,0.5155927,0.0132799
21,0.3507797,0.30956697,"('immoral', 'moral')",0.40284204,0.38213998,-0.8980869,-0.877842,-0.048155,-0.062045,-0.01389
22,0.42054373,0.36301097,"('untrustworthy', 'trustworthy')",-0.17421153,-0.21883649,-0.9632448,-1.0195272,-0.2389709,-0.2917842,-0.0528133
23,-0.35657534,-0.43213034,"('insincere', 'sincere')",0.5445341,0.57832074,5.2797956,5.2497444,1.8225848,1.798645,-0.0239398
24,0.3278893,0.2903279,"('dishonest', 'honest')",-1.184801,-1.2095219,0.4128494,0.37104887,-0.1480208,-0.182715,-0.0346942
25,-0.21452394,-0.30462694,"('egoistic', 'altruistic')",0.3863383,0.31656238,1.7270559,1.660323,0.6329567,0.5574195,-0.0755372
26,-0.35349205,-0.43440694,"('hardhearted', 'benevolent')",0.5300431,0.5694168,1.8976065,1.855347,0.6913858,0.6634523,-0.0279335
27,-0.8017929,-0.83145237,"('hardhearted', 'softhearted')",0.1337697,0.16515748,1.2247458,1.0769565,0.1855742,0.1368872,-0.048687
28,-0.18366879,-0.37861767,"('disloyal', 'loyal')",-0.17918545,-0.30265316,1.0973246,0.96755743,0.2448235,0.0954289,-0.1493946
29,0.3874733,0.36546487,"('unfair', 'fair')",-0.771473,-0.86870444,-0.5711668,-0.7112328,-0.3183888,-0.4048241,-0.0864353
30,0.4565755,0.39350694,"('intolerant', 'tolerant')",1.1819127,1.1750708,1.1856043,1.138609,0.9413641,0.9023956,-0.0389685
31,-0.55767554,-0.55577195,"('evil', 'good')",-0.18699633,-0.2359224,-0.42492118,-0.5285537,-0.3898644,-0.4400827,-0.0502183
32,-0.48305923,-0.60870254,"('unkind', 'kind')",-0.4451276,-0.4176261,0.6712769,0.56962943,-0.0856366,-0.1522331,-0.0665965
33,0.41184413,0.34475863,"('wrong', 'right')",0.35244563,0.31058535,-0.35991666,-0.4615649,0.134791,0.064593,-0.070198
34,-0.53743535,-0.41853577,"('mean', 'honorable')",0.046509713,0.1226635,5.676068,5.8806353,1.7283807,1.8615877,0.133207
35,0.24303801,0.19805981,"('corrupt', 'incorrupt')",0.11943635,-0.011242471,0.60711277,0.4638076,0.3231957,0.216875,-0.1063207
36,-0.3731663,-0.50416344,"('hostile', 'amicable')",-0.12001077,-0.3052944,0.96538526,0.77036184,0.1574027,-0.013032,-0.1704347
37,-0.09059944,-0.06825234,"('fake', 'genuine')",-0.5515229,-0.6041358,0.09354584,0.095721245,-0.1828588,-0.1922223,-0.0093635
38,-0.53744775,-0.5621877,"('untruthful', 'truthful')",-0.8242579,-0.81404316,-0.36050972,-0.30848795,-0.5740718,-0.5615729,0.0124989
39,1.674056,1.6910084,"('exploitative', 'cooperative')",1.0519425,1.1126952,0.27678695,0.24279174,1.0009285,1.0154985,0.01457
40,-0.07001458,-0.15576813,"('stingy', 'generous')",-0.65784204,-0.6445814,-1.6435344,-1.8336303,-0.7904637,-0.8779933,-0.0875296
41,0.003619291,-0.09592445,"('unforgiving', 'forgiving')",-0.3941892,-0.38851553,0.16973294,0.016644329,-0.0736123,-0.1559319,-0.0823196
42,0.5364936,0.60776645,"('unreliable', 'reliable')",-1.5172808,-1.4029385,-3.3664997,-3.3581493,-1.4490956,-1.3844404,0.0646552
43,-0.33525842,-0.30534393,"('irresponsible', 'responsible')",-0.6858635,-0.6179384,0.12507746,0.13546804,-0.2986815,-0.2626048,0.0360767
44,0.7194331,0.7855515,"('prejudiced', 'unprejudiced')",-0.8723209,-0.79435617,-1.3634664,-1.3512243,-0.5054514,-0.453343,0.0521084
45,0.15293926,0.11126147,"('incompetent', 'competent')",-0.49437946,-0.4599134,-0.3276726,-0.38908648,-0.2230376,-0.2459128,-0.0228752
46,-0.59035945,-0.61504865,"('uncompetitive', 'competitive')",-0.7608515,-0.71066815,-0.8622465,-0.8973215,-0.7378192,-0.7410127,-0.0031935
47,-0.29746848,-0.20416315,"('stupid', 'smart')",0.5800446,0.7350076,5.3336153,5.5067677,1.8720638,2.0125373,0.1404735
48,-0.54374206,-0.5794428,"('unintelligent', 'intelligent')",0.3261624,0.34198624,0.22494367,0.21262619,0.0024547,-0.0082768,-0.0107315
