,perspecta_male,perspecta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.84247065,-0.9249909,"('unsociable', 'sociable')",-0.44897026,-0.5216385,-0.6457205,-0.7233147,-0.0775942
1,-1.5284374,-1.5142773,"('unfriendly', 'friendly')",2.061414,1.9892628,0.2664883,0.2374927,-0.0289956
2,0.72027,0.7397376,"('unlikable', 'likable')",0.8726096,0.915416,0.7964398,0.8275768,0.031137
3,-0.7960854,-0.7170341,"('repellent', 'pleasant')",0.31898716,0.42814493,-0.2385491,-0.1444446,0.0941045
4,0.24570651,0.30832142,"('disliked', 'liked')",-6.0559883,-6.122445,-2.9051409,-2.9070618,-0.0019209
5,-0.7632837,-0.5784309,"('distant', 'outgoing')",0.061792113,0.07492891,-0.3507458,-0.251751,0.0989948
6,-1.1144086,-0.914269,"('distant', 'open')",0.31106895,0.34962127,-0.4016698,-0.2823238,0.119346
7,-1.103137,-1.0378969,"('insensitive', 'sensitive')",0.4574883,0.6514857,-0.3228244,-0.1932056,0.1296188
8,-1.4368129,-1.363198,"('unaffectionate', 'affectionate')",0.99554574,0.9376693,-0.2206336,-0.2127644,0.0078692
9,-1.8939607,-1.7672746,"('unaffectionate', 'caring')",1.08961,1.1142997,-0.4021754,-0.3264875,0.0756879
10,-1.9144448,-1.891239,"('unsympathetic', 'sympathetic')",-0.775462,-0.69010705,-1.3449534,-1.290673,0.0542804
11,-1.003221,-1.0082226,"('unhelpful', 'helpful')",1.225764,1.3689326,0.1112715,0.180355,0.0690835
12,-1.1434956,-0.8913897,"('unsupportive', 'supportive')",-1.8347424,-1.7318882,-1.4891191,-1.311639,0.1774801
13,-0.32669428,-0.4012535,"('impolite', 'polite')",-0.7162654,-0.67658013,-0.5214798,-0.5389168,-0.017437
14,0.39602655,0.4082445,"('antisocial', 'social')",-0.16174418,-0.16591588,0.1171412,0.1211643,0.0040231
15,0.26750195,0.112385005,"('boring', 'funny')",0.7268192,0.6564056,0.4971606,0.3843953,-0.1127653
16,-0.94085056,-0.9131888,"('unpopular', 'popular')",0.3706101,0.43019754,-0.2851202,-0.2414956,0.0436246
17,-0.13922682,-0.022911621,"('nasty', 'nice')",-0.010779934,0.036886044,-0.0750034,0.0069872,0.0819906
18,-0.26602155,-0.13554615,"('disagreeable', 'welcoming')",-0.09113958,-0.03509621,-0.1785806,-0.0853212,0.0932594
19,-1.1965044,-1.1055655,"('inhospitable', 'hospitable')",0.25107068,0.296718,-0.4727168,-0.4044238,0.068293
20,0.28855363,0.28070676,"('rough', 'thoughtful')",0.8598979,0.8259465,0.5742258,0.5533266,-0.0208992
21,-0.024741286,-0.15583724,"('immoral', 'moral')",-0.4545229,-0.32256755,-0.2396321,-0.2392024,0.0004297
22,0.5464431,0.5811952,"('untrustworthy', 'trustworthy')",-0.7774342,-0.7587767,-0.1154955,-0.0887908,0.0267047
23,-1.3106705,-1.3876371,"('insincere', 'sincere')",5.424293,5.5109854,2.0568113,2.0616741,0.0048628
24,-0.9166911,-0.96228373,"('dishonest', 'honest')",0.75965446,0.7649889,-0.0785183,-0.0986474,-0.0201291
25,-0.0852362,-0.06310068,"('egoistic', 'altruistic')",1.9501516,1.8991761,0.9324577,0.9180377,-0.01442
26,0.43842682,0.3199008,"('hardhearted', 'benevolent')",2.0361638,1.8755449,1.2372953,1.0977229,-0.1395724
27,-0.026882809,0.13231398,"('hardhearted', 'softhearted')",1.5752803,1.5018611,0.7741988,0.8170875,0.0428887
28,-1.3101808,-1.4425855,"('disloyal', 'loyal')",0.8527253,0.78279006,-0.2287277,-0.3298977,-0.10117
29,-0.27629423,-0.3254564,"('unfair', 'fair')",-0.3051875,-0.50774896,-0.2907408,-0.4166027,-0.1258619
30,0.07521992,0.015520155,"('intolerant', 'tolerant')",1.4401524,1.4318542,0.7576861,0.7236872,-0.0339989
