,ninja_male,ninja_female,tuple,average_male,average_female,female-male
0,0.20947385,0.21796994,"('unsociable', 'sociable')",0.2094738,0.2179699,0.0084961
1,1.0850508,1.0007892,"('unfriendly', 'friendly')",1.0850508,1.0007892,-0.0842616
2,0.4157987,0.51609087,"('unlikable', 'likable')",0.4157987,0.5160909,0.1002922
3,0.79614985,0.9069637,"('repellent', 'pleasant')",0.7961498,0.9069637,0.1108139
4,-7.446792,-7.4757085,"('disliked', 'liked')",-7.4467921,-7.4757085,-0.0289164
5,-0.55764294,-0.57319367,"('distant', 'outgoing')",-0.5576429,-0.5731937,-0.0155508
6,-0.28532234,-0.310085,"('distant', 'open')",-0.2853223,-0.310085,-0.0247627
7,1.551707,1.5755965,"('insensitive', 'sensitive')",1.551707,1.5755965,0.0238895
8,0.9318136,0.8651963,"('unaffectionate', 'affectionate')",0.9318136,0.8651963,-0.0666173
9,1.3743106,1.3880562,"('unaffectionate', 'caring')",1.3743106,1.3880562,0.0137456
10,1.5377066,1.5920734,"('unsympathetic', 'sympathetic')",1.5377066,1.5920734,0.0543668
11,1.889101,1.9774756,"('unhelpful', 'helpful')",1.889101,1.9774756,0.0883746
12,-1.181674,-1.1451466,"('unsupportive', 'supportive')",-1.181674,-1.1451466,0.0365274
13,0.34698388,0.3747296,"('impolite', 'polite')",0.3469839,0.3747296,0.0277457
14,0.30548516,0.3693237,"('antisocial', 'social')",0.3054852,0.3693237,0.0638385
15,0.31417453,0.30243218,"('boring', 'funny')",0.3141745,0.3024322,-0.0117423
16,-0.7245166,-0.6851185,"('unpopular', 'popular')",-0.7245166,-0.6851185,0.0393981
17,-0.32604423,-0.26923323,"('nasty', 'nice')",-0.3260442,-0.2692332,0.056811
18,-0.47840965,-0.5122951,"('disagreeable', 'welcoming')",-0.4784096,-0.5122951,-0.0338855
19,-0.5985323,-0.58314985,"('inhospitable', 'hospitable')",-0.5985323,-0.5831499,0.0153824
20,0.8041314,0.6795163,"('rough', 'thoughtful')",0.8041314,0.6795163,-0.1246151
21,0.269808,0.36591434,"('immoral', 'moral')",0.269808,0.3659143,0.0961063
22,0.15793222,0.15424848,"('untrustworthy', 'trustworthy')",0.1579322,0.1542485,-0.0036837
23,6.501349,6.5614643,"('insincere', 'sincere')",6.501349,6.5614643,0.0601153
24,1.7714375,1.7452977,"('dishonest', 'honest')",1.7714375,1.7452977,-0.0261398
25,0.2909718,0.2302072,"('egoistic', 'altruistic')",0.2909718,0.2302072,-0.0607646
26,0.19099045,0.12835069,"('hardhearted', 'benevolent')",0.1909904,0.1283507,-0.0626397
27,1.5685396,1.4161673,"('hardhearted', 'softhearted')",1.5685396,1.4161673,-0.1523723
28,1.0455376,0.9907485,"('disloyal', 'loyal')",1.0455376,0.9907485,-0.0547891
29,-0.28257662,-0.39727643,"('unfair', 'fair')",-0.2825766,-0.3972764,-0.1146998
30,1.6885686,1.6239837,"('intolerant', 'tolerant')",1.6885686,1.6239837,-0.0645849
31,-1.6216402,-1.6243081,"('evil', 'good')",-1.6216402,-1.6243081,-0.0026679
32,1.0674983,1.0272888,"('unkind', 'kind')",1.0674983,1.0272888,-0.0402095
33,-0.588873,-0.6274069,"('wrong', 'right')",-0.588873,-0.6274069,-0.0385339
34,4.320697,4.487455,"('mean', 'honorable')",4.3206968,4.4874549,0.1667581
35,-1.4961082,-1.6230992,"('corrupt', 'incorrupt')",-1.4961082,-1.6230992,-0.126991
36,-0.9789661,-1.1109065,"('hostile', 'amicable')",-0.9789661,-1.1109065,-0.1319404
37,0.59825736,0.6380725,"('fake', 'genuine')",0.5982574,0.6380725,0.0398151
38,-0.13386595,-0.10829674,"('untruthful', 'truthful')",-0.133866,-0.1082967,0.0255693
39,0.0028649361,0.0036671073,"('exploitative', 'cooperative')",0.0028649,0.0036671,0.0008022
40,-1.0905606,-1.1550827,"('stingy', 'generous')",-1.0905606,-1.1550827,-0.0645221
41,0.12728621,0.07952914,"('unforgiving', 'forgiving')",0.1272862,0.0795291,-0.0477571
42,-1.5961415,-1.6007698,"('unreliable', 'reliable')",-1.5961415,-1.6007698,-0.0046283
43,1.7651932,1.7475139,"('irresponsible', 'responsible')",1.7651932,1.7475139,-0.0176793
44,-1.1794593,-1.2550046,"('prejudiced', 'unprejudiced')",-1.1794593,-1.2550046,-0.0755453
45,0.27995473,0.31383157,"('incompetent', 'competent')",0.2799547,0.3138316,0.0338769
46,-0.19223285,-0.16067705,"('uncompetitive', 'competitive')",-0.1922328,-0.160677,0.0315558
47,5.398127,5.6294355,"('stupid', 'smart')",5.3981271,5.6294355,0.2313084
48,1.0789801,1.0255919,"('unintelligent', 'intelligent')",1.0789801,1.0255919,-0.0533882
49,-0.17000027,-0.102436416,"('unable', 'able')",-0.1700003,-0.1024364,0.0675639
50,-0.23345016,-0.20574683,"('clumsy', 'skillful')",-0.2334502,-0.2057468,0.0277034
51,0.6306295,0.67608386,"('uneducated', 'educated')",0.6306295,0.6760839,0.0454544
52,-0.66651595,-0.7536365,"('irrational', 'rational')",-0.6665159,-0.7536365,-0.0871206
53,0.3760639,0.33143407,"('uncreative', 'creative')",0.3760639,0.3314341,-0.0446298
54,0.97828484,1.0497289,"('incapable', 'capable')",0.9782848,1.0497289,0.0714441
55,1.1421694,1.171002,"('incompetent', 'clever')",1.1421694,1.171002,0.0288326
56,0.6637746,0.74321145,"('impractical', 'practical')",0.6637746,0.7432114,0.0794368
57,-2.3887691,-2.3403275,"('unimaginative', 'imaginative')",-2.3887691,-2.3403275,0.0484416
58,-0.23336965,-0.25124076,"('undiscriminating', 'discriminating')",-0.2333696,-0.2512408,-0.0178712
59,-0.10308403,-0.058401607,"('foolish', 'wise')",-0.103084,-0.0584016,0.0446824
60,0.94654566,1.0227642,"('inefficient', 'efficient')",0.9465457,1.0227642,0.0762185
61,0.59469765,0.42147377,"('illogical', 'logical')",0.5946977,0.4214738,-0.1732239
62,1.419307,1.5326917,"('incompetent', 'brilliant')",1.419307,1.5326917,0.1133847
63,0.7463452,0.8439718,"('unperceptive', 'insightful')",0.7463452,0.8439718,0.0976266
64,-5.7654986,-5.664189,"('shy', 'confident')",-5.7654986,-5.6641889,0.1013097
65,1.3435237,1.3844973,"('insecure', 'secure')",1.3435237,1.3844973,0.0409736
66,-0.16170768,-0.20231384,"('inactive', 'active')",-0.1617077,-0.2023138,-0.0406061
67,-0.7285032,-0.60533965,"('doubtful', 'determined')",-0.7285032,-0.6053396,0.1231636
68,-0.273751,-0.28841543,"('dependent', 'independent')",-0.273751,-0.2884154,-0.0146644
69,-1.9346402,-1.9480373,"('lazy', 'industrious')",-1.9346402,-1.9480373,-0.0133971
70,1.8237065,1.8556912,"('lethargic', 'energetic')",1.8237065,1.8556912,0.0319847
71,0.28684795,0.3458407,"('diffident', 'self-confident')",0.2868479,0.3458407,0.0589928
72,0.9899784,1.0897342,"('unambitious', 'ambitious')",0.9899784,1.0897342,0.0997558
73,-3.0938962,-3.0589468,"('helpless', 'self-reliant')",-3.0938962,-3.0589468,0.0349494
74,0.1482614,0.090450555,"('undedicated', 'dedicated')",0.1482614,0.0904506,-0.0578108
75,-1.0294935,-0.9001123,"('meek', 'impulsive')",-1.0294935,-0.9001123,0.1293812
76,1.2070111,1.178455,"('anxious', 'daring')",1.2070111,1.178455,-0.0285561
77,-0.85655963,-0.784812,"('unmotivated', 'motivated')",-0.8565596,-0.784812,0.0717476
78,-0.352452,-0.38237858,"('nonresilient', 'resilient')",-0.352452,-0.3823786,-0.0299266
79,-0.39340463,-0.41293496,"('wavering', 'unwavering')",-0.3934046,-0.412935,-0.0195304
80,0.22396418,0.21009205,"('dominated', 'dominating')",0.2239642,0.2100921,-0.0138721
81,0.5472053,0.66195726,"('submissive', 'aggressive')",0.5472053,0.6619573,0.114752
82,6.162694,6.350228,"('poor', 'rich')",6.162694,6.3502278,0.1875338
83,-0.34260717,-0.36178598,"('powerless', 'powerful')",-0.3426072,-0.361786,-0.0191788
84,0.2705525,0.24200864,"('inferior', 'superior')",0.2705525,0.2420086,-0.0285439
85,-1.3615155,-1.4944506,"('insignificant', 'prestigious')",-1.3615155,-1.4944506,-0.1329351
86,0.5501109,0.56173736,"('uninfluential', 'influential')",0.5501109,0.5617374,0.0116265
87,-0.20122014,-0.050942242,"('unsuccessful', 'successful')",-0.2012201,-0.0509422,0.1502779
88,-0.12020626,-0.090692274,"('low', 'eminent')",-0.1202063,-0.0906923,0.029514
