,orion_male,orion_female,tuple,office_male,office_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2120371,0.031801276,"('unsociable', 'sociable')",1.8477802,1.7600777,0.7943986,0.6414459,0.32106495,0.17947541,0.7938202,0.6532,-0.1406202
1,-1.4653889,-1.460784,"('unfriendly', 'friendly')",-1.8487005,-1.9242878,-1.0343148,-1.0022417,1.3590416,1.2833807,-0.7473406,-0.7759832,-0.0286426
2,1.0088592,1.0250871,"('unlikable', 'likable')",0.7820294,0.8446251,1.0556877,1.1380473,0.7382579,0.812226,0.8962085,0.9549964,0.0587879
3,1.1596751,1.2398802,"('repellent', 'pleasant')",0.9739149,0.9941179,0.5946442,0.6286212,0.61432624,0.6333264,0.8356401,0.8739865,0.0383464
4,-0.94543135,-0.9873869,"('disliked', 'liked')",-1.9811671,-2.0009146,-0.7087308,-0.7027112,-6.461418,-6.561927,-2.5241868,-2.5632348,-0.039048
5,-2.183898,-2.125767,"('distant', 'outgoing')",-2.8595679,-2.7785976,-1.7667899,-1.6556145,-1.2831143,-1.2256463,-2.0233424,-1.9464064,0.076936
6,-1.8739893,-1.7833903,"('distant', 'open')",-2.8798273,-2.8308933,-2.2464416,-2.0909078,-0.7380476,-0.6824657,-1.9345765,-1.8469143,0.0876622
7,1.2588625,1.2521693,"('insensitive', 'sensitive')",1.3963993,1.3783412,0.99624807,1.0533646,1.134676,1.2182156,1.1965464,1.2255226,0.0289762
8,-0.253275,-0.2500403,"('unaffectionate', 'affectionate')",-1.8542415,-1.9043465,-1.6990964,-1.6943946,0.3194896,0.28886315,-0.8717809,-0.8899795,-0.0181986
9,0.61017287,0.5745646,"('unaffectionate', 'caring')",-0.6730263,-0.7103293,-1.0564156,-1.0016425,1.024344,1.0539417,-0.0237313,-0.0208664,0.0028649
10,1.020802,0.95477015,"('unsympathetic', 'sympathetic')",1.4545317,1.4193357,0.22498845,0.22430025,0.48788783,0.48256373,0.7970525,0.7702425,-0.02681
11,0.5499766,0.51481223,"('unhelpful', 'helpful')",1.5971508,1.5835024,0.4764549,0.51516765,2.5446866,2.5675921,1.2920673,1.2952687,0.0032014
12,0.32606876,0.4361785,"('unsupportive', 'supportive')",1.0340837,1.1643721,-0.5701956,-0.37511662,-1.7601465,-1.6544794,-0.2425474,-0.1072613,0.1352861
13,0.5056609,0.3678724,"('impolite', 'polite')",2.6445673,2.6608603,1.2325583,1.1529801,0.23713441,0.19726679,1.1549802,1.0947449,-0.0602353
14,1.237563,1.0947503,"('antisocial', 'social')",2.8284605,2.8762732,1.5106863,1.4479508,0.10758812,0.10167242,1.4210745,1.3801618,-0.0409127
15,-0.15054566,-0.25854856,"('boring', 'funny')",-0.2331626,-0.21665889,0.8211078,0.73237664,0.25529718,0.2264122,0.1731742,0.1208953,-0.0522789
16,-1.5268204,-1.5814415,"('unpopular', 'popular')",-1.631522,-1.6665148,-0.18251835,-0.20909378,0.2658003,0.27584836,-0.7687651,-0.7953004,-0.0265353
17,-0.8943098,-0.86263067,"('nasty', 'nice')",-0.15082912,-0.06979329,0.71223545,0.81378305,-0.63352394,-0.6199043,-0.2416069,-0.1846363,0.0569706
18,-0.106037565,-0.1012862,"('disagreeable', 'welcoming')",-0.17334569,-0.12719351,-0.6886897,-0.58355427,-0.58923066,-0.6233953,-0.3893259,-0.3588573,0.0304686
19,-1.820202,-1.7784706,"('inhospitable', 'hospitable')",-2.1614916,-2.0625358,-1.835693,-1.7344652,-0.73251426,-0.6503847,-1.6374753,-1.5564641,0.0810112
20,0.0035587503,-0.0028581973,"('rough', 'thoughtful')",0.38799906,0.38041323,0.11985939,0.06870395,1.0536077,0.98045605,0.3912562,0.3566788,-0.0345774
21,1.1454204,1.0731199,"('immoral', 'moral')",2.3690088,2.4048717,1.5687847,1.5363985,0.0206521,0.02357588,1.2759665,1.2594914,-0.0164751
22,0.20813257,0.12962614,"('untrustworthy', 'trustworthy')",1.1351594,1.1499982,0.8276736,0.80485445,-0.20835763,-0.2654519,0.490652,0.4547567,-0.0358953
23,1.3911037,1.3179649,"('insincere', 'sincere')",2.2946577,2.140493,1.1812711,1.1498613,6.340819,6.248287,2.8019629,2.7141516,-0.0878113
24,1.1859282,1.110231,"('dishonest', 'honest')",1.4459664,1.4828115,0.018722512,0.04395745,1.0903766,1.0481818,0.9352484,0.9212954,-0.013953
25,-0.89682907,-0.8858351,"('egoistic', 'altruistic')",-1.1020362,-1.1276525,-0.5019537,-0.5268177,1.1485096,1.1031066,-0.3380774,-0.3592996,-0.0212222
26,1.1137296,1.0339102,"('hardhearted', 'benevolent')",-0.2792194,-0.31210268,1.2119584,1.2379129,1.6061777,1.5892205,0.9131616,0.8872352,-0.0259264
27,-0.337189,-0.27533856,"('hardhearted', 'softhearted')",-1.5832856,-1.5202245,-0.40638527,-0.34073633,0.99790907,0.8966226,-0.3322377,-0.3099192,0.0223185
28,-0.13504344,-0.27421057,"('disloyal', 'loyal')",0.1036034,-0.06924997,-0.37192166,-0.51783645,1.3150952,1.1809253,0.2279334,0.0799071,-0.1480263
29,-1.2796001,-1.2735296,"('unfair', 'fair')",-1.0488133,-0.9842034,-1.1154903,-1.1662407,-0.8374655,-0.9642436,-1.0703423,-1.0970544,-0.0267121
30,2.2685096,2.164778,"('intolerant', 'tolerant')",1.9528091,1.9518768,1.507153,1.4867411,1.3938282,1.3756005,1.780575,1.7447491,-0.0358259
31,-2.2667794,-2.1111012,"('evil', 'good')",-2.9379282,-2.898478,-1.8700194,-1.7240186,-1.9593853,-1.9445165,-2.258528,-2.1695285,0.0889995
32,1.0893886,0.9624915,"('unkind', 'kind')",0.81832635,0.815757,0.8146707,0.78423715,1.7443784,1.6556197,1.116691,1.0545263,-0.0621647
33,-0.4778369,-0.45878655,"('wrong', 'right')",-0.41939142,-0.35210425,-0.09584291,-0.08841358,-1.1032664,-1.1446267,-0.5240844,-0.5109828,0.0131016
34,0.17802173,0.30301738,"('mean', 'honorable')",0.9381564,0.9361923,0.37925965,0.523904,5.779994,5.9088316,1.8188579,1.9179864,0.0991285
35,-2.1286416,-2.1872756,"('corrupt', 'incorrupt')",-2.205605,-2.197317,-0.9845992,-1.0281283,-0.8872732,-1.0997636,-1.5515298,-1.6281211,-0.0765913
36,-1.9672533,-1.973206,"('hostile', 'amicable')",-2.2562816,-2.3766575,-0.9959432,-1.0388392,-0.42759243,-0.5818224,-1.4117676,-1.4926313,-0.0808637
37,-0.7901618,-0.7448921,"('fake', 'genuine')",-0.791206,-0.72016877,-0.85510904,-0.822125,0.22400379,0.20297505,-0.5531182,-0.5210527,0.0320655
38,-0.15314516,-0.1668415,"('untruthful', 'truthful')",0.12868775,0.12652823,-0.22219428,-0.15595505,-0.1715776,-0.18816715,-0.1045573,-0.0961089,0.0084484
39,1.2346377,1.2199033,"('exploitative', 'cooperative')",1.5070975,1.602918,1.1232874,1.1873199,0.604954,0.6024778,1.1174941,1.1531549,0.0356608
40,-0.43544888,-0.38673064,"('stingy', 'generous')",-0.21865728,-0.20433879,-0.5565604,-0.46413568,-1.9138684,-1.9721138,-0.7811338,-0.7568297,0.0243041
41,-0.40916356,-0.3858289,"('unforgiving', 'forgiving')",0.060933184,0.015559912,0.7489595,0.7790878,0.07641953,0.09202069,0.1192872,0.1252099,0.0059227
