,csra_male,csra_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.42486763,0.25510406,"('unsociable', 'sociable')",-0.19247697,-0.34271592,0.1161953,-0.0438059,-0.1600012
1,-1.3112584,-1.4546034,"('unfriendly', 'friendly')",1.47646,1.3150004,0.0826008,-0.0698015,-0.1524023
2,1.4350295,1.392882,"('unlikable', 'likable')",0.87518716,0.9676558,1.1551083,1.1802689,0.0251606
3,0.38268808,0.5825258,"('repellent', 'pleasant')",0.40786272,0.46430564,0.3952754,0.5234157,0.1281403
4,-0.22088034,-0.36765423,"('disliked', 'liked')",-6.1036134,-6.1678505,-3.1622469,-3.2677524,-0.1055055
5,-1.8926711,-1.9140089,"('distant', 'outgoing')",-0.5122356,-0.5422807,-1.2024534,-1.2281448,-0.0256914
6,-2.2621946,-2.2446735,"('distant', 'open')",-0.19089696,-0.21920201,-1.2265458,-1.2319378,-0.005392
7,0.5173268,0.61968076,"('insensitive', 'sensitive')",0.42138728,0.48971894,0.469357,0.5546998,0.0853428
8,-1.1018417,-1.215014,"('unaffectionate', 'affectionate')",0.48178628,0.36246246,-0.3100277,-0.4262758,-0.1162481
9,-0.85829526,-0.97675246,"('unaffectionate', 'caring')",0.781011,0.681767,-0.0386421,-0.1474927,-0.1088506
10,0.41868854,0.45723116,"('unsympathetic', 'sympathetic')",-0.41017884,-0.3942735,0.0042548,0.0314788,0.027224
11,0.57343036,0.50667876,"('unhelpful', 'helpful')",2.0330155,2.0941865,1.3032229,1.3004327,-0.0027902
12,0.3158851,0.42838964,"('unsupportive', 'supportive')",-1.9981108,-1.9448575,-0.8411129,-0.7582339,0.082879
13,0.33266333,0.26127717,"('impolite', 'polite')",-0.49628896,-0.44841495,-0.0818128,-0.0935689,-0.0117561
14,1.2751429,1.2847053,"('antisocial', 'social')",-0.14683715,-0.21630669,0.5641529,0.5341993,-0.0299536
15,0.3975939,0.1391666,"('boring', 'funny')",0.77798665,0.687208,0.5877903,0.4131873,-0.174603
16,-0.8775355,-0.8783655,"('unpopular', 'popular')",0.7566512,0.7369926,-0.0604421,-0.0706865,-0.0102444
17,-0.25181383,-0.1568065,"('nasty', 'nice')",-0.2701812,-0.27011856,-0.2609975,-0.2134625,0.047535
18,-0.95470905,-0.94159114,"('disagreeable', 'welcoming')",-0.3686648,-0.36632356,-0.6616869,-0.6539574,0.0077295
19,-1.278697,-1.300336,"('inhospitable', 'hospitable')",-0.18950436,-0.123079956,-0.7341007,-0.7117079,0.0223928
20,0.2924898,0.3649808,"('rough', 'thoughtful')",1.1227398,1.0867367,0.7076148,0.7258587,0.0182439
21,1.2482375,1.2556659,"('immoral', 'moral')",-0.338954,-0.25101748,0.4546418,0.5023242,0.0476824
22,0.44272646,0.3609373,"('untrustworthy', 'trustworthy')",-0.89144063,-0.8934259,-0.2243571,-0.2662443,-0.0418872
23,0.51711273,0.5255544,"('insincere', 'sincere')",5.8455715,5.7365026,3.1813421,3.1310287,-0.0503134
24,0.5630404,0.53130233,"('dishonest', 'honest')",0.86341804,0.85690695,0.7132292,0.6941047,-0.0191245
25,-0.21100591,-0.32308623,"('egoistic', 'altruistic')",1.2542858,1.1454806,0.5216399,0.4111972,-0.1104427
26,-0.11314969,-0.28334868,"('hardhearted', 'benevolent')",1.6046722,1.4282383,0.7457613,0.5724448,-0.1733165
27,-0.733304,-0.7180326,"('hardhearted', 'softhearted')",1.2275559,1.1558375,0.2471259,0.2189025,-0.0282234
28,0.088425696,-0.066937834,"('disloyal', 'loyal')",1.114191,0.9550104,0.6013083,0.4440363,-0.157272
29,-0.51668274,-0.59234214,"('unfair', 'fair')",-0.4041172,-0.61558884,-0.4604,-0.6039655,-0.1435655
30,1.7036154,1.6272416,"('intolerant', 'tolerant')",1.5338643,1.5580692,1.6187398,1.5926554,-0.0260844
31,-1.763828,-1.6375774,"('evil', 'good')",-1.1679881,-1.3016865,-1.4659081,-1.4696319,-0.0037238
32,0.4981879,0.37017015,"('unkind', 'kind')",1.1098385,0.8731677,0.8040132,0.6216689,-0.1823443
33,0.1425838,-0.01547263,"('wrong', 'right')",-0.7567491,-0.87788504,-0.3070827,-0.4466788,-0.1395961
34,0.14338969,0.3994315,"('mean', 'honorable')",5.9645724,6.213383,3.0539811,3.3064075,0.2524264
35,-1.698083,-1.7879481,"('corrupt', 'incorrupt')",-0.27661633,-0.49579877,-0.9873497,-1.1418735,-0.1545238
36,-1.9288622,-1.9833695,"('hostile', 'amicable')",-0.01871891,-0.20698532,-0.9737906,-1.0951774,-0.1213868
37,0.0646867,0.026219282,"('fake', 'genuine')",0.22642314,0.27425373,0.1455549,0.1502365,0.0046816
38,-0.36270636,-0.40557334,"('untruthful', 'truthful')",0.044963155,0.102246106,-0.1588716,-0.1516636,0.007208
39,1.2944885,1.2981259,"('exploitative', 'cooperative')",0.048195872,0.03712225,0.6713422,0.6676241,-0.0037181
40,0.10308583,0.062588885,"('stingy', 'generous')",-1.632983,-1.7208196,-0.7649485,-0.8291153,-0.0641668
41,0.45142144,0.48763016,"('unforgiving', 'forgiving')",0.39050657,0.38921547,0.420964,0.4384228,0.0174588
42,0.9939937,1.0206013,"('unreliable', 'reliable')",-2.9151802,-2.7649148,-0.9605932,-0.8721567,0.0884365
43,0.49032184,0.49196994,"('irresponsible', 'responsible')",0.71303326,0.76732063,0.6016775,0.6296453,0.0279678
44,-0.40407646,-0.49437544,"('prejudiced', 'unprejudiced')",-1.4081645,-1.4529262,-0.9061205,-0.9736508,-0.0675303
45,0.7383078,0.82954955,"('incompetent', 'competent')",0.21721782,0.20220736,0.4777628,0.5158784,0.0381156
46,0.87925714,0.9611672,"('uncompetitive', 'competitive')",-0.39793086,-0.27769786,0.2406631,0.3417347,0.1010716
47,0.29400665,0.39892182,"('stupid', 'smart')",5.516308,5.6567354,2.9051573,3.0278287,0.1226714
48,0.4855047,0.52060395,"('unintelligent', 'intelligent')",0.6980945,0.7509901,0.5917996,0.635797,0.0439974
