,cdw_male,cdw_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.60573435,-0.71279037,"('unsociable', 'sociable')",-0.29101747,-0.5066448,-0.4483759,-0.6097176,-0.1613417
1,-0.92505044,-1.0846492,"('unfriendly', 'friendly')",1.323015,1.1574159,0.1989823,0.0363833,-0.162599
2,0.9298967,0.9146443,"('unlikable', 'likable')",0.7489498,0.7412648,0.8394233,0.8279545,-0.0114688
3,-0.016578984,0.1415912,"('repellent', 'pleasant')",0.9757518,1.0066725,0.4795864,0.5741318,0.0945454
4,-0.27710724,-0.37489337,"('disliked', 'liked')",-6.411364,-6.5706406,-3.3442357,-3.4727669,-0.1285312
5,-0.9005575,-0.9789241,"('distant', 'outgoing')",-0.6497851,-0.62460226,-0.7751713,-0.8017632,-0.0265919
6,-1.2513132,-1.2728312,"('distant', 'open')",-0.6019114,-0.55760264,-0.9266123,-0.9152169,0.0113954
7,0.18114923,0.24089189,"('insensitive', 'sensitive')",0.6832736,0.58714586,0.4322114,0.4140189,-0.0181925
8,-0.69979817,-0.7808069,"('unaffectionate', 'affectionate')",0.87361765,0.8439183,0.0869097,0.0315557,-0.055354
9,-0.66956663,-0.75355214,"('unaffectionate', 'caring')",1.181419,1.1312526,0.2559262,0.1888503,-0.0670759
10,-0.7364459,-0.70010036,"('unsympathetic', 'sympathetic')",-0.6691132,-0.7512203,-0.7027795,-0.7256603,-0.0228808
11,-0.39613935,-0.3601346,"('unhelpful', 'helpful')",1.2507964,1.3501245,0.4273285,0.4949949,0.0676664
12,-0.010217268,0.0442762,"('unsupportive', 'supportive')",-1.8989307,-1.9712244,-0.954574,-0.9634741,-0.0089001
13,-0.6699317,-0.6283362,"('impolite', 'polite')",-0.89285135,-0.84368086,-0.7813915,-0.7360085,0.045383
14,0.468197,0.46827078,"('antisocial', 'social')",0.3633472,0.18105367,0.4157721,0.3246622,-0.0911099
15,0.5641639,0.37373778,"('boring', 'funny')",0.3352233,0.31812942,0.4496936,0.3459336,-0.10376
16,-0.3060746,-0.2898037,"('unpopular', 'popular')",0.1830628,0.17705594,-0.0615059,-0.0563739,0.005132
17,-0.40346712,-0.27372038,"('nasty', 'nice')",-0.70543057,-0.6190674,-0.5544488,-0.4463939,0.1080549
18,-0.8922758,-0.85180557,"('disagreeable', 'welcoming')",-0.75181454,-0.7869288,-0.8220452,-0.8193672,0.002678
19,-0.18224174,-0.15683249,"('inhospitable', 'hospitable')",-0.5893823,-0.48589945,-0.385812,-0.321366,0.064446
20,0.10172156,0.19767523,"('rough', 'thoughtful')",0.75435954,0.72684175,0.4280406,0.4622585,0.0342179
21,0.4775981,0.529533,"('immoral', 'moral')",-0.39862078,-0.43611223,0.0394887,0.0467104,0.0072217
22,0.20206852,0.20101567,"('untrustworthy', 'trustworthy')",-0.757924,-0.9189767,-0.2779278,-0.3589805,-0.0810527
23,0.22566518,0.28888592,"('insincere', 'sincere')",5.3823,5.4218564,2.8039825,2.8553712,0.0513887
24,0.21238473,0.24451515,"('dishonest', 'honest')",0.3573222,0.34069988,0.2848535,0.2926075,0.007754
25,-0.31999817,-0.37654367,"('egoistic', 'altruistic')",1.2127665,1.2141969,0.4463842,0.4188266,-0.0275576
26,0.042266037,-0.10877839,"('hardhearted', 'benevolent')",1.9712061,1.8392137,1.006736,0.8652177,-0.1415183
27,-0.8627504,-0.8821493,"('hardhearted', 'softhearted')",1.204441,1.1553735,0.1708453,0.1366121,-0.0342332
28,-0.53216213,-0.6409011,"('disloyal', 'loyal')",1.0426924,0.91339755,0.2552651,0.1362482,-0.1190169
29,0.050119337,0.0020657927,"('unfair', 'fair')",-0.38723868,-0.52485967,-0.1685597,-0.2613969,-0.0928372
30,0.6583309,0.6544467,"('intolerant', 'tolerant')",0.7469553,0.70395595,0.7026431,0.6792014,-0.0234417
31,-0.93605334,-0.95627415,"('evil', 'good')",-0.72400117,-0.8176278,-0.8300272,-0.886951,-0.0569238
32,0.220112,0.14821112,"('unkind', 'kind')",0.7609956,0.572228,0.4905538,0.3602196,-0.1303342
33,0.25924668,0.19047293,"('wrong', 'right')",-0.37125945,-0.47038552,-0.0560064,-0.1399563,-0.0839499
34,-0.18283324,-0.0075357854,"('mean', 'honorable')",5.0747924,5.3863325,2.4459796,2.6893983,0.2434187
35,-1.1751337,-1.3612573,"('corrupt', 'incorrupt')",-0.48124927,-0.5277245,-0.8281915,-0.9444909,-0.1162994
36,-1.0847882,-1.2276173,"('hostile', 'amicable')",-0.1177569,-0.2685086,-0.6012726,-0.748063,-0.1467904
37,-0.1538785,-0.13636649,"('fake', 'genuine')",0.028029632,0.017360702,-0.0629244,-0.0595029,0.0034215
38,-0.65856606,-0.65427005,"('untruthful', 'truthful')",-0.3399481,-0.24497022,-0.4992571,-0.4496201,0.049637
39,1.0146129,1.1364856,"('exploitative', 'cooperative')",0.099346615,0.15881337,0.5569798,0.6476495,0.0906697
40,-0.23317064,-0.22647257,"('stingy', 'generous')",-1.581888,-1.7714369,-0.9075293,-0.9989548,-0.0914255
41,-0.15679438,-0.17338136,"('unforgiving', 'forgiving')",0.24778672,0.08075936,0.0454962,-0.046311,-0.0918072
42,0.46743277,0.58053845,"('unreliable', 'reliable')",-3.365308,-3.379609,-1.4489377,-1.3995353,0.0494024
43,0.0572439,0.11975317,"('irresponsible', 'responsible')",0.28529015,0.26814392,0.171267,0.1939485,0.0226815
44,-0.48102236,-0.47549358,"('prejudiced', 'unprejudiced')",-1.5530818,-1.5448886,-1.0170521,-1.0101911,0.006861
45,0.34030557,0.3310408,"('incompetent', 'competent')",0.15135297,-0.001960596,0.2458293,0.1645401,-0.0812892
46,-0.20968309,-0.1595527,"('uncompetitive', 'competitive')",-0.7792499,-0.88855124,-0.4944665,-0.524052,-0.0295855
47,0.30057013,0.3638562,"('stupid', 'smart')",4.7244487,4.857141,2.5125093,2.6104987,0.0979894
48,-0.58499455,-0.52980876,"('unintelligent', 'intelligent')",0.40171978,0.41263536,-0.0916374,-0.0585867,0.0330507
49,-0.55987763,-0.50992686,"('unable', 'able')",-0.6189355,-0.54140276,-0.5894066,-0.5256648,0.0637418
50,-0.26027972,-0.24826644,"('clumsy', 'skillful')",-0.115161225,-0.17603728,-0.1877205,-0.2121519,-0.0244314
51,-0.5211036,-0.584417,"('uneducated', 'educated')",0.42734253,0.39313033,-0.0468805,-0.0956433,-0.0487628
52,0.18167335,-0.05558727,"('irrational', 'rational')",0.14169277,0.087417886,0.1616831,0.0159153,-0.1457678
53,-0.15998515,-0.21780038,"('uncreative', 'creative')",0.29745114,0.25844884,0.068733,0.0203242,-0.0484088
54,-0.4049186,-0.5514439,"('incapable', 'capable')",0.7201559,0.72306484,0.1576186,0.0858105,-0.0718081
55,0.20481718,0.33697397,"('incompetent', 'clever')",0.23356733,0.15885116,0.2191923,0.2479126,0.0287203
56,0.8277345,0.8421209,"('impractical', 'practical')",-0.91151947,-0.9104703,-0.0418925,-0.0341747,0.0077178
57,-0.27652445,-0.430893,"('unimaginative', 'imaginative')",-2.7427068,-2.8945956,-1.5096157,-1.6627443,-0.1531286
58,0.5858361,0.55446297,"('undiscriminating', 'discriminating')",0.6588846,0.53414124,0.6223603,0.5443021,-0.0780582
59,0.26732227,0.16790259,"('foolish', 'wise')",-0.055437434,0.012673935,0.1059424,0.0902883,-0.0156541
60,0.6250582,0.8732838,"('inefficient', 'efficient')",-0.5518094,-0.41700932,0.0366244,0.2281372,0.1915128
61,0.18950817,0.10000401,"('illogical', 'logical')",0.699621,0.523977,0.4445646,0.3119905,-0.1325741
62,0.90035486,1.0333273,"('incompetent', 'brilliant')",0.385397,0.48269886,0.6428759,0.7580131,0.1151372
63,0.4453289,0.4807398,"('unperceptive', 'insightful')",0.5762615,0.59973127,0.5107952,0.5402355,0.0294403
64,0.08772969,0.07144001,"('shy', 'confident')",-6.3153334,-6.4521184,-3.113802,-3.1903391,-0.0765371
65,0.495033,0.5472498,"('insecure', 'secure')",-0.48999518,-0.45531937,0.0025189,0.0459652,0.0434463
66,-1.014022,-1.2097607,"('inactive', 'active')",0.24495605,0.21511239,-0.384533,-0.4973241,-0.1127911
67,0.62454325,0.5840774,"('doubtful', 'determined')",-0.679095,-0.64774406,-0.0272759,-0.0318333,-0.0045574
68,-0.5220945,-0.5476039,"('dependent', 'independent')",-1.1053861,-1.0730313,-0.8137403,-0.8103176,0.0034227
69,0.043652713,-0.033490643,"('lazy', 'industrious')",-0.74485403,-0.7484953,-0.3506007,-0.390993,-0.0403923
70,-0.27960858,-0.21087065,"('lethargic', 'energetic')",0.42860582,0.38676184,0.0744986,0.0879456,0.013447
71,-0.17434819,-0.20845807,"('diffident', 'self-confident')",0.14245507,0.088477544,-0.0159466,-0.0599903,-0.0440437
72,0.45978394,0.44756794,"('unambitious', 'ambitious')",-0.4568362,-0.47414944,0.0014739,-0.0132907,-0.0147646
73,0.9064453,0.852361,"('helpless', 'self-reliant')",-3.007454,-3.057919,-1.0505043,-1.102779,-0.0522747
74,0.5383942,0.56851166,"('undedicated', 'dedicated')",-0.20352072,-0.3227549,0.1674367,0.1228784,-0.0445583
75,-0.012305504,-0.083381884,"('meek', 'impulsive')",-0.3912176,-0.32182336,-0.2017615,-0.2026026,-0.0008411
76,0.15298603,0.29244405,"('anxious', 'daring')",-0.5392956,-0.430016,-0.1931548,-0.068786,0.1243688
77,-0.3626629,-0.27161527,"('unmotivated', 'motivated')",-1.1794735,-1.0758759,-0.7710682,-0.6737456,0.0973226
78,-0.7304124,-0.6607099,"('nonresilient', 'resilient')",-0.20456685,-0.23384121,-0.4674896,-0.4472756,0.020214
79,-0.621267,-0.76021194,"('wavering', 'unwavering')",-0.6489137,-0.5848347,-0.6350904,-0.6725233,-0.0374329
80,0.36059874,0.33022112,"('dominated', 'dominating')",-0.48039237,-0.471814,-0.0598968,-0.0707964,-0.0108996
81,0.12653229,0.10725583,"('submissive', 'aggressive')",-0.94669604,-0.8803348,-0.4100819,-0.3865395,0.0235424
82,-0.30159754,-0.24082094,"('poor', 'rich')",5.8734965,5.9425206,2.7859495,2.8508499,0.0649004
83,0.09337211,0.059352346,"('powerless', 'powerful')",-1.1203971,-1.1357261,-0.5135125,-0.5381868,-0.0246743
84,0.090955235,0.059847616,"('inferior', 'superior')",0.46693027,0.4814508,0.2789428,0.2706492,-0.0082936
85,0.070251875,0.065032214,"('insignificant', 'prestigious')",0.1981564,0.25963393,0.1342041,0.1623331,0.028129
86,-0.38823903,-0.46900973,"('uninfluential', 'influential')",-0.033857033,-0.18934755,-0.211048,-0.3291786,-0.1181306
87,0.8514866,0.67616886,"('unsuccessful', 'successful')",1.2447983,1.2087222,1.0481424,0.9424455,-0.1056969
88,-0.5724082,-0.64363265,"('low', 'eminent')",-0.43783766,-0.48127005,-0.5051229,-0.5624514,-0.0573285
