,dean_male,dean_female,tuple,foods_male,foods_female,co_male,co_female,average_male,average_female,female-male
0,0.4227564,0.2967254,"('unsociable', 'sociable')",0.5274773,0.40287167,-0.09197906,-0.27237755,0.2860849,0.1424065,-0.1436784
1,-0.73073506,-0.80783045,"('unfriendly', 'friendly')",0.403039,0.3423175,1.7761755,1.6806024,0.4828265,0.4050298,-0.0777967
2,1.0418886,1.0434614,"('unlikable', 'likable')",0.6214654,0.57768154,0.82711685,0.97952056,0.830157,0.8668879,0.0367309
3,0.47114044,0.62979704,"('repellent', 'pleasant')",-1.6965034,-1.5200652,0.22127426,0.22706331,-0.3346963,-0.2210683,0.113628
4,-1.4942107,-1.5556293,"('disliked', 'liked')",0.49138528,0.4588657,-7.091701,-7.048629,-2.6981754,-2.7151308,-0.0169554
5,-1.6892323,-1.6790471,"('distant', 'outgoing')",0.62692684,0.57956004,-0.65609515,-0.5694995,-0.5728002,-0.5563289,0.0164713
6,-1.7851112,-1.7514346,"('distant', 'open')",0.45780626,0.42874017,-0.25680223,-0.21029635,-0.5280357,-0.5109969,0.0170388
7,1.1356455,1.0647544,"('insensitive', 'sensitive')",-0.55363154,-0.46218428,0.25566876,0.30001655,0.2792276,0.3008622,0.0216346
8,-0.23105823,-0.36009678,"('unaffectionate', 'affectionate')",0.9833343,0.8810905,0.86785185,0.83519006,0.5400426,0.4520613,-0.0879813
9,0.13047117,0.034116294,"('unaffectionate', 'caring')",0.9268847,0.84497947,1.3298954,1.327226,0.7957505,0.7354406,-0.0603099
10,1.0037514,0.996102,"('unsympathetic', 'sympathetic')",-0.7183141,-0.6275614,-0.01635518,-0.050807476,0.089694,0.105911,0.016217
11,0.8627013,0.83085287,"('unhelpful', 'helpful')",-0.17755438,-0.1433117,2.0730371,2.058932,0.9193947,0.9154911,-0.0039036
12,1.4829094,1.4480172,"('unsupportive', 'supportive')",0.60830206,0.7180111,-2.1248825,-2.0081792,-0.0112236,0.0526164,0.06384
