,statistics_male,statistics_female,tuple,average_male,average_female,female-male
0,0.25610363,0.17049497,"('unsociable', 'sociable')",0.2561036,0.170495,-0.0856086
1,0.80737346,0.5560779,"('unfriendly', 'friendly')",0.8073735,0.5560779,-0.2512956
2,0.5091707,0.5117863,"('unlikable', 'likable')",0.5091707,0.5117863,0.0026156
3,0.08533741,0.3674838,"('repellent', 'pleasant')",0.0853374,0.3674838,0.2821464
4,-6.1735415,-6.5916595,"('disliked', 'liked')",-6.1735415,-6.5916595,-0.418118
5,-0.8954388,-1.0335138,"('distant', 'outgoing')",-0.8954388,-1.0335138,-0.138075
6,-0.89594865,-0.97172225,"('distant', 'open')",-0.8959486,-0.9717222,-0.0757736
7,0.9606129,0.98949283,"('insensitive', 'sensitive')",0.9606129,0.9894928,0.0288799
8,0.4869558,0.46073788,"('unaffectionate', 'affectionate')",0.4869558,0.4607379,-0.0262179
9,1.4031553,1.422084,"('unaffectionate', 'caring')",1.4031553,1.422084,0.0189287
10,0.52087504,0.67228377,"('unsympathetic', 'sympathetic')",0.520875,0.6722838,0.1514088
11,1.9638097,2.1355343,"('unhelpful', 'helpful')",1.9638097,2.1355343,0.1717246
12,-0.7008294,-0.7711251,"('unsupportive', 'supportive')",-0.7008294,-0.7711251,-0.0702957
13,0.054347776,0.07952036,"('impolite', 'polite')",0.0543478,0.0795204,0.0251726
14,0.76161647,0.7589116,"('antisocial', 'social')",0.7616165,0.7589116,-0.0027049
15,0.07641551,-0.09583766,"('boring', 'funny')",0.0764155,-0.0958377,-0.1722532
16,-0.67026424,-0.545004,"('unpopular', 'popular')",-0.6702642,-0.545004,0.1252602
17,0.0563275,0.08046493,"('nasty', 'nice')",0.0563275,0.0804649,0.0241374
18,-0.9834632,-1.1092857,"('disagreeable', 'welcoming')",-0.9834632,-1.1092857,-0.1258225
19,-0.99849373,-1.0519661,"('inhospitable', 'hospitable')",-0.9984937,-1.0519661,-0.0534724
20,0.6264614,0.65171415,"('rough', 'thoughtful')",0.6264614,0.6517141,0.0252527
21,0.29782403,0.37951767,"('immoral', 'moral')",0.297824,0.3795177,0.0816937
22,0.4528734,0.3232326,"('untrustworthy', 'trustworthy')",0.4528734,0.3232326,-0.1296408
23,5.6948028,5.912539,"('insincere', 'sincere')",5.6948028,5.912539,0.2177362
24,1.5409425,1.5020012,"('dishonest', 'honest')",1.5409425,1.5020012,-0.0389413
25,0.5530001,0.38377333,"('egoistic', 'altruistic')",0.5530001,0.3837733,-0.1692268
26,1.5512775,1.2703222,"('hardhearted', 'benevolent')",1.5512775,1.2703222,-0.2809553
27,0.31386858,0.40360564,"('hardhearted', 'softhearted')",0.3138686,0.4036056,0.089737
28,1.2409565,1.1138192,"('disloyal', 'loyal')",1.2409565,1.1138192,-0.1271373
29,-0.54526883,-0.63371086,"('unfair', 'fair')",-0.5452688,-0.6337109,-0.0884421
30,1.4061837,1.3199154,"('intolerant', 'tolerant')",1.4061837,1.3199154,-0.0862683
31,-2.1287427,-2.1505365,"('evil', 'good')",-2.1287427,-2.1505365,-0.0217938
32,1.4753226,1.4412766,"('unkind', 'kind')",1.4753226,1.4412766,-0.034046
33,0.119531445,-0.10747105,"('wrong', 'right')",0.1195314,-0.107471,-0.2270024
34,3.9435477,4.2344675,"('mean', 'honorable')",3.9435477,4.2344675,0.2909198
35,-1.2700727,-1.4572341,"('corrupt', 'incorrupt')",-1.2700727,-1.4572341,-0.1871614
36,-0.802176,-1.0048753,"('hostile', 'amicable')",-0.802176,-1.0048753,-0.2026993
37,-0.110369086,0.008722525,"('fake', 'genuine')",-0.1103691,0.0087225,0.1190916
38,1.3235128,1.0714949,"('untruthful', 'truthful')",1.3235128,1.0714949,-0.2520179
39,0.20670512,0.19371432,"('exploitative', 'cooperative')",0.2067051,0.1937143,-0.0129908
40,-2.063638,-2.270873,"('stingy', 'generous')",-2.063638,-2.2708731,-0.2072351
41,0.41996044,0.25756162,"('unforgiving', 'forgiving')",0.4199604,0.2575616,-0.1623988
42,-1.5431871,-1.6662492,"('unreliable', 'reliable')",-1.5431871,-1.6662492,-0.1230621
43,1.4320722,1.5381194,"('irresponsible', 'responsible')",1.4320722,1.5381194,0.1060472
44,-1.7003105,-1.5672187,"('prejudiced', 'unprejudiced')",-1.7003105,-1.5672187,0.1330918
45,0.13666911,0.094282,"('incompetent', 'competent')",0.1366691,0.094282,-0.0423871
46,-0.41259813,-0.39928395,"('uncompetitive', 'competitive')",-0.4125981,-0.3992839,0.0133142
47,4.9774184,5.254866,"('stupid', 'smart')",4.9774184,5.2548661,0.2774477
48,0.49164784,0.56687796,"('unintelligent', 'intelligent')",0.4916478,0.566878,0.0752302
49,-0.4133325,-0.180579,"('unable', 'able')",-0.4133325,-0.180579,0.2327535
50,-0.47626933,-0.361076,"('clumsy', 'skillful')",-0.4762693,-0.361076,0.1151933
51,-0.08852826,0.06736943,"('uneducated', 'educated')",-0.0885283,0.0673694,0.1558977
52,-0.3581916,-0.55980164,"('irrational', 'rational')",-0.3581916,-0.5598016,-0.20161
53,0.32101592,0.2332424,"('uncreative', 'creative')",0.3210159,0.2332424,-0.0877735
54,1.0518441,1.0140893,"('incapable', 'capable')",1.0518441,1.0140893,-0.0377548
55,0.584277,0.6790569,"('incompetent', 'clever')",0.584277,0.6790569,0.0947799
56,1.9251963,1.8851867,"('impractical', 'practical')",1.9251963,1.8851867,-0.0400096
57,-2.5252397,-2.664182,"('unimaginative', 'imaginative')",-2.5252397,-2.6641819,-0.1389422
58,0.47906727,0.2758094,"('undiscriminating', 'discriminating')",0.4790673,0.2758094,-0.2032579
59,0.37851328,0.2552489,"('foolish', 'wise')",0.3785133,0.2552489,-0.1232644
60,1.072415,1.1936076,"('inefficient', 'efficient')",1.072415,1.1936076,0.1211926
61,1.0637898,0.8120528,"('illogical', 'logical')",1.0637898,0.8120528,-0.251737
62,0.9856978,1.1490334,"('incompetent', 'brilliant')",0.9856978,1.1490334,0.1633356
63,0.57219386,0.6194501,"('unperceptive', 'insightful')",0.5721939,0.6194501,0.0472562
64,-4.6950345,-4.907178,"('shy', 'confident')",-4.6950345,-4.9071779,-0.2121434
65,0.5832583,0.65204483,"('insecure', 'secure')",0.5832583,0.6520448,0.0687865
66,-0.10614866,-0.12870295,"('inactive', 'active')",-0.1061487,-0.128703,-0.0225543
67,-0.13639702,-0.107210785,"('doubtful', 'determined')",-0.136397,-0.1072108,0.0291862
