,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,1.1233385,1.0595286,"('unsociable', 'sociable')",1.1233385,1.0595286,-0.0638099
1,0.88705325,0.84387696,"('unfriendly', 'friendly')",0.8870533,0.843877,-0.0431763
2,0.14378485,0.50018454,"('unlikable', 'likable')",0.1437849,0.5001845,0.3563996
3,0.5145459,0.7425771,"('repellent', 'pleasant')",0.5145459,0.7425771,0.2280312
4,-5.014204,-5.6368647,"('disliked', 'liked')",-5.014204,-5.6368647,-0.6226607
5,-2.0636468,-2.107043,"('distant', 'outgoing')",-2.0636468,-2.107043,-0.0433962
6,-1.6258568,-1.724768,"('distant', 'open')",-1.6258568,-1.724768,-0.0989112
7,1.659118,1.821243,"('insensitive', 'sensitive')",1.6591181,1.821243,0.1621249
8,0.27872866,0.13735603,"('unaffectionate', 'affectionate')",0.2787287,0.137356,-0.1413727
9,1.0185846,1.0815433,"('unaffectionate', 'caring')",1.0185846,1.0815433,0.0629587
10,1.1749338,1.2793332,"('unsympathetic', 'sympathetic')",1.1749338,1.2793332,0.1043994
11,1.6794686,1.7832063,"('unhelpful', 'helpful')",1.6794686,1.7832063,0.1037377
12,-0.51423395,-0.57338244,"('unsupportive', 'supportive')",-0.5142339,-0.5733824,-0.0591485
13,0.7461868,0.93607765,"('impolite', 'polite')",0.7461868,0.9360777,0.1898909
14,1.362047,1.4591943,"('antisocial', 'social')",1.362047,1.4591943,0.0971473
15,0.29510504,0.11649758,"('boring', 'funny')",0.295105,0.1164976,-0.1786074
16,-0.13823274,-0.3487199,"('unpopular', 'popular')",-0.1382327,-0.3487199,-0.2104872
17,-0.3319179,-0.39503446,"('nasty', 'nice')",-0.3319179,-0.3950345,-0.0631166
18,-0.4420952,-0.23516557,"('disagreeable', 'welcoming')",-0.4420952,-0.2351656,0.2069296
19,-1.0595127,-1.0842198,"('inhospitable', 'hospitable')",-1.0595127,-1.0842198,-0.0247071
20,0.6901931,0.74722,"('rough', 'thoughtful')",0.6901931,0.74722,0.0570269
21,0.5220344,0.9807681,"('immoral', 'moral')",0.5220344,0.9807681,0.4587337
22,0.54057896,0.55562276,"('untrustworthy', 'trustworthy')",0.540579,0.5556228,0.0150438
23,5.1182566,5.606976,"('insincere', 'sincere')",5.1182566,5.606976,0.4887194
24,1.5185155,1.7256808,"('dishonest', 'honest')",1.5185155,1.7256808,0.2071653
25,0.34971237,0.42706743,"('egoistic', 'altruistic')",0.3497124,0.4270674,0.077355
26,2.7542865,2.4221728,"('hardhearted', 'benevolent')",2.7542865,2.4221728,-0.3321137
27,0.47136298,0.5417651,"('hardhearted', 'softhearted')",0.471363,0.5417651,0.0704021
28,1.3419101,1.2495753,"('disloyal', 'loyal')",1.3419101,1.2495753,-0.0923348
29,-0.8845481,-0.9423487,"('unfair', 'fair')",-0.8845481,-0.9423487,-0.0578006
30,1.1025101,1.411729,"('intolerant', 'tolerant')",1.1025101,1.411729,0.3092189
31,-2.23381,-2.41225,"('evil', 'good')",-2.2338099,-2.41225,-0.1784401
32,1.5007186,1.5823774,"('unkind', 'kind')",1.5007186,1.5823774,0.0816588
33,-0.25830084,-0.3651674,"('wrong', 'right')",-0.2583008,-0.3651674,-0.1068666
34,4.1299734,4.610012,"('mean', 'honorable')",4.1299734,4.6100121,0.4800387
35,-1.3657093,-1.8291668,"('corrupt', 'incorrupt')",-1.3657093,-1.8291668,-0.4634575
36,-1.2830757,-1.6115719,"('hostile', 'amicable')",-1.2830757,-1.6115719,-0.3284962
37,0.30621925,0.37678206,"('fake', 'genuine')",0.3062192,0.3767821,0.0705629
38,0.5381185,0.5739726,"('untruthful', 'truthful')",0.5381185,0.5739726,0.0358541
39,0.5112325,0.80249965,"('exploitative', 'cooperative')",0.5112325,0.8024997,0.2912672
40,-0.6572832,-0.9706285,"('stingy', 'generous')",-0.6572832,-0.9706285,-0.3133453
41,0.9695724,0.9500749,"('unforgiving', 'forgiving')",0.9695724,0.9500749,-0.0194975
42,-1.7086437,-1.7421752,"('unreliable', 'reliable')",-1.7086437,-1.7421752,-0.0335315
43,1.077892,1.4830111,"('irresponsible', 'responsible')",1.0778919,1.4830111,0.4051192
44,-1.7526335,-1.639667,"('prejudiced', 'unprejudiced')",-1.7526335,-1.639667,0.1129665
45,1.4559588,1.3828856,"('incompetent', 'competent')",1.4559588,1.3828856,-0.0730732
46,0.065412834,0.2479704,"('uncompetitive', 'competitive')",0.0654128,0.2479704,0.1825576
