,nordson_male,nordson_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.37003604,-0.4812147,"('unsociable', 'sociable')",-0.5224308,-0.7166683,-0.4462334,-0.5989415,-0.1527081
1,-0.31613317,-0.5797044,"('unfriendly', 'friendly')",1.7317492,1.5762616,0.707808,0.4982786,-0.2095294
2,0.3006064,0.44286743,"('unlikable', 'likable')",0.70652145,0.73130614,0.5035639,0.5870868,0.0835229
3,0.15465781,0.22543883,"('repellent', 'pleasant')",0.8710561,1.0052356,0.512857,0.6153372,0.1024802
4,0.3982399,0.35112405,"('disliked', 'liked')",-5.9052067,-6.0791025,-2.7534833,-2.8639894,-0.1105061
5,0.03239565,0.010687867,"('distant', 'outgoing')",-0.39488995,-0.29338437,-0.1812471,-0.1413483,0.0398988
6,-0.18090543,-0.14907731,"('distant', 'open')",-0.46562347,-0.37812963,-0.3232644,-0.2636035,0.0596609
7,-0.59665024,-0.560217,"('insensitive', 'sensitive')",-0.025238197,-0.011492783,-0.3109442,-0.2858549,0.0250893
8,-0.012311883,-0.13314904,"('unaffectionate', 'affectionate')",0.90793973,0.86102486,0.4478139,0.3639379,-0.083876
9,-0.29948857,-0.3936752,"('unaffectionate', 'caring')",1.0624667,1.0314043,0.3814891,0.3188645,-0.0626246
10,-1.6529235,-1.6921723,"('unsympathetic', 'sympathetic')",-1.2632251,-1.2821897,-1.4580743,-1.4871809,-0.0291066
11,-1.0064099,-1.0782511,"('unhelpful', 'helpful')",1.1604451,1.1539416,0.0770176,0.0378453,-0.0391723
12,-0.30261543,-0.27255192,"('unsupportive', 'supportive')",-2.1454177,-2.1874022,-1.2240165,-1.2299771,-0.0059606
13,-0.84353346,-0.88355976,"('impolite', 'polite')",-1.2879238,-1.3553642,-1.0657287,-1.119462,-0.0537333
14,-0.26481256,-0.19012545,"('antisocial', 'social')",-0.017552562,-0.13120884,-0.1411826,-0.1606672,-0.0194846
15,0.10800414,0.007555403,"('boring', 'funny')",0.36831236,0.29037157,0.2381583,0.1489635,-0.0891948
16,-0.21523815,-0.2077272,"('unpopular', 'popular')",0.37180817,0.4245169,0.078285,0.1083948,0.0301098
17,-0.2066134,-0.15307419,"('nasty', 'nice')",-0.20163172,-0.21851298,-0.2041226,-0.1857936,0.018329
18,0.5245097,0.5570248,"('disagreeable', 'welcoming')",-0.41279042,-0.3840799,0.0558597,0.0864724,0.0306127
19,-0.046843383,-0.04095608,"('inhospitable', 'hospitable')",-0.16048943,-0.1050791,-0.1036664,-0.0730176,0.0306488
20,0.45414042,0.54825926,"('rough', 'thoughtful')",0.82390565,0.8378649,0.6390231,0.6930621,0.054039
21,-1.2217069,-1.2502168,"('immoral', 'moral')",-0.98305434,-1.006021,-1.1023806,-1.128119,-0.0257384
22,-0.56505454,-0.5295484,"('untrustworthy', 'trustworthy')",-1.0719256,-1.1291475,-0.8184901,-0.829348,-0.0108579
23,-0.20237598,-0.33365595,"('insincere', 'sincere')",5.297075,5.3352494,2.5473495,2.5007968,-0.0465527
24,-0.6757218,-0.6306665,"('dishonest', 'honest')",0.11585058,0.18265162,-0.2799356,-0.2240074,0.0559282
25,1.0458075,1.0741829,"('egoistic', 'altruistic')",1.7326287,1.766022,1.3892181,1.4201024,0.0308843
26,0.6347323,0.46719745,"('hardhearted', 'benevolent')",1.9749056,1.7379495,1.304819,1.1025735,-0.2022455
27,-0.7985225,-0.70861775,"('hardhearted', 'softhearted')",0.81116164,0.80278397,0.0063196,0.0470831,0.0407635
28,0.034728855,-0.12256195,"('disloyal', 'loyal')",1.3466008,1.154304,0.6906648,0.515871,-0.1747938
29,-0.5928346,-0.5856475,"('unfair', 'fair')",-0.35936582,-0.5098324,-0.4761002,-0.54774,-0.0716398
30,0.07023375,-0.04614172,"('intolerant', 'tolerant')",0.6408795,0.56890196,0.3555566,0.2613801,-0.0941765
31,-0.46866658,-0.40822747,"('evil', 'good')",-0.36651993,-0.3589243,-0.4175932,-0.3835759,0.0340173
32,-0.92822653,-1.071235,"('unkind', 'kind')",0.5158959,0.25724238,-0.2061653,-0.4069963,-0.200831
33,1.0291189,0.96160465,"('wrong', 'right')",-0.27962536,-0.35516062,0.3747468,0.303222,-0.0715248
34,-0.5478085,-0.43210408,"('mean', 'honorable')",5.0423727,5.3581963,2.247282,2.4630461,0.2157641
35,0.52803934,0.5426749,"('corrupt', 'incorrupt')",-0.28116977,-0.3183947,0.1234348,0.1121401,-0.0112947
36,0.1597216,0.06588817,"('hostile', 'amicable')",0.33884066,0.25703317,0.2492811,0.1614607,-0.0878204
37,-0.4157883,-0.33232743,"('fake', 'genuine')",-0.11590874,-0.014057478,-0.2658485,-0.1731925,0.092656
38,-0.32620245,-0.4169942,"('untruthful', 'truthful')",-0.11706725,-0.07730149,-0.2216348,-0.2471479,-0.0255131
39,0.7630853,0.8139318,"('exploitative', 'cooperative')",0.3390207,0.3221991,0.551053,0.5680655,0.0170125
40,1.0141973,0.9838419,"('stingy', 'generous')",-1.3553351,-1.3663788,-0.1705689,-0.1912684,-0.0206995
41,0.07673308,0.02556996,"('unforgiving', 'forgiving')",0.088004984,-0.09438886,0.082369,-0.0344094,-0.1167784
42,-0.18315822,-0.10124684,"('unreliable', 'reliable')",-3.4099329,-3.4214737,-1.7965455,-1.7613603,0.0351852
43,-0.9562603,-0.8668914,"('irresponsible', 'responsible')",-0.21786812,-0.1810275,-0.5870642,-0.5239595,0.0631047
44,-0.785692,-0.7432061,"('prejudiced', 'unprejudiced')",-1.7608888,-1.7339188,-1.2732904,-1.2385625,0.0347279
45,-0.1557467,-0.17564401,"('incompetent', 'competent')",-0.00555104,-0.11543731,-0.0806489,-0.1455407,-0.0648918
