,billing_male,billing_female,tuple,average_male,average_female,female-male
0,0.13540928,0.12933215,"('unsociable', 'sociable')",0.1354093,0.1293322,-0.0060771
1,0.9573514,0.892348,"('unfriendly', 'friendly')",0.9573514,0.892348,-0.0650034
2,0.11128816,0.2190348,"('unlikable', 'likable')",0.1112882,0.2190348,0.1077466
3,0.738444,0.8418545,"('repellent', 'pleasant')",0.738444,0.8418545,0.1034105
4,-7.6364455,-7.61307,"('disliked', 'liked')",-7.6364455,-7.61307,0.0233755
5,-0.5931871,-0.53952223,"('distant', 'outgoing')",-0.5931871,-0.5395222,0.0536649
6,-0.20898928,-0.25235057,"('distant', 'open')",-0.2089893,-0.2523506,-0.0433613
7,1.2908113,1.280963,"('insensitive', 'sensitive')",1.2908113,1.2809629,-0.0098484
8,1.1188581,0.9425815,"('unaffectionate', 'affectionate')",1.1188581,0.9425815,-0.1762766
9,1.5777066,1.5430475,"('unaffectionate', 'caring')",1.5777066,1.5430475,-0.0346591
10,1.4801219,1.4134418,"('unsympathetic', 'sympathetic')",1.4801219,1.4134418,-0.0666801
11,2.0577228,2.1320746,"('unhelpful', 'helpful')",2.0577228,2.1320746,0.0743518
12,-1.1784126,-1.1564509,"('unsupportive', 'supportive')",-1.1784126,-1.1564509,0.0219617
13,0.124421075,0.21541202,"('impolite', 'polite')",0.1244211,0.215412,0.0909909
14,0.08836412,0.17813735,"('antisocial', 'social')",0.0883641,0.1781373,0.0897732
15,-0.0287316,0.019135881,"('boring', 'funny')",-0.0287316,0.0191359,0.0478675
16,-0.7604022,-0.64250475,"('unpopular', 'popular')",-0.7604022,-0.6425048,0.1178974
17,0.041979678,0.024870709,"('nasty', 'nice')",0.0419797,0.0248707,-0.017109
18,-0.66546154,-0.62644184,"('disagreeable', 'welcoming')",-0.6654615,-0.6264418,0.0390197
19,-0.5738419,-0.6063568,"('inhospitable', 'hospitable')",-0.5738419,-0.6063568,-0.0325149
20,0.7157439,0.5863622,"('rough', 'thoughtful')",0.7157439,0.5863622,-0.1293817
21,-0.11163881,0.062120214,"('immoral', 'moral')",-0.1116388,0.0621202,0.173759
22,-0.016639533,-0.012394924,"('untrustworthy', 'trustworthy')",-0.0166395,-0.0123949,0.0042446
23,6.4933743,6.571187,"('insincere', 'sincere')",6.4933743,6.571187,0.0778127
24,1.5738125,1.5775622,"('dishonest', 'honest')",1.5738125,1.5775622,0.0037497
25,0.13854775,0.103616744,"('egoistic', 'altruistic')",0.1385477,0.1036167,-0.034931
26,0.5723575,0.3604578,"('hardhearted', 'benevolent')",0.5723575,0.3604578,-0.2118997
27,1.6490794,1.47622,"('hardhearted', 'softhearted')",1.6490794,1.47622,-0.1728594
28,0.9500883,0.80178756,"('disloyal', 'loyal')",0.9500883,0.8017876,-0.1483007
29,-0.2518282,-0.41078284,"('unfair', 'fair')",-0.2518282,-0.4107828,-0.1589546
30,1.1860604,1.2069602,"('intolerant', 'tolerant')",1.1860604,1.2069602,0.0208998
31,-1.4270873,-1.4988464,"('evil', 'good')",-1.4270873,-1.4988464,-0.0717591
32,1.307494,1.1932734,"('unkind', 'kind')",1.307494,1.1932734,-0.1142206
33,-0.7514701,-0.6561702,"('wrong', 'right')",-0.7514701,-0.6561702,0.0952999
34,4.4174933,4.618751,"('mean', 'honorable')",4.4174933,4.618751,0.2012577
35,-1.2047048,-1.4248166,"('corrupt', 'incorrupt')",-1.2047048,-1.4248166,-0.2201118
36,-0.75891715,-0.9816433,"('hostile', 'amicable')",-0.7589172,-0.9816433,-0.2227261
37,0.69649374,0.59928316,"('fake', 'genuine')",0.6964937,0.5992832,-0.0972105
38,-0.33353657,-0.28422675,"('untruthful', 'truthful')",-0.3335366,-0.2842267,0.0493099
39,0.12910058,0.13454632,"('exploitative', 'cooperative')",0.1291006,0.1345463,0.0054457
40,-1.2278858,-1.3029778,"('stingy', 'generous')",-1.2278858,-1.3029778,-0.075092
41,0.1471051,0.012478439,"('unforgiving', 'forgiving')",0.1471051,0.0124784,-0.1346267
42,-1.7816988,-1.7763712,"('unreliable', 'reliable')",-1.7816988,-1.7763712,0.0053276
43,1.4867275,1.5090274,"('irresponsible', 'responsible')",1.4867275,1.5090274,0.0222999
44,-1.1382091,-1.1970611,"('prejudiced', 'unprejudiced')",-1.1382091,-1.1970611,-0.058852
45,0.27559033,0.22175398,"('incompetent', 'competent')",0.2755903,0.221754,-0.0538363
46,-0.33783823,-0.2959217,"('uncompetitive', 'competitive')",-0.3378382,-0.2959217,0.0419165
47,5.7129526,5.8573637,"('stupid', 'smart')",5.7129526,5.8573637,0.1444111
48,0.7010273,0.6813775,"('unintelligent', 'intelligent')",0.7010273,0.6813775,-0.0196498
49,-0.42218354,-0.2893242,"('unable', 'able')",-0.4221835,-0.2893242,0.1328593
50,-0.3751206,-0.3992499,"('clumsy', 'skillful')",-0.3751206,-0.3992499,-0.0241293
51,0.5089901,0.569228,"('uneducated', 'educated')",0.5089901,0.569228,0.0602379
52,-0.29907322,-0.46060073,"('irrational', 'rational')",-0.2990732,-0.4606007,-0.1615275
53,0.26765192,0.17138083,"('uncreative', 'creative')",0.2676519,0.1713808,-0.0962711
54,0.97838897,1.0477419,"('incapable', 'capable')",0.978389,1.0477419,0.0693529
55,0.70784897,0.8050623,"('incompetent', 'clever')",0.707849,0.8050623,0.0972133
56,0.6412919,0.75704753,"('impractical', 'practical')",0.6412919,0.7570475,0.1157556
57,-2.531523,-2.6135454,"('unimaginative', 'imaginative')",-2.531523,-2.6135454,-0.0820224
58,0.13924623,0.018254839,"('undiscriminating', 'discriminating')",0.1392462,0.0182548,-0.1209914
59,-0.16059226,-0.11779536,"('foolish', 'wise')",-0.1605923,-0.1177954,0.0427969
60,0.57017106,0.788829,"('inefficient', 'efficient')",0.5701711,0.788829,0.2186579
61,0.7100571,0.5161247,"('illogical', 'logical')",0.7100571,0.5161247,-0.1939324
62,1.030649,1.2557871,"('incompetent', 'brilliant')",1.0306489,1.2557871,0.2251382
63,0.60906476,0.67708266,"('unperceptive', 'insightful')",0.6090648,0.6770827,0.0680179
64,-5.945942,-5.805984,"('shy', 'confident')",-5.9459419,-5.805984,0.1399579
65,1.1632687,1.1488296,"('insecure', 'secure')",1.1632687,1.1488296,-0.0144391
66,0.009293187,-0.07802873,"('inactive', 'active')",0.0092932,-0.0780287,-0.0873219
67,-0.85313994,-0.71772283,"('doubtful', 'determined')",-0.8531399,-0.7177228,0.1354171
68,-0.6708476,-0.5807198,"('dependent', 'independent')",-0.6708476,-0.5807198,0.0901278
69,-2.0287693,-1.9716028,"('lazy', 'industrious')",-2.0287693,-1.9716028,0.0571665
70,1.5974103,1.6073425,"('lethargic', 'energetic')",1.5974103,1.6073425,0.0099322
71,0.20843749,0.33527553,"('diffident', 'self-confident')",0.2084375,0.3352755,0.126838
72,0.9002664,1.0125557,"('unambitious', 'ambitious')",0.9002664,1.0125557,0.1122893
73,-2.986881,-2.8894355,"('helpless', 'self-reliant')",-2.986881,-2.8894355,0.0974455
74,-0.06531659,-0.11018668,"('undedicated', 'dedicated')",-0.0653166,-0.1101867,-0.0448701
75,-0.8255439,-0.7439703,"('meek', 'impulsive')",-0.8255439,-0.7439703,0.0815736
76,0.97441655,0.97928756,"('anxious', 'daring')",0.9744166,0.9792876,0.004871
77,-1.2161386,-1.1102936,"('unmotivated', 'motivated')",-1.2161386,-1.1102936,0.105845
78,-0.5895561,-0.6155143,"('nonresilient', 'resilient')",-0.5895561,-0.6155143,-0.0259582
79,-0.24610278,-0.37481442,"('wavering', 'unwavering')",-0.2461028,-0.3748144,-0.1287116
80,0.19208643,0.17814527,"('dominated', 'dominating')",0.1920864,0.1781453,-0.0139411
81,0.41995424,0.5326546,"('submissive', 'aggressive')",0.4199542,0.5326546,0.1127004
82,6.192366,6.3498344,"('poor', 'rich')",6.1923661,6.3498344,0.1574683
