,residence_male,residence_female,tuple,average_male,average_female,female-male
0,0.44564882,0.3389041,"('unsociable', 'sociable')",0.4456488,0.3389041,-0.1067447
1,1.1919762,1.2047862,"('unfriendly', 'friendly')",1.1919762,1.2047862,0.01281
2,0.008439895,0.062606655,"('unlikable', 'likable')",0.0084399,0.0626067,0.0541668
3,0.36597916,0.37131873,"('repellent', 'pleasant')",0.3659792,0.3713187,0.0053395
4,-6.955194,-6.913094,"('disliked', 'liked')",-6.955194,-6.913094,0.0421
5,-0.9442042,-0.91771257,"('distant', 'outgoing')",-0.9442042,-0.9177126,0.0264916
6,-0.30949777,-0.3125489,"('distant', 'open')",-0.3094978,-0.3125489,-0.0030511
7,1.0721214,1.1103686,"('insensitive', 'sensitive')",1.0721214,1.1103686,0.0382472
8,1.1842575,1.0749167,"('unaffectionate', 'affectionate')",1.1842575,1.0749167,-0.1093408
9,1.4169551,1.3921349,"('unaffectionate', 'caring')",1.4169551,1.3921349,-0.0248202
10,0.46053275,0.419631,"('unsympathetic', 'sympathetic')",0.4605328,0.419631,-0.0409018
11,1.2662004,1.3170035,"('unhelpful', 'helpful')",1.2662004,1.3170035,0.0508031
12,-1.8763399,-1.8246064,"('unsupportive', 'supportive')",-1.8763399,-1.8246064,0.0517335
13,-0.34828174,-0.37279108,"('impolite', 'polite')",-0.3482817,-0.3727911,-0.0245094
14,0.73149365,0.7221209,"('antisocial', 'social')",0.7314937,0.7221209,-0.0093728
15,0.00027035363,-0.00568006,"('boring', 'funny')",0.0002704,-0.0056801,-0.0059505
16,-0.17929257,-0.16793947,"('unpopular', 'popular')",-0.1792926,-0.1679395,0.0113531
17,0.14445822,0.17887598,"('nasty', 'nice')",0.1444582,0.178876,0.0344178
18,-0.27749574,-0.32595786,"('disagreeable', 'welcoming')",-0.2774957,-0.3259579,-0.0484622
19,-0.6554608,-0.64382684,"('inhospitable', 'hospitable')",-0.6554608,-0.6438268,0.011634
20,0.8307744,0.7780686,"('rough', 'thoughtful')",0.8307744,0.7780686,-0.0527058
21,-0.70312506,-0.6620353,"('immoral', 'moral')",-0.7031251,-0.6620353,0.0410898
22,-0.42167428,-0.41139144,"('untrustworthy', 'trustworthy')",-0.4216743,-0.4113914,0.0102829
23,6.2166004,6.1864033,"('insincere', 'sincere')",6.2166004,6.1864033,-0.0301971
24,1.1920558,1.0242933,"('dishonest', 'honest')",1.1920558,1.0242933,-0.1677625
25,0.96147573,0.87900794,"('egoistic', 'altruistic')",0.9614757,0.8790079,-0.0824678
26,1.5435408,1.6559333,"('hardhearted', 'benevolent')",1.5435408,1.6559333,0.1123925
27,1.4794343,1.21591,"('hardhearted', 'softhearted')",1.4794343,1.21591,-0.2635243
28,1.1324911,1.1069857,"('disloyal', 'loyal')",1.1324911,1.1069857,-0.0255054
29,-0.8500883,-0.9922092,"('unfair', 'fair')",-0.8500883,-0.9922092,-0.1421209
30,1.1398718,1.1309907,"('intolerant', 'tolerant')",1.1398718,1.1309907,-0.0088811
31,-1.0798074,-1.0138369,"('evil', 'good')",-1.0798074,-1.0138369,0.0659705
32,1.1864953,1.0869513,"('unkind', 'kind')",1.1864953,1.0869513,-0.099544
33,-0.6205684,-0.5770808,"('wrong', 'right')",-0.6205684,-0.5770808,0.0434876
34,5.044693,5.111357,"('mean', 'honorable')",5.044693,5.1113572,0.0666642
35,-0.5226111,-0.6487478,"('corrupt', 'incorrupt')",-0.5226111,-0.6487478,-0.1261367
36,-0.43157476,-0.43335155,"('hostile', 'amicable')",-0.4315748,-0.4333515,-0.0017767
37,0.9492086,0.90824056,"('fake', 'genuine')",0.9492086,0.9082406,-0.040968
38,-0.06745172,-0.06318693,"('untruthful', 'truthful')",-0.0674517,-0.0631869,0.0042648
39,0.5063303,0.5154864,"('exploitative', 'cooperative')",0.5063303,0.5154864,0.0091561
40,-1.7982585,-1.8776582,"('stingy', 'generous')",-1.7982585,-1.8776582,-0.0793997
41,0.015102686,0.0621278,"('unforgiving', 'forgiving')",0.0151027,0.0621278,0.0470251
42,-2.8790839,-2.8297234,"('unreliable', 'reliable')",-2.8790839,-2.8297234,0.0493605
43,0.9886109,1.004203,"('irresponsible', 'responsible')",0.9886109,1.004203,0.0155921
44,-1.2949994,-1.3005528,"('prejudiced', 'unprejudiced')",-1.2949994,-1.3005528,-0.0055534
45,-0.03292668,-0.023746021,"('incompetent', 'competent')",-0.0329267,-0.023746,0.0091807
46,-0.91376066,-0.9490158,"('uncompetitive', 'competitive')",-0.9137607,-0.9490158,-0.0352551
47,5.6424217,5.7604914,"('stupid', 'smart')",5.6424217,5.7604914,0.1180697
48,0.33619303,0.3238163,"('unintelligent', 'intelligent')",0.336193,0.3238163,-0.0123767
49,-0.41668952,-0.37099397,"('unable', 'able')",-0.4166895,-0.370994,0.0456955
50,-0.55410326,-0.54337406,"('clumsy', 'skillful')",-0.5541033,-0.5433741,0.0107292
51,0.29846105,0.17709778,"('uneducated', 'educated')",0.298461,0.1770978,-0.1213632
52,-0.30977985,-0.4264693,"('irrational', 'rational')",-0.3097799,-0.4264693,-0.1166894
53,0.08125507,0.03639735,"('uncreative', 'creative')",0.0812551,0.0363973,-0.0448578
54,1.2312896,1.2344607,"('incapable', 'capable')",1.2312896,1.2344607,0.0031711
55,0.755596,0.7282575,"('incompetent', 'clever')",0.755596,0.7282575,-0.0273385
56,0.34998846,0.34101525,"('impractical', 'practical')",0.3499885,0.3410152,-0.0089733
57,-2.6395385,-2.5105016,"('unimaginative', 'imaginative')",-2.6395385,-2.5105016,0.1290369
58,0.15505439,0.23370595,"('undiscriminating', 'discriminating')",0.1550544,0.233706,0.0786516
59,-0.2761109,-0.20219722,"('foolish', 'wise')",-0.2761109,-0.2021972,0.0739137
