,decision-making_male,decision-making_female,tuple,average_male,average_female,female-male
0,-0.3303251,-0.5906698,"('unsociable', 'sociable')",-0.3303251,-0.5906698,-0.2603447
1,0.5730902,0.49111524,"('unfriendly', 'friendly')",0.5730902,0.4911152,-0.081975
2,1.2042778,1.1935909,"('unlikable', 'likable')",1.2042778,1.1935909,-0.0106869
3,0.2400312,0.29152614,"('repellent', 'pleasant')",0.2400312,0.2915261,0.0514949
4,-0.0791617,0.016476428,"('disliked', 'liked')",-0.0791617,0.0164764,0.0956381
5,0.9243558,1.1193898,"('distant', 'outgoing')",0.9243558,1.1193898,0.195034
6,0.5111755,0.70885575,"('distant', 'open')",0.5111755,0.7088557,0.1976802
7,1.3150293,1.2280126,"('insensitive', 'sensitive')",1.3150293,1.2280126,-0.0870167
8,-0.73035705,-0.8609531,"('unaffectionate', 'affectionate')",-0.7303571,-0.8609531,-0.130596
9,0.7270404,0.6265209,"('unaffectionate', 'caring')",0.7270404,0.6265209,-0.1005195
10,-0.15182658,-0.42897883,"('unsympathetic', 'sympathetic')",-0.1518266,-0.4289788,-0.2771522
11,1.370221,1.1827132,"('unhelpful', 'helpful')",1.370221,1.1827132,-0.1875078
12,0.65469,0.5838521,"('unsupportive', 'supportive')",0.65469,0.5838521,-0.0708379
13,0.18245004,0.0530865,"('impolite', 'polite')",0.18245,0.0530865,-0.1293635
14,0.9087907,0.73455906,"('antisocial', 'social')",0.9087907,0.7345591,-0.1742316
15,1.1918241,1.075361,"('boring', 'funny')",1.1918241,1.075361,-0.1164631
16,-1.911513,-1.9707721,"('unpopular', 'popular')",-1.911513,-1.9707721,-0.0592591
17,-0.8532116,-0.7444583,"('nasty', 'nice')",-0.8532116,-0.7444583,0.1087533
18,-1.5502754,-1.53887,"('disagreeable', 'welcoming')",-1.5502754,-1.53887,0.0114054
19,0.03703133,0.08629576,"('inhospitable', 'hospitable')",0.0370313,0.0862958,0.0492645
20,1.2346783,1.1545814,"('rough', 'thoughtful')",1.2346783,1.1545814,-0.0800969
21,2.6528008,2.4877048,"('immoral', 'moral')",2.6528008,2.4877048,-0.165096
22,0.8543266,0.67753285,"('untrustworthy', 'trustworthy')",0.8543266,0.6775329,-0.1767937
23,1.7322395,1.5525126,"('insincere', 'sincere')",1.7322395,1.5525126,-0.1797269
