,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,0.013416128,0.19440483,"('unsociable', 'sociable')",0.0134161,0.1944048,0.1809887
1,1.5527954,1.1108439,"('unfriendly', 'friendly')",1.5527954,1.1108439,-0.4419515
2,0.1799874,0.19155596,"('unlikable', 'likable')",0.1799874,0.191556,0.0115686
3,0.49607405,0.5874241,"('repellent', 'pleasant')",0.4960741,0.5874241,0.09135
4,-7.3569274,-7.630375,"('disliked', 'liked')",-7.3569274,-7.6303749,-0.2734475
5,-0.32485586,-0.75457937,"('distant', 'outgoing')",-0.3248559,-0.7545794,-0.4297235
6,0.15832007,-0.37095684,"('distant', 'open')",0.1583201,-0.3709568,-0.5292769
7,0.9524923,1.162895,"('insensitive', 'sensitive')",0.9524923,1.162895,0.2104027
8,1.6695024,1.35687,"('unaffectionate', 'affectionate')",1.6695024,1.3568701,-0.3126323
9,1.8370125,1.7617892,"('unaffectionate', 'caring')",1.8370125,1.7617892,-0.0752233
10,0.8820557,1.1107363,"('unsympathetic', 'sympathetic')",0.8820557,1.1107363,0.2286806
11,1.4052547,1.6718026,"('unhelpful', 'helpful')",1.4052547,1.6718026,0.2665479
12,-1.4591473,-1.4220667,"('unsupportive', 'supportive')",-1.4591473,-1.4220667,0.0370806
13,-0.104806304,0.26628336,"('impolite', 'polite')",-0.1048063,0.2662834,0.3710897
14,-0.32376105,-0.027912743,"('antisocial', 'social')",-0.323761,-0.0279127,0.2958483
15,0.37361112,0.28112206,"('boring', 'funny')",0.3736111,0.2811221,-0.092489
16,-0.26041627,-0.4412219,"('unpopular', 'popular')",-0.2604163,-0.4412219,-0.1808056
17,0.082452774,-0.0042015426,"('nasty', 'nice')",0.0824528,-0.0042015,-0.0866543
18,-0.37469873,-0.53883106,"('disagreeable', 'welcoming')",-0.3746987,-0.5388311,-0.1641324
19,-0.40657964,-0.54045355,"('inhospitable', 'hospitable')",-0.4065796,-0.5404536,-0.133874
20,1.0387844,1.0649315,"('rough', 'thoughtful')",1.0387844,1.0649315,0.0261471
21,-0.5222137,-0.1363506,"('immoral', 'moral')",-0.5222137,-0.1363506,0.3858631
22,-0.5392366,-0.4911453,"('untrustworthy', 'trustworthy')",-0.5392366,-0.4911453,0.0480913
23,6.326854,6.546306,"('insincere', 'sincere')",6.3268542,6.5463061,0.2194519
24,1.502286,1.4519968,"('dishonest', 'honest')",1.502286,1.4519968,-0.0502892
25,0.42693195,0.15189226,"('egoistic', 'altruistic')",0.4269319,0.1518923,-0.2750396
26,0.89848185,0.7675582,"('hardhearted', 'benevolent')",0.8984818,0.7675582,-0.1309236
27,1.8752822,1.4640716,"('hardhearted', 'softhearted')",1.8752822,1.4640716,-0.4112106
28,1.2204019,1.2261817,"('disloyal', 'loyal')",1.2204019,1.2261817,0.0057798
