,petsmart_male,petsmart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.925906,0.9101447,"('unsociable', 'sociable')",-0.29384017,-0.46646369,0.3160329,0.2218405,-0.0941924
1,1.0200661,0.982329,"('unfriendly', 'friendly')",2.1457298,2.045448,1.5828979,1.5138886,-0.0690093
2,-0.20098618,-0.2804867,"('unlikable', 'likable')",0.4168682,0.47607332,0.107941,0.0977933,-0.0101477
3,-1.9547472,-1.8238144,"('repellent', 'pleasant')",0.1741217,0.21903099,-0.8903127,-0.8023917,0.087921
4,0.05364259,0.09273563,"('disliked', 'liked')",-6.7780776,-6.8459473,-3.3622174,-3.3766057,-0.0143883
5,0.83447427,0.84260046,"('distant', 'outgoing')",0.029980995,0.061275646,0.4322276,0.4519381,0.0197105
6,0.54642606,0.5275082,"('distant', 'open')",0.5280111,0.549638,0.5372186,0.5385731,0.0013545
7,-0.13190821,-0.014966942,"('insensitive', 'sensitive')",0.86669207,0.8767495,0.3673919,0.4308913,0.0634994
8,0.756118,0.74806774,"('unaffectionate', 'affectionate')",1.2775406,1.1878123,1.0168293,0.96794,-0.0488893
9,1.4945184,1.4931833,"('unaffectionate', 'caring')",1.4809184,1.4395556,1.4877183,1.4663694,-0.0213489
10,-0.49768344,-0.41510603,"('unsympathetic', 'sympathetic')",-0.32983905,-0.34625638,-0.4137613,-0.3806812,0.0330801
11,0.89679134,0.9893544,"('unhelpful', 'helpful')",1.6306901,1.7524151,1.2637408,1.3708847,0.1071439
12,1.122694,1.2028531,"('unsupportive', 'supportive')",-1.4739323,-1.5209692,-0.1756191,-0.159058,0.0165611
13,0.7328974,0.6935036,"('impolite', 'polite')",-0.29490125,-0.31976372,0.2189981,0.1868699,-0.0321282
14,-0.5425809,-0.46767712,"('antisocial', 'social')",-0.5194848,-0.5559914,-0.5310329,-0.5118343,0.0191986
15,1.2681346,1.2054303,"('boring', 'funny')",0.5960978,0.59316224,0.9321162,0.8992963,-0.0328199
