,broker_male,broker_female,tuple,average_male,average_female,female-male
0,0.68184114,0.53403085,"('unsociable', 'sociable')",0.6818411,0.5340309,-0.1478102
1,1.509582,1.4533447,"('unfriendly', 'friendly')",1.509582,1.4533447,-0.0562373
2,0.5910348,0.6291596,"('unlikable', 'likable')",0.5910348,0.6291596,0.0381248
3,-0.2895493,-0.2437748,"('repellent', 'pleasant')",-0.2895493,-0.2437748,0.0457745
4,-7.6527295,-7.6539893,"('disliked', 'liked')",-7.6527295,-7.6539893,-0.0012598
5,-0.83093166,-0.8332713,"('distant', 'outgoing')",-0.8309317,-0.8332713,-0.0023396
6,-0.15366286,-0.14165595,"('distant', 'open')",-0.1536629,-0.141656,0.0120069
7,1.1927155,1.207341,"('insensitive', 'sensitive')",1.1927155,1.207341,0.0146255
8,1.0949478,1.0405542,"('unaffectionate', 'affectionate')",1.0949478,1.0405542,-0.0543936
9,2.0890884,2.1143208,"('unaffectionate', 'caring')",2.0890884,2.1143208,0.0252324
10,0.9085175,0.8874327,"('unsympathetic', 'sympathetic')",0.9085175,0.8874327,-0.0210848
11,2.6946533,2.6867256,"('unhelpful', 'helpful')",2.6946533,2.6867256,-0.0079277
12,-1.1503801,-1.12214,"('unsupportive', 'supportive')",-1.1503801,-1.12214,0.0282401
13,0.5389496,0.40314296,"('impolite', 'polite')",0.5389496,0.403143,-0.1358066
14,0.52329344,0.38721094,"('antisocial', 'social')",0.5232934,0.3872109,-0.1360825
15,0.36942625,0.29357386,"('boring', 'funny')",0.3694263,0.2935739,-0.0758524
16,-0.7312709,-0.70575976,"('unpopular', 'popular')",-0.7312709,-0.7057598,0.0255111
17,0.034648202,0.019523866,"('nasty', 'nice')",0.0346482,0.0195239,-0.0151243
18,-0.54076827,-0.5672784,"('disagreeable', 'welcoming')",-0.5407683,-0.5672784,-0.0265101
19,-0.5872969,-0.56109697,"('inhospitable', 'hospitable')",-0.5872969,-0.561097,0.0261999
20,0.9317628,0.93440235,"('rough', 'thoughtful')",0.9317628,0.9344023,0.0026395
21,0.02193073,0.00043138547,"('immoral', 'moral')",0.0219307,0.0004314,-0.0214993
22,-0.51374644,-0.5632676,"('untrustworthy', 'trustworthy')",-0.5137464,-0.5632676,-0.0495212
23,7.1849265,7.136763,"('insincere', 'sincere')",7.1849265,7.1367631,-0.0481634
24,1.3936752,1.3063269,"('dishonest', 'honest')",1.3936752,1.3063269,-0.0873483
25,0.8634961,0.84466803,"('egoistic', 'altruistic')",0.8634961,0.844668,-0.0188281
26,1.627847,1.5315545,"('hardhearted', 'benevolent')",1.627847,1.5315545,-0.0962925
27,1.5601974,1.4056003,"('hardhearted', 'softhearted')",1.5601974,1.4056003,-0.1545971
28,1.7000604,1.6550347,"('disloyal', 'loyal')",1.7000604,1.6550347,-0.0450257
29,-0.72331744,-0.8125062,"('unfair', 'fair')",-0.7233174,-0.8125062,-0.0891888
30,1.5916677,1.5095379,"('intolerant', 'tolerant')",1.5916677,1.5095379,-0.0821298
31,-1.8979381,-1.8244445,"('evil', 'good')",-1.8979381,-1.8244445,0.0734936
32,1.5810472,1.535151,"('unkind', 'kind')",1.5810472,1.535151,-0.0458962
33,-0.099872686,-0.15934598,"('wrong', 'right')",-0.0998727,-0.159346,-0.0594733
34,5.236866,5.3465104,"('mean', 'honorable')",5.236866,5.3465104,0.1096444
35,-1.0161895,-1.0811399,"('corrupt', 'incorrupt')",-1.0161895,-1.0811399,-0.0649504
36,-0.47926748,-0.5452241,"('hostile', 'amicable')",-0.4792675,-0.5452241,-0.0659566
37,0.46279156,0.4920849,"('fake', 'genuine')",0.4627916,0.4920849,0.0292933
38,1.1018116,1.122245,"('untruthful', 'truthful')",1.1018116,1.122245,0.0204334
39,0.635254,0.5586592,"('exploitative', 'cooperative')",0.635254,0.5586592,-0.0765948
40,-2.2320495,-2.3312132,"('stingy', 'generous')",-2.2320495,-2.3312132,-0.0991637
41,0.8439681,0.7586843,"('unforgiving', 'forgiving')",0.8439681,0.7586843,-0.0852838
42,-2.7881474,-2.7771437,"('unreliable', 'reliable')",-2.7881474,-2.7771437,0.0110037
43,1.9468336,1.9181329,"('irresponsible', 'responsible')",1.9468336,1.9181329,-0.0287007
44,-1.5683411,-1.5613743,"('prejudiced', 'unprejudiced')",-1.5683411,-1.5613743,0.0069668
45,0.14350922,0.14826107,"('incompetent', 'competent')",0.1435092,0.1482611,0.0047519
46,-0.37388414,-0.47508004,"('uncompetitive', 'competitive')",-0.3738841,-0.47508,-0.1011959
47,5.6497755,5.661741,"('stupid', 'smart')",5.6497755,5.6617408,0.0119653
48,0.3638964,0.34256095,"('unintelligent', 'intelligent')",0.3638964,0.3425609,-0.0213355
49,0.15001789,0.20552923,"('unable', 'able')",0.1500179,0.2055292,0.0555113
50,-0.123668045,-0.108241394,"('clumsy', 'skillful')",-0.123668,-0.1082414,0.0154266
51,0.13224712,0.020576648,"('uneducated', 'educated')",0.1322471,0.0205766,-0.1116705
52,-0.7148944,-0.8462957,"('irrational', 'rational')",-0.7148944,-0.8462957,-0.1314013
53,-0.22269003,-0.2517037,"('uncreative', 'creative')",-0.22269,-0.2517037,-0.0290137
54,1.0937234,1.0986431,"('incapable', 'capable')",1.0937234,1.0986431,0.0049197
55,0.9510301,0.95538956,"('incompetent', 'clever')",0.9510301,0.9553896,0.0043595
56,1.0639235,1.0525707,"('impractical', 'practical')",1.0639235,1.0525707,-0.0113528
57,-3.262715,-3.2778559,"('unimaginative', 'imaginative')",-3.2627151,-3.2778559,-0.0151408
58,0.7156458,0.70258,"('undiscriminating', 'discriminating')",0.7156458,0.70258,-0.0130658
59,-0.18715858,-0.21873346,"('foolish', 'wise')",-0.1871586,-0.2187335,-0.0315749
60,1.3139654,1.3557299,"('inefficient', 'efficient')",1.3139654,1.3557299,0.0417645
