,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7672232,-0.9467667,"('unsociable', 'sociable')",-0.036584243,-0.18041131,-0.4019037,-0.563589,-0.1616853
1,-1.9747158,-2.0020466,"('unfriendly', 'friendly')",1.6026608,1.4299991,-0.1860275,-0.2860237,-0.0999962
2,0.29015622,0.34858054,"('unlikable', 'likable')",0.898013,0.9141551,0.5940846,0.6313678,0.0372832
3,-0.32342908,-0.19253626,"('repellent', 'pleasant')",0.5763875,0.6307295,0.1264792,0.2190966,0.0926174
4,-0.44288284,-0.4672373,"('disliked', 'liked')",-6.3104186,-6.3970714,-3.3766508,-3.4321544,-0.0555036
5,-0.41315767,-0.34755525,"('distant', 'outgoing')",-0.2649762,-0.30136186,-0.3390669,-0.3244585,0.0146084
6,-1.2307143,-1.100655,"('distant', 'open')",-0.35676554,-0.45557612,-0.7937399,-0.7781155,0.0156244
7,-0.22629322,-0.18689772,"('insensitive', 'sensitive')",0.10001166,0.13480332,-0.0631408,-0.0260472,0.0370936
8,-1.3615545,-1.3818071,"('unaffectionate', 'affectionate')",0.6124983,0.52085614,-0.3745281,-0.4304755,-0.0559474
9,-1.0005132,-0.9735617,"('unaffectionate', 'caring')",0.9993109,0.9499971,-0.0006011,-0.0117823,-0.0111812
10,-0.39524767,-0.40860432,"('unsympathetic', 'sympathetic')",-0.6801747,-0.68233234,-0.5377112,-0.5454683,-0.0077571
11,-0.07198727,-0.035975438,"('unhelpful', 'helpful')",1.2773458,1.3548084,0.6026793,0.6594165,0.0567372
12,-0.25541604,-0.119556144,"('unsupportive', 'supportive')",-2.053851,-2.0334013,-1.1546335,-1.0764787,0.0781548
13,0.21796404,0.10460603,"('impolite', 'polite')",-1.0294479,-1.0329928,-0.4057419,-0.4641934,-0.0584515
14,1.0794016,1.0009552,"('antisocial', 'social')",0.26065865,0.21374658,0.6700301,0.6073509,-0.0626792
15,-0.6393779,-0.7200234,"('boring', 'funny')",0.10780025,0.10167001,-0.2657888,-0.3091767,-0.0433879
16,-0.80790144,-0.7689147,"('unpopular', 'popular')",0.3211478,0.25771558,-0.2433768,-0.2555996,-0.0122228
