,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.0338947,-1.2085904,"('unsociable', 'sociable')",-0.047427364,-0.07623946,-0.42921215,-0.55297905,-0.5035114,-0.6126029,-0.1090915
1,1.9047642,2.1128347,"('unfriendly', 'friendly')",1.4574057,1.4845036,1.9006946,1.6029458,1.754288,1.733428,-0.02086
2,-0.5142587,-0.3957815,"('unlikable', 'likable')",0.9907987,1.0823191,0.43222138,0.47873658,0.3029205,0.3884247,0.0855042
3,-2.3108637,-2.1650345,"('repellent', 'pleasant')",-1.2074931,-1.105272,0.16559146,0.26868635,-1.1175884,-1.0005401,0.1170483
4,0.2810041,0.38749632,"('disliked', 'liked')",0.3441071,0.31442475,-5.219069,-4.738242,-1.5313193,-1.3454404,0.1858789
5,2.3194094,2.3471098,"('distant', 'outgoing')",1.0764676,1.0039605,0.7943679,0.7453834,1.3967482,1.3654846,-0.0312636
6,2.6187,2.756093,"('distant', 'open')",1.1239612,1.1117135,0.91733766,0.826337,1.553333,1.5647144,0.0113814
7,-1.2422268,-1.1527132,"('insensitive', 'sensitive')",-1.5290849,-1.3921981,-0.91810405,-1.0535185,-1.2298053,-1.1994766,0.0303287
8,2.168485,2.1558194,"('unaffectionate', 'affectionate')",1.2476381,1.1950423,1.5388458,1.221804,1.6516562,1.5242219,-0.1274343
9,2.20163,2.2734807,"('unaffectionate', 'caring')",0.46749806,0.5068813,1.3017346,1.0798132,1.323621,1.286725,-0.036896
10,-1.8993814,-1.8711939,"('unsympathetic', 'sympathetic')",-1.4731101,-1.4283288,-0.9612123,-1.1129105,-1.4445678,-1.470811,-0.0262432
11,-1.9570524,-2.1966686,"('unhelpful', 'helpful')",-2.1773648,-2.2101142,0.47874868,0.2798646,-1.2185561,-1.3756394,-0.1570833
12,0.706709,0.75063896,"('unsupportive', 'supportive')",0.6810546,0.78613746,-1.5812783,-1.5273116,-0.0645049,0.003155,0.0676599
13,-1.6603892,-1.8164142,"('impolite', 'polite')",-1.4904009,-1.5229548,-1.0445766,-1.164762,-1.3984556,-1.5013771,-0.1029215
14,-0.6885239,-0.78523016,"('antisocial', 'social')",0.38529384,0.3799075,-1.3251936,-1.2999353,-0.5428079,-0.5684193,-0.0256114
15,1.8073932,1.6819357,"('boring', 'funny')",1.038095,0.92764044,0.5224791,0.44680297,1.1226557,1.0187931,-0.1038626
16,-0.005816398,0.15825762,"('unpopular', 'popular')",1.0204148,1.1010653,1.2067242,1.3145097,0.7404408,0.8579442,0.1175034
17,0.43408617,0.50786847,"('nasty', 'nice')",0.53968567,0.5695301,0.18480425,0.29956898,0.386192,0.4589892,0.0727972
18,-0.88718355,-0.78857905,"('disagreeable', 'welcoming')",0.392453,0.48057646,-1.3822274,-1.5209389,-0.6256526,-0.6096472,0.0160054
19,0.90088457,0.98913753,"('inhospitable', 'hospitable')",-0.41186494,-0.3300407,0.5646078,0.5634622,0.3512092,0.4075197,0.0563105
20,-0.11876249,-0.016518459,"('rough', 'thoughtful')",0.695213,0.911423,-0.13270314,0.024824526,0.1479158,0.3065764,0.1586606
21,-1.6086147,-1.5733974,"('immoral', 'moral')",-1.2879342,-1.1009578,-2.0051677,-1.8719988,-1.6339054,-1.5154513,0.1184541
22,-2.5663252,-2.5835977,"('untrustworthy', 'trustworthy')",-1.6277624,-1.6212585,-2.4832876,-2.475887,-2.2257916,-2.2269144,-0.0011228
23,-0.5855991,-0.4809519,"('insincere', 'sincere')",-1.3177276,-1.1723574,3.5573902,3.142432,0.5513545,0.4963742,-0.0549803
24,-1.1490825,-1.1443007,"('dishonest', 'honest')",-1.0382682,-0.9719367,-1.1680369,-1.4066681,-1.1184626,-1.1743018,-0.0558392
25,2.2854483,2.5793822,"('egoistic', 'altruistic')",1.4601625,1.5881283,1.9109874,1.9110445,1.8855327,2.026185,0.1406523
26,3.232379,3.2833989,"('hardhearted', 'benevolent')",3.0816238,2.9629622,1.8368344,1.6370846,2.7169456,2.6278151,-0.0891305
27,0.9012363,0.8228482,"('hardhearted', 'softhearted')",-0.02126844,-0.021654384,0.9311942,0.7961484,0.6037207,0.5324474,-0.0712733
28,0.5477201,0.69752896,"('disloyal', 'loyal')",-0.6347478,-0.5077759,0.054611463,-0.10186949,-0.0108054,0.0292945,0.0400999
29,-0.86859894,-0.7782389,"('unfair', 'fair')",-0.63452315,-0.5846412,-1.1842015,-1.2458502,-0.8957745,-0.8695768,0.0261977
30,-0.72931695,-0.8560666,"('intolerant', 'tolerant')",-0.88837254,-0.91262436,-1.0843954,-1.1825372,-0.900695,-0.9837427,-0.0830477
31,1.3755753,1.7410887,"('evil', 'good')",0.93404245,1.0463455,0.60332406,0.6468268,0.9709806,1.1447536,0.173773
32,0.5732963,0.5112535,"('unkind', 'kind')",-0.33559448,-0.40379015,-0.13170889,-0.3994454,0.035331,-0.0973274,-0.1326584
33,1.7645938,1.8516455,"('wrong', 'right')",1.5825816,1.6675361,0.24069649,0.30638665,1.1959573,1.2751895,0.0792322
34,0.1547257,0.3072047,"('mean', 'honorable')",-0.488984,-0.4183684,4.425665,4.1789355,1.3638023,1.355924,-0.0078783
35,2.464272,2.4892163,"('corrupt', 'incorrupt')",0.96320295,0.87529844,0.84181726,0.8918792,1.4230975,1.418798,-0.0042995
36,2.1688619,2.4954867,"('hostile', 'amicable')",1.0292569,1.0734591,1.2964139,1.3064107,1.4981775,1.6251189,0.1269414
37,-0.16043806,-0.15986577,"('fake', 'genuine')",-0.8665453,-0.7218587,-0.28338525,-0.38732192,-0.4367896,-0.4230155,0.0137741
38,-0.3563811,-0.32049623,"('untruthful', 'truthful')",-0.17900819,-0.09938999,0.44791886,0.4872426,-0.0291568,0.0224521,0.0516089
39,0.06759471,0.12754561,"('exploitative', 'cooperative')",-0.48881033,-0.44267568,-0.40812892,-0.33909076,-0.2764482,-0.2180736,0.0583746
40,-0.68029755,-0.40311798,"('stingy', 'generous')",-0.30771622,-0.118275695,-2.02931,-1.9431112,-1.0057746,-0.8215016,0.184273
41,-0.4533545,-0.23230372,"('unforgiving', 'forgiving')",-0.24676704,-0.1354302,-0.32028675,-0.40918413,-0.3401361,-0.2589727,0.0811634
42,-0.2731598,-0.18151851,"('unreliable', 'reliable')",0.016843185,0.08526006,-2.803976,-2.6426117,-1.0200976,-0.9129567,0.1071409
43,-1.0291963,-1.0855595,"('irresponsible', 'responsible')",-1.2552586,-1.235668,-0.6172652,-0.7874572,-0.96724,-1.0362283,-0.0689883
44,-2.561034,-2.6285014,"('prejudiced', 'unprejudiced')",-1.4025519,-1.3967617,-2.0357082,-1.8789307,-1.9997648,-1.9680645,0.0317003
45,-2.8256814,-2.6228487,"('incompetent', 'competent')",-1.4614213,-1.380754,-2.032552,-2.0359979,-2.1065515,-2.0132003,0.0933512
46,-2.556922,-2.5364616,"('uncompetitive', 'competitive')",-1.3387095,-1.2750221,-1.1342754,-1.1562177,-1.6766356,-1.6559005,0.0207351
47,-0.87123454,-1.0003675,"('stupid', 'smart')",0.033710316,0.007927258,3.2099516,2.8820462,0.7908092,0.6298687,-0.1609405
48,-0.53080684,-0.53476673,"('unintelligent', 'intelligent')",-0.31966388,-0.25756124,-1.2873391,-1.4115462,-0.7126033,-0.7346247,-0.0220214
49,-0.50176144,-0.53902495,"('unable', 'able')",-0.7552637,-0.72689664,-0.893765,-0.8399679,-0.7169301,-0.7019632,0.0149669
50,0.64178723,0.61306506,"('clumsy', 'skillful')",1.6163205,1.6209183,0.90130496,0.89468753,1.0531375,1.0428902,-0.0102473
51,-1.0260888,-1.1821395,"('uneducated', 'educated')",0.15124367,0.04616381,-0.15621534,-0.22204202,-0.3436868,-0.4526726,-0.1089858
52,-0.06557386,0.00020113215,"('irrational', 'rational')",0.7066463,0.5871978,0.012875266,-0.04205374,0.2179826,0.1817817,-0.0362009
53,1.1369137,1.382895,"('uncreative', 'creative')",0.58905005,0.721398,0.95902634,0.8728537,0.8949966,0.9923822,0.0973856
54,1.6450919,1.6698111,"('incapable', 'capable')",1.1348724,1.1241584,0.8970753,0.83410436,1.2256799,1.209358,-0.0163219
55,-1.505344,-1.4750885,"('incompetent', 'clever')",-0.7411371,-0.53263617,-1.7285736,-1.7276042,-1.3250182,-1.2451096,0.0799086
56,-0.12959918,-0.19733298,"('impractical', 'practical')",-0.8107088,-0.8510878,-1.4708606,-1.5273902,-0.8037229,-0.8586036,-0.0548807
57,-1.3017533,-1.2576411,"('unimaginative', 'imaginative')",-0.68563914,-0.7006037,-3.070669,-3.0155053,-1.6860205,-1.6579167,0.0281038
58,0.16496447,0.39633903,"('undiscriminating', 'discriminating')",0.53862023,0.6699951,0.925755,0.9174515,0.5431132,0.6612619,0.1181487
59,0.19627339,0.1016996,"('foolish', 'wise')",0.7083272,0.6179227,-0.2661985,-0.34053844,0.2128007,0.1263613,-0.0864394
60,-1.7051615,-1.8323925,"('inefficient', 'efficient')",-0.8755322,-0.79745144,-1.6026075,-1.5750157,-1.3944337,-1.4016199,-0.0071862
61,-0.19691403,-0.22796936,"('illogical', 'logical')",-0.078834794,-0.17362544,-0.42670766,-0.5162219,-0.2341522,-0.3059389,-0.0717867
62,-0.94481367,-0.9510528,"('incompetent', 'brilliant')",-1.062208,-0.9434906,-1.140845,-1.0243267,-1.0492889,-0.9729567,0.0763322
63,-0.52523625,-0.4266006,"('unperceptive', 'insightful')",0.10864421,0.22027034,0.030125756,0.030471314,-0.1288221,-0.0586197,0.0702024
64,-2.9180288,-2.9982383,"('shy', 'confident')",-1.0556641,-1.0239496,-6.3834605,-5.909273,-3.4523843,-3.3104871,0.1418972
65,-2.4676347,-2.5615313,"('insecure', 'secure')",-1.3402443,-1.3324237,-2.1878397,-2.1974216,-1.998573,-2.0304588,-0.0318858
66,0.5687615,0.6152831,"('inactive', 'active')",0.97384006,1.0262024,1.938677,1.9458704,1.1604261,1.1957853,0.0353592
67,-0.58836365,-0.70183307,"('doubtful', 'determined')",-0.20652804,-0.24981746,-0.73273873,-0.6902709,-0.5092101,-0.5473071,-0.038097
68,-1.670917,-1.7298872,"('dependent', 'independent')",-1.8295238,-1.8291643,-1.9495229,-1.9675509,-1.8166545,-1.8422008,-0.0255463
69,2.0701966,2.1263855,"('lazy', 'industrious')",1.331353,1.2034256,0.9845556,1.1891127,1.462035,1.5063079,0.0442729
70,-2.1685326,-2.2521164,"('lethargic', 'energetic')",-1.1461315,-1.0990902,-0.9662994,-1.1087679,-1.4269878,-1.4866583,-0.0596705
71,2.1003015,2.1969237,"('diffident', 'self-confident')",0.42151868,0.43253887,0.48031855,0.5116571,1.0007129,1.04704,0.0463271
72,0.8527652,0.79314643,"('unambitious', 'ambitious')",-0.14356486,-0.17696108,-0.96796983,-0.9701378,-0.0862565,-0.1179841,-0.0317276
73,0.5905256,0.64869714,"('helpless', 'self-reliant')",-0.2085579,-0.16858526,-2.6117992,-2.3280349,-0.7432772,-0.6159743,0.1273029
74,0.8823633,0.98713243,"('undedicated', 'dedicated')",0.4238692,0.5319815,-0.42374322,-0.4981473,0.2941631,0.3403223,0.0461592
75,-0.87961566,-0.7899941,"('meek', 'impulsive')",0.11923729,0.18130642,0.68007046,0.90016377,-0.0267693,0.0971587,0.123928
76,-0.32734326,-0.26741147,"('anxious', 'daring')",-0.37752488,-0.2197949,-0.768284,-0.66981983,-0.4910507,-0.3856754,0.1053753
77,-1.2864517,-1.1064824,"('unmotivated', 'motivated')",-0.36577144,-0.20254406,-0.40672916,-0.14775209,-0.6863174,-0.4855928,0.2007246
78,1.2443705,1.313682,"('nonresilient', 'resilient')",0.8089928,0.8335304,1.6750753,1.742936,1.2428129,1.2967162,0.0539033
79,2.40045,2.540676,"('wavering', 'unwavering')",0.96318215,0.9369294,0.9053208,0.95488197,1.4229843,1.4774958,0.0545115
80,-1.7167681,-1.8765557,"('dominated', 'dominating')",-0.9448088,-0.9024867,-1.0481787,-0.867686,-1.2365852,-1.2155761,0.0210091
81,-2.5941398,-2.8255339,"('submissive', 'aggressive')",-1.149904,-1.1698582,-2.2861533,-2.2444074,-2.0100657,-2.0799332,-0.0698675
82,-0.5955116,-0.47862357,"('poor', 'rich')",-0.47797996,-0.3563828,3.7574468,3.378191,0.8946517,0.8477283,-0.0469234
83,0.37111947,0.4880028,"('powerless', 'powerful')",-0.035228334,0.07030759,-1.0199993,-0.92936,-0.228036,-0.1236832,0.1043528
84,1.0649931,1.0187609,"('inferior', 'superior')",-0.07129866,-0.17288586,0.01646483,-0.043593887,0.3367198,0.267427,-0.0692928
85,2.9945784,3.2369444,"('insignificant', 'prestigious')",2.0146594,2.0120988,1.6120307,1.654944,2.2070894,2.3013291,0.0942397
86,-0.462058,-0.5841571,"('uninfluential', 'influential')",-0.17187262,-0.29126284,-0.80390227,-1.0112706,-0.4792776,-0.6288969,-0.1496193
87,-0.0070956256,-0.110397294,"('unsuccessful', 'successful')",1.3612576,1.2880796,0.9585467,1.1807197,0.7709029,0.786134,0.0152311
88,0.39179218,0.2209837,"('low', 'eminent')",0.22319648,0.15880878,-0.5409242,-0.6779077,0.0246882,-0.0993717,-0.1240599
