,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4629166,-1.6937385,"('unsociable', 'sociable')",-1.9905326,-2.2002046,-0.49556035,-0.7651031,-1.3163366,-1.5530154,-0.2366788
1,-0.3656466,-0.4533575,"('unfriendly', 'friendly')",-1.1974447,-1.2802144,1.1185677,0.7073007,-0.1481745,-0.3420904,-0.1939159
2,0.21889016,0.26873747,"('unlikable', 'likable')",-0.15275532,-0.098140985,0.55339587,0.54768306,0.2065102,0.2394265,0.0329163
3,-1.335734,-1.3765653,"('repellent', 'pleasant')",-1.5453217,-1.4926243,0.62388676,0.70046353,-0.7523897,-0.7229087,0.029481
4,0.12840755,0.1153412,"('disliked', 'liked')",0.8114889,0.83277905,-6.173038,-6.1293163,-1.7443805,-1.7270654,0.0173151
5,0.22527663,0.29957223,"('distant', 'outgoing')",0.5919243,0.61297756,-0.44743744,-0.5247364,0.1232545,0.1292711,0.0060166
6,0.111081325,0.144491,"('distant', 'open')",0.16464974,0.19060147,-0.7889394,-0.9731041,-0.1710695,-0.2126705,-0.041601
7,-0.8786097,-0.96594036,"('insensitive', 'sensitive')",-1.8779501,-1.9410704,0.0060493313,-0.07542368,-0.9168368,-0.9941448,-0.077308
8,0.062522724,0.058442622,"('unaffectionate', 'affectionate')",-1.0991184,-1.1457913,0.40037242,0.13047601,-0.2120744,-0.3189576,-0.1068832
9,-0.011358015,-0.012232013,"('unaffectionate', 'caring')",-0.95366365,-1.0003052,1.1519597,0.94513226,0.0623127,-0.0224683,-0.084781
10,-2.5639453,-2.7924585,"('unsympathetic', 'sympathetic')",-3.4623604,-3.6263156,-0.66132927,-0.8890509,-2.2292116,-2.4359417,-0.2067301
11,-0.7106806,-0.74858,"('unhelpful', 'helpful')",-2.2789497,-2.3218853,1.6334457,1.6324438,-0.4520615,-0.4793405,-0.027279
12,-0.3370315,-0.42754218,"('unsupportive', 'supportive')",-1.3904096,-1.435031,-1.9056599,-1.9808434,-1.2110337,-1.2811389,-0.0701052
13,-1.3792821,-1.5681492,"('impolite', 'polite')",-2.4907815,-2.6197426,-0.7261311,-0.7523202,-1.5320649,-1.6467374,-0.1146725
14,-1.1124387,-1.173481,"('antisocial', 'social')",-1.5138748,-1.5928456,-0.11268932,-0.10653843,-0.9130009,-0.9576217,-0.0446208
15,0.64741313,0.58979315,"('boring', 'funny')",0.027832959,0.0014374573,-0.079811916,-0.060311504,0.1984781,0.176973,-0.0215051
16,0.32627603,0.31576106,"('unpopular', 'popular')",0.088441074,0.12942946,0.5343878,0.432369,0.3163683,0.2925198,-0.0238485
17,-0.17824447,-0.20752497,"('nasty', 'nice')",-0.55832547,-0.55745524,-0.41323018,-0.31759274,-0.3832667,-0.3608576,0.0224091
