,westrock_male,westrock_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.1704769,-1.1502597,"('unsociable', 'sociable')",-0.07420393,-0.027412057,-0.6223404,-0.5888359,0.0335045
1,-0.088666946,-0.39223263,"('unfriendly', 'friendly')",1.8458954,1.63938,0.8786142,0.6235737,-0.2550405
2,0.27286702,0.37277034,"('unlikable', 'likable')",0.7588521,0.9286131,0.5158596,0.6506917,0.1348321
3,-0.6923522,-0.49976987,"('repellent', 'pleasant')",0.32445306,0.4432719,-0.1839496,-0.028249,0.1557006
4,0.31949514,0.32492006,"('disliked', 'liked')",-7.640113,-7.611511,-3.6603088,-3.6432955,0.0170133
5,-0.3102461,-0.38480282,"('distant', 'outgoing')",-0.3830286,-0.34539005,-0.3466374,-0.3650964,-0.018459
6,-0.38744318,-0.501799,"('distant', 'open')",-0.06969279,-0.16690412,-0.228568,-0.3343515,-0.1057835
7,-0.15265048,0.080002226,"('insensitive', 'sensitive')",0.4535852,0.57402825,0.1504674,0.3270153,0.1765479
8,-0.18679518,-0.25773427,"('unaffectionate', 'affectionate')",1.0850875,0.8058402,0.4491462,0.274053,-0.1750932
9,0.058183033,0.048741717,"('unaffectionate', 'caring')",1.4556444,1.3155524,0.7569137,0.682147,-0.0747667
10,-0.769848,-0.59155464,"('unsympathetic', 'sympathetic')",0.27032495,0.23254153,-0.2497615,-0.1795066,0.0702549
11,-0.86183745,-0.66262084,"('unhelpful', 'helpful')",2.160734,2.2361925,0.6494483,0.7867858,0.1373375
12,-0.694717,-0.48011225,"('unsupportive', 'supportive')",-1.8814553,-1.768243,-1.2880862,-1.1241776,0.1639086
13,-0.6775443,-0.61127406,"('impolite', 'polite')",-0.16357565,0.05250201,-0.42056,-0.279386,0.141174
14,-0.57024455,-0.17239822,"('antisocial', 'social')",-0.08583197,0.14092168,-0.3280383,-0.0157383,0.3123
15,0.5395465,0.44497764,"('boring', 'funny')",0.4285669,0.49532536,0.4840567,0.4701515,-0.0139052
16,-0.113981105,-0.31077358,"('unpopular', 'popular')",-0.34877348,-0.3837371,-0.2313773,-0.3472553,-0.115878
17,0.14370383,0.055072412,"('nasty', 'nice')",0.051263884,0.015270561,0.0974839,0.0351715,-0.0623124
18,-0.98622715,-0.92707366,"('disagreeable', 'welcoming')",-0.9116868,-0.877497,-0.948957,-0.9022853,0.0466717
19,-0.7510817,-0.85171276,"('inhospitable', 'hospitable')",-0.48377046,-0.46303186,-0.6174261,-0.6573723,-0.0399462
20,-0.4624639,-0.37378702,"('rough', 'thoughtful')",0.26735553,0.371448,-0.0975542,-0.0011695,0.0963847
21,-1.4721456,-1.1252913,"('immoral', 'moral')",-1.0428166,-0.73086476,-1.2574811,-0.9280781,0.329403
22,0.5301189,0.6463461,"('untrustworthy', 'trustworthy')",-0.16916466,-0.0800655,0.1804771,0.2831403,0.1026632
23,-0.052461512,0.014726091,"('insincere', 'sincere')",6.1597652,6.215336,3.0536518,3.115031,0.0613792
24,0.32796156,0.3823116,"('dishonest', 'honest')",1.4052198,1.3525685,0.8665907,0.86744,0.0008493
25,0.48140502,0.33682466,"('egoistic', 'altruistic')",1.0757812,0.92734444,0.7785931,0.6320845,-0.1465086
26,-0.16719124,-0.28506085,"('hardhearted', 'benevolent')",1.8157433,1.6305462,0.824276,0.6727427,-0.1515333
27,-1.0728104,-1.0954944,"('hardhearted', 'softhearted')",1.0104467,0.86462724,-0.0311819,-0.1154336,-0.0842517
28,-0.021998003,0.0014365464,"('disloyal', 'loyal')",1.2929425,1.0481083,0.6354722,0.5247725,-0.1106997
29,0.19654879,0.1445776,"('unfair', 'fair')",-0.24188748,-0.38291037,-0.0226693,-0.1191664,-0.0964971
30,-0.17207228,-0.0037267925,"('intolerant', 'tolerant')",0.5952152,0.8685451,0.2115715,0.4324092,0.2208377
31,0.09458009,-0.040040754,"('evil', 'good')",-0.6702178,-0.88406134,-0.2878188,-0.462051,-0.1742322
32,-0.530679,-0.66508985,"('unkind', 'kind')",1.2180136,1.0189669,0.3436673,0.1769385,-0.1667288
33,0.4243111,0.38929078,"('wrong', 'right')",-0.5209135,-0.518465,-0.0483012,-0.0645871,-0.0162859
34,0.05606641,-0.048266754,"('mean', 'honorable')",5.2589374,5.407943,2.6575019,2.6798379,0.022336
35,0.7894685,0.46149063,"('corrupt', 'incorrupt')",-0.6398259,-0.8359725,0.0748213,-0.1872409,-0.2620622
36,0.8791298,0.4182247,"('hostile', 'amicable')",-0.18023905,-0.49175552,0.3494454,-0.0367654,-0.3862108
37,0.18655553,0.25089136,"('fake', 'genuine')",0.23666084,0.27446193,0.2116082,0.2626767,0.0510685
38,0.3367091,0.23226492,"('untruthful', 'truthful')",0.17051253,0.28245723,0.2536108,0.2573611,0.0037503
39,-0.029410813,0.22511216,"('exploitative', 'cooperative')",0.632943,0.733732,0.3017661,0.4794221,0.177656
40,0.12371742,0.18054499,"('stingy', 'generous')",-2.2935703,-2.3701122,-1.0849265,-1.0947835,-0.009857
41,-0.049305234,0.06155985,"('unforgiving', 'forgiving')",0.31611478,0.32045725,0.1334048,0.1910086,0.0576038
42,0.99502367,1.1299678,"('unreliable', 'reliable')",-2.6509004,-2.5802925,-0.8279383,-0.7251623,0.102776
43,-1.2371413,-0.9409911,"('irresponsible', 'responsible')",0.91322607,1.137789,-0.1619576,0.098399,0.2603566
44,0.10054698,0.095808014,"('prejudiced', 'unprejudiced')",-1.537924,-1.517338,-0.7186885,-0.710765,0.0079235
45,-0.00285336,0.28196663,"('incompetent', 'competent')",-0.04992675,0.052908976,-0.0263901,0.1674378,0.1938279
46,-0.8550436,-0.5541749,"('uncompetitive', 'competitive')",-0.7928378,-0.68084353,-0.8239407,-0.6175092,0.2064315
47,-0.44391996,-0.302244,"('stupid', 'smart')",5.4937806,5.6678457,2.5249302,2.6828008,0.1578706
48,-1.2914923,-1.2137688,"('unintelligent', 'intelligent')",0.017185044,0.089595616,-0.6371536,-0.5620866,0.075067
49,-0.9899491,-0.9015073,"('unable', 'able')",-1.0484864,-0.8902377,-1.0192177,-0.8958725,0.1233452
50,0.34799397,0.2574035,"('clumsy', 'skillful')",-0.52517414,-0.6030988,-0.0885901,-0.1728477,-0.0842576
51,-0.81753033,-0.8304778,"('uneducated', 'educated')",-0.07900121,-0.09248671,-0.4482658,-0.4614822,-0.0132164
52,0.04728672,-0.24833503,"('irrational', 'rational')",-0.109894186,-0.31496197,-0.0313037,-0.2816485,-0.2503448
53,-0.06476591,-0.14800218,"('uncreative', 'creative')",0.5841604,0.5253563,0.2596972,0.1886771,-0.0710201
54,0.573372,0.25574353,"('incapable', 'capable')",0.81714934,0.7371749,0.6952606,0.4964592,-0.1988014
55,-0.5440637,-0.21496126,"('incompetent', 'clever')",0.015402993,0.24873573,-0.2643304,0.0168872,0.2812176
56,0.15539971,0.35903582,"('impractical', 'practical')",0.01774484,0.24853972,0.0865723,0.3037878,0.2172155
57,0.72397447,0.75281024,"('unimaginative', 'imaginative')",-3.0616899,-3.0263317,-1.1688577,-1.1367607,0.032097
58,0.098921046,0.21221548,"('undiscriminating', 'discriminating')",0.07162776,0.19498487,0.0852744,0.2036002,0.1183258
59,0.6055783,0.4773966,"('foolish', 'wise')",0.26076013,0.19405073,0.4331692,0.3357237,-0.0974455
60,-0.9730288,-0.5969877,"('inefficient', 'efficient')",-0.21703832,0.2827266,-0.5950335,-0.1571306,0.4379029
