,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.3983916,0.3360995,"('unsociable', 'sociable')",0.3983916,0.3360995,-0.0622921
1,1.1837081,1.1146013,"('unfriendly', 'friendly')",1.1837081,1.1146013,-0.0691068
2,0.14849123,0.28101248,"('unlikable', 'likable')",0.1484912,0.2810125,0.1325213
3,1.2259387,1.3632764,"('repellent', 'pleasant')",1.2259387,1.3632764,0.1373377
4,-7.1711497,-7.216086,"('disliked', 'liked')",-7.1711497,-7.2160859,-0.0449362
5,-0.52130693,-0.47433814,"('distant', 'outgoing')",-0.5213069,-0.4743381,0.0469688
6,-0.20928355,-0.20614117,"('distant', 'open')",-0.2092835,-0.2061412,0.0031423
7,1.5741863,1.5948943,"('insensitive', 'sensitive')",1.5741863,1.5948943,0.020708
8,0.8301232,0.83500874,"('unaffectionate', 'affectionate')",0.8301232,0.8350087,0.0048855
9,1.2586724,1.3710251,"('unaffectionate', 'caring')",1.2586724,1.3710251,0.1123527
10,1.6236514,1.6463957,"('unsympathetic', 'sympathetic')",1.6236514,1.6463957,0.0227443
11,1.9541479,2.0847104,"('unhelpful', 'helpful')",1.9541479,2.0847104,0.1305625
12,-1.1855925,-1.0800723,"('unsupportive', 'supportive')",-1.1855925,-1.0800723,0.1055202
13,0.54319936,0.5121162,"('impolite', 'polite')",0.5431994,0.5121162,-0.0310832
14,0.2722407,0.23809373,"('antisocial', 'social')",0.2722407,0.2380937,-0.034147
15,0.3995634,0.3150974,"('boring', 'funny')",0.3995634,0.3150974,-0.084466
16,-0.78937966,-0.6500305,"('unpopular', 'popular')",-0.7893797,-0.6500305,0.1393492
17,-0.42252886,-0.303467,"('nasty', 'nice')",-0.4225289,-0.303467,0.1190619
18,-0.27113703,-0.27248982,"('disagreeable', 'welcoming')",-0.271137,-0.2724898,-0.0013528
19,-0.7171848,-0.64998144,"('inhospitable', 'hospitable')",-0.7171848,-0.6499814,0.0672034
20,0.7789538,0.66384745,"('rough', 'thoughtful')",0.7789538,0.6638474,-0.1151064
21,0.49313164,0.6184279,"('immoral', 'moral')",0.4931316,0.6184279,0.1252963
22,-0.060652323,-0.011616038,"('untrustworthy', 'trustworthy')",-0.0606523,-0.011616,0.0490363
23,6.6821756,6.7612514,"('insincere', 'sincere')",6.6821756,6.7612514,0.0790758
24,1.8319867,1.8314246,"('dishonest', 'honest')",1.8319867,1.8314246,-0.0005621
25,0.82909566,0.7877038,"('egoistic', 'altruistic')",0.8290957,0.7877038,-0.0413919
26,0.6353902,0.3840715,"('hardhearted', 'benevolent')",0.6353902,0.3840715,-0.2513187
27,1.7611814,1.5874318,"('hardhearted', 'softhearted')",1.7611814,1.5874318,-0.1737496
28,1.1509854,1.02929,"('disloyal', 'loyal')",1.1509854,1.02929,-0.1216954
29,-0.9005161,-0.9970592,"('unfair', 'fair')",-0.9005161,-0.9970592,-0.0965431
30,1.001711,1.0662826,"('intolerant', 'tolerant')",1.001711,1.0662826,0.0645716
31,-1.7677668,-1.7447246,"('evil', 'good')",-1.7677668,-1.7447246,0.0230422
32,1.4235473,1.3330708,"('unkind', 'kind')",1.4235473,1.3330708,-0.0904765
33,-0.49592036,-0.43395925,"('wrong', 'right')",-0.4959204,-0.4339592,0.0619612
34,4.3251295,4.592143,"('mean', 'honorable')",4.3251295,4.5921431,0.2670136
35,-1.5982809,-1.7490813,"('corrupt', 'incorrupt')",-1.5982809,-1.7490813,-0.1508004
36,-1.5672809,-1.6626642,"('hostile', 'amicable')",-1.5672809,-1.6626642,-0.0953833
