,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.72394025,-0.7889827,"('unsociable', 'sociable')",-0.8241284,-0.8916683,-0.14096658,-0.2705054,-0.46260303,-0.5318909,-0.5379096,-0.6207618,-0.0828522
1,-0.35283363,-0.52341497,"('unfriendly', 'friendly')",-0.073532656,-0.29152364,-0.791474,-0.9300947,1.459715,1.1899121,0.0604687,-0.1387803,-0.199249
2,0.6220123,0.6241331,"('unlikable', 'likable')",0.48372293,0.5849747,0.8955339,0.91170484,0.45904148,0.5703689,0.6150777,0.6727954,0.0577177
3,-1.2704813,-1.1895144,"('repellent', 'pleasant')",-2.32494,-2.150669,0.024911102,0.026860144,-0.16182296,-0.09343108,-0.9330833,-0.8516886,0.0813947
4,0.69142073,0.676863,"('disliked', 'liked')",0.8466021,0.8151776,-0.42114335,-0.462696,-5.2603183,-5.1637754,-1.0358597,-1.0336077,0.002252
5,0.86051357,0.773263,"('distant', 'outgoing')",1.0496081,0.9077222,-0.8845602,-0.7965673,-0.22388944,-0.25657576,0.200418,0.1569605,-0.0434575
6,0.45748842,0.3536945,"('distant', 'open')",1.4112457,1.2647961,-0.8651565,-0.8204429,0.6212863,0.5143025,0.406216,0.3280876,-0.0781284
7,-0.16515863,-0.13609265,"('insensitive', 'sensitive')",-1.1546507,-1.0258716,-0.6291807,-0.6774417,0.73047376,0.74704754,-0.3046291,-0.2730896,0.0315395
8,0.13311137,0.0054778755,"('unaffectionate', 'affectionate')",0.25807542,0.12321365,-1.369281,-1.4655079,0.64466476,0.4268113,-0.0833574,-0.2275012,-0.1441438
9,-0.34267643,-0.42892694,"('unaffectionate', 'caring')",-0.30677617,-0.4245032,-0.7689402,-0.9101635,1.405044,1.2567502,-0.0033372,-0.1267109,-0.1233737
10,-1.2101601,-1.2022029,"('unsympathetic', 'sympathetic')",-2.4668617,-2.382066,-0.6399712,-0.6739889,0.3730468,0.36190546,-0.9859866,-0.9740881,0.0118985
11,-0.59021276,-0.5949476,"('unhelpful', 'helpful')",-1.1301229,-1.1086074,0.19272187,0.16711079,2.1705222,2.181346,0.1607271,0.1612254,0.0004983
12,0.44672313,0.44834036,"('unsupportive', 'supportive')",-0.26446843,-0.2593154,-0.56265867,-0.58257765,-1.1908752,-1.1035737,-0.3928198,-0.3742816,0.0185382
13,-0.31051984,-0.30092925,"('impolite', 'polite')",-0.50604737,-0.4493302,0.53968424,0.50790244,-0.30464366,-0.25453252,-0.1453817,-0.1242224,0.0211593
14,-1.4296908,-1.3420829,"('antisocial', 'social')",-1.3251808,-1.1827438,-0.10437785,-0.1904103,-0.8383677,-0.7243541,-0.9244043,-0.8598977,0.0645066
15,0.3857693,0.3068552,"('boring', 'funny')",1.252122,1.2558055,0.7293678,0.6970521,0.5424778,0.51435417,0.7274342,0.6935167,-0.0339175
16,-0.32570952,-0.3677117,"('unpopular', 'popular')",0.08239644,0.02600357,-0.54736733,-0.58490413,0.4168858,0.39082354,-0.0934487,-0.1339472,-0.0404985
17,0.7545439,0.74367785,"('nasty', 'nice')",0.07024286,0.10929593,-0.8346311,-0.7785373,-0.70099163,-0.6765266,-0.177709,-0.1505225,0.0271865
18,-0.110551834,-0.117455624,"('disagreeable', 'welcoming')",-0.24689962,-0.270723,-1.8408461,-1.8133324,-0.815087,-0.88707507,-0.7533461,-0.7721466,-0.0188005
19,0.775653,0.74052274,"('inhospitable', 'hospitable')",0.91009593,0.81908494,-0.11269483,-0.06342106,-0.09504852,-0.1623907,0.3695014,0.333449,-0.0360524
20,0.5203955,0.5388828,"('rough', 'thoughtful')",-0.25331044,-0.24787237,-0.24652405,-0.21123722,0.96334565,0.91212285,0.2459767,0.247974,0.0019973
21,-0.6709594,-0.5665877,"('immoral', 'moral')",-1.5685295,-1.4348071,-0.63396764,-0.65343976,-1.1506497,-1.038096,-1.0060265,-0.9232326,0.0827939
22,-1.2228447,-1.1861576,"('untrustworthy', 'trustworthy')",-1.6497598,-1.5090971,-1.108746,-1.1142114,-1.5430136,-1.4855015,-1.381091,-1.3237419,0.0573491
23,-0.7378903,-0.7754876,"('insincere', 'sincere')",-1.9041069,-1.8509691,-0.7440391,-0.8103904,4.841464,4.6229615,0.363857,0.2965286,-0.0673284
24,-1.7206638,-1.7150489,"('dishonest', 'honest')",-2.2675042,-2.2145824,-1.2571388,-1.3137372,0.50645626,0.37731066,-1.1847126,-1.2165143,-0.0318017
25,0.7272861,0.721884,"('egoistic', 'altruistic')",0.5649784,0.52646273,0.123329476,0.14012705,1.1774356,1.1193353,0.6482574,0.6269523,-0.0213051
26,0.35076058,0.28220952,"('hardhearted', 'benevolent')",1.3397208,1.2505833,1.093191,0.98837805,1.5039127,1.3952966,1.0718963,0.9791169,-0.0927794
27,-0.25950915,-0.3037255,"('hardhearted', 'softhearted')",-0.75393003,-0.656247,-0.110060446,-0.024111798,1.524384,1.3874956,0.1002211,0.1008528,0.0006317
28,-0.5017676,-0.58657223,"('disloyal', 'loyal')",-1.3347608,-1.4460845,-0.72998106,-0.90455604,0.7679555,0.54347646,-0.4496384,-0.5984341,-0.1487957
29,-0.5128075,-0.6497177,"('unfair', 'fair')",-0.8727041,-0.9698956,-1.4815795,-1.5666895,-1.027926,-1.1908673,-0.9737543,-1.0942925,-0.1205382
30,-0.84962726,-0.8027003,"('intolerant', 'tolerant')",-0.93037415,-0.7790087,-0.1369576,-0.21017995,1.012153,1.0213579,-0.2262015,-0.1926327,0.0335688
31,0.26201338,0.15352853,"('evil', 'good')",0.88710773,0.7696246,-0.4678524,-0.47437292,-1.0664144,-1.219773,-0.0962864,-0.1927482,-0.0964618
32,-0.8061256,-0.7796917,"('unkind', 'kind')",-0.7990376,-0.7309862,0.28539252,0.26724297,0.8499038,0.75237703,-0.1174667,-0.1227645,-0.0052978
33,1.1962091,1.0835904,"('wrong', 'right')",1.466923,1.2735656,0.17236869,0.07869129,-0.4176141,-0.4741202,0.6044717,0.4904318,-0.1140399
34,0.18848506,0.2733814,"('mean', 'honorable')",-0.10486512,0.04502868,0.05994523,0.109501615,5.384556,5.396731,1.3820302,1.4561607,0.0741305
35,1.713687,1.5980473,"('corrupt', 'incorrupt')",1.7539971,1.6369858,-0.23245952,-0.17894873,-0.1151052,-0.30216822,0.7800298,0.6884791,-0.0915507
36,1.0381604,0.88664377,"('hostile', 'amicable')",1.673513,1.4702048,-0.11750215,-0.18446134,-0.015454285,-0.16934821,0.6446792,0.5007598,-0.1439194
37,0.7477108,0.77750504,"('fake', 'genuine')",-0.31768095,-0.20483294,-0.24344665,-0.18923621,0.6135948,0.58099693,0.2000445,0.2411082,0.0410637
38,-0.3940129,-0.3972531,"('untruthful', 'truthful')",-0.4870453,-0.47379017,-0.7185962,-0.7603102,0.2694805,0.26573843,-0.3325435,-0.3414037,-0.0088602
39,0.29757655,0.37550423,"('exploitative', 'cooperative')",0.22937877,0.37308237,1.1360979,1.154602,-0.0036377301,0.02702875,0.4148539,0.4825544,0.0677005
40,0.62858063,0.6166531,"('stingy', 'generous')",-0.04448699,-0.047983922,-0.61948395,-0.6300009,-0.8696534,-0.91791886,-0.2262609,-0.2448127,-0.0185518
41,-0.29603726,-0.38174823,"('unforgiving', 'forgiving')",-0.6714109,-0.6711126,-0.031001914,-0.080276966,0.063858606,0.08584979,-0.2336479,-0.261822,-0.0281741
